"FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","P2_3","FAC_HOG"
11168,3,1,1,1,6,1,51,192,1701,1,1711
11169,4,1,1,1,6,1,38,192,1701,1,1711
11169,4,1,2,1,6,2,29,192,1701,2,1711
11170,5,1,1,1,6,1,40,192,1701,1,1711
11170,5,1,2,1,6,2,26,192,1701,2,1711
11170,5,1,3,1,6,2,5,192,1701,3,1711
11170,5,1,4,1,6,2,0,192,1701,3,1711
11171,1,1,2,4,6,1,47,190,1702,2,2221
11171,1,1,8,4,6,2,2,190,1702,4,2221
11171,1,1,7,4,6,2,98,190,1702,5,2221
11171,1,1,6,4,6,1,12,190,1702,3,2221
11171,1,1,5,4,6,1,15,190,1702,3,2221
11171,1,1,4,4,6,1,26,190,1702,3,2221
11171,1,1,3,4,6,1,28,190,1702,3,2221
11171,1,1,1,4,6,2,47,190,1702,1,2221
11172,2,1,4,4,6,2,4,190,1702,4,2221
11172,2,1,3,4,6,1,18,190,1702,3,2221
11172,2,1,2,4,6,2,29,190,1702,3,2221
11172,2,1,1,4,6,2,53,190,1702,1,2221
11173,3,1,1,4,6,1,46,190,1702,1,2221
11173,3,1,2,4,6,2,38,190,1702,2,2221
11173,3,1,3,4,6,1,18,190,1702,3,2221
11173,3,1,4,4,6,1,14,190,1702,3,2221
11173,3,1,6,4,6,2,79,190,1702,5,2221
11173,3,1,5,4,6,1,11,190,1702,3,2221
11174,4,1,1,4,6,1,78,190,1702,1,2221
11174,4,1,2,4,6,1,37,190,1702,5,2221
11174,4,1,5,4,6,2,5,190,1702,5,2221
11174,4,1,4,4,6,1,8,190,1702,5,2221
11174,4,1,3,4,6,2,28,190,1702,4,2221
11175,5,1,4,4,6,1,18,190,1702,3,2221
11175,5,1,1,4,6,1,49,190,1702,1,2221
11175,5,1,3,4,6,1,20,190,1702,3,2221
11175,5,1,5,4,6,1,14,190,1702,3,2221
11175,5,1,2,4,6,2,51,190,1702,2,2221
11176,6,1,1,4,6,1,76,190,1702,1,2221
11177,7,1,1,4,6,1,41,190,1702,1,2221
11177,7,1,2,4,6,2,44,190,1702,2,2221
11177,7,1,3,4,6,2,19,190,1702,3,2221
11177,7,1,4,4,6,1,17,190,1702,3,2221
11177,7,1,5,4,6,2,12,190,1702,3,2221
11177,7,1,6,4,6,1,9,190,1702,3,2221
11177,7,1,7,4,6,2,6,190,1702,3,2221
11178,8,1,5,4,6,2,6,190,1702,3,2221
11178,8,1,4,4,6,1,11,190,1702,3,2221
11178,8,1,3,4,6,2,16,190,1702,3,2221
11178,8,1,2,4,6,2,37,190,1702,2,2221
11178,8,1,1,4,6,1,46,190,1702,1,2221
11178,8,1,6,4,6,1,68,190,1702,5,2221
11179,9,1,1,4,6,2,35,190,1702,1,2221
11179,9,1,2,4,6,1,36,190,1702,2,2221
11179,9,1,3,4,6,1,16,190,1702,3,2221
11179,9,1,4,4,6,2,14,190,1702,3,2221
11179,9,1,5,4,6,2,19,190,1702,3,2221
11179,9,1,6,4,6,1,11,190,1702,3,2221
11180,10,1,1,4,6,1,38,190,1702,1,2221
11180,10,1,3,4,6,2,7,190,1702,3,2221
11180,10,1,2,4,6,2,30,190,1702,2,2221
11180,10,1,4,4,6,2,3,190,1702,3,2221
11181,11,1,4,4,6,2,12,190,1702,3,2221
11181,11,1,3,4,6,1,9,190,1702,3,2221
11181,11,1,1,4,6,1,34,190,1702,1,2221
11181,11,1,2,4,6,2,37,190,1702,2,2221
11182,12,1,1,4,6,1,67,190,1702,1,2221
11183,13,1,5,4,6,2,14,190,1702,3,2221
11183,13,1,4,4,6,2,19,190,1702,3,2221
11183,13,1,3,4,6,2,69,190,1702,5,2221
11183,13,1,2,4,6,2,43,190,1702,2,2221
11183,13,1,1,4,6,1,48,190,1702,1,2221
11184,14,1,2,4,6,1,26,190,1702,5,2221
11184,14,1,3,4,6,1,22,190,1702,3,2221
11184,14,1,1,4,6,2,49,190,1702,1,2221
11185,15,1,7,4,6,2,2,190,1702,3,2221
11185,15,1,5,4,6,2,27,190,1702,2,2221
11185,15,1,1,4,6,1,31,190,1702,1,2221
11185,15,1,6,4,6,2,4,190,1702,3,2221
11186,16,1,2,4,6,2,28,190,1702,2,2221
11186,16,1,1,4,6,1,29,190,1702,1,2221
11186,16,1,3,4,6,1,0,190,1702,3,2221
11187,17,1,1,4,6,1,65,190,1702,1,2221
11187,17,1,2,4,6,2,64,190,1702,2,2221
11188,18,1,2,4,6,2,39,190,1702,3,2221
11188,18,1,1,4,6,2,62,190,1702,1,2221
11188,18,1,3,4,6,2,38,190,1702,3,2221
11188,18,1,7,4,6,2,3,190,1702,4,2221
11188,18,1,6,4,6,2,10,190,1702,4,2221
11188,18,1,5,4,6,1,12,190,1702,4,2221
11188,18,1,4,4,6,2,33,190,1702,3,2221
11189,19,1,2,4,6,1,44,190,1702,2,2221
11189,19,1,1,4,6,2,39,190,1702,1,2221
11189,19,1,3,4,6,1,14,190,1702,3,2221
11189,19,1,4,4,6,2,4,190,1702,3,2221
11190,20,1,1,4,6,1,37,190,1702,1,2221
11190,20,1,3,4,6,2,12,190,1702,3,2221
11190,20,1,2,4,6,2,27,190,1702,2,2221
11190,20,1,4,4,6,2,8,190,1702,3,2221
11190,20,1,5,4,6,1,4,190,1702,3,2221
11190,20,1,6,4,6,1,2,190,1702,3,2221
11191,1,1,1,4,6,1,44,191,1703,1,2349
11191,1,1,4,4,6,2,5,191,1703,3,2349
11191,1,1,3,4,6,2,12,191,1703,3,2349
11191,1,1,2,4,6,2,33,191,1703,2,2349
11192,2,1,4,4,6,1,42,191,1703,3,2349
11192,2,1,5,4,6,1,10,191,1703,4,2349
11192,2,1,1,4,6,2,68,191,1703,1,2349
11192,2,1,2,4,6,2,42,191,1703,3,2349
11192,2,1,3,4,6,2,36,191,1703,3,2349
11193,3,1,3,4,6,1,26,191,1703,3,2349
11193,3,1,2,4,6,2,44,191,1703,2,2349
11193,3,1,1,4,6,1,48,191,1703,1,2349
11193,3,1,5,4,6,1,9,191,1703,3,2349
11193,3,1,4,4,6,1,23,191,1703,3,2349
11194,4,1,7,4,6,2,6,191,1703,4,2349
11194,4,1,6,4,6,2,2,191,1703,4,2349
11194,4,1,5,4,6,2,33,191,1703,3,2349
11194,4,1,3,4,6,2,54,191,1703,5,2349
11194,4,1,4,4,6,1,32,191,1703,3,2349
11194,4,1,1,4,6,1,60,191,1703,1,2349
11194,4,1,2,4,6,2,56,191,1703,2,2349
11195,5,1,1,4,6,1,50,191,1703,1,2349
11195,5,1,2,4,6,2,48,191,1703,2,2349
11195,5,1,3,4,6,1,23,191,1703,3,2349
11196,6,1,3,4,6,1,52,191,1703,3,2349
11196,6,1,2,4,6,2,80,191,1703,2,2349
11196,6,1,1,4,6,1,82,191,1703,1,2349
11197,7,1,1,4,6,1,50,191,1703,1,2349
11197,7,1,2,4,6,2,49,191,1703,2,2349
11197,7,1,3,4,6,1,28,191,1703,3,2349
11197,7,1,4,4,6,2,26,191,1703,5,2349
11198,8,1,2,4,6,2,39,191,1703,2,2349
11198,8,1,1,4,6,1,39,191,1703,1,2349
11198,8,1,5,4,6,2,3,191,1703,3,2349
11198,8,1,3,4,6,2,11,191,1703,3,2349
11198,8,1,4,4,6,2,5,191,1703,3,2349
11199,9,1,2,4,6,2,38,191,1703,2,2349
11199,9,1,3,4,6,1,19,191,1703,3,2349
11199,9,1,5,4,6,2,13,191,1703,3,2349
11199,9,1,1,4,6,1,42,191,1703,1,2349
11199,9,1,4,4,6,1,15,191,1703,3,2349
11200,10,1,3,4,6,1,10,191,1703,3,2349
11200,10,1,1,4,6,1,30,191,1703,1,2349
11200,10,1,2,4,6,2,39,191,1703,2,2349
11200,10,1,4,4,6,1,5,191,1703,3,2349
11200,10,1,5,4,6,1,4,191,1703,3,2349
11201,11,1,3,4,6,1,12,191,1703,3,2349
11201,11,1,2,4,6,2,34,191,1703,2,2349
11201,11,1,1,4,6,1,35,191,1703,1,2349
11201,11,1,4,4,6,2,5,191,1703,3,2349
11202,12,1,1,4,6,1,36,191,1703,1,2349
11202,12,1,2,4,6,2,37,191,1703,2,2349
11202,12,1,3,4,6,1,10,191,1703,3,2349
11202,12,1,4,4,6,2,2,191,1703,3,2349
11203,13,1,1,4,6,1,35,191,1703,1,2349
11203,13,1,2,4,6,2,35,191,1703,2,2349
11203,13,1,3,4,6,2,9,191,1703,3,2349
11203,13,1,4,4,6,2,3,191,1703,3,2349
11204,14,1,2,4,6,2,41,191,1703,2,2349
11204,14,1,1,4,6,1,43,191,1703,1,2349
11204,14,1,3,4,6,1,17,191,1703,3,2349
11204,14,1,6,4,6,1,11,191,1703,3,2349
11204,14,1,5,4,6,1,11,191,1703,3,2349
11204,14,1,4,4,6,1,15,191,1703,3,2349
11205,15,1,1,4,6,2,53,191,1703,1,2349
11205,15,1,2,4,6,2,30,191,1703,3,2349
11205,15,1,3,4,6,1,22,191,1703,3,2349
11205,15,1,4,4,6,1,18,191,1703,3,2349
11206,16,1,1,4,6,1,47,191,1703,1,2349
11206,16,1,2,4,6,2,46,191,1703,2,2349
11207,17,1,1,4,6,1,61,191,1703,1,2349
11207,17,1,2,4,6,2,60,191,1703,2,2349
11207,17,1,5,4,6,1,1,191,1703,4,2349
11207,17,1,4,4,6,2,21,191,1703,3,2349
11208,18,1,1,4,6,2,87,191,1703,1,2349
11208,18,1,2,4,6,2,86,191,1703,2,2349
11209,19,1,3,4,6,2,12,191,1703,3,2349
11209,19,1,1,4,6,2,31,191,1703,1,2349
11209,19,1,2,4,6,1,36,191,1703,2,2349
11209,19,1,4,4,6,2,1,191,1703,3,2349
11210,20,1,7,4,6,1,0,191,1703,4,2349
11210,20,1,2,4,6,2,34,191,1703,3,2349
11210,20,1,5,4,6,2,7,191,1703,4,2349
11210,20,1,4,4,6,2,29,191,1703,3,2349
11210,20,1,3,4,6,2,30,191,1703,3,2349
11210,20,1,6,4,6,1,5,191,1703,4,2349
11210,20,1,1,4,6,1,55,191,1703,1,2349
11211,1,1,1,4,6,1,28,190,1704,1,2055
11212,2,1,2,4,6,2,37,190,1704,2,2055
11212,2,1,1,4,6,1,58,190,1704,1,2055
11213,3,1,4,4,6,1,10,190,1704,3,2055
11213,3,1,1,4,6,1,30,190,1704,1,2055
11213,3,1,2,4,6,2,31,190,1704,2,2055
11213,3,1,3,4,6,1,11,190,1704,3,2055
11214,4,1,2,4,6,2,32,190,1704,2,2055
11214,4,1,1,4,6,1,34,190,1704,1,2055
11214,4,1,3,4,6,1,13,190,1704,3,2055
11214,4,1,6,4,6,1,7,190,1704,3,2055
11214,4,1,4,4,6,1,11,190,1704,3,2055
11214,4,1,5,4,6,2,8,190,1704,3,2055
11215,5,1,7,4,6,1,5,190,1704,4,2055
11215,5,1,6,4,6,1,10,190,1704,4,2055
11215,5,1,5,4,6,2,13,190,1704,4,2055
11215,5,1,4,4,6,1,47,190,1704,3,2055
11215,5,1,2,4,6,2,31,190,1704,3,2055
11215,5,1,3,4,6,1,47,190,1704,5,2055
11215,5,1,1,4,6,2,68,190,1704,1,2055
11216,6,1,2,4,6,2,30,190,1704,2,2055
11216,6,1,1,4,6,1,30,190,1704,1,2055
11216,6,1,3,4,6,2,10,190,1704,3,2055
11216,6,1,4,4,6,2,5,190,1704,3,2055
11217,7,1,5,4,6,2,17,190,1704,3,2055
11217,7,1,4,4,6,2,15,190,1704,3,2055
11217,7,1,3,4,6,2,21,190,1704,3,2055
11217,7,1,2,4,6,1,50,190,1704,2,2055
11217,7,1,1,4,6,2,38,190,1704,1,2055
11217,7,1,6,4,6,2,0,190,1704,4,2055
11218,8,1,1,4,6,1,26,190,1704,1,2055
11218,8,1,2,4,6,2,23,190,1704,2,2055
11218,8,1,3,4,6,1,8,190,1704,3,2055
11218,8,1,4,4,6,2,3,190,1704,3,2055
11219,9,1,1,4,6,1,27,190,1704,1,2055
11219,9,1,2,4,6,2,26,190,1704,2,2055
11219,9,1,3,4,6,1,7,190,1704,3,2055
11219,9,1,4,4,6,2,3,190,1704,3,2055
11220,10,1,1,4,6,2,59,190,1704,1,2055
11221,11,1,2,4,6,2,23,190,1704,2,2055
11221,11,1,1,4,6,1,28,190,1704,1,2055
11221,11,1,3,4,6,2,7,190,1704,3,2055
11221,11,1,4,4,6,2,3,190,1704,3,2055
11222,12,1,1,4,6,1,70,190,1704,1,2055
11223,13,1,4,4,6,1,16,190,1704,3,2055
11223,13,1,3,4,6,1,18,190,1704,3,2055
11223,13,1,2,4,6,2,22,190,1704,3,2055
11223,13,1,1,4,6,2,40,190,1704,1,2055
11224,14,1,5,4,6,1,14,190,1704,3,2055
11224,14,1,4,4,6,2,18,190,1704,3,2055
11224,14,1,2,4,6,2,43,190,1704,2,2055
11224,14,1,3,4,6,1,23,190,1704,3,2055
11224,14,1,1,4,6,1,43,190,1704,1,2055
11225,15,1,3,4,6,1,30,190,1704,3,2055
11225,15,1,1,4,6,1,50,190,1704,1,2055
11225,15,1,2,4,6,2,50,190,1704,2,2055
11225,15,1,4,4,6,1,28,190,1704,3,2055
11226,16,1,1,4,6,2,53,190,1704,1,2055
11226,16,1,2,4,6,2,33,190,1704,3,2055
11226,16,1,5,4,6,1,0,190,1704,4,2055
11226,16,1,4,4,6,2,28,190,1704,5,2055
11226,16,1,3,4,6,1,29,190,1704,3,2055
11227,17,1,3,4,6,1,1,190,1704,3,2055
11227,17,1,2,4,6,2,27,190,1704,2,2055
11227,17,1,1,4,6,1,30,190,1704,1,2055
11228,18,1,5,4,6,2,21,190,1704,3,2055
11228,18,1,4,4,6,1,34,190,1704,5,2055
11228,18,1,3,4,6,2,25,190,1704,3,2055
11228,18,1,2,4,6,2,46,190,1704,2,2055
11228,18,1,6,4,6,1,0,190,1704,4,2055
11228,18,1,1,4,6,1,48,190,1704,1,2055
11229,19,1,3,4,6,1,13,190,1704,3,2055
11229,19,1,2,4,6,2,38,190,1704,2,2055
11229,19,1,1,4,6,1,37,190,1704,1,2055
11229,19,1,4,4,6,2,8,190,1704,3,2055
11230,20,1,1,4,6,2,32,190,1704,1,2055
11230,20,1,2,4,6,1,63,190,1704,2,2055
11230,20,1,3,4,6,2,9,190,1704,3,2055
11230,20,1,4,4,6,1,5,190,1704,3,2055
11231,1,1,1,4,6,2,53,190,1705,1,2124
11231,1,1,2,4,6,1,22,190,1705,3,2124
11231,1,1,3,4,6,1,18,190,1705,3,2124
11232,2,1,1,4,6,1,43,190,1705,1,2124
11232,2,1,3,4,6,2,15,190,1705,3,2124
11232,2,1,2,4,6,2,44,190,1705,2,2124
11233,3,1,1,4,6,1,68,190,1705,1,2124
11233,3,1,2,4,6,2,63,190,1705,2,2124
11233,3,1,3,4,6,1,44,190,1705,3,2124
11233,3,1,5,4,6,1,21,190,1705,4,2124
11233,3,1,4,4,6,2,43,190,1705,5,2124
11233,3,1,6,4,6,2,13,190,1705,4,2124
11234,5,1,1,4,6,1,47,190,1705,1,2124
11234,5,1,4,4,6,2,12,190,1705,3,2124
11234,5,1,3,4,6,2,18,190,1705,3,2124
11234,5,1,2,4,6,2,40,190,1705,2,2124
11235,6,1,1,4,6,1,29,190,1705,1,2124
11235,6,1,2,4,6,2,26,190,1705,2,2124
11235,6,1,3,4,6,1,2,190,1705,3,2124
11236,7,1,1,4,6,1,25,190,1705,1,2124
11236,7,1,2,4,6,2,21,190,1705,2,2124
11236,7,1,3,4,6,2,0,190,1705,3,2124
11237,8,1,1,4,6,1,35,190,1705,1,2124
11237,8,1,4,4,6,2,12,190,1705,3,2124
11237,8,1,2,4,6,2,33,190,1705,2,2124
11237,8,1,3,4,6,1,15,190,1705,3,2124
11237,8,1,5,4,6,1,2,190,1705,3,2124
11238,9,1,1,4,6,1,27,190,1705,1,2124
11239,10,1,1,4,6,1,54,190,1705,1,2124
11240,11,1,1,4,6,1,30,190,1705,1,2124
11240,11,1,2,4,6,2,28,190,1705,2,2124
11240,11,1,3,4,6,2,5,190,1705,3,2124
11240,11,1,4,4,6,1,2,190,1705,3,2124
11241,13,1,1,4,6,1,45,190,1705,1,2124
11242,14,1,1,4,6,1,58,190,1705,1,2124
11242,14,1,8,4,6,2,0,190,1705,4,2124
11242,14,1,2,4,6,2,48,190,1705,2,2124
11242,14,1,3,4,6,2,22,190,1705,3,2124
11242,14,1,4,4,6,1,25,190,1705,3,2124
11242,14,1,5,4,6,2,26,190,1705,3,2124
11242,14,1,6,4,6,1,29,190,1705,5,2124
11242,14,1,7,4,6,2,2,190,1705,4,2124
11243,15,1,1,4,6,1,37,190,1705,1,2124
11244,16,1,7,4,6,1,5,190,1705,3,2124
11244,16,1,8,4,6,1,5,190,1705,3,2124
11244,16,1,1,4,6,2,33,190,1705,1,2124
11244,16,1,2,4,6,1,42,190,1705,2,2124
11244,16,1,3,4,6,1,17,190,1705,3,2124
11244,16,1,4,4,6,2,14,190,1705,3,2124
11244,16,1,5,4,6,2,10,190,1705,3,2124
11244,16,1,6,4,6,2,8,190,1705,3,2124
11245,17,1,5,4,6,1,12,190,1705,3,2124
11245,17,1,4,4,6,1,17,190,1705,3,2124
11245,17,1,3,4,6,1,19,190,1705,3,2124
11245,17,1,2,4,6,2,38,190,1705,2,2124
11245,17,1,1,4,6,2,38,190,1705,1,2124
11246,18,1,3,4,6,1,12,190,1705,4,2124
11246,18,1,2,4,6,2,60,190,1705,2,2124
11246,18,1,1,4,6,1,59,190,1705,1,2124
11247,19,1,2,4,6,2,59,190,1705,2,2124
11247,19,1,1,4,6,1,61,190,1705,1,2124
11247,19,1,3,4,6,1,23,190,1705,3,2124
11247,19,1,4,4,6,1,20,190,1705,3,2124
11248,20,1,1,4,6,2,70,190,1705,1,2124
11249,1,1,2,4,6,2,45,191,1706,2,2335
11249,1,1,4,4,6,1,11,191,1706,3,2335
11249,1,1,3,4,6,2,16,191,1706,3,2335
11249,1,1,1,4,6,1,42,191,1706,1,2335
11250,2,1,2,4,6,2,63,191,1706,2,2335
11250,2,1,1,4,6,1,69,191,1706,1,2335
11251,3,1,1,4,6,2,73,191,1706,1,2335
11251,3,1,2,4,6,1,48,191,1706,3,2335
11252,4,1,1,4,6,1,42,191,1706,1,2335
11252,4,1,2,4,6,2,33,191,1706,2,2335
11252,4,1,3,4,6,1,5,191,1706,3,2335
11252,4,1,4,4,6,2,0,191,1706,3,2335
11253,5,1,1,4,6,1,51,191,1706,1,2335
11253,5,1,2,4,6,2,50,191,1706,2,2335
11253,5,1,4,4,6,1,12,191,1706,3,2335
11253,5,1,3,4,6,2,26,191,1706,3,2335
11254,6,1,1,4,6,1,42,191,1706,1,2335
11254,6,1,2,4,6,2,42,191,1706,2,2335
11254,6,1,3,4,6,1,21,191,1706,3,2335
11254,6,1,4,4,6,2,21,191,1706,5,2335
11254,6,1,6,4,6,1,10,191,1706,3,2335
11254,6,1,5,4,6,1,12,191,1706,3,2335
11254,6,1,7,4,6,1,5,191,1706,4,2335
11255,7,1,3,4,6,2,28,191,1706,5,2335
11255,7,1,2,4,6,1,32,191,1706,3,2335
11255,7,1,1,4,6,2,64,191,1706,1,2335
11255,7,1,4,4,6,2,10,191,1706,4,2335
11255,7,1,6,4,6,1,2,191,1706,4,2335
11255,7,1,5,4,6,2,7,191,1706,4,2335
11256,8,1,1,4,6,2,46,191,1706,1,2335
11256,8,1,2,4,6,1,18,191,1706,3,2335
11256,8,1,3,4,6,2,13,191,1706,3,2335
11257,9,1,1,4,6,2,56,191,1706,1,2335
11257,9,1,2,4,6,1,30,191,1706,3,2335
11257,9,1,3,4,6,2,23,191,1706,3,2335
11257,9,1,4,4,6,1,16,191,1706,3,2335
11257,9,1,5,4,6,1,55,191,1706,2,2335
11258,10,1,1,4,6,1,31,191,1706,1,2335
11258,10,1,2,4,6,2,36,191,1706,2,2335
11258,10,1,4,4,6,2,1,191,1706,3,2335
11258,10,1,3,4,6,2,13,191,1706,5,2335
11259,11,1,1,4,6,1,68,191,1706,1,2335
11259,11,1,2,4,6,2,65,191,1706,2,2335
11259,11,1,3,4,6,1,39,191,1706,5,2335
11259,11,1,4,4,6,2,36,191,1706,3,2335
11259,11,1,5,4,6,1,42,191,1706,3,2335
11259,11,1,6,4,6,1,33,191,1706,3,2335
11259,11,1,7,4,6,2,12,191,1706,4,2335
11259,11,1,8,4,6,1,5,191,1706,4,2335
11260,12,1,1,4,6,2,37,191,1706,1,2335
11260,12,1,2,4,6,1,13,191,1706,3,2335
11261,13,1,2,4,6,2,53,191,1706,3,2335
11261,13,1,1,4,6,2,76,191,1706,1,2335
11261,13,1,3,4,6,1,10,191,1706,4,2335
11262,14,1,4,4,6,1,17,191,1706,4,2335
11262,14,1,3,4,6,1,33,191,1706,3,2335
11262,14,1,2,4,6,2,36,191,1706,3,2335
11262,14,1,1,4,6,2,59,191,1706,1,2335
11263,15,1,3,4,6,1,8,191,1706,3,2335
11263,15,1,1,4,6,1,53,191,1706,1,2335
11263,15,1,2,4,6,2,45,191,1706,2,2335
11264,16,1,5,4,6,2,12,191,1706,3,2335
11264,16,1,4,4,6,1,14,191,1706,3,2335
11264,16,1,3,4,6,1,16,191,1706,3,2335
11264,16,1,1,4,6,1,40,191,1706,1,2335
11264,16,1,2,4,6,2,40,191,1706,2,2335
11265,17,1,1,4,6,1,45,191,1706,1,2335
11265,17,1,4,4,6,1,16,191,1706,3,2335
11265,17,1,5,4,6,1,13,191,1706,3,2335
11265,17,1,2,4,6,2,41,191,1706,2,2335
11265,17,1,3,4,6,2,20,191,1706,3,2335
11266,18,1,2,4,6,1,36,191,1706,2,2335
11266,18,1,3,4,6,1,5,191,1706,3,2335
11266,18,1,1,4,6,2,28,191,1706,1,2335
11267,19,1,5,4,6,1,0,191,1706,4,2335
11267,19,1,4,4,6,2,27,191,1706,5,2335
11267,19,1,3,4,6,1,30,191,1706,3,2335
11267,19,1,2,4,6,2,64,191,1706,2,2335
11267,19,1,1,4,6,1,67,191,1706,1,2335
11268,20,1,1,4,6,1,32,191,1706,1,2335
11268,20,1,2,4,6,2,28,191,1706,2,2335
11269,1,1,1,4,6,1,27,191,1707,1,1118
11270,3,1,1,4,6,2,45,191,1707,1,1118
11270,3,1,2,4,6,2,1,191,1707,3,1118
11271,5,1,4,4,6,1,26,191,1707,3,1118
11271,5,1,1,4,6,1,64,191,1707,1,1118
11271,5,1,2,4,6,2,56,191,1707,2,1118
11271,5,1,3,4,6,1,35,191,1707,3,1118
11272,6,1,4,4,6,2,19,191,1707,3,1118
11272,6,1,5,4,6,2,14,191,1707,3,1118
11272,6,1,1,4,6,1,49,191,1707,1,1118
11272,6,1,2,4,6,2,49,191,1707,2,1118
11272,6,1,3,4,6,1,26,191,1707,3,1118
11273,7,1,4,4,6,2,5,191,1707,3,1118
11273,7,1,2,4,6,2,35,191,1707,2,1118
11273,7,1,3,4,6,1,12,191,1707,3,1118
11273,7,1,1,4,6,1,38,191,1707,1,1118
11274,10,1,2,4,6,2,13,191,1707,3,1118
11274,10,1,3,4,6,1,12,191,1707,3,1118
11274,10,1,1,4,6,2,32,191,1707,1,1118
11274,10,1,4,4,6,1,15,191,1707,3,1118
11275,12,1,6,4,6,1,1,191,1707,4,1118
11275,12,1,5,4,6,1,12,191,1707,4,1118
11275,12,1,3,4,6,2,33,191,1707,3,1118
11275,12,1,2,4,6,2,49,191,1707,5,1118
11275,12,1,1,4,6,2,53,191,1707,1,1118
11275,12,1,4,4,6,2,28,191,1707,5,1118
11276,13,1,1,4,6,2,46,191,1707,1,1118
11276,13,1,2,4,6,2,73,191,1707,5,1118
11277,15,1,4,4,6,2,10,191,1707,3,1118
11277,15,1,1,4,6,1,51,191,1707,1,1118
11277,15,1,2,4,6,2,43,191,1707,2,1118
11277,15,1,3,4,6,2,12,191,1707,3,1118
11278,16,1,1,4,6,1,36,191,1707,1,1118
11278,16,1,2,4,6,2,37,191,1707,2,1118
11278,16,1,3,4,6,1,14,191,1707,3,1118
11278,16,1,4,4,6,1,11,191,1707,3,1118
11279,17,1,3,4,6,2,18,191,1707,3,1118
11279,17,1,2,4,6,1,22,191,1707,6,1118
11279,17,1,1,4,6,2,39,191,1707,1,1118
11280,18,1,1,4,6,1,58,191,1707,1,1118
11280,18,1,4,4,6,2,15,191,1707,3,1118
11280,18,1,3,4,6,2,20,191,1707,3,1118
11280,18,1,2,4,6,2,41,191,1707,2,1118
11281,20,1,1,4,6,2,72,191,1707,1,1118
11282,1,1,2,4,6,1,47,190,1708,2,1868
11282,1,1,1,4,6,2,42,190,1708,1,1868
11283,2,1,3,4,6,1,21,190,1708,3,1868
11283,2,1,2,4,6,2,57,190,1708,2,1868
11283,2,1,1,4,6,1,61,190,1708,1,1868
11284,3,1,4,4,6,2,6,190,1708,4,1868
11284,3,1,1,4,6,2,49,190,1708,1,1868
11284,3,1,2,4,6,2,25,190,1708,3,1868
11284,3,1,3,4,6,2,9,190,1708,4,1868
11285,4,1,1,4,6,1,49,190,1708,1,1868
11286,5,1,3,4,6,2,51,190,1708,2,1868
11286,5,1,1,4,6,1,47,190,1708,1,1868
11286,5,1,4,4,6,1,53,190,1708,5,1868
11286,5,1,5,4,6,2,77,190,1708,5,1868
11287,6,1,4,4,6,1,12,190,1708,4,1868
11287,6,1,3,4,6,2,31,190,1708,3,1868
11287,6,1,2,4,6,2,53,190,1708,2,1868
11287,6,1,1,4,6,1,57,190,1708,1,1868
11288,7,1,1,4,6,1,69,190,1708,1,1868
11288,7,1,2,4,6,2,67,190,1708,2,1868
11288,7,1,3,4,6,2,42,190,1708,5,1868
11288,7,1,4,4,6,2,19,190,1708,4,1868
11289,9,1,4,4,6,2,9,190,1708,3,1868
11289,9,1,3,4,6,2,11,190,1708,3,1868
11289,9,1,2,4,6,1,24,190,1708,2,1868
11289,9,1,1,4,6,2,29,190,1708,1,1868
11289,9,1,5,4,6,1,8,190,1708,3,1868
11290,11,1,1,4,6,2,60,190,1708,1,1868
11290,11,1,2,4,6,1,57,190,1708,2,1868
11291,13,1,1,4,6,1,77,190,1708,1,1868
11291,13,1,2,4,6,2,54,190,1708,3,1868
11291,13,1,3,4,6,2,52,190,1708,3,1868
11292,14,1,1,4,6,1,30,190,1708,1,1868
11292,14,1,2,4,6,2,22,190,1708,2,1868
11292,14,1,4,4,6,2,2,190,1708,3,1868
11292,14,1,3,4,6,2,5,190,1708,3,1868
11293,15,1,1,4,6,1,44,190,1708,1,1868
11293,15,1,2,4,6,2,24,190,1708,2,1868
11293,15,1,3,4,6,2,2,190,1708,3,1868
11294,16,1,1,4,6,2,68,190,1708,1,1868
11294,16,1,2,4,6,1,18,190,1708,4,1868
11295,17,1,1,4,6,1,49,190,1708,1,1868
11295,17,1,2,4,6,2,45,190,1708,2,1868
11295,17,1,3,4,6,2,5,190,1708,3,1868
11296,18,1,1,4,6,1,74,190,1708,1,1868
11296,18,1,2,4,6,2,67,190,1708,2,1868
11296,18,1,3,4,6,2,43,190,1708,3,1868
11296,18,1,4,4,6,1,16,190,1708,4,1868
11296,18,1,5,4,6,1,9,190,1708,4,1868
11297,19,1,1,4,6,1,58,190,1708,1,1868
11297,19,1,2,4,6,2,45,190,1708,2,1868
11298,20,1,1,4,6,1,50,190,1708,1,1868
11298,20,1,2,4,6,2,47,190,1708,2,1868
11298,20,1,3,4,6,2,15,190,1708,3,1868
11299,1,1,1,4,6,2,57,190,1709,1,2029
11299,1,1,2,4,6,1,19,190,1709,3,2029
11299,1,1,3,4,6,2,12,190,1709,3,2029
11299,1,1,4,4,6,1,10,190,1709,4,2029
11300,2,1,3,4,6,1,13,190,1709,3,2029
11300,2,1,2,4,6,2,14,190,1709,3,2029
11300,2,1,1,4,6,2,36,190,1709,1,2029
11301,3,1,2,4,6,1,86,190,1709,5,2029
