"FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","P2_3","FAC_HOG"
1,1,1,2,1,3,2,60,3,1,3,1841
1,1,1,1,1,3,2,83,3,1,1,1841
2,2,1,1,1,3,2,33,3,1,1,1841
2,2,1,2,1,3,1,15,3,1,3,1841
2,2,1,3,1,3,2,13,3,1,3,1841
2,2,1,4,1,3,2,7,3,1,3,1841
3,3,1,2,1,3,2,55,3,1,2,1841
3,3,1,1,1,3,1,58,3,1,1,1841
3,3,1,3,1,3,1,27,3,1,3,1841
3,3,1,7,1,3,2,2,3,1,4,1841
3,3,1,6,1,3,1,4,3,1,4,1841
3,3,1,5,1,3,2,27,3,1,5,1841
3,3,1,4,1,3,1,30,3,1,3,1841
4,4,1,2,1,3,1,44,3,1,3,1841
4,4,1,1,1,3,2,64,3,1,1,1841
4,4,1,3,1,3,2,29,3,1,3,1841
4,4,1,4,1,3,1,3,3,1,4,1841
5,5,1,1,1,3,1,70,3,1,1,1841
5,5,1,8,1,3,1,21,3,1,4,1841
5,5,1,7,1,3,1,19,3,1,4,1841
5,5,1,6,1,3,2,26,3,1,4,1841
5,5,1,5,1,3,2,27,3,1,4,1841
5,5,1,4,1,3,2,28,3,1,4,1841
5,5,1,3,1,3,2,48,3,1,3,1841
5,5,1,2,1,3,2,71,3,1,2,1841
6,1,1,6,1,3,1,5,4,2,4,1273
6,1,1,2,1,3,2,70,4,2,2,1273
6,1,1,3,1,3,2,42,4,2,3,1273
6,1,1,4,1,3,2,20,4,2,4,1273
6,1,1,1,1,3,1,81,4,2,1,1273
6,1,1,5,1,3,2,10,4,2,4,1273
7,2,1,1,1,3,2,70,4,2,1,1273
8,4,1,2,1,3,2,28,4,2,2,1273
8,4,1,1,1,3,1,28,4,2,1,1273
9,5,1,1,1,3,1,45,4,2,1,1273
9,5,1,2,1,3,2,33,4,2,2,1273
10,1,1,2,1,3,2,61,4,3,2,733
10,1,1,1,1,3,1,64,4,3,1,733
10,1,1,3,1,3,2,27,4,3,3,733
10,1,1,4,1,3,1,29,4,3,3,733
11,2,1,2,1,3,2,40,4,3,3,733
11,2,1,1,1,3,1,77,4,3,1,733
11,2,1,3,1,3,2,15,4,3,4,733
11,2,1,4,1,3,2,13,4,3,3,733
12,3,1,1,1,3,1,36,4,3,1,733
12,3,1,2,1,3,2,33,4,3,2,733
12,3,1,3,1,3,2,11,4,3,3,733
12,3,1,4,1,3,1,3,4,3,3,733
13,4,1,1,1,3,2,80,4,3,1,733
13,4,1,2,1,3,2,74,4,3,5,733
14,5,1,1,1,3,2,76,4,3,1,733
14,5,1,2,1,3,2,65,4,3,5,733
14,5,1,3,1,3,2,62,4,3,5,733
15,1,1,2,1,3,2,56,4,4,2,1256
15,1,1,1,1,3,1,63,4,4,1,1256
15,1,1,3,1,3,2,24,4,4,3,1256
15,1,1,4,1,3,2,20,4,4,3,1256
15,1,1,5,1,3,1,0,4,4,4,1256
16,2,1,2,1,3,2,71,4,4,2,1256
16,2,1,1,1,3,1,67,4,4,1,1256
16,2,1,3,1,3,2,51,4,4,6,1256
17,3,1,1,1,3,1,68,4,4,1,1256
17,3,1,2,1,3,2,65,4,4,2,1256
17,3,1,3,1,3,1,35,4,4,3,1256
18,4,1,1,1,3,2,72,4,4,1,1256
18,4,1,2,1,3,1,26,4,4,3,1256
18,4,1,3,1,3,1,30,4,4,3,1256
19,1,1,1,1,3,2,37,4,5,1,1357
20,2,1,1,1,3,2,70,4,5,1,1357
20,2,1,2,1,3,2,32,4,5,3,1357
21,3,1,1,1,3,1,67,4,5,1,1357
21,3,1,2,1,3,2,67,4,5,2,1357
21,3,1,3,1,3,1,36,4,5,3,1357
22,4,1,1,1,3,1,52,4,5,1,1357
22,4,1,5,1,3,1,20,4,5,3,1357
23,5,1,1,1,3,2,49,4,5,1,1357
23,5,1,2,1,3,1,20,4,5,3,1357
23,5,1,3,1,3,1,12,4,5,3,1357
24,1,1,1,1,3,2,83,5,6,1,1377
24,1,2,1,1,3,2,49,5,6,1,1377
25,2,1,1,1,3,1,61,5,6,1,1377
25,2,1,2,1,3,2,57,5,6,2,1377
26,3,1,2,1,3,2,24,5,6,3,1377
26,3,1,1,1,3,2,63,5,6,1,1377
27,5,1,3,1,3,1,16,5,6,3,1377
27,5,1,4,1,3,2,12,5,6,3,1377
27,5,1,2,1,3,1,18,5,6,3,1377
27,5,1,1,1,3,1,55,5,6,1,1377
27,5,1,5,1,3,2,50,5,6,2,1377
28,1,1,1,1,3,1,63,4,7,1,1124
28,1,1,2,1,3,2,60,4,7,2,1124
29,2,1,1,1,3,1,41,4,7,1,1124
29,2,1,2,1,3,2,40,4,7,2,1124
29,2,1,3,1,3,1,8,4,7,3,1124
29,2,1,4,1,3,1,6,4,7,3,1124
29,2,1,5,1,3,1,1,4,7,3,1124
30,3,1,2,1,3,2,63,4,7,2,1124
30,3,1,1,1,3,1,65,4,7,1,1124
30,3,1,3,1,3,2,23,4,7,3,1124
31,4,1,1,1,3,2,62,4,7,1,1124
31,4,1,2,1,3,1,34,4,7,3,1124
32,5,1,2,1,3,2,38,4,7,2,1124
32,5,1,1,1,3,1,45,4,7,1,1124
32,5,1,3,1,3,2,18,4,7,6,1124
32,5,1,6,1,3,1,32,4,7,5,1124
32,5,1,5,1,3,2,13,4,7,3,1124
32,5,1,4,1,3,1,15,4,7,3,1124
33,1,1,1,1,3,2,63,4,8,1,1398
34,2,1,3,1,3,1,19,4,8,5,1398
34,2,1,2,1,3,2,70,4,8,5,1398
34,2,1,1,1,3,2,35,4,8,1,1398
34,2,1,4,1,3,1,14,4,8,3,1398
35,4,1,1,1,3,1,67,4,8,1,1398
35,4,1,2,1,3,2,66,4,8,2,1398
35,4,1,5,1,3,2,4,4,8,4,1398
35,4,1,4,1,3,2,44,4,8,3,1398
35,4,1,3,1,3,1,49,4,8,5,1398
36,5,1,2,1,3,2,26,4,8,2,1398
36,5,1,1,1,3,1,34,4,8,1,1398
36,5,1,3,1,3,2,7,4,8,3,1398
36,5,1,4,1,3,2,7,4,8,3,1398
37,1,1,2,1,3,2,27,4,9,2,1318
37,1,1,1,1,3,1,33,4,9,1,1318
37,1,1,3,1,3,1,3,4,9,3,1318
37,1,1,4,1,3,1,0,4,9,3,1318
38,2,1,1,1,3,1,73,4,9,1,1318
38,2,1,2,1,3,2,68,4,9,2,1318
38,2,1,5,1,3,1,35,4,9,5,1318
38,2,1,4,1,3,2,36,4,9,3,1318
38,2,1,3,1,3,1,36,4,9,3,1318
39,3,1,1,1,3,2,75,4,9,1,1318
40,1,1,1,1,3,2,57,4,10,1,1348
40,1,1,2,1,3,1,34,4,10,3,1348
41,2,1,1,1,3,1,70,4,10,1,1348
41,2,1,2,1,3,2,71,4,10,2,1348
42,3,1,1,1,3,2,41,4,10,1,1348
42,3,1,2,1,3,2,22,4,10,3,1348
42,3,1,3,1,3,1,0,4,10,4,1348
43,4,1,1,1,3,2,69,4,10,1,1348
43,4,1,2,1,3,1,36,4,10,3,1348
43,4,1,3,1,3,1,29,4,10,3,1348
44,5,1,1,1,3,1,25,4,10,1,1348
44,5,1,4,1,3,1,3,4,10,3,1348
44,5,1,3,1,3,2,4,4,10,3,1348
44,5,1,2,1,3,2,23,4,10,2,1348
45,1,1,1,1,3,1,39,4,11,1,1253
45,1,1,2,1,3,2,55,4,11,2,1253
46,3,1,1,1,3,2,52,4,11,1,1253
46,3,1,2,1,3,1,26,4,11,3,1253
46,3,1,5,1,3,1,16,4,11,3,1253
46,3,1,4,1,3,1,19,4,11,3,1253
46,3,1,3,1,3,1,21,4,11,3,1253
46,3,1,6,1,3,1,14,4,11,3,1253
47,1,1,1,1,3,1,54,5,12,1,1753
47,1,1,2,1,3,2,47,5,12,2,1753
47,1,1,3,1,3,1,28,5,12,3,1753
47,1,1,4,1,3,2,23,5,12,3,1753
47,1,1,5,1,3,1,18,5,12,3,1753
48,2,1,1,1,3,1,67,5,12,1,1753
48,2,1,2,1,3,2,66,5,12,2,1753
49,3,1,3,1,3,2,31,5,12,3,1753
49,3,1,2,1,3,2,57,5,12,2,1753
49,3,1,4,1,3,1,29,5,12,3,1753
49,3,1,1,1,3,1,56,5,12,1,1753
50,4,1,1,1,3,2,86,5,12,1,1753
50,4,1,2,1,3,1,61,5,12,3,1753
50,4,1,3,1,3,1,57,5,12,3,1753
50,4,1,4,1,3,1,56,5,12,3,1753
51,5,1,2,1,3,2,62,5,12,2,1753
51,5,1,1,1,3,1,65,5,12,1,1753
51,5,1,3,1,3,1,24,5,12,3,1753
52,1,1,1,1,3,2,62,4,13,1,1307
52,1,1,2,1,3,2,63,4,13,6,1307
53,2,1,1,1,3,2,36,4,13,1,1307
53,2,1,2,1,3,2,13,4,13,3,1307
53,2,1,3,1,3,1,7,4,13,3,1307
53,2,1,4,1,3,1,3,4,13,3,1307
54,3,1,2,1,3,2,28,4,13,3,1307
54,3,1,1,1,3,2,57,4,13,1,1307
54,3,1,3,1,3,1,25,4,13,3,1307
55,4,1,3,1,3,2,4,4,13,3,1307
55,4,1,2,1,3,2,39,4,13,2,1307
55,4,1,1,1,3,1,42,4,13,1,1307
55,4,1,4,1,3,2,1,4,13,3,1307
56,5,1,3,1,3,1,16,4,13,3,1307
56,5,1,2,1,3,2,50,4,13,2,1307
56,5,1,1,1,3,1,54,4,13,1,1307
56,5,1,4,1,3,2,13,4,13,3,1307
57,1,1,1,1,3,1,32,4,14,1,1202
57,1,1,2,1,3,2,31,4,14,2,1202
57,1,1,3,1,3,2,10,4,14,3,1202
57,1,1,4,1,3,1,8,4,14,3,1202
58,2,1,1,1,3,1,68,4,14,1,1202
59,3,1,1,1,3,1,51,4,14,1,1202
59,3,1,2,1,3,2,51,4,14,2,1202
59,3,1,3,1,3,1,18,4,14,3,1202
60,5,1,1,1,3,1,67,4,14,1,1202
60,5,1,2,1,3,1,45,4,14,2,1202
60,5,1,3,1,3,2,16,4,14,3,1202
61,1,1,1,1,3,1,86,3,15,1,1647
61,1,1,2,1,3,2,79,3,15,2,1647
62,2,1,1,1,3,2,64,3,15,1,1647
63,3,1,1,1,3,1,50,3,15,1,1647
63,3,1,2,1,3,2,50,3,15,2,1647
63,3,1,3,1,3,1,25,3,15,3,1647
63,3,1,4,1,3,1,21,3,15,3,1647
63,3,1,5,1,3,2,20,3,15,3,1647
63,3,1,6,1,3,1,20,3,15,5,1647
64,4,1,1,1,3,2,84,3,15,1,1647
64,4,1,2,1,3,2,47,3,15,3,1647
64,4,1,3,1,3,2,9,3,15,4,1647
65,5,1,2,1,3,2,22,3,15,5,1647
65,5,1,1,1,3,1,49,3,15,1,1647
65,5,1,3,1,3,1,31,3,15,5,1647
66,1,1,1,1,3,2,58,4,16,1,1386
67,3,1,2,1,3,2,40,4,16,2,1386
67,3,1,1,1,3,1,52,4,16,1,1386
67,3,1,3,1,3,2,18,4,16,3,1386
67,3,1,5,1,3,2,2,4,16,4,1386
67,3,1,4,1,3,1,17,4,16,3,1386
68,4,1,1,1,3,1,52,4,16,1,1386
68,4,1,3,1,3,1,23,4,16,3,1386
68,4,1,2,1,3,2,53,4,16,2,1386
69,5,1,1,1,3,2,75,4,16,1,1386
70,1,1,2,1,3,1,34,3,17,5,1625
70,1,1,1,1,3,1,49,3,17,1,1625
70,1,1,3,1,3,2,34,3,17,5,1625
71,3,1,2,1,3,1,57,3,17,5,1625
71,3,1,4,1,3,2,3,3,17,3,1625
71,3,1,3,1,3,2,10,3,17,3,1625
71,3,1,1,1,3,2,31,3,17,1,1625
72,4,1,3,1,3,2,30,3,17,3,1625
72,4,1,6,1,3,2,2,3,17,4,1625
72,4,1,4,1,3,2,9,3,17,4,1625
72,4,1,5,1,3,1,7,3,17,4,1625
72,4,1,1,1,3,2,62,3,17,1,1625
72,4,1,2,1,3,1,27,3,17,3,1625
73,5,1,1,1,3,1,54,3,17,1,1625
73,5,1,2,1,3,1,24,3,17,3,1625
74,1,1,2,1,3,2,53,4,18,2,1240
74,1,1,1,1,3,1,55,4,18,1,1240
75,2,1,2,1,3,2,28,4,18,2,1240
75,2,1,1,1,3,1,29,4,18,1,1240
75,2,1,4,1,3,1,6,4,18,3,1240
75,2,1,5,1,3,2,7,4,18,3,1240
75,2,1,3,1,3,1,29,4,18,5,1240
75,2,1,7,1,3,2,0,4,18,5,1240
75,2,1,6,1,3,2,1,4,18,3,1240
76,3,1,5,1,3,2,0,4,18,3,1240
76,3,1,4,1,3,1,6,4,18,3,1240
76,3,1,3,1,3,2,9,4,18,3,1240
76,3,1,2,1,3,2,30,4,18,2,1240
76,3,1,1,1,3,1,39,4,18,1,1240
77,4,1,1,1,3,1,29,4,18,1,1240
77,4,1,5,1,3,2,1,4,18,3,1240
77,4,1,4,1,3,2,6,4,18,3,1240
77,4,1,3,1,3,2,11,4,18,3,1240
77,4,1,2,1,3,2,27,4,18,2,1240
78,5,1,1,1,3,2,63,4,18,1,1240
78,5,1,2,1,3,1,42,4,18,3,1240
79,1,1,2,1,3,2,39,4,19,2,1280
79,1,1,1,1,3,1,38,4,19,1,1280
79,1,1,3,1,3,2,15,4,19,3,1280
79,1,1,4,1,3,1,14,4,19,3,1280
80,2,1,1,1,3,1,78,4,19,1,1280
81,3,1,1,1,3,1,54,4,19,1,1280
81,3,1,2,1,3,2,54,4,19,2,1280
81,3,1,3,1,3,1,15,4,19,3,1280
82,4,1,1,1,3,1,58,4,19,1,1280
82,4,1,2,1,3,2,55,4,19,2,1280
82,4,1,3,1,3,1,17,4,19,3,1280
83,1,1,1,1,3,1,32,4,20,1,1316
83,1,1,4,1,3,2,3,4,20,3,1316
83,1,1,3,1,3,2,7,4,20,3,1316
83,1,1,2,1,3,2,32,4,20,2,1316
84,2,1,1,1,3,1,32,4,20,1,1316
85,3,1,3,1,3,1,23,4,20,3,1316
85,3,1,2,1,3,2,49,4,20,2,1316
85,3,1,1,1,3,1,49,4,20,1,1316
85,3,1,4,1,3,1,24,4,20,3,1316
86,4,1,2,1,3,2,32,4,20,3,1316
86,4,1,1,1,3,2,59,4,20,1,1316
86,4,1,3,1,3,1,6,4,20,4,1316
87,5,1,2,1,3,1,11,4,20,3,1316
87,5,1,1,1,3,2,25,4,20,1,1316
87,5,1,3,1,3,1,3,4,20,3,1316
88,1,1,4,1,3,1,18,3,21,3,1894
88,1,1,5,1,3,2,18,3,21,4,1894
88,1,1,3,1,3,2,34,3,21,3,1894
88,1,1,2,1,3,2,51,3,21,2,1894
88,1,1,1,1,3,1,52,3,21,1,1894
88,1,1,6,1,3,1,14,3,21,4,1894
88,1,1,11,1,3,2,18,3,21,5,1894
88,1,1,10,1,3,1,0,3,21,4,1894
88,1,1,9,1,3,2,9,3,21,4,1894
88,1,1,7,1,3,2,12,3,21,3,1894
88,1,1,8,1,3,2,9,3,21,4,1894
89,2,1,1,1,3,1,54,3,21,1,1894
89,2,1,3,1,3,1,8,3,21,3,1894
89,2,1,2,1,3,2,52,3,21,2,1894
89,2,1,4,1,3,1,27,3,21,3,1894
90,3,1,3,1,3,1,29,3,21,3,1894
90,3,1,1,1,3,2,52,3,21,1,1894
90,3,1,2,1,3,2,26,3,21,3,1894
91,4,1,1,1,3,1,45,3,21,1,1894
91,4,1,4,1,3,1,20,3,21,3,1894
91,4,1,2,1,3,2,40,3,21,2,1894
91,4,1,3,1,3,1,21,3,21,3,1894
92,5,1,1,1,3,1,22,3,21,1,1894
92,5,1,2,1,3,2,22,3,21,2,1894
93,1,1,2,1,3,2,55,4,22,2,1454
93,1,1,1,1,3,1,58,4,22,1,1454
94,2,1,2,1,3,2,57,4,22,2,1454
94,2,1,3,1,3,1,25,4,22,3,1454
94,2,1,1,1,3,1,61,4,22,1,1454
95,3,1,1,1,3,2,51,4,22,1,1454
95,3,1,2,1,3,1,30,4,22,3,1454
95,3,1,3,1,3,2,28,4,22,3,1454
95,3,1,4,1,3,1,13,4,22,3,1454
96,2,1,4,1,3,1,11,4,23,3,1387
96,2,1,3,1,3,1,16,4,23,3,1387
96,2,1,2,1,3,2,50,4,23,2,1387
96,2,1,1,1,3,1,49,4,23,1,1387
97,3,1,2,1,3,2,48,4,23,2,1387
97,3,1,1,1,3,1,50,4,23,1,1387
97,3,1,3,1,3,1,21,4,23,3,1387
97,3,1,4,1,3,1,19,4,23,3,1387
97,3,1,5,1,3,2,14,4,23,3,1387
98,4,1,4,1,3,1,1,4,23,3,1387
98,4,1,3,1,3,2,4,4,23,3,1387
98,4,1,1,1,3,1,32,4,23,1,1387
98,4,1,2,1,3,2,32,4,23,2,1387
99,5,1,2,1,3,1,61,4,23,2,1387
99,5,1,1,1,3,2,62,4,23,1,1387
100,2,1,2,1,3,1,24,4,24,3,1360
100,2,1,1,1,3,2,55,4,24,1,1360
100,2,1,3,1,3,2,19,4,24,3,1360
101,3,1,3,1,3,2,2,4,24,3,1360
101,3,1,2,1,3,2,29,4,24,2,1360
101,3,1,1,1,3,1,29,4,24,1,1360
101,3,1,5,1,3,1,19,4,24,6,1360
101,3,1,4,1,3,1,18,4,24,6,1360
102,4,1,1,1,3,1,57,4,24,1,1360
102,4,1,3,1,3,2,20,4,24,3,1360
102,4,1,4,1,3,1,18,4,24,3,1360
102,4,1,2,1,3,2,57,4,24,2,1360
103,5,1,2,1,3,2,52,4,24,5,1360
103,5,1,1,1,3,1,28,4,24,1,1360
104,1,1,1,1,3,1,29,4,25,1,1406
104,1,1,2,1,3,2,25,4,25,2,1406
105,2,1,1,1,3,1,50,4,25,1,1406
105,2,1,2,1,3,1,20,4,25,3,1406
106,4,1,5,1,3,2,0,4,25,3,1406
106,4,1,4,1,3,2,3,4,25,3,1406
106,4,1,3,1,3,1,7,4,25,3,1406
106,4,1,2,1,3,2,23,4,25,2,1406
106,4,1,1,1,3,1,25,4,25,1,1406
107,5,1,5,1,3,1,2,4,25,3,1406
107,5,1,4,1,3,2,6,4,25,3,1406
107,5,1,3,1,3,1,11,4,25,3,1406
107,5,1,2,1,3,2,26,4,25,2,1406
107,5,1,1,1,3,1,27,4,25,1,1406
108,1,1,1,1,3,1,46,3,26,1,1896
109,2,1,1,1,3,1,32,3,26,1,1896
109,2,1,2,1,3,2,31,3,26,2,1896
109,2,1,3,1,3,2,15,3,26,3,1896
109,2,1,4,1,3,2,11,3,26,3,1896
110,3,1,1,1,3,1,45,3,26,1,1896
110,3,1,2,1,3,2,45,3,26,2,1896
110,3,1,3,1,3,1,15,3,26,3,1896
111,4,1,1,1,3,2,52,3,26,1,1896
111,4,1,2,1,3,2,14,3,26,3,1896
112,5,1,1,1,3,1,53,3,26,1,1896
112,5,1,3,1,3,1,18,3,26,3,1896
112,5,1,2,1,3,2,49,3,26,2,1896
113,1,1,1,1,3,1,31,3,27,1,1600
113,1,1,3,1,3,1,9,3,27,3,1600
113,1,1,2,1,3,2,29,3,27,2,1600
113,1,1,4,1,3,2,4,3,27,3,1600
114,2,1,1,1,3,1,37,3,27,1,1600
114,2,1,2,1,3,2,36,3,27,2,1600
114,2,1,4,1,3,1,9,3,27,3,1600
114,2,1,3,1,3,2,17,3,27,3,1600
115,3,1,1,1,3,2,36,3,27,1,1600
115,3,1,2,1,3,1,7,3,27,3,1600
115,3,1,3,1,3,1,2,3,27,3,1600
116,4,1,1,1,3,2,22,3,27,1,1600
116,4,1,2,1,3,1,23,3,27,2,1600
117,5,1,1,1,3,2,61,3,27,1,1600
118,1,1,1,1,3,1,42,4,28,1,1574
118,1,1,2,1,3,2,37,4,28,2,1574
118,1,1,3,1,3,2,9,4,28,3,1574
118,1,1,5,1,3,2,7,4,28,3,1574
118,1,1,4,1,3,2,9,4,28,3,1574
119,2,1,1,1,3,1,35,4,28,1,1574
120,4,1,3,1,3,2,19,4,28,3,1574
120,4,1,2,1,3,1,56,4,28,2,1574
120,4,1,1,1,3,2,56,4,28,1,1574
121,5,1,1,1,3,1,30,4,28,1,1574
122,2,1,2,1,3,2,33,5,29,2,1400
122,2,1,1,1,3,1,34,5,29,1,1400
123,3,1,2,1,3,2,53,5,29,2,1400
123,3,1,3,1,3,2,21,5,29,3,1400
123,3,1,4,1,3,1,17,5,29,3,1400
123,3,1,1,1,3,1,53,5,29,1,1400
124,4,1,1,1,3,2,82,5,29,1,1400
124,4,1,2,1,3,1,58,5,29,3,1400
125,5,1,3,1,3,2,14,5,29,3,1400
125,5,1,2,1,3,2,42,5,29,2,1400
125,5,1,1,1,3,1,42,5,29,1,1400
126,1,1,1,1,3,2,31,5,30,1,1888
126,1,1,2,1,3,2,84,5,30,5,1888
126,1,1,3,1,3,1,2,5,30,3,1888
127,2,1,3,1,3,1,24,5,30,5,1888
127,2,1,2,1,3,1,38,5,30,5,1888
127,2,1,1,1,3,1,40,5,30,1,1888
128,4,1,4,1,3,1,30,5,30,3,1888
128,4,1,3,1,3,1,31,5,30,3,1888
128,4,1,2,1,3,1,59,5,30,2,1888
128,4,1,1,1,3,2,62,5,30,1,1888
129,1,1,1,1,3,1,51,3,31,1,1975
129,1,1,2,1,3,2,45,3,31,2,1975
129,1,1,3,1,3,1,20,3,31,3,1975
130,2,1,5,1,3,2,17,3,31,3,1975
130,2,1,4,1,3,1,20,3,31,3,1975
130,2,1,3,1,3,1,26,3,31,3,1975
130,2,1,2,1,3,2,28,3,31,3,1975
130,2,1,1,1,3,2,56,3,31,1,1975
131,3,1,5,1,3,2,21,3,31,3,1975
131,3,1,4,1,3,1,23,3,31,3,1975
131,3,1,3,1,3,1,24,3,31,3,1975
131,3,1,2,1,3,2,44,3,31,2,1975
131,3,1,1,1,3,1,50,3,31,1,1975
131,3,1,6,1,3,2,22,3,31,5,1975
132,4,1,5,1,3,1,9,3,31,3,1975
132,4,1,4,1,3,1,14,3,31,3,1975
132,4,1,3,1,3,1,16,3,31,3,1975
132,4,1,2,1,3,2,45,3,31,2,1975
132,4,1,1,1,3,1,45,3,31,1,1975
133,5,1,5,1,3,2,23,3,31,3,1975
133,5,1,4,1,3,1,27,3,31,5,1975
133,5,1,3,1,3,2,27,3,31,3,1975
133,5,1,2,1,3,1,31,3,31,3,1975
133,5,1,6,1,3,2,3,3,31,4,1975
133,5,1,1,1,3,2,59,3,31,1,1975
134,1,1,1,1,3,1,45,3,32,1,1534
134,1,1,5,1,3,2,13,3,32,3,1534
134,1,1,4,1,3,1,19,3,32,3,1534
134,1,1,3,1,3,2,21,3,32,3,1534
134,1,1,2,1,3,2,45,3,32,2,1534
135,2,1,3,1,3,2,27,3,32,3,1534
135,2,1,2,1,3,1,56,3,32,2,1534
135,2,1,1,1,3,2,53,3,32,1,1534
136,3,1,4,1,3,1,15,3,32,3,1534
136,3,1,5,1,3,1,14,3,32,3,1534
136,3,1,6,1,3,1,12,3,32,3,1534
136,3,1,3,1,3,2,19,3,32,3,1534
136,3,1,2,1,3,2,43,3,32,2,1534
136,3,1,1,1,3,1,40,3,32,1,1534
136,3,1,7,1,3,1,11,3,32,3,1534
136,3,1,8,1,3,2,5,3,32,3,1534
137,4,1,1,1,3,1,48,3,32,1,1534
137,4,1,2,1,3,2,48,3,32,2,1534
138,5,1,1,1,3,1,44,3,32,1,1534
138,5,1,4,1,3,2,21,3,32,5,1534
138,5,1,3,1,3,1,20,3,32,3,1534
138,5,1,2,1,3,2,44,3,32,2,1534
139,1,1,1,1,3,1,23,3,33,1,1429
139,1,1,2,1,3,1,29,3,33,5,1429
140,2,1,1,1,3,1,43,3,33,1,1429
141,3,1,4,1,3,1,15,3,33,3,1429
141,3,1,5,1,3,1,14,3,33,3,1429
141,3,1,2,1,3,2,70,3,33,5,1429
141,3,1,3,1,3,2,18,3,33,3,1429
141,3,1,1,1,3,1,37,3,33,1,1429
142,4,1,1,1,3,1,39,3,33,1,1429
142,4,1,2,1,3,2,40,3,33,2,1429
142,4,1,4,1,3,1,14,3,33,3,1429
142,4,1,3,1,3,2,6,3,33,3,1429
143,5,1,5,1,3,2,5,3,33,3,1429
143,5,1,2,1,3,1,40,3,33,2,1429
143,5,1,3,1,3,1,16,3,33,3,1429
143,5,1,4,1,3,2,11,3,33,3,1429
143,5,1,1,1,3,2,38,3,33,1,1429
144,1,1,4,1,3,2,22,5,34,3,1603
144,1,1,3,1,3,2,22,5,34,3,1603
144,1,1,2,1,3,2,53,5,34,2,1603
144,1,1,1,1,3,1,57,5,34,1,1603
145,2,1,2,1,3,2,64,5,34,2,1603
145,2,1,1,1,3,1,64,5,34,1,1603
146,4,1,4,1,3,1,18,5,34,3,1603
146,4,1,1,1,3,1,42,5,34,1,1603
146,4,1,2,1,3,2,47,5,34,2,1603
146,4,1,3,1,3,2,21,5,34,3,1603
147,5,1,3,1,3,2,3,5,34,3,1603
147,5,1,2,1,3,2,30,5,34,2,1603
147,5,1,1,1,3,1,29,5,34,1,1603
148,3,1,2,1,3,2,27,5,35,2,1637
148,3,1,1,1,3,1,31,5,35,1,1637
149,4,1,1,1,3,1,50,5,35,1,1637
149,4,1,2,1,3,2,51,5,35,2,1637
150,1,1,3,1,3,1,11,3,36,3,1744
150,1,1,2,1,3,2,31,3,36,2,1744
150,1,1,1,1,3,1,30,3,36,1,1744
150,1,1,4,1,3,2,10,3,36,3,1744
150,1,1,5,1,3,2,10,3,36,3,1744
150,1,1,6,1,3,1,8,3,36,3,1744
151,2,1,3,1,3,1,4,3,36,3,1744
151,2,1,2,1,3,2,33,3,36,2,1744
151,2,1,1,1,3,1,35,3,36,1,1744
151,2,1,4,1,3,2,13,3,36,3,1744
152,3,1,1,1,3,1,55,3,36,1,1744
152,3,1,2,1,3,2,24,3,36,5,1744
152,3,1,3,1,3,2,6,3,36,6,1744
152,3,1,4,1,3,1,3,3,36,6,1744
153,4,1,1,1,3,2,54,3,36,1,1744
153,4,1,2,1,3,1,19,3,36,3,1744
154,5,1,1,1,3,1,24,3,36,1,1744
154,5,1,2,1,3,2,23,3,36,2,1744
154,5,1,3,1,3,2,2,3,36,3,1744
154,5,1,4,1,3,1,0,3,36,3,1744
155,1,1,1,1,3,1,54,3,37,1,1589
155,1,1,9,1,3,2,51,3,37,2,1589
155,1,1,8,1,3,1,3,3,37,4,1589
155,1,1,7,1,3,1,11,3,37,3,1589
155,1,1,6,1,3,2,15,3,37,4,1589
155,1,1,5,1,3,1,13,3,37,3,1589
155,1,1,4,1,3,1,15,3,37,3,1589
155,1,1,3,1,3,1,19,3,37,3,1589
155,1,1,2,1,3,2,35,3,37,6,1589
156,2,1,1,1,3,2,42,3,37,1,1589
156,2,1,3,1,3,1,2,3,37,3,1589
156,2,1,2,1,3,1,15,3,37,3,1589
157,3,1,1,1,3,1,31,3,37,1,1589
158,4,1,4,1,3,2,21,3,37,6,1589
158,4,1,5,1,3,1,1,3,37,4,1589
158,4,1,3,1,3,1,22,3,37,3,1589
158,4,1,2,1,3,2,46,3,37,2,1589
158,4,1,1,1,3,1,48,3,37,1,1589
159,1,1,4,1,3,2,15,3,38,3,1602
159,1,1,2,1,3,2,45,3,38,2,1602
159,1,1,3,1,3,1,22,3,38,3,1602
159,1,1,1,1,3,1,49,3,38,1,1602
160,2,1,3,1,3,2,19,3,38,3,1602
160,2,1,2,1,3,2,40,3,38,2,1602
160,2,1,5,1,3,2,7,3,38,3,1602
160,2,1,4,1,3,1,15,3,38,3,1602
160,2,1,1,1,3,1,37,3,38,1,1602
161,3,1,2,1,3,1,37,3,38,3,1602
161,3,1,1,1,3,1,68,3,38,1,1602
161,3,1,3,1,3,2,13,3,38,4,1602
162,5,1,2,1,3,2,38,3,38,2,1602
162,5,1,1,1,3,1,49,3,38,1,1602
162,5,1,3,1,3,1,15,3,38,3,1602
162,5,1,4,1,3,1,14,3,38,3,1602
163,1,1,4,1,3,2,6,5,39,3,1812
163,1,1,3,1,3,1,4,5,39,3,1812
