"P0_1","P0_2","P0_3","P0_4_1","P0_4_2","P1_1","P1_2","FOLIO","VIV_SEL","ID_ENT","FAC_VIV"
2,3,1,2,1,2,1,13930,2,19,3279
1,1,1,2,1,3,1,13931,1,22,3729
3,4,0,2,2,6,1,13932,5,7,4091
1,2,1,1,1,2,1,13933,3,28,1801
2,5,1,2,1,2,1,13934,4,7,6693
1,2,1,2,2,2,1,13935,2,10,1181
2,3,1,1,1,4,1,13936,4,17,1362
2,2,1,2,1,1,1,13937,4,9,3450
3,5,1,1,2,5,1,13938,17,12,2839
1,5,1,1,1,1,1,13939,5,24,1451
3,6,2,1,1,3,1,13940,3,30,6484
1,3,1,1,1,2,1,13941,2,16,3460
1,3,1,1,2,2,1,13942,8,14,8757
2,3,2,1,1,5,1,13943,4,4,995
3,5,1,1,1,3,1,13944,5,28,1343
2,6,2,1,1,6,1,13945,1,8,3168
2,3,1,2,1,4,1,13946,13,26,2630
2,4,1,2,1,2,1,13947,2,2,2860
4,5,0,2,2,3,1,13948,7,20,3212
1,2,0,2,1,1,1,13949,4,9,4537
2,3,1,2,1,5,1,13950,2,4,684
2,3,1,2,1,4,1,13951,3,22,2392
3,5,1,2,1,5,1,13952,12,24,1785
3,4,2,1,1,7,1,13953,5,18,891
1,1,1,2,1,4,1,13954,5,3,690
2,5,1,1,1,2,1,13955,5,5,1638
1,2,0,2,2,2,1,13956,9,4,887
2,4,1,1,1,5,1,13957,2,8,2406
1,2,1,1,1,1,1,13958,1,19,3302
2,4,1,2,2,3,1,13959,12,13,2426
2,3,1,1,2,1,1,13960,19,5,1313
1,1,0,2,1,5,1,13961,1,9,3319
1,2,1,2,1,5,1,13962,4,15,11321
3,4,0,1,1,4,1,13963,3,11,3502
1,3,1,2,2,1,1,13964,1,4,827
5,8,2,1,1,5,1,13965,7,29,658
3,6,1,1,1,5,1,13966,2,8,2795
2,4,1,1,1,4,1,13967,10,20,3430
1,2,1,2,2,2,1,13968,10,27,1651
2,6,1,1,1,4,1,13969,5,28,1767
2,5,1,2,1,3,1,13970,1,5,1653
1,2,0,2,1,4,1,13971,19,21,4824
2,5,1,2,2,1,1,13972,4,16,3299
2,4,1,2,2,2,1,13973,13,25,2124
3,4,1,2,1,3,1,13974,2,22,1858
3,6,1,2,1,7,1,13975,6,30,8713
3,5,1,1,1,4,1,13976,2,5,1942
2,2,1,1,2,4,1,13977,7,17,943
1,3,1,2,1,2,1,13978,4,27,2576
3,4,0,2,1,5,1,13979,12,7,4578
3,4,1,1,1,4,1,13980,1,1,1148
1,4,2,1,1,2,1,13981,5,26,2313
2,2,1,2,1,5,1,13982,3,6,636
2,4,1,1,1,2,1,13983,3,29,917
3,4,1,1,1,4,1,13984,9,14,4181
2,4,0,2,2,3,1,13985,3,17,3409
3,5,2,1,1,5,1,13986,4,31,2076
2,4,1,1,1,3,1,13987,12,30,8713
2,3,1,2,2,6,1,13988,5,9,1034
2,4,1,1,1,4,1,13989,1,21,760
2,4,1,2,1,4,1,13990,1,1,882
2,3,1,2,2,5,1,13991,5,1,1404
4,6,2,2,2,1,1,13992,2,14,9207
2,3,1,1,1,2,1,13993,2,19,3361
3,8,3,1,1,3,1,13994,2,9,4276
1,4,0,2,1,4,1,13995,9,7,4578
2,2,1,2,1,6,1,13996,18,10,1449
2,5,1,1,1,3,1,13997,19,25,2626
3,3,1,2,1,2,1,13998,2,10,1239
1,2,0,2,2,4,1,13999,2,21,4593
2,4,2,2,1,2,1,14000,2,17,717
1,2,1,1,1,4,1,14001,2,3,833
1,4,1,1,1,2,1,14002,3,5,1509
1,2,1,1,1,1,1,14003,5,17,1209
2,2,0,2,1,4,1,14004,3,17,1711
3,5,1,2,1,8,2,14005,3,29,1028
2,3,1,1,1,1,1,14006,3,3,816
4,5,1,2,1,2,1,14007,17,7,3822
1,3,1,2,2,3,1,14008,2,13,1958
3,5,2,2,1,5,1,14009,3,21,5239
3,7,2,2,2,1,1,14010,5,1,1088
3,3,1,2,1,7,1,14011,3,19,3319
2,4,1,2,2,6,1,14012,8,31,2522
2,3,0,2,2,3,1,14013,19,11,3502
2,4,1,1,1,3,1,14014,5,8,2443
1,4,1,1,1,4,1,14015,5,5,1649
3,4,2,1,1,4,1,14016,1,17,1770
2,7,4,1,1,4,1,14017,4,7,4775
4,5,1,2,2,4,1,14018,6,11,4741
1,2,0,2,2,2,1,14019,18,20,4169
1,2,1,2,2,1,1,14020,15,16,4301
2,2,1,2,1,4,1,14021,2,16,4532
6,7,2,2,2,1,1,14022,19,16,3033
1,5,2,1,1,3,1,14023,4,1,1634
2,4,1,1,1,3,1,14024,2,20,3050
2,3,1,2,1,4,1,14025,1,16,4192
3,4,0,2,2,7,1,14026,1,10,1314
1,2,1,2,2,2,1,14027,8,15,11415
1,5,1,1,2,2,1,14028,10,26,2513
1,3,1,2,1,4,1,14029,3,9,3906
3,6,4,1,1,6,1,14030,5,25,2663
4,7,2,1,1,5,1,14031,1,8,3385
2,3,0,1,1,3,1,14032,4,28,1657
2,3,1,2,1,2,1,14033,1,25,2406
2,4,1,1,1,2,1,14034,1,17,1518
1,3,1,2,2,1,1,14035,3,15,12674
2,3,1,1,1,2,1,14036,3,28,1866
3,6,2,2,1,6,1,14037,2,17,1313
2,3,1,1,1,5,1,14038,8,17,717
1,2,1,2,1,1,1,14039,5,27,414
4,6,1,2,2,7,1,14040,3,14,13690
1,3,1,1,2,2,1,14041,17,10,1285
1,2,1,1,1,3,1,14042,5,2,2816
2,3,1,2,1,3,1,14043,2,15,11129
1,3,1,1,1,3,1,14044,17,8,3354
2,4,2,1,1,3,1,14045,17,3,592
1,2,0,2,2,4,1,14046,19,30,4785
1,4,1,1,1,3,1,14047,3,21,1119
2,3,0,1,2,3,1,14048,1,3,796
3,4,2,1,1,5,1,14049,3,14,15240
2,3,1,1,1,2,1,14050,1,17,2025
2,3,1,1,1,2,1,14051,5,24,1196
6,6,1,1,1,6,1,14052,5,26,2339
3,4,1,1,1,3,1,14053,2,32,991
2,3,0,2,2,8,2,14054,11,24,1281
3,4,1,1,1,4,1,14055,2,1,3475
1,5,1,2,1,2,1,14056,5,21,760
1,3,1,1,1,2,1,14057,2,3,613
1,3,2,1,1,2,1,14058,5,29,1015
3,5,2,2,1,3,1,14059,1,31,2306
4,7,2,2,1,8,1,14060,17,17,717
3,4,1,1,1,6,1,14061,15,32,1543
1,2,1,2,2,2,1,14062,4,4,779
5,7,0,2,2,9,1,14063,6,16,3018
4,6,2,1,1,2,1,14064,4,9,3719
1,2,1,2,1,1,1,14065,2,19,3331
2,3,1,2,2,4,1,14066,7,27,1493
1,4,1,2,1,4,1,14067,1,5,1686
2,3,1,2,1,4,1,14068,5,15,13530
2,4,1,1,1,2,1,14069,2,7,3873
2,5,1,1,2,4,1,14070,8,3,592
1,2,0,2,2,2,1,14071,20,32,1720
2,4,1,1,1,3,1,14072,1,19,3255
2,3,1,1,1,4,1,14073,1,6,769
3,7,2,1,2,3,1,14074,5,1,1681
1,1,1,2,2,3,1,14075,4,28,1534
3,4,1,1,1,2,1,14076,5,11,4705
2,3,1,2,1,5,1,14077,1,24,1407
2,3,1,2,1,2,1,14078,1,23,2249
1,3,1,2,2,2,1,14079,10,13,2426
3,4,2,2,2,4,1,14080,17,28,2105
2,4,1,1,1,4,1,14081,2,30,5427
4,5,2,2,1,5,1,14082,5,6,135
2,4,1,2,2,4,1,14083,15,14,4181
2,4,1,2,1,2,1,14084,20,32,1518
2,4,0,2,2,5,1,14085,17,21,3844
1,2,1,1,1,2,1,14086,1,23,1617
2,5,1,2,2,5,1,14087,3,10,1242
2,4,1,1,1,3,1,14088,4,9,2198
1,2,1,1,1,3,1,14089,5,17,1220
3,4,1,1,2,6,1,14090,10,8,2372
1,3,1,2,1,3,1,14091,2,17,1598
2,4,1,1,1,3,1,14092,12,7,4023
1,4,1,2,2,1,1,14093,3,5,1361
1,1,0,2,2,1,1,14094,1,8,2443
1,1,1,1,1,1,1,14095,1,3,669
2,3,1,1,1,3,1,14096,3,3,589
3,5,2,1,1,3,1,14097,2,1,1110
2,3,1,1,1,5,1,14098,1,28,1537
1,2,1,2,1,6,1,14099,3,31,1914
2,4,1,2,1,3,1,14100,1,12,3147
1,4,1,2,2,2,1,14101,4,27,2566
2,3,1,2,1,5,1,14102,5,19,995
3,5,2,1,1,5,1,14103,5,3,662
2,4,1,1,1,4,1,14104,8,2,1922
2,5,1,2,1,2,1,14105,4,15,10908
3,5,0,2,2,6,1,14106,15,12,2839
1,1,1,1,1,3,1,14107,2,2,2460
1,3,1,2,1,1,1,14108,3,19,2656
2,4,1,2,1,5,1,14109,4,13,1831
1,1,0,2,1,1,1,14110,4,9,2986
2,4,1,1,1,5,1,14111,4,4,711
1,3,1,2,1,3,1,14112,1,9,4158
1,1,1,2,1,1,1,14113,5,10,1307
1,4,1,1,1,3,1,14114,5,9,1061
3,5,2,1,1,7,1,14115,1,5,1566
4,5,1,1,1,4,1,14116,1,24,1065
3,5,1,2,1,5,1,14117,3,8,2963
3,4,1,1,1,5,1,14118,1,1,1371
2,5,1,2,1,1,1,14119,12,21,6756
1,2,1,1,1,3,1,14120,3,9,3791
1,2,1,1,2,4,1,14121,18,31,2598
2,3,1,1,1,5,1,14122,7,8,3631
2,4,0,2,2,2,1,14123,2,30,4774
1,2,1,2,1,2,1,14124,10,27,916
2,4,2,1,1,4,1,14125,3,28,1479
2,3,1,2,1,3,1,14126,3,21,760
3,4,0,2,1,4,1,14127,19,21,5193
2,3,0,2,2,2,1,14128,15,7,3363
2,3,1,2,2,5,1,14129,2,5,1677
2,3,1,1,1,4,1,14130,3,23,1721
2,4,1,2,2,3,1,14131,18,7,6693
2,2,1,1,1,2,1,14132,5,17,1044
2,3,0,2,2,3,1,14133,3,17,485
2,3,0,2,2,8,1,14134,16,20,2841
2,3,1,1,1,4,1,14135,3,5,1942
1,3,1,2,1,1,1,14136,2,25,2564
2,4,1,1,1,3,1,14137,11,30,7808
2,2,1,2,1,2,1,14138,20,21,6115
3,6,2,1,1,5,1,14139,2,1,1243
3,6,2,2,1,4,1,14140,2,25,2602
4,7,3,1,1,6,1,14141,2,14,3387
3,7,2,2,1,5,1,14142,2,19,3116
2,3,1,2,2,2,1,14143,2,23,1443
1,3,1,1,1,2,1,14144,4,17,1238
1,2,1,1,1,1,1,14145,5,9,2893
1,1,1,2,1,5,1,14146,3,7,3356
1,3,1,2,1,1,1,14147,11,21,5069
1,3,0,1,1,2,1,14148,10,17,1044
1,3,1,2,2,3,1,14149,4,15,9482
1,2,1,2,1,3,1,14150,5,14,9014
2,4,1,2,2,3,1,14151,16,31,2598
2,4,1,1,1,5,1,14152,1,18,1416
2,4,1,1,1,2,1,14153,3,26,2380
2,4,1,1,1,3,1,14154,2,8,2774
2,4,1,2,1,1,1,14155,5,9,3132
4,10,3,1,1,4,1,14156,2,10,1487
3,4,2,2,1,4,1,14157,1,11,5338
2,4,1,2,1,6,2,14158,1,27,2754
2,3,1,2,2,1,1,14159,4,26,2117
2,5,1,1,1,3,1,14160,7,16,5935
2,2,1,1,1,1,1,14161,19,22,2454
2,2,1,1,1,4,1,14162,12,6,835
3,4,2,1,1,2,1,14163,4,21,5146
2,3,1,2,1,5,1,14164,5,13,2679
1,2,1,2,1,2,1,14165,3,7,6693
1,3,2,1,1,1,1,14166,5,6,597
1,1,1,2,2,1,1,14167,2,23,848
3,4,1,2,1,3,1,14168,20,4,797
2,4,1,2,2,1,1,14169,4,29,986
3,4,1,1,1,2,1,14170,6,25,2778
4,5,1,2,2,4,1,14171,16,13,1831
4,6,1,1,1,5,1,14172,8,24,1065
1,2,1,2,1,2,1,14173,1,11,4770
2,4,1,1,2,5,1,14174,19,4,707
2,5,1,1,1,1,1,14175,20,31,1761
1,1,0,2,2,3,1,14176,2,4,797
2,2,1,2,2,1,1,14177,1,28,1816
2,3,1,2,1,3,1,14178,1,5,1629
1,1,1,1,2,3,1,14179,15,3,833
2,4,1,1,1,3,1,14180,1,26,2152
4,6,2,1,1,5,1,14181,14,6,636
2,3,1,2,1,3,1,14182,1,3,714
3,6,2,1,1,2,1,14183,2,29,1189
1,2,1,2,1,3,1,14184,4,4,721
1,2,0,2,2,4,1,14185,9,16,4301
3,4,1,1,2,3,1,14186,5,10,1352
1,1,1,2,1,4,1,14187,12,4,784
1,2,0,2,2,9,1,14188,12,12,3042
1,3,0,2,2,1,1,14189,3,24,1225
1,3,1,2,1,5,1,14190,2,23,1797
2,3,1,2,2,6,1,14191,16,4,690
2,3,2,1,1,2,1,14192,1,14,7162
2,3,1,2,1,5,1,14193,4,24,973
2,3,1,1,1,1,1,14194,3,19,3319
2,6,1,1,1,4,1,14195,3,5,1638
2,4,1,1,1,5,1,14196,5,1,848
1,4,1,2,1,1,1,14197,2,19,3121
2,5,1,1,1,3,1,14198,9,29,658
1,3,2,1,1,2,1,14199,1,6,824
2,5,1,1,1,2,1,14200,5,5,1966
2,3,0,2,2,3,1,14201,2,17,303
2,4,1,2,1,4,1,14202,3,31,1987
2,2,1,1,2,4,1,14203,2,28,1631
3,5,1,2,2,1,1,14204,5,16,3033
2,3,1,2,2,3,1,14205,5,15,12518
2,3,1,1,1,3,1,14206,4,23,1773
1,2,1,1,1,2,1,14207,3,25,2663
1,2,1,2,2,3,1,14208,3,9,3778
3,5,2,1,1,2,1,14209,11,8,3070
2,4,1,1,1,1,1,14210,6,24,1073
6,10,2,1,2,10,2,14211,10,15,11415
3,5,1,2,1,6,1,14212,7,10,1138
2,5,1,1,1,2,1,14213,4,13,5432
3,7,2,1,1,5,1,14214,3,5,1786
2,5,2,2,1,2,1,14215,4,28,1754
2,4,1,1,1,4,1,14216,1,21,1119
1,3,0,1,1,2,1,14217,19,16,3760
1,2,1,2,1,3,1,14218,2,20,3890
1,3,1,1,1,6,1,14219,5,15,11783
3,4,0,2,1,5,1,14220,7,21,4824
1,2,2,1,1,2,1,14221,1,12,3039
2,3,1,2,1,5,1,14222,2,20,3454
1,3,1,2,2,4,1,14223,1,15,11534
1,4,1,2,2,2,1,14224,5,31,1807
1,4,1,2,1,1,1,14225,2,9,3836
2,3,1,2,2,7,1,14226,12,13,2985
1,5,3,1,1,1,1,14227,5,15,11415
4,5,2,1,1,5,1,14228,2,2,2830
3,3,0,1,1,3,1,14229,2,9,3791
1,4,1,1,1,2,1,14230,3,10,1333
2,3,1,2,2,2,1,14231,1,15,9942
2,3,2,1,1,2,1,14232,3,22,2089
5,6,2,1,1,6,1,14233,11,16,5935
1,3,1,2,2,1,1,14234,3,4,961
2,4,1,1,2,5,1,14235,2,24,1338
1,2,0,1,1,5,1,14236,4,26,2099
1,2,0,2,2,1,1,14237,4,3,626
1,2,1,2,1,2,1,14238,1,28,2124
5,6,1,1,1,13,2,14239,18,22,1809
1,2,1,2,1,3,1,14240,2,21,5100
3,7,1,1,1,2,1,14241,7,8,2387
1,2,1,2,1,1,1,14242,4,22,2278
3,5,1,2,1,6,1,14243,4,29,1324
3,6,2,1,1,3,1,14244,11,32,1249
2,3,1,1,1,5,1,14245,4,6,646
2,3,1,1,2,5,1,14246,16,29,661
1,2,0,2,2,2,1,14247,9,30,5218
2,3,1,1,1,4,1,14248,5,8,2863
2,4,1,2,1,3,1,14249,2,17,1783
3,7,2,2,1,3,1,14250,3,19,3029
2,3,2,2,1,5,1,14251,5,14,8224
3,5,2,1,1,6,1,14252,3,16,4192
3,4,1,1,1,3,1,14253,3,9,3604
2,3,1,1,1,4,1,14254,2,31,2189
2,2,1,2,1,5,1,14255,10,32,1720
3,4,2,1,1,4,1,14256,4,13,1984
3,4,3,1,1,4,1,14257,5,25,2651
2,3,1,2,1,3,1,14258,5,1,1118
1,2,1,1,2,1,1,14259,2,6,786
3,4,1,1,1,4,1,14260,5,23,1458
2,5,1,2,1,2,1,14261,3,5,1593
2,3,1,2,2,3,1,14262,19,29,658
1,1,1,2,2,3,1,14263,13,30,7817
2,3,1,2,1,2,1,14264,3,5,1595
1,4,1,2,2,1,1,14265,3,26,2283
2,3,1,2,1,2,1,14266,11,30,7808
2,4,1,1,1,4,1,14267,5,9,3521
1,3,0,2,2,2,1,14268,1,7,5052
1,2,1,2,1,6,1,14269,4,15,3180
2,3,1,1,1,5,1,14270,4,9,3890
3,6,1,1,1,5,1,14271,4,5,1676
3,5,2,1,1,2,1,14272,2,2,2857
1,3,1,1,1,1,1,14273,3,19,3249
3,4,3,1,1,6,1,14274,13,27,2396
3,5,1,1,1,3,1,14275,2,28,1348
1,5,2,1,1,1,1,14276,2,3,641
1,5,1,2,1,3,1,14277,4,27,1596
2,3,1,1,1,3,1,14278,19,3,609
2,4,1,1,2,3,1,14279,16,5,1479
1,4,2,2,1,1,1,14280,2,6,636
2,7,2,1,1,3,1,14281,4,24,1269
3,4,1,1,1,4,1,14282,2,19,3311
3,3,2,2,1,5,1,14283,14,27,1502
3,4,2,1,2,4,1,14284,4,7,4296
1,3,1,2,2,3,1,14285,17,4,977
2,5,1,2,1,3,1,14286,2,9,4460
1,3,1,2,1,2,1,14287,5,16,4192
2,3,1,2,2,2,1,14288,5,28,1814
1,2,1,2,2,1,1,14289,2,10,1449
2,3,1,2,2,5,1,14290,4,28,1343
1,3,0,2,2,6,1,14291,13,31,2522
2,3,1,2,1,4,1,14292,18,16,10379
2,4,1,1,2,3,1,14293,2,32,1565
2,4,1,2,2,2,1,14294,2,9,4008
3,4,1,1,1,5,1,14295,2,5,1491
3,4,2,1,1,4,1,14296,11,6,610
2,4,2,1,1,1,1,14297,16,26,1939
1,3,0,2,1,6,1,14298,5,4,887
2,2,1,1,1,4,1,14299,4,26,2206
3,4,1,1,1,7,1,14300,2,5,1811
2,3,1,2,2,5,1,14301,17,32,1504
1,2,1,2,2,5,1,14302,12,23,2829
2,3,1,2,1,5,1,14303,8,23,2829
2,4,1,1,1,4,1,14304,3,1,1371
1,2,0,2,2,1,1,14305,3,12,2202
1,2,1,2,2,3,1,14306,14,24,1218
2,5,1,2,1,4,1,14307,5,31,2816
3,5,1,1,1,2,1,14308,9,25,2282
2,5,1,1,1,2,1,14309,9,13,1831
3,5,2,1,1,3,1,14310,19,30,7817
2,3,1,2,1,4,1,14311,5,24,1797
3,4,1,1,1,2,1,14312,13,32,1691
2,4,1,1,1,4,1,14313,5,24,1253
2,7,1,1,1,3,1,14314,7,31,1839
1,3,1,1,1,6,1,14315,1,29,1024
2,2,1,1,1,4,1,14316,4,17,1596
3,7,2,1,1,4,1,14317,8,24,1844
2,4,1,1,1,2,1,14318,1,5,1826
1,3,0,2,2,2,1,14319,5,12,2839
2,3,1,1,1,5,1,14320,5,19,2819
2,4,1,1,1,4,1,14321,1,14,8822
1,3,1,2,2,1,1,14322,4,17,1831
1,2,0,1,1,3,1,14323,3,5,1371
1,1,1,2,2,1,1,14324,14,20,3848
1,5,1,1,1,1,1,14325,2,31,3586
2,4,1,2,1,2,1,14326,4,30,6747
1,2,1,2,1,4,1,14327,1,2,2560
1,1,1,2,2,1,1,14328,10,12,3249
3,5,1,1,1,2,1,14329,1,32,1175
2,4,1,2,2,3,1,14330,4,15,13434
2,3,1,1,1,2,1,14331,2,6,677
3,8,5,1,1,15,1,14332,5,29,1121
2,5,1,1,1,1,1,14333,1,31,1910
1,1,0,2,2,2,1,14334,18,2,3848
1,2,1,1,1,1,1,14335,3,23,1703
3,5,2,1,2,2,1,14336,14,28,1348
2,4,1,2,1,4,1,14337,1,4,646
3,4,1,1,1,3,1,14338,4,21,3365
3,4,1,1,1,4,1,14339,13,32,1468
3,4,1,1,1,4,1,14340,1,13,2792
2,3,1,2,1,4,1,14341,14,24,1073
3,5,2,1,1,3,1,14342,18,10,1138
2,4,1,2,1,3,1,14343,5,21,6115
1,2,0,2,2,2,1,14344,16,12,3244
2,5,1,1,1,3,1,14345,1,9,3999
3,4,1,2,1,5,1,14346,1,22,2162
2,5,1,2,1,2,1,14347,2,2,2930
4,8,1,1,1,4,2,14348,4,21,3619
2,5,1,1,1,5,1,14349,2,7,4492
1,3,1,1,2,1,1,14350,12,11,5223
2,3,1,2,2,3,1,14351,16,19,2584
1,3,1,1,1,4,1,14352,18,13,2779
1,5,1,1,1,3,1,14353,17,14,8757
3,4,2,2,2,1,1,14354,4,12,2857
2,3,2,2,1,3,1,14355,13,7,7240
2,3,1,1,1,2,2,14356,4,5,1829
3,4,2,1,2,3,1,14357,1,5,1424
2,3,1,1,1,2,1,14358,4,28,2027
2,2,1,1,1,1,1,14359,2,17,1044
2,4,2,2,2,2,1,14360,8,5,1371
3,7,3,1,1,2,1,14361,5,27,3131
3,7,2,1,1,5,1,14362,5,5,1609
1,4,0,2,2,2,1,14363,13,20,3212
1,3,1,2,2,3,1,14364,7,6,576
2,3,2,1,1,3,1,14365,4,9,2069
3,5,2,2,2,4,1,14366,2,14,9068
3,6,1,1,1,6,1,14367,1,29,2789
2,3,2,1,1,4,1,14368,16,27,2285
2,3,1,2,2,1,1,14369,4,1,1404
4,9,2,1,1,5,1,14370,3,8,3304
1,5,0,2,2,6,1,14371,13,4,690
2,3,1,1,1,3,1,14372,5,19,3653
1,3,1,2,1,2,1,14373,1,5,1456
1,2,1,2,2,1,1,14374,3,13,2736
2,5,1,2,1,3,1,14375,5,10,1232
1,3,1,1,1,4,1,14376,5,16,3945
2,4,1,1,1,4,1,14377,5,28,1986
2,3,0,2,1,4,1,14378,14,24,1015
3,4,1,2,2,6,1,14379,6,4,1029
2,4,2,1,1,3,1,14380,9,2,1922
3,4,1,2,1,6,1,14381,1,20,3090
1,1,1,1,2,2,1,14382,3,28,2105
2,3,1,1,1,1,1,14383,1,25,1558
2,3,1,1,1,5,1,14384,4,23,1573
3,5,1,1,1,8,1,14385,3,10,1138
1,1,1,2,1,6,1,14386,5,15,11199
2,2,1,2,2,3,1,14387,3,29,886
2,4,1,2,1,4,1,14388,1,9,4271
3,4,3,1,2,3,1,14389,5,25,2478
2,4,1,1,1,5,1,14390,8,32,1504
3,7,1,2,1,5,1,14391,15,24,1225
2,3,1,2,1,1,1,14392,2,23,1745
3,5,2,1,1,4,1,14393,5,25,2768
1,3,1,1,1,4,1,14394,10,20,3454
2,3,1,2,2,6,1,14395,19,3,592
2,3,1,1,1,3,1,14396,9,24,1121
1,2,1,2,1,5,1,14397,2,23,1748
4,6,2,1,1,7,1,14398,4,8,3033
1,2,1,2,1,5,1,14399,1,17,3861
4,7,4,1,1,6,1,14400,4,27,1587
3,5,1,1,1,4,1,14401,5,20,3050
1,2,1,2,1,2,1,14402,5,15,10950
2,5,1,1,1,4,1,14403,13,27,1651
3,4,1,1,1,2,1,14404,16,32,1518
1,2,1,2,1,2,1,14405,6,7,3356
1,1,1,2,1,2,1,14406,3,7,3833
3,3,1,1,1,4,1,14407,2,9,3906
2,4,1,2,1,4,1,14408,19,15,5909
3,7,1,1,1,5,1,14409,2,8,2777
1,5,1,2,1,1,1,14410,2,30,8108
1,2,1,1,1,6,1,14411,2,23,1545
2,4,1,1,1,4,1,14412,16,21,6756
2,5,2,1,1,4,1,14413,1,2,3011
1,2,1,2,2,1,1,14414,7,27,414
2,4,1,2,1,6,1,14415,3,28,2112
2,3,0,2,2,4,1,14416,20,22,1809
2,3,0,2,2,4,1,14417,19,20,3454
1,1,1,2,1,3,1,14418,1,15,2758
1,2,1,1,1,3,1,14419,2,2,3152
2,3,1,2,1,3,1,14420,5,17,1754
1,3,1,1,2,1,1,14421,14,14,10589
2,3,1,1,1,4,1,14422,1,31,1811
3,5,1,2,1,5,1,14423,4,15,11783
1,2,1,2,1,1,1,14424,4,23,1565
3,5,3,1,1,4,1,14425,2,22,2174
3,6,1,1,1,5,1,14426,5,9,3027
2,3,2,1,1,2,1,14427,3,23,1129
2,2,1,2,1,3,1,14428,3,5,1842
1,6,2,2,2,1,1,14429,1,26,2503
2,4,1,1,1,2,1,14430,4,6,683
3,5,1,1,2,6,1,14431,15,18,1115
3,9,4,1,1,1,1,14432,1,9,2395
2,2,1,1,1,2,1,14433,20,14,3506
2,3,1,1,1,6,1,14434,20,19,2584
1,3,0,2,2,1,1,14435,13,28,1348
1,4,1,2,1,1,1,14436,2,31,1910
1,6,2,1,1,2,1,14437,5,3,800
3,4,1,1,1,5,1,14438,5,23,1859
2,2,1,2,1,5,1,14439,9,4,707
2,4,1,2,1,4,1,14440,15,22,2454
2,3,1,2,2,4,1,14441,1,10,1449
1,2,1,1,1,7,1,14442,2,23,1391
3,4,1,1,1,4,1,14443,10,24,1397
3,6,2,1,1,3,1,14444,8,31,1807
1,3,1,2,2,2,1,14445,20,13,3702
2,3,1,2,2,4,1,14446,10,7,3338
2,4,1,2,2,5,1,14447,4,29,1155
2,2,1,2,2,8,1,14448,14,26,2152
2,3,1,1,2,4,1,14449,20,11,5223
2,4,1,1,1,3,1,14450,4,6,707
1,2,1,2,2,1,1,14451,3,10,1277
2,4,1,2,1,5,1,14452,5,17,820
2,4,1,1,2,3,1,14453,17,11,5624
1,2,1,2,2,4,1,14454,2,23,2214
3,6,1,2,1,5,1,14455,1,15,12827
1,2,0,1,2,4,1,14456,1,20,2841
2,2,1,2,1,4,1,14457,1,9,1906
3,5,1,1,1,5,1,14458,10,29,658
1,3,1,2,1,3,1,14459,14,31,2014
2,4,2,1,1,4,1,14460,19,26,2513
3,5,1,1,1,5,1,14461,8,6,576
2,4,1,1,2,4,1,14462,6,21,6595
3,5,1,2,2,5,1,14463,19,20,3229
1,1,1,2,2,2,1,14464,12,27,2357
1,3,1,1,1,2,1,14465,4,21,4160
3,5,1,2,2,6,1,14466,8,32,1353
4,6,1,1,1,5,1,14467,16,4,784
2,4,1,2,1,6,1,14468,1,19,2525
2,4,1,1,1,3,1,14469,2,11,7159
2,5,2,1,1,5,1,14470,13,25,2705
2,3,0,2,2,2,1,14471,19,16,3460
3,5,1,1,1,5,1,14472,4,13,1831
1,2,0,2,2,5,1,14473,18,7,4578
1,3,1,1,1,3,1,14474,2,29,1031
3,4,0,2,1,6,1,14475,4,9,2328
3,5,2,1,1,3,1,14476,10,16,4626
2,3,2,1,1,3,1,14477,1,4,771
3,4,1,1,1,4,1,14478,3,9,1906
1,2,0,2,2,4,1,14479,16,30,4268
1,3,1,2,2,1,1,14480,4,9,3623
1,3,0,2,1,2,1,14481,7,7,3356
3,5,1,1,1,5,1,14482,1,19,3217
3,4,1,1,1,5,1,14483,8,16,3299
2,4,1,2,1,3,1,14484,1,21,4413
3,4,1,1,2,2,1,14485,1,10,1494
2,3,1,2,2,6,1,14486,2,27,2660
2,3,0,2,2,8,1,14487,18,7,4920
2,3,1,1,1,4,1,14488,5,19,2924
3,4,1,2,1,4,1,14489,1,18,1242
3,4,1,1,1,4,1,14490,12,32,1468
3,5,1,2,1,6,1,14491,7,5,1313
1,1,1,2,1,1,1,14492,5,23,1205
2,7,1,2,1,2,1,14493,14,16,4784
3,5,1,1,1,5,1,14494,4,28,1660
3,4,1,2,2,7,1,14495,1,20,10690
1,1,1,2,2,3,1,14496,3,3,690
1,2,1,2,1,2,1,14497,5,23,2051
1,1,1,2,2,4,1,14498,1,31,2239
1,2,1,1,1,2,1,14499,2,2,3128
2,3,1,1,1,3,1,14500,3,32,1225
1,3,0,2,2,1,1,14501,4,15,6441
2,4,1,2,1,1,1,14502,4,28,1684
3,4,0,1,1,6,1,14503,16,28,1348
2,4,1,1,1,3,1,14504,4,18,1108
2,4,1,1,2,5,1,14505,4,25,2282
2,4,1,1,1,4,1,14506,8,13,1392
2,5,1,1,1,4,1,14507,1,14,28513
4,9,2,1,1,5,1,14508,3,1,1243
4,8,3,1,1,1,1,14509,2,26,2050
2,4,1,2,1,6,1,14510,2,8,2734
1,2,1,2,1,1,1,14511,4,22,2392
1,4,1,2,1,2,1,14512,20,27,2285
