"VIV_SEL","HOGAR","P3_2","P3_3","P3_5","P4_1","P4_5","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P8_1","P9_1","P10_1","P11_1_1","P11_1_2","P11_1_3","P12_1","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FAC_PER","GRA","NIV","P3_1","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P5_3","P5_4","P10_8","R_SEL","FACTOR","P3_11","P4_3","P4_8","P5_31","P6_4","P6_20","P7_1","P10_17","P11_1_9","P12_3_1","P12_3_2","P12_3_3","P12_3_4","P12_3_5","P12_3_6"
11,1,5,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,4,1,51,12,27,160050,8390,3,3,3,2,2,2,1,2,1,2,2,2,2,2,4195,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2
13,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,9,1,2,2,2,1,2,4,1,23,12,27,160050,29365,3,3,3,1,2,2,1,2,2,2,1,1,1,5,4195,1,3,1,2,2,2,1,1,2,2,2,2,2,2,2
9,1,5,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,9,1,2,1,2,2,2,4,1,68,12,27,160050,16780,2,2,1,1,1,1,2,2,2,2,1,1,1,1,4195,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2
5,1,6,1,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,59,12,27,160050,4195,6,2,1,2,2,1,1,1,1,2,1,2,2,1,4195,1,5,1,2,2,3,2,2,1,1,2,1,2,2,2
8,1,5,1,5,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,4,2,22,12,27,160050,8390,3,6,2,1,1,1,1,1,1,2,1,2,1,2,4195,2,4,1,1,1,2,2,1,2,2,2,1,2,2,2
6,1,5,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,4,1,56,12,27,160050,16780,3,3,1,2,2,1,1,1,1,2,1,2,1,1,4195,2,3,1,2,2,2,2,2,1,2,1,1,2,2,2
14,1,6,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,4,1,28,12,27,160050,29365,3,3,3,2,2,1,1,2,1,2,1,2,2,3,4195,1,1,1,2,2,3,2,2,1,2,2,2,2,2,2
16,1,5,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,4,1,35,12,27,160050,8390,3,3,1,1,2,1,1,2,1,2,2,1,1,1,4195,2,3,1,1,2,3,2,2,2,2,1,1,2,2,2
1,1,5,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,2,29,12,27,160050,8390,3,6,2,2,2,1,1,2,1,2,1,1,2,2,4195,1,3,1,1,1,2,2,2,2,2,2,1,2,2,2
1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,22,3,6,100462,11471,2,6,2,1,1,1,1,2,1,2,1,2,1,2,5731,1,3,1,1,1,2,1,2,2,2,2,2,2,2,2
1,1,5,1,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,54,4,17,101302,11410,6,2,1,1,2,2,2,2,2,2,1,1,1,1,5684,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2
2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,1,24,3,20,101627,9541,3,3,1,2,2,1,1,2,1,2,1,1,1,1,4767,1,4,1,2,1,2,1,2,2,2,1,1,2,2,2
4,1,5,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,27,2,18,101499,10426,3,3,1,2,1,1,1,2,2,2,1,1,2,1,5213,1,4,1,2,2,2,2,1,2,2,2,1,2,2,2
3,1,2,1,5,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,69,2,18,101499,10426,4,2,1,2,2,2,2,2,2,2,1,2,2,1,5213,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
4,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,28,3,6,100462,11471,3,6,3,1,1,2,1,2,2,2,2,1,1,2,5731,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2
3,1,5,1,8,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,50,2,2,100097,16635,3,4,2,2,2,1,2,2,2,2,2,1,1,2,5545,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2
3,1,6,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,24,3,6,100462,17206,4,8,3,2,1,2,1,2,1,2,1,1,1,3,5731,1,3,1,2,2,2,1,1,1,2,1,2,2,2,1
4,1,5,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,36,2,2,100097,11090,5,8,1,1,1,2,2,2,1,2,2,2,2,1,5545,1,3,1,1,2,2,1,1,2,1,1,2,2,2,2
3,1,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,9,1,1,1,2,2,2,1,1,19,3,9,100779,17966,3,6,3,2,1,1,1,2,2,2,1,1,1,3,5984,1,3,1,2,2,1,1,1,2,2,2,2,2,2,2
4,1,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,56,4,7,100679,25555,2,9,1,1,1,2,2,1,2,2,1,1,1,1,6365,1,4,2,2,1,3,1,1,2,1,1,1,1,2,2
5,1,5,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,50,4,7,100679,31944,5,8,1,1,2,2,2,2,2,2,1,1,2,1,6365,1,4,1,1,1,2,1,2,2,2,1,1,1,2,2
4,1,6,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,32,4,12,100893,13681,5,8,1,1,2,2,1,2,1,2,2,1,1,1,6815,1,3,1,2,2,3,2,2,2,2,1,2,2,2,2
4,1,6,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,21,3,5,100461,28086,3,6,3,2,1,2,2,2,2,2,2,1,1,4,5613,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2
17,1,5,1,8,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,4,1,46,12,28,160084,9988,6,2,1,2,1,2,1,2,1,2,2,2,2,1,4994,2,4,1,2,2,3,2,2,1,2,1,1,2,2,2
7,1,5,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,2,20,12,28,160084,9988,1,6,3,2,2,1,2,2,1,2,1,2,1,2,4994,1,5,1,2,2,3,2,2,2,2,2,2,2,2,2
1,1,5,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,33,2,22,101842,12064,3,3,1,2,1,1,1,2,1,2,1,1,1,1,6032,1,4,1,1,1,2,1,2,2,2,2,1,2,2,2
2,1,5,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,39,2,22,101842,6032,6,2,1,2,2,1,1,1,1,2,1,1,2,1,6032,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2
10,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,4,1,42,12,28,160084,9988,6,2,1,2,1,2,2,1,2,2,1,1,1,1,4994,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2
3,1,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,60,5,25,102125,10298,0,0,1,2,2,1,2,2,2,2,1,2,2,1,5123,1,3,1,2,2,3,2,1,1,2,2,2,2,2,2
5,1,6,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,2,2,28,5,25,102125,15447,2,9,3,2,2,2,1,1,2,2,2,1,1,4,5123,1,3,1,2,1,1,1,1,2,2,1,2,2,2,2
3,1,4,1,5,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,4,2,58,12,27,160050,4195,6,2,3,2,2,2,1,2,2,2,2,2,2,3,4195,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2
18,1,6,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,52,12,27,160050,16780,3,2,1,1,1,2,2,2,2,2,2,2,2,1,4195,2,5,1,2,2,2,2,2,1,2,2,2,2,2,2
12,1,5,1,8,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,4,2,29,12,27,160050,8390,2,6,2,1,1,2,1,2,2,2,1,2,1,2,4195,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2
5,1,5,1,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,34,4,12,100893,13681,4,8,1,2,2,2,2,1,2,2,1,2,2,1,6815,1,4,1,2,2,2,1,1,2,1,1,2,2,2,2
2,1,5,1,8,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,50,3,5,100461,16852,6,2,2,2,2,2,2,2,1,2,2,2,2,2,5613,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2
1,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,70,2,1,100077,17136,0,0,1,1,2,2,2,2,2,2,2,2,2,1,5712,2,3,1,2,2,3,2,1,1,2,2,1,2,2,2
16,1,5,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,33,5,25,102125,10298,6,2,1,1,1,1,2,1,2,2,1,2,2,1,5123,2,4,1,1,2,3,2,2,2,2,2,2,2,2,2
15,1,5,1,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,4,2,42,12,27,160050,16780,6,2,2,2,2,1,1,1,2,2,2,2,2,2,4195,2,5,1,2,2,3,2,2,2,2,2,1,2,2,2
1,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,45,2,24,101908,33549,3,2,2,2,2,2,1,2,2,2,2,2,2,2,11183,2,3,1,2,2,3,2,2,1,2,2,2,2,2,2
4,1,5,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,31,3,16,101187,12201,3,4,2,2,1,1,1,1,1,2,1,2,2,2,6096,1,3,1,1,2,1,2,2,1,2,1,2,2,2,2
4,1,5,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,28,4,23,101901,12565,6,2,2,1,1,1,1,1,2,2,2,2,2,2,6259,1,5,1,2,1,1,2,1,1,2,2,2,2,2,2
3,1,5,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,39,4,17,101302,11410,4,8,1,1,2,2,1,2,2,2,1,1,1,1,5684,1,4,1,2,2,3,1,2,2,2,1,2,2,2,2
12,1,5,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,9,1,2,2,2,2,2,4,1,29,12,28,160084,9988,3,3,1,2,2,2,1,2,2,2,2,2,2,1,4994,1,5,1,2,2,3,2,2,1,2,1,2,2,2,2
2,1,6,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,50,3,10,100815,16038,2,3,3,2,1,2,1,2,2,2,2,1,1,2,5342,1,5,1,2,1,2,1,2,2,1,2,1,2,2,2
2,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,37,4,23,101901,12565,3,3,1,1,2,1,1,1,1,2,2,1,1,1,6259,1,3,1,2,1,1,1,1,1,2,2,1,2,2,2
5,1,5,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,31,4,23,101901,12565,2,7,1,1,1,1,1,1,1,2,2,1,1,1,6259,1,4,1,2,1,2,1,1,2,1,1,2,2,2,1
19,1,5,1,8,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,4,1,37,12,27,160050,8390,5,2,1,2,2,2,2,2,1,2,1,2,2,1,4195,1,5,1,1,2,2,2,2,2,2,1,1,2,2,2
20,1,5,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,4,1,29,12,27,160050,8390,3,7,1,1,2,2,1,2,2,2,1,1,1,1,4195,1,4,1,2,1,2,1,1,2,1,1,2,2,2,2
7,1,5,1,8,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,4,2,31,12,27,160050,8390,3,6,2,2,1,2,1,2,2,2,2,2,2,2,4195,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
4,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,33,2,8,100727,18804,3,3,3,2,2,1,1,2,2,2,2,2,2,2,6268,1,5,1,2,2,3,2,2,2,2,2,2,2,2,1
5,1,5,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,41,2,22,101842,12064,6,2,1,2,2,2,1,2,2,2,1,2,2,1,6032,1,1,1,2,1,3,2,2,1,2,2,1,2,2,2
17,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,4,1,40,12,27,160050,8390,3,3,1,2,2,2,1,2,2,2,2,2,2,1,4195,1,1,1,2,2,3,2,1,1,2,2,1,2,2,2
10,1,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,4,2,39,12,27,160050,4195,3,6,3,2,2,2,1,2,2,2,1,1,1,3,4195,1,4,1,2,2,2,1,2,2,2,2,1,2,2,2
3,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,24,2,1,100077,11424,3,3,1,2,1,1,2,2,2,2,1,2,2,1,5712,1,4,1,1,2,3,2,2,2,2,1,2,2,2,2
2,1,5,1,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,25,2,8,100727,18804,3,3,5,2,2,2,2,2,2,2,1,2,2,2,6268,1,3,1,2,2,2,2,1,1,2,2,2,2,2,2
1,1,5,1,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,50,9,26,102355,8446,3,3,1,1,2,1,1,2,2,2,1,2,2,2,4221,1,3,1,2,2,2,2,1,1,2,2,2,2,2,2
2,1,5,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,1,43,9,26,102355,8446,3,6,3,1,2,1,1,1,2,2,2,1,1,2,4221,2,3,1,2,2,3,2,2,2,2,1,2,2,2,2
12,1,5,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,1,1,2,2,2,3,1,70,9,26,102355,21115,4,2,1,2,2,2,2,2,2,2,1,2,2,1,4221,2,5,1,1,2,1,2,2,2,1,2,1,2,2,2
13,1,4,1,8,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,62,9,26,102355,4223,6,2,1,2,2,2,2,1,1,2,1,1,2,1,4221,2,4,1,2,1,1,2,2,1,1,1,1,2,2,2
14,1,6,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,25,9,26,102355,12669,3,6,3,2,1,1,1,1,1,2,1,2,1,3,4221,1,3,1,2,1,2,2,2,1,2,2,2,2,2,2
15,1,6,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,3,2,35,9,26,102355,12669,2,9,3,1,1,1,1,1,1,2,1,1,1,3,4221,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2
16,1,6,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,3,1,18,9,26,102355,12669,1,8,3,1,1,2,1,1,1,2,2,2,1,4,4221,1,4,1,2,2,3,9,1,2,2,2,2,2,2,2
17,1,5,1,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,3,1,53,9,26,102355,16892,6,8,1,1,2,1,2,1,2,2,1,1,1,1,4221,1,2,3,2,1,2,1,2,2,2,1,1,2,2,2
19,1,5,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,3,1,27,9,26,102355,8446,3,3,1,1,2,2,2,2,2,1,1,2,2,1,4221,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2
20,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,3,1,25,9,26,102355,8446,3,3,1,2,1,1,1,1,1,2,1,1,1,1,4221,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2
2,1,5,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,36,3,16,101187,12201,3,3,2,2,2,1,1,1,2,2,1,1,1,2,6096,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
18,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,34,5,59,207549,9070,3,6,1,2,1,1,1,2,1,2,2,1,1,1,4512,1,3,1,2,2,2,1,1,2,2,2,1,2,2,2
4,1,1,1,5,2,1,1,2,1,2,2,2,2,2,2,2,2,9,1,2,2,2,2,1,2,2,24,5,59,207549,9070,6,2,2,1,2,1,1,2,2,2,2,2,2,2,4512,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2
4,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,69,5,59,207549,4535,0,0,1,2,2,2,1,2,2,2,1,2,2,1,4512,1,4,1,2,2,3,2,2,1,1,2,2,2,2,2
1,1,6,1,4,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,18,5,59,207549,13605,1,6,3,2,2,2,1,2,2,2,1,2,2,6,4512,1,3,1,1,2,2,2,2,1,2,2,2,2,2,2
6,1,5,1,5,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,40,5,59,207549,9070,6,2,2,1,1,2,2,2,2,2,2,2,2,2,4512,1,4,5,2,1,2,2,2,1,2,2,1,2,2,2
7,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,47,5,59,207549,4535,3,3,1,2,2,2,1,2,2,2,2,1,1,1,4512,1,4,1,2,2,3,2,2,1,2,2,1,2,2,2
9,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,42,5,59,207549,9070,3,3,1,1,2,2,1,2,2,2,2,1,1,1,4512,1,3,1,2,2,2,2,2,1,2,2,1,2,2,2
1,1,4,1,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,56,3,34,201077,4881,3,2,1,2,2,1,2,1,2,1,2,1,1,1,4877,2,5,1,2,2,2,2,2,1,2,1,1,2,2,1
3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,45,3,34,201077,14642,6,2,1,2,1,1,1,2,1,2,1,1,1,1,4877,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
4,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,40,3,34,201077,14642,3,3,1,2,2,1,1,2,2,2,2,2,2,1,4877,2,5,1,2,2,1,1,2,2,2,1,2,2,2,2
2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,38,3,34,201077,9761,3,6,2,2,1,2,2,1,2,2,2,1,1,2,4877,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
17,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,22,5,59,207549,4535,3,3,1,2,1,1,1,2,1,2,2,2,1,1,4512,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2
17,2,6,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,55,5,59,207549,4535,6,2,1,2,2,2,2,2,2,2,2,2,1,1,4512,1,5,1,2,2,2,1,1,2,2,2,1,2,2,2
5,1,5,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,36,2,57,206620,13242,6,2,1,2,2,2,1,2,2,2,2,2,2,1,6621,1,4,1,1,2,1,2,2,2,2,2,1,2,2,2
4,1,5,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,34,2,57,206620,13242,3,3,1,2,2,2,1,2,2,2,2,2,2,1,6621,1,4,1,2,2,1,2,2,1,1,2,2,2,2,2
10,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,52,5,59,207549,4535,2,3,1,1,1,1,1,1,2,2,1,1,1,1,4512,1,3,3,2,1,2,1,2,2,2,1,1,2,2,2
2,1,5,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,49,2,53,205584,11534,6,2,1,1,2,1,2,2,2,2,2,2,2,1,5767,1,2,1,1,2,3,2,2,1,2,1,2,2,2,2
3,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,33,5,59,207549,4535,3,7,1,1,2,1,2,2,2,2,2,1,1,1,4512,1,3,1,2,2,2,1,2,2,2,1,1,2,1,2
3,1,6,1,4,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,22,3,54,205779,14642,2,8,3,2,2,2,1,2,2,2,1,2,2,3,4877,1,4,1,2,2,1,1,2,1,2,2,2,2,2,2
4,1,6,1,8,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,21,3,54,205779,14642,2,6,3,1,2,2,2,2,1,2,2,1,1,3,4877,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2
1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,51,3,33,201008,4770,3,3,1,2,1,2,1,2,1,2,1,2,2,1,4766,1,4,1,2,2,2,2,1,1,2,2,2,2,2,2
2,1,5,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,64,3,33,201008,9539,3,3,1,1,2,2,1,2,1,2,1,1,1,1,4766,2,5,1,1,1,2,2,1,2,2,1,1,2,2,2
1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,50,3,32,201002,15876,4,8,1,1,1,2,1,2,2,2,2,1,1,1,5288,1,2,1,1,2,3,2,1,2,2,1,1,2,2,2
4,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,69,3,32,201002,10584,6,2,1,2,2,2,1,2,2,2,1,1,1,1,5288,1,5,1,2,2,3,2,1,2,2,2,2,2,2,2
5,1,6,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,21,3,33,201008,19079,3,6,3,1,2,1,1,2,2,2,2,2,2,3,4766,1,5,1,1,2,2,2,2,1,2,2,2,2,2,2
5,1,2,1,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,47,3,32,201002,10584,2,3,1,2,2,2,2,2,2,2,2,2,2,1,5288,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2
19,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,59,5,59,207549,13605,3,2,1,2,2,2,2,2,2,2,2,2,2,1,4512,1,4,1,2,2,2,2,2,1,2,2,2,2,2,2
12,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,43,5,59,207549,22674,6,2,2,2,2,2,2,1,2,2,2,2,1,2,4512,1,4,1,1,2,3,2,1,2,2,2,2,2,2,2
16,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,25,5,59,207549,9070,3,6,1,1,1,1,1,1,2,2,1,2,1,1,4512,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2
5,1,2,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,45,3,56,206343,6401,3,6,1,2,2,2,2,2,2,2,2,1,1,1,6396,1,4,2,1,2,3,2,2,2,2,2,1,2,2,2
3,1,5,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,42,3,56,206343,19203,1,7,2,2,2,2,2,2,2,2,1,2,1,2,6396,1,4,1,1,2,3,2,1,2,2,2,1,2,2,2
2,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,42,3,56,206343,19203,3,3,1,2,2,2,1,2,2,2,1,2,2,1,6396,1,4,1,1,2,3,2,2,2,2,2,1,2,2,2
5,1,5,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,34,3,54,205779,4881,3,6,1,2,2,2,1,2,2,2,1,1,1,1,4877,1,4,1,2,2,1,2,2,2,2,1,2,2,2,2
4,1,5,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,1,1,27,2,53,205584,11534,1,6,1,1,1,1,1,1,2,2,2,2,1,1,5767,1,3,5,1,2,2,2,1,2,2,2,2,2,1,2
5,1,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,46,4,38,203131,13163,3,3,1,2,2,2,1,2,2,2,1,2,2,1,6557,1,3,1,1,2,3,2,2,1,2,2,2,2,2,2
1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,27,4,38,203131,13163,3,6,1,2,2,1,2,2,1,2,1,2,2,1,6557,1,4,1,2,2,1,2,1,2,2,1,2,2,1,2
3,1,5,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,34,4,38,203131,13163,6,9,2,1,2,2,2,2,2,2,2,1,1,2,6557,1,3,2,1,1,1,1,1,2,2,1,1,2,2,2
4,1,5,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,21,3,56,206343,19203,3,6,3,2,1,2,1,2,2,2,1,2,1,2,6396,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2
13,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,9,1,2,1,2,2,2,2,1,53,5,59,207549,4535,6,2,1,2,1,1,1,2,1,2,1,2,1,3,4512,2,3,1,1,2,2,2,2,2,2,2,1,2,2,2
20,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,18,5,59,207549,4535,3,3,1,1,2,2,2,2,2,2,2,2,2,1,4512,1,5,1,2,2,3,2,2,2,2,2,2,2,2,2
11,1,5,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,38,5,59,207549,13605,3,3,2,2,2,2,2,2,2,2,1,2,2,2,4512,1,4,2,1,2,3,2,1,2,2,1,1,2,2,2
