"VIV_SEL","HOGAR","N_REN","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_HOG","UPM"
2,1,1,1,3,1,30,4,1,1239,100041
2,1,2,1,3,2,28,4,1,1239,100041
2,1,3,1,3,1,8,4,1,1239,100041
2,1,5,1,3,2,6,4,1,1239,100041
3,1,1,1,3,1,70,4,1,1239,100041
3,1,2,1,3,2,69,4,1,1239,100041
4,1,1,1,3,2,43,4,1,1239,100041
4,1,2,1,3,1,14,4,1,1239,100041
4,1,3,1,3,2,18,4,1,1239,100041
4,1,4,1,3,2,14,4,1,1239,100041
4,1,5,1,3,1,10,4,1,1239,100041
5,1,1,1,3,2,50,4,1,1239,100041
5,1,2,1,3,2,28,4,1,1239,100041
5,1,3,1,3,1,21,4,1,1239,100041
5,1,4,1,3,1,17,4,1,1239,100041
5,1,5,1,3,2,9,4,1,1239,100041
5,1,6,1,3,2,6,4,1,1239,100041
1,1,1,1,3,2,45,5,2,1572,100067
1,1,2,1,3,2,14,5,2,1572,100067
1,1,3,1,3,1,11,5,2,1572,100067
5,1,1,1,3,2,73,5,2,1572,100067
5,1,2,1,3,2,25,5,2,1572,100067
5,1,3,1,3,2,1,5,2,1572,100067
1,1,1,1,3,2,78,4,3,861,100121
2,1,1,1,3,1,72,4,3,861,100121
2,1,2,1,3,2,72,4,3,861,100121
4,1,1,1,3,2,77,4,3,861,100121
4,1,2,1,3,1,89,4,3,861,100121
3,1,1,1,3,2,79,3,4,957,100217
4,1,1,1,3,1,51,3,4,957,100217
5,1,1,1,3,2,71,3,4,957,100217
2,1,1,1,3,1,39,4,5,1084,100220
2,1,2,1,3,2,42,4,5,1084,100220
3,1,1,1,3,1,32,4,5,1084,100220
3,1,2,1,3,1,4,4,5,1084,100220
4,1,1,1,3,2,56,4,5,1084,100220
4,1,2,1,3,2,26,4,5,1084,100220
1,1,1,1,3,1,47,4,6,1096,100261
1,1,2,1,3,2,45,4,6,1096,100261
1,1,3,1,3,2,24,4,6,1096,100261
1,1,4,1,3,1,21,4,6,1096,100261
1,1,5,1,3,2,14,4,6,1096,100261
2,1,1,1,3,2,56,4,6,1096,100261
2,1,2,1,3,1,26,4,6,1096,100261
3,1,1,1,3,1,43,4,6,1096,100261
3,1,2,1,3,2,85,4,6,1096,100261
3,1,3,1,3,1,17,4,6,1096,100261
3,1,4,1,3,1,14,4,6,1096,100261
3,1,5,1,3,1,10,4,6,1096,100261
3,1,6,1,3,2,48,4,6,1096,100261
4,1,1,1,3,2,93,4,6,1096,100261
5,1,1,1,3,1,79,4,6,1096,100261
5,1,2,1,3,1,39,4,6,1096,100261
5,1,3,1,3,2,32,4,6,1096,100261
5,1,4,1,3,2,9,4,6,1096,100261
5,1,5,1,3,1,8,4,6,1096,100261
1,1,1,1,3,1,80,4,7,1144,100283
1,1,2,1,3,1,52,4,7,1144,100283
1,1,3,1,3,1,15,4,7,1144,100283
1,1,4,1,3,2,77,4,7,1144,100283
2,1,1,1,3,1,60,4,7,1144,100283
3,1,1,1,3,2,63,4,7,1144,100283
3,1,2,1,3,1,32,4,7,1144,100283
5,1,1,1,3,1,30,4,7,1144,100283
1,1,1,1,3,1,77,5,8,1411,100298
1,1,2,1,3,2,79,5,8,1411,100298
2,1,1,1,3,1,78,5,8,1411,100298
2,1,2,1,3,2,76,5,8,1411,100298
4,1,1,1,3,1,67,5,8,1411,100298
4,1,2,1,3,2,64,5,8,1411,100298
4,1,3,1,3,2,35,5,8,1411,100298
1,1,1,1,3,1,55,4,9,1177,100320
1,1,2,1,3,2,55,4,9,1177,100320
1,1,3,1,3,1,21,4,9,1177,100320
1,1,4,1,3,1,21,4,9,1177,100320
1,1,5,1,3,2,21,4,9,1177,100320
2,1,1,1,3,1,74,4,9,1177,100320
2,1,2,1,3,2,69,4,9,1177,100320
2,1,3,1,3,2,45,4,9,1177,100320
2,1,4,1,3,1,42,4,9,1177,100320
2,1,5,1,3,2,17,4,9,1177,100320
2,1,6,1,3,1,7,4,9,1177,100320
3,1,1,1,3,2,86,4,9,1177,100320
3,1,2,1,3,2,48,4,9,1177,100320
3,1,3,1,3,1,59,4,9,1177,100320
4,1,1,1,3,1,64,4,9,1177,100320
4,1,2,1,3,2,63,4,9,1177,100320
4,1,3,1,3,2,29,4,9,1177,100320
4,1,4,1,3,1,22,4,9,1177,100320
5,1,1,1,3,2,66,4,9,1177,100320
5,1,2,1,3,1,35,4,9,1177,100320
5,1,3,1,3,2,30,4,9,1177,100320
1,1,1,1,3,1,36,4,10,1218,100340
1,1,2,1,3,2,30,4,10,1218,100340
2,1,1,1,3,1,70,4,10,1218,100340
2,1,2,1,3,2,58,4,10,1218,100340
3,1,1,1,3,2,52,4,10,1218,100340
3,1,2,1,3,2,27,4,10,1218,100340
3,1,3,1,3,2,10,4,10,1218,100340
4,1,1,1,3,1,27,4,10,1218,100340
4,1,2,1,3,2,25,4,10,1218,100340
4,1,3,1,3,2,7,4,10,1218,100340
4,1,4,1,3,1,5,4,10,1218,100340
4,1,5,1,3,2,2,4,10,1218,100340
4,1,6,1,3,2,1,4,10,1218,100340
5,1,1,1,3,1,77,4,10,1218,100340
5,1,2,1,3,2,76,4,10,1218,100340
5,1,3,1,3,1,52,4,10,1218,100340
5,1,4,1,3,1,37,4,10,1218,100340
1,1,1,1,3,2,60,3,11,1043,100397
1,1,2,1,3,1,31,3,11,1043,100397
1,1,3,1,3,2,32,3,11,1043,100397
2,1,1,1,3,2,71,3,11,1043,100397
3,1,1,1,3,1,13,3,11,1043,100397
3,1,2,1,3,2,10,3,11,1043,100397
3,1,3,1,3,2,40,3,11,1043,100397
4,1,1,1,3,2,34,3,11,1043,100397
4,1,2,1,3,2,50,3,11,1043,100397
4,1,3,1,3,1,34,3,11,1043,100397
4,1,4,1,3,1,4,3,11,1043,100397
5,1,1,1,3,1,43,3,11,1043,100397
5,1,2,1,3,2,42,3,11,1043,100397
5,1,3,1,3,2,5,3,11,1043,100397
5,1,4,1,3,2,1,3,11,1043,100397
1,1,1,1,3,2,43,3,12,1086,100446
1,1,2,1,3,2,19,3,12,1086,100446
1,1,3,1,3,1,20,3,12,1086,100446
1,1,4,1,3,1,20,3,12,1086,100446
1,1,5,1,3,2,2,3,12,1086,100446
2,1,1,1,3,1,55,3,12,1086,100446
2,1,2,1,3,2,46,3,12,1086,100446
2,1,3,1,3,1,25,3,12,1086,100446
3,1,1,1,3,1,61,3,12,1086,100446
3,1,2,1,3,2,61,3,12,1086,100446
3,1,3,1,3,1,37,3,12,1086,100446
4,1,1,1,3,1,69,3,12,1086,100446
4,1,2,1,3,2,57,3,12,1086,100446
5,1,1,1,3,1,42,3,12,1086,100446
5,1,2,1,3,2,32,3,12,1086,100446
5,1,3,1,3,1,15,3,12,1086,100446
5,1,4,1,3,1,12,3,12,1086,100446
5,1,5,1,3,2,10,3,12,1086,100446
1,1,1,1,3,1,60,3,13,1113,100451
1,1,2,1,3,2,7,3,13,1113,100451
2,1,1,1,3,2,50,3,13,1113,100451
2,1,2,1,3,1,62,3,13,1113,100451
2,1,3,1,3,1,32,3,13,1113,100451
2,1,4,1,3,1,22,3,13,1113,100451
2,1,5,1,3,1,12,3,13,1113,100451
3,1,1,1,3,1,69,3,13,1113,100451
3,1,2,1,3,2,55,3,13,1113,100451
4,1,1,1,3,2,66,3,13,1113,100451
4,1,2,1,3,2,36,3,13,1113,100451
4,1,3,1,3,2,34,3,13,1113,100451
4,1,4,1,3,1,17,3,13,1113,100451
4,1,5,1,3,2,12,3,13,1113,100451
4,1,6,1,3,1,10,3,13,1113,100451
4,1,7,1,3,2,9,3,13,1113,100451
4,1,8,1,3,1,6,3,13,1113,100451
5,1,1,1,3,2,48,3,13,1113,100451
5,1,2,1,3,2,15,3,13,1113,100451
5,1,3,1,3,1,13,3,13,1113,100451
5,1,4,1,3,2,11,3,13,1113,100451
1,1,1,1,3,2,27,4,14,1217,100483
1,1,2,1,3,1,3,4,14,1217,100483
2,1,1,1,3,1,65,4,14,1217,100483
2,1,2,1,3,2,64,4,14,1217,100483
3,1,1,1,3,1,72,4,14,1217,100483
3,1,2,1,3,2,71,4,14,1217,100483
3,1,3,1,3,1,30,4,14,1217,100483
3,1,4,1,3,2,30,4,14,1217,100483
3,1,5,1,3,1,2,4,14,1217,100483
4,1,1,1,3,2,26,4,14,1217,100483
4,1,2,1,3,1,30,4,14,1217,100483
5,1,1,1,3,1,69,4,14,1217,100483
5,1,2,1,3,2,70,4,14,1217,100483
5,1,3,1,3,2,36,4,14,1217,100483
1,1,1,1,3,1,58,5,15,1495,100502
1,1,2,1,3,2,54,5,15,1495,100502
1,1,3,1,3,1,23,5,15,1495,100502
1,1,4,1,3,1,22,5,15,1495,100502
2,1,1,1,3,1,78,5,15,1495,100502
2,1,2,1,3,2,79,5,15,1495,100502
3,1,1,1,3,2,54,5,15,1495,100502
3,1,2,1,3,1,23,5,15,1495,100502
3,1,3,1,3,2,19,5,15,1495,100502
4,1,1,1,3,1,45,5,15,1495,100502
4,1,2,1,3,2,44,5,15,1495,100502
4,1,3,1,3,1,11,5,15,1495,100502
4,1,4,1,3,2,7,5,15,1495,100502
4,1,5,1,3,2,8,5,15,1495,100502
5,1,1,1,3,1,67,5,15,1495,100502
5,1,2,1,3,2,61,5,15,1495,100502
2,1,1,1,3,1,55,5,16,1388,100504
2,1,2,1,3,2,54,5,16,1388,100504
2,1,3,1,3,2,25,5,16,1388,100504
2,1,4,1,3,1,52,5,16,1388,100504
3,1,1,1,3,2,53,5,16,1388,100504
3,1,2,1,3,1,62,5,16,1388,100504
3,1,3,1,3,2,31,5,16,1388,100504
3,1,4,1,3,1,26,5,16,1388,100504
4,1,1,1,3,1,37,5,16,1388,100504
4,1,2,1,3,2,35,5,16,1388,100504
4,1,3,1,3,2,14,5,16,1388,100504
4,1,4,1,3,1,11,5,16,1388,100504
4,1,5,1,3,2,5,5,16,1388,100504
1,1,1,1,3,2,40,4,17,1217,100565
1,1,2,1,3,2,14,4,17,1217,100565
1,1,3,1,3,1,10,4,17,1217,100565
2,1,1,1,3,1,47,4,17,1217,100565
2,1,2,1,3,2,46,4,17,1217,100565
2,1,3,1,3,1,23,4,17,1217,100565
2,1,4,1,3,2,23,4,17,1217,100565
2,1,5,1,3,2,14,4,17,1217,100565
3,1,1,1,3,1,58,4,17,1217,100565
3,1,2,1,3,2,56,4,17,1217,100565
3,1,3,1,3,2,23,4,17,1217,100565
4,1,1,1,3,1,59,4,17,1217,100565
4,1,2,1,3,2,53,4,17,1217,100565
4,1,3,1,3,2,19,4,17,1217,100565
4,1,4,1,3,1,10,4,17,1217,100565
5,1,1,1,3,2,50,4,17,1217,100565
5,1,2,1,3,2,22,4,17,1217,100565
1,1,1,1,3,2,23,4,18,1177,100601
2,1,1,1,3,1,74,4,18,1177,100601
2,1,2,1,3,2,65,4,18,1177,100601
3,1,1,1,3,2,67,4,18,1177,100601
4,1,1,1,3,1,36,4,18,1177,100601
4,1,2,1,3,2,47,4,18,1177,100601
5,1,1,1,3,1,70,4,18,1177,100601
5,1,2,1,3,2,70,4,18,1177,100601
5,1,3,1,3,1,3,4,18,1177,100601
1,1,1,1,3,1,59,4,19,1218,100628
1,1,2,1,3,2,59,4,19,1218,100628
1,1,3,1,3,2,29,4,19,1218,100628
1,1,4,1,3,2,27,4,19,1218,100628
1,1,5,1,3,1,25,4,19,1218,100628
2,1,1,1,3,1,54,4,19,1218,100628
2,1,2,1,3,2,52,4,19,1218,100628
2,1,3,1,3,2,16,4,19,1218,100628
3,1,1,1,3,1,56,4,19,1218,100628
3,1,2,1,3,2,53,4,19,1218,100628
3,1,3,1,3,1,21,4,19,1218,100628
3,1,4,1,3,2,12,4,19,1218,100628
4,1,1,1,3,1,57,4,19,1218,100628
4,1,2,1,3,2,53,4,19,1218,100628
4,1,3,1,3,2,33,4,19,1218,100628
4,1,4,1,3,1,31,4,19,1218,100628
4,1,5,1,3,1,28,4,19,1218,100628
4,1,6,1,3,2,5,4,19,1218,100628
4,1,7,1,3,2,1,4,19,1218,100628
5,1,1,1,3,2,52,4,19,1218,100628
5,1,2,1,3,2,21,4,19,1218,100628
5,1,3,1,3,1,15,4,19,1218,100628
1,1,1,1,3,1,40,4,20,1260,100699
1,1,2,1,3,2,38,4,20,1260,100699
1,1,3,1,3,2,19,4,20,1260,100699
1,1,4,1,3,2,11,4,20,1260,100699
1,1,5,1,3,2,6,4,20,1260,100699
2,1,1,1,3,1,43,4,20,1260,100699
2,1,2,1,3,2,26,4,20,1260,100699
2,1,3,1,3,1,16,4,20,1260,100699
2,1,4,1,3,2,5,4,20,1260,100699
2,1,5,1,3,1,2,4,20,1260,100699
3,1,1,1,3,1,37,4,20,1260,100699
3,1,2,1,3,2,34,4,20,1260,100699
3,1,3,1,3,1,13,4,20,1260,100699
3,1,4,1,3,2,9,4,20,1260,100699
3,1,5,1,3,2,7,4,20,1260,100699
4,1,1,1,3,1,51,4,20,1260,100699
4,1,2,1,3,2,41,4,20,1260,100699
4,1,3,1,3,2,20,4,20,1260,100699
4,1,4,1,3,2,14,4,20,1260,100699
5,1,1,1,3,2,57,4,20,1260,100699
5,1,2,1,3,1,52,4,20,1260,100699
1,1,1,1,3,1,40,4,21,1233,100703
1,1,2,1,3,2,37,4,21,1233,100703
1,1,3,1,3,1,12,4,21,1233,100703
1,1,4,1,3,2,11,4,21,1233,100703
1,1,5,1,3,1,8,4,21,1233,100703
1,1,6,1,3,2,5,4,21,1233,100703
1,1,7,1,3,1,3,4,21,1233,100703
2,1,1,1,3,1,50,4,21,1233,100703
2,1,2,1,3,2,41,4,21,1233,100703
2,1,3,1,3,1,17,4,21,1233,100703
2,1,4,1,3,2,15,4,21,1233,100703
3,1,1,1,3,1,81,4,21,1233,100703
3,1,2,1,3,2,76,4,21,1233,100703
4,1,1,1,3,2,54,4,21,1233,100703
5,1,1,1,3,1,36,4,21,1233,100703
5,1,2,1,3,2,35,4,21,1233,100703
5,1,3,1,3,1,20,4,21,1233,100703
1,1,1,1,3,1,56,4,22,1090,100714
2,1,1,1,3,1,44,4,22,1090,100714
2,1,2,1,3,2,42,4,22,1090,100714
2,1,3,1,3,2,18,4,22,1090,100714
2,1,4,1,3,1,14,4,22,1090,100714
3,1,1,1,3,1,33,4,22,1090,100714
3,1,2,1,3,2,32,4,22,1090,100714
3,1,3,1,3,2,11,4,22,1090,100714
3,1,4,1,3,1,9,4,22,1090,100714
3,1,5,1,3,1,6,4,22,1090,100714
4,1,1,1,3,2,39,4,22,1090,100714
4,1,2,1,3,2,21,4,22,1090,100714
4,1,3,1,3,1,21,4,22,1090,100714
5,1,1,1,3,1,54,4,22,1090,100714
5,1,2,1,3,1,24,4,22,1090,100714
5,1,3,1,3,2,22,4,22,1090,100714
5,1,4,1,3,1,15,4,22,1090,100714
5,1,5,1,3,2,2,4,22,1090,100714
5,1,6,1,3,2,0,4,22,1090,100714
1,1,1,1,3,1,22,3,23,1096,100743
2,1,1,1,3,2,54,3,23,1096,100743
2,1,2,1,3,1,52,3,23,1096,100743
2,1,3,1,3,1,29,3,23,1096,100743
3,1,1,1,3,1,36,3,23,1096,100743
3,1,2,1,3,2,43,3,23,1096,100743
3,1,3,1,3,2,15,3,23,1096,100743
3,1,4,1,3,2,11,3,23,1096,100743
3,1,5,1,3,1,7,3,23,1096,100743
3,1,6,1,3,1,7,3,23,1096,100743
3,1,7,1,3,2,19,3,23,1096,100743
4,1,1,1,3,2,76,3,23,1096,100743
4,1,2,1,3,1,54,3,23,1096,100743
4,1,3,1,3,1,41,3,23,1096,100743
4,1,4,1,3,1,37,3,23,1096,100743
1,1,1,1,3,1,53,3,24,1077,100883
1,1,2,1,3,2,55,3,24,1077,100883
1,1,3,1,3,1,21,3,24,1077,100883
1,1,4,1,3,1,19,3,24,1077,100883
1,1,5,1,3,1,17,3,24,1077,100883
1,1,6,1,3,1,8,3,24,1077,100883
2,1,1,1,3,1,45,3,24,1077,100883
2,1,2,1,3,2,35,3,24,1077,100883
2,1,3,1,3,2,20,3,24,1077,100883
2,1,4,1,3,1,7,3,24,1077,100883
2,1,5,1,3,2,3,3,24,1077,100883
2,1,6,1,3,1,1,3,24,1077,100883
4,1,1,1,3,1,18,3,24,1077,100883
4,1,2,1,3,2,18,3,24,1077,100883
4,1,3,1,3,2,0,3,24,1077,100883
5,1,1,1,3,2,31,3,24,1077,100883
5,1,2,1,3,1,19,3,24,1077,100883
5,1,3,1,3,1,11,3,24,1077,100883
2,1,1,1,3,1,81,5,25,1495,100906
2,1,2,1,3,2,74,5,25,1495,100906
3,1,1,1,3,2,67,5,25,1495,100906
3,1,2,1,3,1,69,5,25,1495,100906
3,1,3,1,3,1,38,5,25,1495,100906
3,1,4,1,3,1,31,5,25,1495,100906
5,1,1,1,3,1,61,5,25,1495,100906
5,1,2,1,3,2,54,5,25,1495,100906
5,1,3,1,3,2,22,5,25,1495,100906
5,1,4,1,3,1,26,5,25,1495,100906
2,1,1,1,3,1,63,5,26,1469,100915
2,1,2,1,3,2,61,5,26,1469,100915
2,1,3,1,3,2,30,5,26,1469,100915
2,1,4,1,3,1,29,5,26,1469,100915
3,1,1,1,3,1,57,5,26,1469,100915
3,1,2,1,3,2,51,5,26,1469,100915
3,1,3,1,3,1,25,5,26,1469,100915
3,1,4,1,3,2,22,5,26,1469,100915
3,1,5,1,3,2,6,5,26,1469,100915
3,1,6,1,3,1,3,5,26,1469,100915
4,1,1,1,3,1,67,5,26,1469,100915
5,1,1,1,3,1,70,5,26,1469,100915
5,1,2,1,3,2,69,5,26,1469,100915
5,1,3,1,3,1,38,5,26,1469,100915
5,1,4,1,3,1,32,5,26,1469,100915
1,1,1,1,3,1,75,4,27,1227,100957
1,1,2,1,3,2,91,4,27,1227,100957
2,1,1,1,3,1,54,4,27,1227,100957
2,1,2,1,3,2,25,4,27,1227,100957
2,1,3,1,3,1,1,4,27,1227,100957
3,1,1,1,3,2,57,4,27,1227,100957
3,1,2,1,3,1,26,4,27,1227,100957
5,1,1,1,3,1,40,4,27,1227,100957
5,1,2,1,3,2,27,4,27,1227,100957
5,1,3,1,3,1,3,4,27,1227,100957
5,1,4,1,3,1,3,4,27,1227,100957
5,1,5,1,3,1,9,4,27,1227,100957
1,1,1,1,3,1,23,4,28,1185,100996
1,1,2,1,3,2,24,4,28,1185,100996
1,1,3,1,3,1,5,4,28,1185,100996
1,1,4,1,3,2,3,4,28,1185,100996
1,1,5,1,3,1,0,4,28,1185,100996
2,1,1,1,3,2,21,4,28,1185,100996
2,1,2,1,3,1,26,4,28,1185,100996
2,1,3,1,3,2,2,4,28,1185,100996
2,1,4,1,3,2,47,4,28,1185,100996
3,1,1,1,3,2,26,4,28,1185,100996
3,1,2,1,3,1,24,4,28,1185,100996
4,1,1,1,3,2,22,4,28,1185,100996
4,1,2,1,3,1,28,4,28,1185,100996
4,1,3,1,3,2,6,4,28,1185,100996
4,1,4,1,3,1,3,4,28,1185,100996
5,1,1,1,3,1,50,4,28,1185,100996
5,1,2,1,3,2,40,4,28,1185,100996
5,1,3,1,3,1,19,4,28,1185,100996
5,1,4,1,3,1,18,4,28,1185,100996
5,1,5,1,3,1,14,4,28,1185,100996
5,1,6,1,3,1,10,4,28,1185,100996
1,1,1,1,3,2,51,4,29,1169,101024
1,1,2,1,3,2,20,4,29,1169,101024
1,1,3,1,3,1,51,4,29,1169,101024
3,1,1,1,3,1,74,4,29,1169,101024
3,1,2,1,3,2,78,4,29,1169,101024
4,1,1,1,3,1,60,4,29,1169,101024
4,1,2,1,3,2,25,4,29,1169,101024
5,1,1,1,3,2,39,4,29,1169,101024
5,1,2,1,3,2,43,4,29,1169,101024
5,1,3,1,3,2,13,4,29,1169,101024
5,1,4,1,3,2,12,4,29,1169,101024
1,1,1,1,3,1,33,4,30,1167,101042
1,1,2,1,3,2,28,4,30,1167,101042
2,1,1,1,3,1,28,4,30,1167,101042
2,1,2,1,3,2,25,4,30,1167,101042
2,1,3,1,3,1,4,4,30,1167,101042
2,1,4,1,3,1,2,4,30,1167,101042
3,1,1,1,3,1,50,4,30,1167,101042
3,1,2,1,3,2,48,4,30,1167,101042
3,1,3,1,3,1,22,4,30,1167,101042
3,1,4,1,3,2,22,4,30,1167,101042
3,1,5,1,3,2,20,4,30,1167,101042
4,1,1,1,3,1,41,4,30,1167,101042
4,1,2,1,3,2,34,4,30,1167,101042
4,1,3,1,3,2,11,4,30,1167,101042
4,1,4,1,3,2,10,4,30,1167,101042
4,1,5,1,3,1,0,4,30,1167,101042
5,1,1,1,3,1,25,4,30,1167,101042
5,1,2,1,3,2,27,4,30,1167,101042
1,1,1,1,3,1,61,3,31,1140,101075
1,1,2,1,3,2,56,3,31,1140,101075
1,1,3,1,3,1,28,3,31,1140,101075
2,1,1,1,3,2,50,3,31,1140,101075
2,1,2,1,3,1,51,3,31,1140,101075
2,1,3,1,3,1,19,3,31,1140,101075
2,1,4,1,3,2,26,3,31,1140,101075
2,1,5,1,3,1,28,3,31,1140,101075
2,1,6,1,3,2,1,3,31,1140,101075
2,1,7,1,3,2,6,3,31,1140,101075
3,1,1,1,3,1,45,3,31,1140,101075
3,1,2,1,3,2,46,3,31,1140,101075
3,1,3,1,3,1,17,3,31,1140,101075
3,1,4,1,3,1,16,3,31,1140,101075
4,1,1,1,3,1,45,3,31,1140,101075
4,1,2,1,3,2,41,3,31,1140,101075
4,1,3,1,3,1,23,3,31,1140,101075
4,1,4,1,3,1,22,3,31,1140,101075
4,1,5,1,3,1,10,3,31,1140,101075
4,1,6,1,3,1,7,3,31,1140,101075
4,1,7,1,3,2,5,3,31,1140,101075
4,1,8,1,3,2,4,3,31,1140,101075
5,1,1,1,3,1,31,3,31,1140,101075
5,1,2,1,3,2,26,3,31,1140,101075
1,1,1,1,3,2,35,4,32,1168,101152
1,1,2,1,3,1,17,4,32,1168,101152
1,1,3,1,3,1,13,4,32,1168,101152
2,1,1,1,3,1,57,4,32,1168,101152
2,1,2,1,3,2,61,4,32,1168,101152
4,1,1,1,3,1,54,4,32,1168,101152
4,1,2,1,3,2,51,4,32,1168,101152
4,1,3,1,3,2,28,4,32,1168,101152
4,1,4,1,3,2,23,4,32,1168,101152
4,1,5,1,3,1,18,4,32,1168,101152
4,1,6,1,3,2,3,4,32,1168,101152
4,1,7,1,3,1,1,4,32,1168,101152
4,1,8,1,3,2,1,4,32,1168,101152
5,1,1,1,3,1,53,4,32,1168,101152
5,1,2,1,3,1,26,4,32,1168,101152
5,1,3,1,3,2,28,4,32,1168,101152
1,1,1,1,3,1,21,4,33,1130,101215
1,1,2,1,3,2,16,4,33,1130,101215
2,1,1,1,3,1,24,4,33,1130,101215
2,1,2,1,3,2,23,4,33,1130,101215
2,1,3,1,3,1,4,4,33,1130,101215
2,1,4,1,3,2,0,4,33,1130,101215
3,1,1,1,3,1,25,4,33,1130,101215
3,1,2,1,3,2,25,4,33,1130,101215
3,1,3,1,3,2,5,4,33,1130,101215
3,1,4,1,3,1,3,4,33,1130,101215
4,1,1,1,3,2,51,4,33,1130,101215
4,1,2,1,3,1,26,4,33,1130,101215
4,1,3,1,3,1,13,4,33,1130,101215
4,1,4,1,3,1,9,4,33,1130,101215
5,1,1,1,3,1,52,4,33,1130,101215
5,1,2,1,3,2,50,4,33,1130,101215
5,1,3,1,3,2,25,4,33,1130,101215
5,1,4,1,3,1,11,4,33,1130,101215
1,1,1,1,3,1,54,4,34,1108,101223
1,1,2,1,3,2,28,4,34,1108,101223
1,1,3,1,3,2,67,4,34,1108,101223
2,1,1,1,3,1,39,4,34,1108,101223
2,1,2,1,3,2,42,4,34,1108,101223
2,1,3,1,3,1,22,4,34,1108,101223
2,1,4,1,3,1,17,4,34,1108,101223
2,1,5,1,3,2,13,4,34,1108,101223
3,1,1,1,3,1,43,4,34,1108,101223
3,1,2,1,3,2,40,4,34,1108,101223
3,1,3,1,3,2,14,4,34,1108,101223
3,1,4,1,3,1,11,4,34,1108,101223
4,1,1,1,3,1,81,4,34,1108,101223
4,1,2,1,3,2,77,4,34,1108,101223
4,1,3,1,3,2,34,4,34,1108,101223
4,1,4,1,3,1,13,4,34,1108,101223
5,1,1,1,3,1,36,4,34,1108,101223
5,1,2,1,3,2,34,4,34,1108,101223
5,1,3,1,3,2,11,4,34,1108,101223
5,1,4,1,3,2,3,4,34,1108,101223
1,1,1,1,3,2,56,3,35,1263,101513
1,1,2,1,3,2,31,3,35,1263,101513
1,1,3,1,3,2,19,3,35,1263,101513
1,1,4,1,3,1,17,3,35,1263,101513
1,1,5,1,3,2,5,3,35,1263,101513
2,1,1,1,3,1,74,3,35,1263,101513
2,1,2,1,3,2,58,3,35,1263,101513
2,1,3,1,3,1,22,3,35,1263,101513
3,1,1,1,3,2,63,3,35,1263,101513
4,1,1,1,3,2,56,3,35,1263,101513
4,1,2,1,3,2,22,3,35,1263,101513
5,1,1,1,3,2,44,3,35,1263,101513
5,1,2,1,3,2,45,3,35,1263,101513
1,1,1,1,3,1,34,5,36,1510,101602
1,1,2,1,3,2,27,5,36,1510,101602
2,1,1,1,3,1,47,5,36,1510,101602
2,1,2,1,3,2,41,5,36,1510,101602
2,1,3,1,3,2,21,5,36,1510,101602
3,1,1,1,3,1,61,5,36,1510,101602
3,1,2,1,3,2,53,5,36,1510,101602
4,1,1,1,3,1,38,5,36,1510,101602
4,1,2,1,3,2,35,5,36,1510,101602
4,1,3,1,3,2,14,5,36,1510,101602
4,1,4,1,3,1,2,5,36,1510,101602
5,1,1,1,3,1,48,5,36,1510,101602
5,1,2,1,3,2,47,5,36,1510,101602
5,1,3,1,3,2,22,5,36,1510,101602
5,1,4,1,3,2,18,5,36,1510,101602
5,1,5,1,3,1,15,5,36,1510,101602
1,1,1,1,3,2,54,3,37,1019,101644
1,1,2,1,3,2,33,3,37,1019,101644
1,1,3,1,3,2,29,3,37,1019,101644
1,1,4,1,3,2,11,3,37,1019,101644
1,1,5,1,3,1,9,3,37,1019,101644
1,1,6,1,3,2,7,3,37,1019,101644
1,1,7,1,3,1,4,3,37,1019,101644
2,1,1,1,3,1,37,3,37,1019,101644
2,1,2,1,3,2,40,3,37,1019,101644
2,1,3,1,3,2,17,3,37,1019,101644
2,1,4,1,3,2,15,3,37,1019,101644
2,1,5,1,3,1,1,3,37,1019,101644
3,1,1,1,3,2,45,3,37,1019,101644
3,1,2,1,3,2,22,3,37,1019,101644
3,1,3,1,3,2,25,3,37,1019,101644
3,1,4,1,3,1,11,3,37,1019,101644
3,1,5,1,3,1,10,3,37,1019,101644
3,1,6,1,3,2,6,3,37,1019,101644
4,1,1,1,3,1,24,3,37,1019,101644
5,1,1,1,3,1,22,3,37,1019,101644
5,1,2,1,3,2,19,3,37,1019,101644
5,1,3,1,3,2,3,3,37,1019,101644
5,1,4,1,3,2,0,3,37,1019,101644
1,1,1,1,3,2,58,3,38,950,101779
2,1,1,1,3,1,51,3,38,950,101779
2,1,2,1,3,2,50,3,38,950,101779
2,1,3,1,3,2,23,3,38,950,101779
2,1,4,1,3,2,21,3,38,950,101779
2,1,5,1,3,2,16,3,38,950,101779
3,1,1,1,3,1,38,3,38,950,101779
4,1,1,1,3,1,48,3,38,950,101779
4,1,2,1,3,2,29,3,38,950,101779
4,1,3,1,3,1,9,3,38,950,101779
4,1,4,1,3,2,7,3,38,950,101779
4,1,5,1,3,2,5,3,38,950,101779
5,1,1,1,3,2,40,3,38,950,101779
5,1,2,1,3,1,66,3,38,950,101779
5,1,3,1,3,2,17,3,38,950,101779
5,1,4,1,3,1,12,3,38,950,101779
1,1,1,1,3,2,48,3,39,951,101791
1,1,2,1,3,2,14,3,39,951,101791
2,1,1,1,3,1,30,3,39,951,101791
2,1,2,1,3,2,29,3,39,951,101791
