"VIV_SEL","HOGAR","N_REN","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_HOG","UPM"
6,1,1,3,1,1,28,11,169,602,301341
6,1,2,3,1,2,23,11,169,602,301341
6,1,3,3,1,2,3,11,169,602,301341
6,1,4,3,1,1,7,11,169,602,301341
6,2,1,3,1,1,29,11,169,602,301341
7,1,1,3,1,1,48,11,169,602,301341
7,1,2,3,1,2,42,11,169,602,301341
7,1,3,3,1,1,27,11,169,602,301341
8,1,1,3,1,1,56,11,169,602,301341
8,1,2,3,1,2,51,11,169,602,301341
8,1,3,3,1,1,25,11,169,602,301341
8,1,4,3,1,2,29,11,169,602,301341
8,1,5,3,1,2,27,11,169,602,301341
8,1,6,3,1,2,6,11,169,602,301341
8,1,7,3,1,2,0,11,169,602,301341
8,1,8,3,1,1,9,11,169,602,301341
10,1,1,3,1,1,25,11,169,602,301341
10,1,2,3,1,2,19,11,169,602,301341
10,1,3,3,1,1,3,11,169,602,301341
12,1,1,3,1,2,36,11,169,602,301341
12,1,2,3,1,2,29,11,169,602,301341
12,1,3,3,1,1,17,11,169,602,301341
12,1,4,3,1,1,14,11,169,602,301341
13,1,1,3,1,1,25,11,169,602,301341
13,1,2,3,1,2,21,11,169,602,301341
13,1,3,3,1,2,5,11,169,602,301341
13,1,4,3,1,2,2,11,169,602,301341
13,1,5,3,1,2,13,11,169,602,301341
14,1,1,3,1,1,31,11,169,602,301341
14,1,2,3,1,2,28,11,169,602,301341
14,1,3,3,1,1,2,11,169,602,301341
14,1,4,3,1,1,6,11,169,602,301341
15,1,1,3,1,2,37,11,169,602,301341
15,1,2,3,1,1,50,11,169,602,301341
15,1,3,3,1,1,59,11,169,602,301341
16,1,1,3,1,1,23,11,169,602,301341
16,1,2,3,1,2,20,11,169,602,301341
16,1,3,3,1,1,2,11,169,602,301341
18,1,1,3,1,2,28,11,169,602,301341
18,1,2,3,1,2,9,11,169,602,301341
19,1,1,3,1,1,75,11,169,602,301341
20,1,1,3,1,2,61,11,169,602,301341
20,1,2,3,1,1,21,11,169,602,301341
1,1,1,4,1,1,43,13,170,682,360016
1,1,2,4,1,2,41,13,170,682,360016
1,1,3,4,1,1,22,13,170,682,360016
1,1,4,4,1,2,17,13,170,682,360016
2,1,1,4,1,1,29,13,170,682,360016
3,1,1,4,1,1,48,13,170,682,360016
3,1,2,4,1,2,35,13,170,682,360016
3,1,3,4,1,2,13,13,170,682,360016
3,1,4,4,1,1,18,13,170,682,360016
4,1,1,4,1,1,73,13,170,682,360016
4,1,2,4,1,2,76,13,170,682,360016
5,1,1,4,1,1,58,13,170,682,360016
5,1,2,4,1,1,24,13,170,682,360016
5,1,3,4,1,1,21,13,170,682,360016
5,1,4,4,1,2,30,13,170,682,360016
5,1,6,4,1,2,57,13,170,682,360016
5,1,7,4,1,2,8,13,170,682,360016
6,1,1,4,1,1,45,13,170,682,360016
6,1,2,4,1,2,47,13,170,682,360016
6,1,3,4,1,2,17,13,170,682,360016
7,1,1,4,1,1,42,13,170,682,360016
7,1,2,4,1,2,53,13,170,682,360016
9,1,1,4,1,1,84,13,170,682,360016
9,1,2,4,1,2,80,13,170,682,360016
11,1,1,4,1,2,26,13,170,682,360016
12,1,1,4,1,2,62,13,170,682,360016
12,1,2,4,1,2,16,13,170,682,360016
13,1,1,4,1,2,45,13,170,682,360016
13,1,2,4,1,2,29,13,170,682,360016
13,1,3,4,1,2,26,13,170,682,360016
13,1,4,4,1,2,23,13,170,682,360016
13,1,5,4,1,2,7,13,170,682,360016
13,1,6,4,1,1,6,13,170,682,360016
14,1,1,4,1,2,61,13,170,682,360016
15,1,1,4,1,2,63,13,170,682,360016
16,1,1,4,1,1,61,13,170,682,360016
16,1,2,4,1,2,60,13,170,682,360016
16,1,3,4,1,2,35,13,170,682,360016
17,1,1,4,1,1,90,13,170,682,360016
17,1,2,4,1,2,81,13,170,682,360016
18,1,1,4,1,1,56,13,170,682,360016
18,1,2,4,1,1,47,13,170,682,360016
19,1,1,4,1,1,72,13,170,682,360016
19,1,2,4,1,2,63,13,170,682,360016
1,1,1,4,1,2,87,13,171,735,360050
1,1,2,4,1,2,16,13,171,735,360050
2,1,1,4,1,2,21,13,171,735,360050
2,1,2,4,1,1,8,13,171,735,360050
2,1,3,4,1,1,1,13,171,735,360050
3,1,1,4,1,1,47,13,171,735,360050
3,1,2,4,1,2,46,13,171,735,360050
3,1,3,4,1,1,20,13,171,735,360050
4,1,1,4,1,1,70,13,171,735,360050
4,1,2,4,1,2,59,13,171,735,360050
5,1,1,4,1,1,53,13,171,735,360050
6,1,1,4,1,1,44,13,171,735,360050
6,1,2,4,1,2,47,13,171,735,360050
7,1,1,4,1,1,61,13,171,735,360050
7,1,2,4,1,2,58,13,171,735,360050
7,1,3,4,1,2,15,13,171,735,360050
8,1,1,4,1,1,86,13,171,735,360050
8,1,2,4,1,2,67,13,171,735,360050
10,1,1,4,1,2,38,13,171,735,360050
10,1,2,4,1,1,15,13,171,735,360050
11,1,1,4,1,1,57,13,171,735,360050
11,1,2,4,1,2,54,13,171,735,360050
12,1,1,4,1,1,60,13,171,735,360050
12,1,2,4,1,2,49,13,171,735,360050
12,1,3,4,1,1,21,13,171,735,360050
13,1,1,4,1,1,44,13,171,735,360050
13,1,2,4,1,2,39,13,171,735,360050
13,1,3,4,1,2,22,13,171,735,360050
13,1,4,4,1,1,16,13,171,735,360050
13,1,5,4,1,1,70,13,171,735,360050
14,1,1,4,1,1,51,13,171,735,360050
14,1,2,4,1,2,46,13,171,735,360050
14,1,3,4,1,1,15,13,171,735,360050
14,1,4,4,1,1,9,13,171,735,360050
15,1,1,4,1,2,45,13,171,735,360050
15,1,2,4,1,1,59,13,171,735,360050
16,1,1,4,1,1,80,13,171,735,360050
16,1,2,4,1,2,64,13,171,735,360050
17,1,1,4,1,1,80,13,171,735,360050
17,1,2,4,1,2,66,13,171,735,360050
18,1,1,4,1,1,91,13,171,735,360050
18,1,2,4,1,1,50,13,171,735,360050
19,1,1,4,1,1,64,13,171,735,360050
19,1,2,4,1,2,61,13,171,735,360050
19,1,3,4,1,1,28,13,171,735,360050
19,1,4,4,1,2,22,13,171,735,360050
19,1,5,4,1,1,5,13,171,735,360050
19,1,6,4,1,2,1,13,171,735,360050
20,1,1,4,1,1,51,13,171,735,360050
20,1,2,4,1,2,46,13,171,735,360050
20,1,3,4,1,1,26,13,171,735,360050
20,1,4,4,1,1,19,13,171,735,360050
20,1,5,4,1,2,17,13,171,735,360050
20,1,6,4,1,2,12,13,171,735,360050
20,1,7,4,1,1,0,13,171,735,360050
1,1,1,4,1,1,70,13,172,756,360122
1,1,2,4,1,2,73,13,172,756,360122
1,1,3,4,1,2,64,13,172,756,360122
2,1,1,4,1,2,59,13,172,756,360122
3,1,1,4,1,1,68,13,172,756,360122
3,1,2,4,1,2,63,13,172,756,360122
4,1,1,4,1,1,38,13,172,756,360122
4,1,2,4,1,2,36,13,172,756,360122
4,1,3,4,1,2,16,13,172,756,360122
4,1,4,4,1,2,14,13,172,756,360122
4,1,5,4,1,1,2,13,172,756,360122
4,1,6,4,1,1,12,13,172,756,360122
5,1,1,4,1,2,33,13,172,756,360122
5,1,2,4,1,1,14,13,172,756,360122
5,1,3,4,1,1,13,13,172,756,360122
5,1,4,4,1,2,2,13,172,756,360122
6,1,1,4,1,1,30,13,172,756,360122
6,1,2,4,1,2,41,13,172,756,360122
6,1,3,4,1,2,14,13,172,756,360122
7,1,1,4,1,1,21,13,172,756,360122
7,1,2,4,1,2,18,13,172,756,360122
7,1,3,4,1,1,0,13,172,756,360122
8,1,1,4,1,2,68,13,172,756,360122
8,1,2,4,1,2,66,13,172,756,360122
9,1,1,4,1,1,57,13,172,756,360122
9,1,2,4,1,2,56,13,172,756,360122
9,1,3,4,1,2,26,13,172,756,360122
9,1,4,4,1,1,5,13,172,756,360122
10,1,1,4,1,1,40,13,172,756,360122
10,1,2,4,1,2,35,13,172,756,360122
10,1,3,4,1,2,15,13,172,756,360122
10,1,4,4,1,1,10,13,172,756,360122
11,1,1,4,1,1,60,13,172,756,360122
11,1,2,4,1,2,42,13,172,756,360122
11,1,3,4,1,1,9,13,172,756,360122
13,1,1,4,1,1,50,13,172,756,360122
15,1,1,4,1,1,38,13,172,756,360122
15,1,2,4,1,2,37,13,172,756,360122
15,1,3,4,1,1,17,13,172,756,360122
15,1,4,4,1,1,13,13,172,756,360122
15,1,5,4,1,1,12,13,172,756,360122
17,1,1,4,1,2,40,13,172,756,360122
17,1,2,4,1,2,20,13,172,756,360122
17,1,3,4,1,1,21,13,172,756,360122
17,1,4,4,1,2,14,13,172,756,360122
17,1,5,4,1,1,10,13,172,756,360122
18,1,1,4,1,1,47,13,172,756,360122
18,1,2,4,1,2,40,13,172,756,360122
18,1,3,4,1,1,21,13,172,756,360122
18,1,4,4,1,1,19,13,172,756,360122
18,1,5,4,1,2,15,13,172,756,360122
18,1,6,4,1,2,11,13,172,756,360122
18,1,7,4,1,1,63,13,172,756,360122
19,1,1,4,1,1,39,13,172,756,360122
19,1,2,4,1,2,35,13,172,756,360122
19,1,3,4,1,1,8,13,172,756,360122
20,1,1,4,1,1,27,13,172,756,360122
20,1,2,4,1,2,26,13,172,756,360122
20,1,3,4,1,1,6,13,172,756,360122
1,1,1,1,6,2,57,21,173,601,400045
1,1,2,1,6,2,60,21,173,601,400045
2,1,1,1,6,2,48,21,173,601,400045
2,1,2,1,6,2,27,21,173,601,400045
2,1,3,1,6,1,28,21,173,601,400045
2,1,4,1,6,1,23,21,173,601,400045
2,1,5,1,6,2,10,21,173,601,400045
2,1,6,1,6,2,4,21,173,601,400045
2,2,1,1,6,1,49,21,173,601,400045
2,2,2,1,6,1,45,21,173,601,400045
2,2,3,1,6,1,38,21,173,601,400045
2,2,4,1,6,1,14,21,173,601,400045
3,1,1,1,6,1,46,21,173,601,400045
3,1,2,1,6,2,49,21,173,601,400045
3,1,3,1,6,1,75,21,173,601,400045
3,1,4,1,6,2,74,21,173,601,400045
3,1,5,1,6,1,23,21,173,601,400045
3,1,6,1,6,1,21,21,173,601,400045
3,1,7,1,6,2,50,21,173,601,400045
4,1,1,1,6,1,69,21,173,601,400045
4,1,2,1,6,2,69,21,173,601,400045
5,1,1,1,6,1,51,21,173,601,400045
5,1,2,1,6,2,50,21,173,601,400045
5,1,3,1,6,2,18,21,173,601,400045
2,1,1,1,6,1,24,21,174,660,400067
2,1,2,1,6,2,20,21,174,660,400067
5,1,1,1,6,1,43,21,174,660,400067
5,1,2,1,6,2,47,21,174,660,400067
5,1,3,1,6,2,78,21,174,660,400067
5,1,4,1,6,1,22,21,174,660,400067
5,1,5,1,6,1,12,21,174,660,400067
5,1,6,1,6,1,11,21,174,660,400067
1,1,1,1,6,1,49,20,175,789,400096
1,1,2,1,6,2,59,20,175,789,400096
1,1,3,1,6,1,24,20,175,789,400096
2,1,1,1,6,2,64,20,175,789,400096
3,1,1,1,6,2,50,20,175,789,400096
3,1,2,1,6,2,12,20,175,789,400096
4,1,1,1,6,2,48,20,175,789,400096
4,1,2,1,6,2,27,20,175,789,400096
4,1,3,1,6,2,22,20,175,789,400096
4,1,4,1,6,2,19,20,175,789,400096
4,1,5,1,6,2,14,20,175,789,400096
5,1,1,1,6,2,54,20,175,789,400096
5,1,2,1,6,1,17,20,175,789,400096
5,1,3,1,6,2,19,20,175,789,400096
5,1,4,1,6,2,19,20,175,789,400096
1,1,1,1,6,1,35,20,176,732,400140
1,1,2,1,6,2,34,20,176,732,400140
1,1,3,1,6,2,7,20,176,732,400140
2,1,1,1,6,1,69,20,176,732,400140
2,1,2,1,6,2,69,20,176,732,400140
2,1,3,1,6,2,41,20,176,732,400140
4,1,1,1,6,1,75,20,176,732,400140
4,1,2,1,6,2,72,20,176,732,400140
4,1,3,1,6,1,37,20,176,732,400140
4,1,4,1,6,1,47,20,176,732,400140
4,1,5,1,6,2,99,20,176,732,400140
5,1,1,1,6,1,47,20,176,732,400140
5,1,2,1,6,2,27,20,176,732,400140
5,1,3,1,6,2,0,20,176,732,400140
1,1,1,1,6,2,71,20,177,587,400173
1,1,2,1,6,2,48,20,177,587,400173
1,1,3,1,6,1,37,20,177,587,400173
2,1,1,1,6,1,63,20,177,587,400173
2,1,2,1,6,1,36,20,177,587,400173
2,1,3,1,6,2,39,20,177,587,400173
2,1,4,1,6,1,13,20,177,587,400173
2,1,5,1,6,1,12,20,177,587,400173
4,1,1,1,6,1,43,20,177,587,400173
4,1,2,1,6,2,42,20,177,587,400173
4,1,3,1,6,1,17,20,177,587,400173
5,1,1,1,6,1,64,20,177,587,400173
5,1,2,1,6,2,67,20,177,587,400173
1,1,1,1,6,2,38,21,178,805,400186
1,1,2,1,6,1,38,21,178,805,400186
1,1,3,1,6,2,10,21,178,805,400186
2,1,1,1,6,1,53,21,178,805,400186
2,1,2,1,6,2,53,21,178,805,400186
2,1,3,1,6,2,50,21,178,805,400186
2,1,4,1,6,1,25,21,178,805,400186
2,1,5,1,6,2,20,21,178,805,400186
3,1,1,1,6,1,65,21,178,805,400186
3,1,2,1,6,2,64,21,178,805,400186
3,1,3,1,6,1,48,21,178,805,400186
3,1,4,1,6,2,42,21,178,805,400186
3,1,5,1,6,2,23,21,178,805,400186
3,1,6,1,6,2,16,21,178,805,400186
3,1,7,1,6,2,13,21,178,805,400186
4,1,1,1,6,2,57,21,178,805,400186
4,1,2,1,6,2,27,21,178,805,400186
4,1,3,1,6,2,23,21,178,805,400186
4,1,4,1,6,2,86,21,178,805,400186
5,1,1,1,6,2,50,21,178,805,400186
5,1,2,1,6,1,60,21,178,805,400186
5,1,3,1,6,2,26,21,178,805,400186
5,1,4,1,6,2,27,21,178,805,400186
5,1,5,1,6,2,24,21,178,805,400186
5,1,6,1,6,2,26,21,178,805,400186
1,1,1,1,6,1,44,21,179,709,400201
1,1,2,1,6,2,44,21,179,709,400201
1,1,3,1,6,2,16,21,179,709,400201
1,1,4,1,6,2,12,21,179,709,400201
2,1,1,1,6,1,68,21,179,709,400201
2,1,2,1,6,2,50,21,179,709,400201
2,1,3,1,6,2,24,21,179,709,400201
2,1,4,1,6,1,27,21,179,709,400201
2,1,5,1,6,2,7,21,179,709,400201
2,1,6,1,6,2,4,21,179,709,400201
2,1,7,1,6,1,2,21,179,709,400201
2,1,8,1,6,2,15,21,179,709,400201
3,1,1,1,6,1,45,21,179,709,400201
3,1,2,1,6,2,42,21,179,709,400201
4,1,1,1,6,1,58,21,179,709,400201
4,1,2,1,6,2,57,21,179,709,400201
4,1,3,1,6,1,33,21,179,709,400201
4,1,4,1,6,2,25,21,179,709,400201
5,1,1,1,6,1,34,21,179,709,400201
5,1,2,1,6,2,26,21,179,709,400201
5,1,3,1,6,1,1,21,179,709,400201
1,1,1,1,6,1,29,20,180,730,400213
2,1,1,1,6,1,67,20,180,730,400213
2,1,2,1,6,2,61,20,180,730,400213
2,1,3,1,6,1,40,20,180,730,400213
3,1,1,1,6,1,26,20,180,730,400213
3,1,2,1,6,2,26,20,180,730,400213
3,1,3,1,6,2,7,20,180,730,400213
4,1,1,1,6,1,98,20,180,730,400213
4,1,2,1,6,2,53,20,180,730,400213
4,1,3,1,6,1,24,20,180,730,400213
5,1,1,1,6,1,45,20,180,730,400213
1,1,1,1,6,1,90,21,181,747,400245
1,1,2,1,6,2,80,21,181,747,400245
1,1,3,1,6,2,65,21,181,747,400245
2,1,1,1,6,1,34,21,181,747,400245
2,1,2,1,6,2,33,21,181,747,400245
2,1,3,1,6,2,7,21,181,747,400245
3,1,1,1,6,1,39,21,181,747,400245
3,1,2,1,6,2,37,21,181,747,400245
3,1,3,1,6,1,11,21,181,747,400245
3,1,4,1,6,1,10,21,181,747,400245
4,1,1,1,6,1,50,21,181,747,400245
4,1,2,1,6,2,55,21,181,747,400245
4,1,3,1,6,2,74,21,181,747,400245
4,1,4,1,6,2,19,21,181,747,400245
5,1,1,1,6,1,58,21,181,747,400245
5,1,2,1,6,2,55,21,181,747,400245
5,1,3,1,6,2,29,21,181,747,400245
5,1,4,1,6,1,24,21,181,747,400245
1,1,1,1,6,1,74,20,182,720,400252
1,1,2,1,6,2,62,20,182,720,400252
2,1,1,1,6,1,53,20,182,720,400252
2,1,2,1,6,2,52,20,182,720,400252
2,1,3,1,6,1,25,20,182,720,400252
2,1,4,1,6,2,21,20,182,720,400252
2,1,5,1,6,2,24,20,182,720,400252
2,1,6,1,6,2,7,20,182,720,400252
2,1,7,1,6,2,4,20,182,720,400252
4,1,1,1,6,2,45,20,182,720,400252
4,1,2,1,6,1,22,20,182,720,400252
5,1,1,1,6,1,48,20,182,720,400252
2,1,1,1,6,2,51,20,183,755,400416
2,1,2,1,6,1,53,20,183,755,400416
2,1,3,1,6,1,87,20,183,755,400416
2,1,4,1,6,2,22,20,183,755,400416
3,1,1,1,6,1,33,20,183,755,400416
3,1,2,1,6,2,27,20,183,755,400416
3,1,3,1,6,1,13,20,183,755,400416
3,1,4,1,6,1,10,20,183,755,400416
3,1,5,1,6,2,5,20,183,755,400416
3,1,6,1,6,2,4,20,183,755,400416
3,1,7,1,6,2,3,20,183,755,400416
3,1,8,1,6,1,2,20,183,755,400416
4,1,1,1,6,1,61,20,183,755,400416
4,1,2,1,6,2,60,20,183,755,400416
4,1,3,1,6,1,36,20,183,755,400416
4,1,4,1,6,2,35,20,183,755,400416
4,1,5,1,6,1,31,20,183,755,400416
4,1,6,1,6,2,4,20,183,755,400416
4,1,7,1,6,1,1,20,183,755,400416
5,1,1,1,6,1,53,20,183,755,400416
5,1,2,1,6,1,17,20,183,755,400416
5,1,3,1,6,1,13,20,183,755,400416
1,1,1,1,6,1,25,20,184,780,400417
1,1,2,1,6,2,25,20,184,780,400417
2,1,1,1,6,1,59,20,184,780,400417
2,1,2,1,6,2,53,20,184,780,400417
2,1,3,1,6,2,20,20,184,780,400417
3,1,1,1,6,1,59,20,184,780,400417
3,1,2,1,6,2,28,20,184,780,400417
3,1,3,1,6,1,4,20,184,780,400417
4,1,1,1,6,1,44,20,184,780,400417
4,1,2,1,6,2,40,20,184,780,400417
4,1,3,1,6,2,19,20,184,780,400417
4,1,4,1,6,1,18,20,184,780,400417
4,1,5,1,6,2,16,20,184,780,400417
4,1,6,1,6,1,6,20,184,780,400417
4,1,7,1,6,2,2,20,184,780,400417
4,1,8,1,6,1,0,20,184,780,400417
5,1,1,1,6,1,48,20,184,780,400417
5,1,2,1,6,2,31,20,184,780,400417
5,1,3,1,6,1,4,20,184,780,400417
1,1,1,1,6,1,33,21,185,657,400425
1,1,2,1,6,2,34,21,185,657,400425
2,1,1,1,6,2,80,21,185,657,400425
3,1,1,1,6,1,64,21,185,657,400425
3,1,2,1,6,2,44,21,185,657,400425
3,1,3,1,6,1,26,21,185,657,400425
4,1,1,1,6,1,44,21,185,657,400425
4,1,2,1,6,2,43,21,185,657,400425
4,1,3,1,6,1,29,21,185,657,400425
4,1,4,1,6,2,22,21,185,657,400425
4,1,5,1,6,2,20,21,185,657,400425
4,1,6,1,6,2,17,21,185,657,400425
4,1,7,1,6,1,68,21,185,657,400425
4,1,8,1,6,2,1,21,185,657,400425
5,1,1,1,6,2,63,21,185,657,400425
5,1,2,1,6,2,29,21,185,657,400425
1,1,1,1,6,1,42,21,186,730,400439
1,1,2,1,6,2,38,21,186,730,400439
1,1,3,1,6,1,85,21,186,730,400439
1,1,4,1,6,1,3,21,186,730,400439
1,1,5,1,6,2,7,21,186,730,400439
2,1,1,1,6,2,69,21,186,730,400439
2,1,2,1,6,1,39,21,186,730,400439
2,1,3,1,6,2,20,21,186,730,400439
2,1,4,1,6,2,11,21,186,730,400439
3,1,1,1,6,1,54,21,186,730,400439
3,1,2,1,6,2,52,21,186,730,400439
3,1,3,1,6,1,26,21,186,730,400439
4,1,1,1,6,1,52,21,186,730,400439
4,1,2,1,6,2,50,21,186,730,400439
4,1,3,1,6,2,23,21,186,730,400439
4,1,4,1,6,2,15,21,186,730,400439
5,1,1,1,6,1,64,21,186,730,400439
5,1,2,1,6,2,59,21,186,730,400439
5,1,3,1,6,1,28,21,186,730,400439
1,1,1,1,6,2,61,20,187,712,400464
2,1,1,1,6,2,56,20,187,712,400464
2,1,2,1,6,1,58,20,187,712,400464
2,1,3,1,6,1,23,20,187,712,400464
3,1,1,1,6,1,45,20,187,712,400464
3,1,2,1,6,2,45,20,187,712,400464
3,1,3,1,6,1,77,20,187,712,400464
3,1,4,1,6,2,23,20,187,712,400464
3,1,5,1,6,1,20,20,187,712,400464
3,1,6,1,6,2,18,20,187,712,400464
4,1,1,1,6,1,24,20,187,712,400464
4,1,2,1,6,2,21,20,187,712,400464
4,1,3,1,6,2,0,20,187,712,400464
5,1,1,1,6,2,70,20,187,712,400464
5,1,2,1,6,1,42,20,187,712,400464
5,1,3,1,6,1,45,20,187,712,400464
1,1,1,1,6,1,39,20,188,769,400474
1,1,2,1,6,1,17,20,188,769,400474
1,1,3,1,6,2,10,20,188,769,400474
1,1,4,1,6,2,39,20,188,769,400474
2,1,1,1,6,1,34,20,188,769,400474
2,1,2,1,6,2,23,20,188,769,400474
2,1,3,1,6,1,3,20,188,769,400474
2,1,4,1,6,1,1,20,188,769,400474
3,1,1,1,6,1,36,20,188,769,400474
3,1,2,1,6,2,39,20,188,769,400474
3,1,3,1,6,2,13,20,188,769,400474
3,1,4,1,6,2,12,20,188,769,400474
3,1,5,1,6,2,8,20,188,769,400474
4,1,1,1,6,2,37,20,188,769,400474
4,1,2,1,6,2,13,20,188,769,400474
5,1,1,1,6,2,51,20,188,769,400474
5,1,2,1,6,2,29,20,188,769,400474
5,1,3,1,6,1,12,20,188,769,400474
5,1,4,1,6,2,5,20,188,769,400474
1,1,1,1,6,1,47,22,189,696,400476
2,1,1,1,6,1,43,22,189,696,400476
2,1,2,1,6,2,42,22,189,696,400476
2,1,3,1,6,2,19,22,189,696,400476
2,1,4,1,6,1,22,22,189,696,400476
2,1,5,1,6,1,23,22,189,696,400476
3,1,1,1,6,1,55,22,189,696,400476
3,1,2,1,6,2,29,22,189,696,400476
3,1,3,1,6,2,50,22,189,696,400476
3,1,4,1,6,2,26,22,189,696,400476
3,1,5,1,6,1,9,22,189,696,400476
3,1,6,1,6,1,6,22,189,696,400476
4,1,1,1,6,2,51,22,189,696,400476
4,1,2,1,6,1,10,22,189,696,400476
1,1,1,1,6,1,46,22,190,691,400516
1,1,2,1,6,2,44,22,190,691,400516
1,1,3,1,6,2,16,22,190,691,400516
2,1,1,1,6,1,87,22,190,691,400516
3,1,1,1,6,1,60,22,190,691,400516
3,1,2,1,6,2,60,22,190,691,400516
3,1,3,1,6,2,40,22,190,691,400516
3,1,4,1,6,2,15,22,190,691,400516
3,1,5,1,6,2,7,22,190,691,400516
4,1,1,1,6,1,23,22,190,691,400516
5,1,1,1,6,1,66,22,190,691,400516
5,1,2,1,6,2,63,22,190,691,400516
5,1,3,1,6,1,15,22,190,691,400516
5,1,4,1,6,1,8,22,190,691,400516
1,1,1,1,6,1,47,22,191,632,400548
1,1,2,1,6,2,20,22,191,632,400548
1,1,3,1,6,1,23,22,191,632,400548
1,1,4,1,6,2,17,22,191,632,400548
2,1,1,1,6,1,64,22,191,632,400548
2,1,2,1,6,2,62,22,191,632,400548
4,1,1,1,6,2,47,22,191,632,400548
4,1,2,1,6,2,22,22,191,632,400548
5,1,1,1,6,2,86,22,191,632,400548
1,1,1,1,6,1,87,20,192,773,400553
1,1,2,1,6,2,70,20,192,773,400553
2,1,1,1,6,2,36,20,192,773,400553
2,1,2,1,6,1,80,20,192,773,400553
2,1,3,1,6,2,68,20,192,773,400553
2,1,4,1,6,1,11,20,192,773,400553
2,1,5,1,6,1,16,20,192,773,400553
3,1,1,1,6,2,36,20,192,773,400553
4,1,1,1,6,1,36,20,192,773,400553
4,1,2,1,6,2,28,20,192,773,400553
4,1,3,1,6,1,3,20,192,773,400553
4,1,4,1,6,2,11,20,192,773,400553
1,1,1,1,6,2,50,20,193,727,400558
1,1,2,1,6,1,26,20,193,727,400558
2,1,1,1,6,1,44,20,193,727,400558
2,1,2,1,6,2,36,20,193,727,400558
2,1,3,1,6,1,15,20,193,727,400558
2,1,4,1,6,2,11,20,193,727,400558
2,1,5,1,6,2,10,20,193,727,400558
3,1,1,1,6,1,26,20,193,727,400558
3,1,2,1,6,2,25,20,193,727,400558
4,1,1,1,6,1,54,20,193,727,400558
4,1,2,1,6,2,52,20,193,727,400558
4,1,3,1,6,1,16,20,193,727,400558
4,1,4,1,6,2,20,20,193,727,400558
5,1,1,1,6,2,60,20,193,727,400558
5,1,2,1,6,1,40,20,193,727,400558
1,1,1,1,6,2,43,20,194,706,400562
1,1,2,1,6,1,36,20,194,706,400562
2,1,1,1,6,1,42,20,194,706,400562
2,1,2,1,6,2,36,20,194,706,400562
2,1,3,1,6,2,20,20,194,706,400562
2,1,4,1,6,2,12,20,194,706,400562
3,1,1,1,6,1,40,20,194,706,400562
4,1,1,1,6,1,42,20,194,706,400562
4,1,2,1,6,2,36,20,194,706,400562
4,1,3,1,6,2,14,20,194,706,400562
4,1,4,1,6,2,3,20,194,706,400562
5,1,1,1,6,1,45,20,194,706,400562
5,1,2,1,6,2,43,20,194,706,400562
1,1,1,1,6,1,41,20,195,609,400564
1,1,2,1,6,2,40,20,195,609,400564
1,1,3,1,6,1,16,20,195,609,400564
1,1,4,1,6,2,8,20,195,609,400564
2,1,1,1,6,1,55,20,195,609,400564
2,1,2,1,6,2,53,20,195,609,400564
2,1,3,1,6,1,24,20,195,609,400564
3,1,1,1,6,1,26,20,195,609,400564
3,1,2,1,6,2,24,20,195,609,400564
3,1,3,1,6,1,5,20,195,609,400564
3,1,4,1,6,2,4,20,195,609,400564
4,1,1,1,6,1,58,20,195,609,400564
4,1,2,1,6,2,59,20,195,609,400564
4,1,3,1,6,2,29,20,195,609,400564
4,1,4,1,6,2,2,20,195,609,400564
4,1,5,1,6,1,1,20,195,609,400564
5,1,1,1,6,2,38,20,195,609,400564
5,1,2,1,6,1,5,20,195,609,400564
5,1,3,1,6,2,8,20,195,609,400564
1,1,1,1,6,2,30,20,196,703,400572
1,1,2,1,6,1,4,20,196,703,400572
1,1,3,1,6,2,3,20,196,703,400572
2,1,1,1,6,2,76,20,196,703,400572
2,1,2,1,6,2,38,20,196,703,400572
2,1,3,1,6,2,12,20,196,703,400572
2,1,4,1,6,1,8,20,196,703,400572
3,1,1,1,6,1,48,20,196,703,400572
3,1,2,1,6,2,46,20,196,703,400572
3,1,3,1,6,1,18,20,196,703,400572
3,1,4,1,6,2,7,20,196,703,400572
4,1,1,1,6,2,40,20,196,703,400572
4,1,2,1,6,2,22,20,196,703,400572
4,1,3,1,6,1,21,20,196,703,400572
5,1,1,1,6,1,53,20,196,703,400572
5,1,2,1,6,2,45,20,196,703,400572
1,1,1,1,6,1,42,21,197,392,400669
1,1,2,1,6,2,46,21,197,392,400669
2,1,1,1,6,2,53,21,197,392,400669
2,1,2,1,6,1,34,21,197,392,400669
2,1,3,1,6,2,28,21,197,392,400669
2,1,4,1,6,2,5,21,197,392,400669
3,1,1,1,6,2,65,21,197,392,400669
4,1,1,1,6,1,22,21,197,392,400669
4,1,2,1,6,2,37,21,197,392,400669
4,1,3,1,6,1,21,21,197,392,400669
5,1,1,1,6,1,24,21,197,392,400669
5,1,2,1,6,2,24,21,197,392,400669
1,1,1,1,6,2,37,20,198,408,400692
1,1,2,1,6,1,22,20,198,408,400692
2,1,1,1,6,1,49,20,198,408,400692
2,1,2,1,6,2,47,20,198,408,400692
2,1,3,1,6,1,21,20,198,408,400692
3,1,1,1,6,1,59,20,198,408,400692
3,1,2,1,6,1,18,20,198,408,400692
3,1,3,1,6,1,16,20,198,408,400692
