"VIV_SEL","HOGAR","N_REN","P3_2","P3_3","P3_5","P4_1","P4_5","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_9_1","P4_9_2","P4_9_3","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P7_1_1","P7_1_2","P8_1","P9_1","P10_1","P11_1_1","P11_1_2","P11_1_3","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P12_1","P13_1","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FAC_PER","GRA","NIV","P3_1","P3_12","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P4_7","P5_29","P5_3","P5_4","P6_18","P6_3","P10_13","P10_8","P11_2_9","P12_2","P12_3","P12_4","P13_2_1","P13_2_2","P13_2_3","P13_2_4","P7_1_3","P7_1_4","P7_1_5","P7_1_6","P7_1_7","P9_9_1","P9_9_2","P9_9_3","P9_9_4","P9_9_5"
1,1,3,6,0,1,2,1,1,1,1,3,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,3,1,3,2,29,4,19,100628,7100,2,6,3,1,1,1,2,2,2,2,2,2,1,2,1,3,2,2,1,1,2,1,2,2,2,2,2,9,9,1,1,1,2,1,2,2,2
2,1,1,5,3,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,1,3,1,54,4,19,100628,3477,3,6,1,1,1,2,1,2,2,2,2,1,1,1,2,3,2,2,2,0,9,9,3,1,2,2,2,9,1,1,1,1,2,1,2,2,2
3,1,3,6,0,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0,0,0,1,4,1,3,1,21,4,19,100628,3318,1,8,3,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,0,3,3,3,2,2,2,2,9,9,9,1,1,9,1,1,2,2
4,1,5,6,0,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,1,0,1,2,1,3,1,28,4,19,100628,5530,2,6,3,1,1,1,1,1,2,2,2,2,1,1,2,3,2,1,2,0,2,2,3,1,1,2,2,9,9,1,1,9,2,1,1,2,2
5,1,1,3,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,0,1,0,0,1,1,1,3,2,52,4,19,100628,2300,5,8,1,1,2,2,2,2,1,2,2,2,2,2,1,3,2,1,1,0,2,1,3,1,1,2,2,9,9,1,1,9,1,1,1,2,2
1,1,3,6,0,1,2,1,1,1,1,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,1,1,1,3,2,19,4,20,100699,4407,1,8,3,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,0,2,1,3,2,2,2,2,9,9,9,9,1,1,1,1,1,2
2,1,1,5,7,1,2,2,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,0,0,0,1,1,2,1,3,1,43,4,20,100699,2334,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,0,3,2,3,1,1,1,2,8,1,1,1,9,1,1,1,1,2
3,1,2,5,3,1,2,1,2,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,1,1,2,1,3,2,34,4,20,100699,2163,3,6,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,0,2,2,2,2,2,2,2,9,9,1,9,1,1,2,2,2,2
4,1,2,5,2,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,0,0,1,0,1,2,1,3,2,41,4,20,100699,3263,3,3,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,0,1,1,3,2,2,2,2,9,9,1,1,9,1,1,2,2,2
5,1,2,5,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,0,1,0,0,1,2,1,3,1,52,4,20,100699,3597,3,3,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,0,2,2,3,2,2,2,2,9,1,1,1,1,1,1,1,2,2
1,1,2,1,5,1,2,1,1,2,2,3,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,0,1,0,0,1,2,1,3,2,37,4,21,100703,2116,6,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,0,1,2,3,2,2,2,2,9,9,1,1,9,1,1,1,1,2
2,1,2,5,0,5,1,1,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,3,1,3,2,41,4,21,100703,2129,3,6,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,1,2,1,1,1,3,2,2,2,2,9,9,1,1,1,1,2,2,1,2
4,1,1,6,2,6,1,1,1,1,3,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,0,1,0,0,1,1,1,3,2,54,4,21,100703,1164,5,8,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,0,2,1,3,1,1,2,2,9,9,1,1,1,2,1,2,2,2
5,1,2,5,0,5,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,3,2,35,4,21,100703,3174,3,7,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,9,9,1,1,1,1,2,2,1,2
1,1,1,6,0,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,0,1,0,0,1,1,1,3,1,56,4,22,100714,1556,3,3,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,0,3,3,3,1,2,2,2,7,1,1,9,1,2,1,2,2,2
2,1,3,6,0,1,2,1,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,1,3,2,18,4,22,100714,3812,3,6,3,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,0,3,2,1,2,2,2,2,9,9,9,9,1,2,1,2,2,2
3,1,2,5,4,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,0,0,1,0,1,2,1,3,2,32,4,22,100714,1871,3,7,2,1,2,1,1,1,2,2,2,2,2,2,1,3,2,1,1,0,2,2,3,2,2,1,2,7,1,1,1,1,9,1,2,2,2
4,1,2,6,0,4,2,1,1,1,1,1,1,9,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,0,0,0,1,2,1,3,2,21,4,22,100714,3812,2,6,3,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,0,1,1,2,2,2,2,2,9,9,1,1,1,2,1,1,2,2
5,1,1,4,5,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,0,0,0,1,1,1,3,1,54,4,22,100714,4667,3,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,0,2,2,2,2,2,2,2,1,9,1,1,1,2,1,2,1,2
1,1,1,6,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,0,0,0,1,1,1,3,1,22,3,23,100743,995,3,6,1,2,2,2,1,2,1,1,2,2,2,2,1,3,2,1,1,0,2,2,3,2,2,2,2,9,9,1,1,1,2,2,1,1,2
2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,0,0,1,0,1,2,1,3,1,52,3,23,100743,4693,3,3,2,1,1,1,2,1,2,2,2,2,1,2,1,3,2,1,2,0,1,1,3,2,2,2,2,9,9,1,1,1,2,1,1,2,2
3,1,1,1,7,1,2,2,1,1,2,1,9,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,0,0,1,0,1,2,1,3,1,36,3,23,100743,3464,3,3,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,0,2,3,3,1,2,2,2,9,1,1,1,1,2,2,2,2,2
4,1,4,3,1,1,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,1,1,3,1,37,3,23,100743,3464,6,2,3,1,2,1,1,1,1,1,2,2,2,1,2,3,2,1,2,1,1,3,3,2,2,2,2,9,9,1,9,1,2,1,2,2,2
1,1,1,5,0,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,0,0,0,0,1,1,1,3,1,53,3,24,100883,6148,6,2,1,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,3,1,1,1,2,9,1,1,1,1,2,1,1,1,2
2,1,1,1,3,1,2,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,0,0,0,1,2,1,3,1,45,3,24,100883,2993,3,2,1,1,1,1,2,1,2,1,2,2,1,1,1,3,2,1,1,0,2,1,3,2,2,2,2,1,1,1,1,1,9,1,2,1,2
4,1,1,5,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,3,1,18,3,24,100883,1956,3,6,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,2,9,1,1,1,1,1,2,2,2,2
5,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,2,1,3,1,19,3,24,100883,1956,3,6,2,1,1,1,1,1,2,1,2,2,2,1,2,3,2,1,1,0,2,2,1,2,2,2,2,9,9,1,1,1,1,2,2,2,2
3,1,2,5,3,1,1,1,1,1,3,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,0,1,0,0,1,2,1,3,1,69,5,25,100906,5252,4,8,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,0,2,1,3,1,1,2,1,9,4,1,1,9,2,2,1,2,2
5,1,4,6,0,1,1,1,1,1,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,0,0,1,2,1,3,1,26,5,25,100906,5430,4,8,3,1,1,2,2,2,2,2,2,1,1,1,1,3,2,2,1,0,2,1,3,2,2,2,2,9,9,9,9,1,2,1,2,2,2
2,1,3,6,0,1,1,1,1,1,3,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,0,0,1,1,1,3,2,30,5,26,100915,5043,4,8,3,1,1,2,2,2,2,1,2,1,1,1,1,3,2,2,1,0,1,1,3,2,2,2,2,9,9,9,9,1,2,1,2,2,2
3,1,2,5,0,1,2,1,1,1,2,3,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,3,2,2,1,2,2,2,0,0,1,0,1,2,1,3,2,51,5,26,100915,5548,3,4,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,0,2,2,3,1,2,2,2,9,1,1,1,1,1,2,2,1,2
4,1,1,2,0,6,2,1,1,1,1,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,0,1,0,0,1,1,1,3,1,67,5,26,100915,1290,6,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,0,2,2,1,1,2,2,2,9,1,1,1,1,2,1,2,2,2
5,1,4,6,0,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,0,0,0,0,1,4,1,3,1,32,5,26,100915,6190,5,8,3,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,3,2,1,2,2,9,9,1,1,9,2,1,2,2,2
2,1,2,1,1,8,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,1,3,2,25,4,27,100957,2861,3,3,2,1,1,2,1,1,1,1,2,2,1,1,2,3,2,2,2,0,8,9,2,2,2,2,2,9,9,1,1,1,2,1,2,2,2
3,1,1,6,1,1,2,1,2,1,2,2,9,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,1,1,3,2,57,4,27,100957,2317,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,9,1,8,8,1,2,1,2,1,2
5,1,2,1,3,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,0,0,0,1,2,1,3,2,27,4,27,100957,2861,2,8,2,1,2,2,1,1,2,1,2,2,2,1,1,3,2,2,1,0,2,1,3,2,2,2,2,9,1,1,1,9,2,1,2,1,2
1,1,2,1,3,8,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,3,2,24,4,28,100996,2763,2,6,2,1,1,2,2,1,2,1,2,2,2,2,2,3,2,2,2,1,3,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,2
2,1,2,5,3,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,1,0,1,2,1,3,1,26,4,28,100996,3228,3,7,1,1,1,2,1,1,1,1,2,2,2,2,1,3,2,2,1,0,3,3,3,2,1,2,2,1,9,1,1,9,2,1,1,2,2
3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0,0,0,1,2,1,3,2,26,4,28,100996,2763,5,8,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,0,2,2,3,2,2,2,2,4,9,1,1,1,2,1,1,1,2
4,1,2,1,3,1,2,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,0,0,0,1,1,1,3,1,28,4,28,100996,2152,3,3,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,1,0,1,1,3,2,2,2,2,1,1,1,1,9,1,1,1,2,2
5,1,2,5,0,5,2,1,3,8,8,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,9,2,2,0,0,0,0,1,2,1,3,2,40,4,28,100996,4092,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,1,2,1,3,2,2,2,2,9,1,1,1,1,1,2,2,2,1
1,1,1,5,2,7,2,2,2,1,2,1,9,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,9,2,0,0,1,0,1,2,1,3,2,51,4,29,101024,3311,3,3,2,1,2,2,2,1,2,2,2,2,2,1,1,3,2,1,1,0,9,9,3,2,2,2,2,9,9,1,9,1,2,1,2,2,2
4,1,1,2,0,6,2,1,2,1,3,2,1,1,9,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,1,3,1,60,4,29,101024,2053,3,3,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,0,2,2,3,1,2,2,2,9,9,1,1,1,1,1,2,2,2
5,1,1,1,2,5,2,1,2,1,3,1,1,9,1,2,2,2,2,1,1,2,2,2,2,2,1,1,9,2,1,2,2,2,0,0,0,0,1,1,1,3,2,39,4,29,101024,2006,3,3,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,9,9,9,1,2,2,2,9,9,1,1,1,2,2,2,1,2
1,1,1,5,3,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,0,0,1,0,1,2,1,3,1,33,4,30,101042,2459,3,3,1,1,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,0,2,2,3,2,1,2,2,1,1,1,1,1,1,1,2,2,2
2,1,1,5,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,0,0,0,1,2,1,3,1,28,4,30,101042,2120,5,8,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,0,2,2,3,2,1,2,2,1,1,4,4,1,2,1,1,2,2
3,1,5,6,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,0,0,0,1,4,1,3,2,20,4,30,101042,6802,3,6,3,1,1,2,2,2,2,2,2,2,2,1,1,3,2,2,1,0,1,1,3,2,2,2,2,9,9,1,9,1,1,1,2,1,2
4,1,1,5,4,1,2,2,1,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,0,0,0,0,1,2,1,3,1,41,4,30,101042,2162,3,3,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,1,1,3,3,3,2,1,2,2,9,9,1,1,1,2,2,2,2,2
5,1,2,5,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,0,0,1,2,1,3,2,27,4,30,101042,2721,3,6,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,0,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2
1,1,3,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,2,2,2,0,0,0,0,1,2,1,3,1,28,3,31,101075,3106,3,3,3,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,9,9,1,1,1,2,1,2,2,2
2,1,3,6,0,4,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,0,0,0,0,1,1,1,3,1,19,3,31,101075,5176,2,8,3,1,2,2,1,2,2,1,2,2,1,2,2,3,2,2,2,1,1,1,2,2,2,2,2,9,9,9,9,1,1,1,1,2,2
3,1,2,5,0,5,2,1,3,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,3,2,46,3,31,101075,1968,6,2,2,1,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,1,1,1,1,1,1,2,2,9,1,1,1,1,2,2,2,1,2
4,1,2,5,0,5,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,3,2,41,3,31,101075,3936,6,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,3,2,2,2,2,9,1,1,1,1,1,2,2,1,2
5,1,2,1,2,5,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,0,0,0,0,1,2,1,3,2,26,3,31,101075,2658,2,6,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2
1,1,1,3,2,1,2,1,1,1,2,3,1,9,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,9,2,2,2,2,1,0,0,0,1,1,1,3,2,35,4,32,101152,1002,3,3,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,0,9,9,3,1,1,2,2,9,1,1,1,1,2,2,2,1,2
2,1,1,5,1,1,1,1,1,1,3,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,3,3,1,1,1,2,2,2,0,1,0,0,1,2,1,3,1,57,4,32,101152,3334,3,3,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,0,2,1,3,1,2,2,2,9,9,1,7,1,1,1,2,2,2
4,1,5,6,0,4,2,1,2,2,3,1,9,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,4,1,3,1,18,4,32,101152,5303,2,6,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0,9,9,9,2,2,2,2,9,9,9,9,1,9,1,2,2,2
5,1,3,6,0,1,2,2,2,1,3,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,4,1,3,2,28,4,32,101152,4085,3,6,3,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,9,2,2,2,2,9,9,1,1,1,1,2,1,1,2
1,1,1,6,0,1,2,1,1,1,1,1,2,1,9,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,0,0,0,0,1,1,1,3,1,21,4,33,101215,1026,4,8,1,1,1,1,2,1,2,2,2,2,2,1,1,3,2,1,1,1,2,2,3,2,2,2,2,9,9,1,1,1,2,2,1,1,2
2,1,2,5,0,5,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,1,3,2,23,4,33,101215,2635,2,7,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,3,2,2,2,2,1,9,1,1,1,1,1,2,1,2
3,1,2,5,3,3,1,1,2,1,2,3,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,0,0,1,0,1,2,1,3,2,25,4,33,101215,2635,3,7,2,1,2,1,2,1,2,2,2,1,2,2,1,1,2,1,1,0,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2
4,1,2,6,0,1,2,2,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,3,1,26,4,33,101215,2052,3,3,3,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,2,9,9,9,1,1,1,2,2,2,2
5,1,2,5,1,6,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,0,1,2,1,3,2,50,4,33,101215,3200,5,8,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,0,2,2,3,1,1,2,2,9,9,9,9,9,2,1,2,1,2
1,1,3,6,0,8,1,1,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,9,2,1,2,2,2,2,0,0,1,0,1,2,1,3,2,67,4,34,101223,4021,3,3,5,2,2,2,1,2,2,2,2,2,2,1,2,3,2,2,2,0,2,2,3,1,2,2,2,9,9,9,9,1,1,1,2,1,2
2,1,1,3,4,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,0,1,0,0,1,1,1,3,1,39,4,34,101223,3502,4,8,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,0,2,1,3,1,1,2,2,1,1,1,1,9,2,1,2,2,2
3,1,2,5,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,0,0,1,0,1,2,1,3,2,40,4,34,101223,1913,5,8,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,0,1,2,2,2,1,2,2,1,1,1,1,9,2,1,2,2,2
4,1,3,6,3,1,1,1,1,1,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,0,1,0,0,1,1,1,3,2,34,4,34,101223,951,5,8,3,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,0,2,2,3,1,1,2,2,9,2,4,4,1,1,1,1,2,2
5,1,2,5,2,5,1,1,1,1,3,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,0,0,0,1,2,1,3,2,34,4,34,101223,1902,4,8,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,0,2,2,3,2,2,2,2,9,9,1,1,1,2,2,1,1,2
1,1,2,2,3,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,0,1,0,1,2,1,3,2,31,3,35,101513,3252,3,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,2,3,3,1,2,2,2,1,1,1,1,1,2,1,1,2,2
2,1,3,6,0,4,2,1,3,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,1,3,1,22,3,35,101513,2294,3,8,3,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,3,2,1,2,2,1,1,1,1,1,2,2,1,2,2
3,1,1,2,0,5,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,3,2,63,3,35,101513,1528,0,0,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,9,9,3,1,2,2,2,9,1,1,1,1,2,2,2,1,2
4,1,2,1,0,5,2,1,2,1,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,0,0,1,0,1,2,1,3,2,22,3,35,101513,2945,3,3,5,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,0,2,2,3,2,2,2,2,9,1,1,1,1,1,1,1,1,2
5,1,2,6,0,1,2,2,1,1,2,3,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,3,2,45,3,35,101513,2180,6,2,6,1,2,1,2,1,2,2,2,2,2,1,2,3,2,2,2,1,1,1,3,2,1,2,2,9,9,1,9,9,1,1,2,2,2
1,1,1,1,1,1,2,1,2,2,3,3,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,1,0,1,2,1,3,1,34,5,36,101602,3182,3,3,1,1,1,1,2,1,2,2,2,2,2,1,1,3,2,2,1,0,1,1,3,2,1,2,2,1,1,1,1,1,2,1,2,1,2
2,1,2,5,1,1,2,1,2,2,2,2,9,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,3,2,41,5,36,101602,3910,3,3,2,1,2,1,2,2,2,2,2,2,2,1,2,3,2,1,2,1,9,9,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2
3,1,2,5,0,1,2,1,3,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,0,1,0,0,1,2,1,3,2,53,5,36,101602,2851,3,6,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,0,2,1,3,1,1,2,2,9,1,1,1,1,2,1,2,1,2
4,1,2,1,3,1,1,2,1,1,3,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,8,2,1,1,2,2,2,2,0,0,0,0,1,1,1,3,2,35,5,36,101602,2592,3,3,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,9,9,3,2,2,2,2,9,1,1,1,1,2,1,1,1,2
5,1,1,2,6,1,1,1,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0,1,0,1,2,1,3,1,48,5,36,101602,5594,5,8,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,0,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2
