UPM,VIV_SEL,HOGAR,R_SEL,P3_1,P3_2,P3_3,NIV,GRA,P3_5,P3_6,P3_7,P3_8_1,P3_8_2,P3_9,P3_10,P3_11,P3_12,P4_1,P4_2,P4_3,P4_4_1,P4_4_2,P4_4_3,P4_4_4,P4_4_5,P4_4_6,P4_4_7,P4_4A,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7_5,P4_7_6,P4_7A,P4_8,P4_8A,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_2_1,P5_2_2,P5_2_3,P5_2_4,P5_2_5,P5_2_6,P5_2_7,P5_2_8,P5_2A,P5_3,P5_4,P5_5,P5_6,P5_6A,P5_7_1,P5_7_2,P5_7_3,P5_7_4,P5_7_5,P5_7_6,P5_7A,P5_8_1,P5_8_2,P5_8_3,P5_8_4,P5_8_5,P5_8_6,P5_8_7,P5_8A,P5_9,P5_10_1,P5_10_2,P5_10_3,P5_10_4,P5_10A,P5_11_1,P5_12_1,P5_13_1,P5_14_1,P5_15_1,P5_16_1,P5_11_2,P5_12_2,P5_13_2,P5_14_2,P5_15_2,P5_16_2,P5_11_3,P5_12_3,P5_13_3,P5_14_3,P5_15_3,P5_16_3,P5_11_4,P5_12_4,P5_13_4,P5_14_4,P5_16_4,P5_11_5,P5_12_5,P5_13_5,P5_14_5,P5_16_5,P5_11_6,P5_11_6A,P5_12_6,P5_13_6,P5_14_6,P5_15_6,P5_16_6,P5_17_1,P5_17_2,P5_17_3,P5_17_4,P5_17_5,P5_17_6,P5_17_7,P5_17_8,P5_17_9,P5_17A,P5_18,P5_19,P5_20,P5_21,P5_22,P5_23,P5_23A,P5_24,P5_24A,P5_25_1,P5_26_1,P5_27_1_1,P5_27_1_2,P5_27_1_3,P5_27_1_4,P5_27_1_5,P5_27_1_6,P5_27_1_7,P5_27_1_8,P5_28_1,P5_29_1,P5_29_1A,P5_30_1,P5_30_1A,P5_25_2,P5_26_2,P5_27_2_1,P5_27_2_2,P5_27_2_3,P5_27_2_4,P5_27_2_5,P5_27_2_6,P5_27_2_7,P5_27_2_8,P5_28_2,P5_29_2,P5_29_2A,P5_30_2,P5_30_2A,P5_31,P5_32_1,P5_32_2,P5_32_2A,P6_1_1,P6_2_1,P6_1_2,P6_2_2,P6_1_3,P6_2_3,P6_1_4,P6_2_4,P6_1_5,P6_1_5A,P6_2_5,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_3_7,P6_3_8,P6_3_9,P6_3A,P6_4,P6_5,TLOC,EST_DIS,UPM_DIS,FACTOR,SEXO,EDAD,FAC_PER
0101302,02,01,01,1,5,1,8,3,1,,4,15000,3,2,7,1,1,2,,2,2,2,1,2,1,2,2,,1,1,2,2,2,2,2,1,2,2,2,2,,3,,2,2,2,2,2,2,,,,,,,,,,2,2,2,9,NO HA SIDO EMPLEDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,2,,2,,2,,2,,,2,2,2,2,2,1,2,2,2,,1,,1,004,00017,05684,1,51,17116
0101302,04,01,01,1,5,1,6,3,1,,4,99999,,,1,2,,1,1,3,1,2,2,1,2,2,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,2,2,1,2,2,2,2,2,2,2,2,2,2,1,PARA SU VEJEZ,2,2,2,1,,2,2,2,2,2,1,SIEMPRE HA TRABAJADO POR SU CUENTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,004,00017,05684,1,57,05705
0101302,05,01,03,3,6,1,6,3,1,,2,03500,2,1,3,1,1,1,3,2,1,2,2,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,1,1,1,1,2,1,1,1,1,1,2,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,2,2,1,2,2,2,,1,2,,2,,2,,,,1,1,1,1,2,1,2,2,2,2,02,,,,,1,4,1,1,2,2,2,2,2,2,02,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,1,1,004,00017,05684,2,30,17116
0100462,02,01,01,1,5,1,8,5,6,4,,,,,,2,,2,,4,2,1,2,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,1,2,2,2,1,2,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,1,2,2,2,2,2,2,2,,1,2,,1,03,,,,,2,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,1,,1,1,3,SU AFORE,1,2,1,2,2,,2,,2,,,2,2,2,2,1,2,2,2,2,,2,1,1,003,00006,05731,1,62,17206
0100779,02,01,01,1,3,1,5,2,1,,2,02800,2,2,2,1,1,2,,4,1,1,1,1,2,2,2,,1,2,1,2,2,2,1,2,2,2,1,2,,1,,2,2,2,1,2,2,2,2,2,2,2,1,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,2,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,1,2,2,2,1,1,2,2,2,,2,,,1,02,,,,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,1,003,00009,05984,1,59,05989
0100461,05,01,02,2,5,1,3,3,5,4,,,,,,1,1,1,2,2,2,2,1,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,1,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,1,1,2,,,1,2,2,2,2,2,2,2,2,,2,1,1,003,00005,05613,2,28,11235
0100893,02,01,02,2,5,1,8,5,1,,1,,,,2,1,1,1,2,3,2,2,1,1,1,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,1,1,1,1,2,2,2,2,2,,1,2,1,,,,,,,,,,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,2,2,2,2,2,1,2,2,,1,,1,004,00012,06815,2,50,27362
0100461,01,01,02,3,6,1,8,4,1,,2,01600,2,2,1,1,1,2,,3,1,1,2,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,1,2,1,2,2,2,2,1,2,2,2,2,2,2,,2,2,2,1,,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,1,2,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,2,2,1,003,00005,05613,1,36,11235
0101727,05,01,01,1,6,1,8,4,1,,2,02500,1,1,2,1,1,1,3,3,2,1,1,1,1,1,2,,2,,,,,,,,,,,,,2,,1,1,2,1,2,2,1,2,2,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,1,2,2,2,2,2,2,2,,2,,,1,10,,,,,1,1,1,2,1,2,2,2,1,2,05,,,,,1,1,1,2,1,2,2,2,2,2,03,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,1,004,00021,06940,1,26,13932
0101727,02,01,01,1,5,1,9,2,1,,2,06000,2,1,3,1,1,1,1,3,1,2,1,1,2,2,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,1,2,2,1,2,2,2,2,2,2,1,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,1,2,2,1,1,1,1,1,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,2,1,2,2,2,2,,2,,,1,10,,,,,2,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,1,,1,2,,,1,2,2,,1,1,2,,2,,,2,2,2,2,1,2,2,2,2,,1,,1,004,00021,06940,1,37,13932
0101727,01,01,01,1,5,1,3,3,1,,2,03000,1,1,2,1,1,1,1,3,1,1,2,1,1,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,2,,2,2,1,1,1,2,2,2,2,1,1,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,1,2,2,1,2,2,2,2,2,,2,,,1,03,,,,,2,,,,,,,,,,,,,4,,1,3,2,2,2,1,1,2,2,2,08,,,,,2,,,,2,,2,,1,2,2,,2,,,1,2,2,2,2,2,2,2,2,,1,,1,004,00021,06940,1,26,13932
0100850,02,01,01,1,5,1,3,3,1,,4,04000,3,2,1,1,2,1,1,3,1,2,1,1,1,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00011,05945,1,31,11899
0101499,02,01,01,1,5,1,3,3,1,,2,01100,1,1,2,1,1,2,,4,1,1,2,1,1,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,1,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,2,,,1,02,,,,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,1,2,2,,2,,,2,2,2,2,1,2,2,2,2,,1,,1,002,00018,05213,2,44,26065
0101908,05,01,01,1,1,1,2,6,1,,2,01400,1,2,2,1,1,2,,4,1,1,1,1,1,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,1,2,1,2,2,2,2,2,2,2,2,1,2,1,REGALOS DE NAVIDAD,2,2,1,,,,,,,,,,2,2,2,2,2,2,1,CAMBIO DE TRABAJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,1,002,00024,11183,1,23,22366
0101908,03,01,01,1,3,1,2,3,1,,2,00500,1,2,1,1,2,1,1,4,2,1,2,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,1,3,1,1,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,1,1,2,2,2,2,2,2,,,,,2,,1,,6,POR QUE SE PUEDE MEDIR MAS CON LOS GASTOS,2,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,1,2,2,,2,,,2,2,2,2,1,2,2,2,2,,2,2,1,002,00024,11183,2,58,11183
0100779,04,01,01,1,5,1,6,3,1,,4,06000,3,2,2,1,1,2,,2,2,2,2,1,2,2,2,,1,2,2,2,1,2,2,1,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,2,,,,,,1,1,2,2,2,2,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,,1,2,,,1,2,2,,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,2,1,1,003,00009,05984,1,47,17966
0100815,01,01,04,3,6,1,6,3,4,4,,,,,,1,1,2,,3,1,1,1,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,2,2,2,1,,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00010,05342,2,19,21384
0100815,05,01,01,1,3,1,3,3,1,,2,02500,2,1,2,1,1,1,1,4,2,1,2,1,2,2,2,,1,1,2,2,2,2,2,2,2,1,2,2,,3,,1,1,2,2,2,2,1,2,2,2,2,1,2,2,,2,2,1,,,,,,,,,,2,2,2,2,2,2,1,PORQUE CAMBIARON LA FORMA DE PGO EN EL  TRABAJO Y NO PUDO MANTENER EL MINIMO DE4000  PESOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,2,2,1,2,2,2,1,2,,1,,1,003,00010,05342,2,44,10692
0100850,05,01,01,1,5,1,2,6,1,,1,,,,1,1,2,2,,4,2,2,1,1,2,2,2,,1,1,2,2,2,2,2,2,2,2,2,1,LE DABA EL DINERO A SU MAMA PARA QUE SE LO  GUARDAR,1,,2,2,2,2,2,2,,,,,,,,,,1,2,2,1,,2,2,2,2,2,1,NUNCA LE A GUSTADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,2,,2,,2,,2,,,2,2,2,2,2,2,1,2,2,,2,2,1,003,00011,05945,1,49,11899
0101071,02,01,02,3,6,1,8,3,1,,2,00500,1,1,2,1,1,2,,3,2,1,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,2,2,2,1,2,2,2,2,2,2,2,1,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,2,,,1,02,,,,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00015,04794,2,21,14393
0100942,03,01,02,2,5,1,4,3,1,,2,01500,2,2,3,1,2,1,2,3,1,2,2,1,1,2,2,,1,1,2,2,2,2,2,2,2,1,1,2,,2,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,2,,,1,04,,,,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,1,003,00014,05274,2,40,10556
0100942,04,01,02,2,5,1,6,3,1,,4,00750,1,2,2,1,1,2,,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,1,2,2,2,2,2,2,1,2,2,2,1,2,2,,2,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,2,,,,,,1,1,2,2,2,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,1,2,2,2,2,1,2,2,2,,,,,,,,,,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00014,05274,2,28,10556
0100942,05,01,03,5,1,1,3,3,5,3,1,,,,1,1,1,2,,5,1,2,2,1,2,2,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,2,2,1,003,00014,05274,2,25,15834
0100779,05,01,02,2,5,1,4,3,6,4,,,,,,1,2,2,,3,1,2,2,2,2,2,2,,1,1,1,2,2,2,2,2,2,1,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,1,1,2,1,1,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,1,2,2,2,2,2,2,2,2,,1,2,,2,,1,,1,,2,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00009,05984,2,58,11977
0160084,13,01,03,2,5,2,0,0,5,4,,,,,,2,,2,,5,2,2,1,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00028,04994,2,68,14982
0160084,14,01,02,1,1,1,3,3,5,4,,,,,,1,2,2,,5,2,2,2,1,2,2,2,,1,1,2,2,2,2,2,2,2,1,1,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,1,2,2,2,2,2,2,2,,2,2,4,012,00028,04994,2,32,04994
0160084,16,01,02,2,5,1,2,6,5,4,,,,,,2,,2,,5,2,2,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,1,,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00028,04994,2,65,04994
0160084,15,01,01,1,5,1,3,3,1,,4,01500,1,2,1,1,2,2,,2,1,2,1,1,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,1,2,1,2,1,2,1,1,2,2,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,1,2,2,2,2,2,2,2,,2,2,4,012,00028,04994,1,29,09988
0160084,04,01,02,2,1,1,2,6,5,4,,,,,,2,,1,1,4,2,2,1,1,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,1,2,2,1,2,2,2,2,2,2,,2,2,1,,,,,,,,,,2,2,2,2,2,2,1,EL MARIDO DEJO DE MANDAR DINERO POR QUE  REGRESO A MEXICO DE LOS ESTADOS UNIDOS Y  SACARON TODOS SUS AHORROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00028,04994,2,38,09988
0160084,01,01,02,2,5,1,2,6,5,4,,,,,,2,,2,,5,2,2,2,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00028,04994,2,39,09988
0160084,02,01,01,1,1,1,2,5,1,,2,00800,1,1,7,1,2,2,,5,2,2,1,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,1,2,2,2,2,2,2,1,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,1,2,1,1,2,,2,,,2,2,2,2,1,2,2,2,2,,2,2,4,012,00028,04994,1,28,09988
0160084,20,01,02,2,5,1,2,6,5,4,,,,,,1,2,2,,5,2,2,2,1,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,1,2,2,2,2,2,1,2,2,2,2,,2,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,2,,2,,2,,2,,,2,2,2,2,1,2,2,2,2,,2,2,4,012,00028,04994,2,28,09988
0160084,05,01,02,2,1,1,2,6,5,4,,,,,,2,,2,,2,2,1,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,1,4,012,00028,04994,2,36,09988
0160084,08,01,05,3,6,1,3,3,1,,2,01000,1,2,7,1,1,2,,3,2,2,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,2,2,2,1,2,2,,2,,,2,,1,,6,SE LE HACE MAS FACIL,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00028,04994,1,22,24970
0160084,09,01,01,1,1,1,2,6,1,,4,00600,1,2,2,2,,2,,2,2,2,1,1,2,2,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,2,,,2,,1,,4,,2,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,7,NO LE INTERESA PORQUE ES UN GASTO  INECESARIO,2,,,,1,2,2,,2,,2,,2,,,2,1,2,1,2,2,2,2,2,,2,1,4,012,00028,04994,1,65,09988
0160084,11,01,03,2,1,1,2,6,5,4,,,,,,1,2,2,,4,2,2,2,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00028,04994,2,37,29964
0102125,09,01,02,2,5,1,6,2,5,4,,,,,,2,,1,1,4,2,2,1,1,2,2,2,,1,1,2,2,2,2,2,2,2,1,2,1,SIMPLEMENTE LO GUARDABA,1,,2,2,2,2,2,2,,,,,,,,,,1,2,2,9,NO TRABAJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,2,005,00025,05123,2,43,15447
0102125,06,01,02,5,6,1,8,4,4,4,,,,,,1,1,2,,3,2,1,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,2,2,2,2,2,1,2,2,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,2,005,00025,05123,2,22,15447
0102125,13,01,01,1,5,1,6,1,1,,3,05000,3,2,1,1,2,2,,5,1,2,1,1,2,1,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,1,2,2,2,2,2,2,1,2,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,2,005,00025,05123,1,48,15447
0102125,15,01,01,1,5,1,3,3,1,,2,01200,1,2,2,1,2,2,,2,1,1,1,1,1,1,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,1,2,1,2,2,2,2,1,2,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,2,,2,,1,,5,,2,,,,,,,,,,,,,7,POR COSTUBRE ES MAS PRACTICO PARA EL,2,,,,,,,,,,,,,7,DESCONOCIA ESE SISTEMA,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,1,2,005,00025,05123,1,62,15447
0102125,17,01,02,2,5,1,3,3,5,4,,,,,,1,2,2,,5,2,2,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,2,005,00025,05123,2,53,46341
