UPM,VIV_SEL,HOGAR,R_SEL,TLOC,EST_DIS,UPM_DIS,FACTOR,SEXO,EDAD,FAC_PER,GRA,NIV,P3_1,P3_11,P3_2,P3_3,P3_5,P4_1,P4_3,P4_4_1,P4_4_2,P4_4_3,P4_4_4,P4_4_5,P4_4_6,P4_4_7,P4_5,P4_8,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_3,P5_31,P5_4,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_4,P6_20,P7_1,P8_1,P9_1,P10_1,P10_17,P10_8,P11_1_1,P11_1_2,P11_1_3,P11_1_9,P12_1,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_3_6
2200944,2,1,2,1,3,563,6199,1,43,12407,3,8,3,1,6,1,8,2,4,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2
2200944,4,1,2,1,3,563,6199,2,48,12407,4,8,2,2,5,1,1,2,5,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2
2200944,5,1,1,1,3,563,6199,1,68,6204,3,6,1,1,3,1,6,2,3,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2
2201451,3,1,2,1,4,572,6934,2,48,13920,4,8,2,1,5,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2
2201451,4,1,1,1,4,572,6934,1,28,6960,2,4,1,1,6,1,1,2,3,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
2201503,1,1,1,1,4,573,6011,1,47,12067,3,3,1,1,6,1,1,1,3,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,9,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2
2200944,3,1,2,1,3,563,6199,2,38,12407,3,3,2,1,5,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,3,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2
2201451,5,1,1,1,4,572,6934,1,36,13920,3,8,1,1,5,1,1,1,4,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2
2201503,2,1,2,1,4,573,6011,2,50,18100,2,6,5,1,3,1,1,2,3,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2201503,4,1,1,1,4,573,6011,2,45,12067,3,4,1,1,6,1,1,1,3,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2
2200923,2,1,2,1,4,562,6295,2,48,25274,4,8,2,1,5,1,1,1,3,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2
2260379,9,1,1,4,12,588,4176,1,37,8352,3,3,1,1,5,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,9,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2
2260379,13,1,4,4,12,588,4176,2,21,20880,3,6,3,1,6,1,1,2,3,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2
2260379,15,1,1,4,12,588,4176,1,25,16704,6,2,1,1,1,1,1,2,4,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2
2260379,6,1,3,4,12,588,4176,2,22,8352,3,3,2,1,1,1,5,2,5,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2260379,7,1,3,4,12,588,4176,1,33,12528,2,3,3,1,6,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2260379,8,1,2,4,12,588,4176,2,54,8352,0,0,2,1,5,2,5,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2
2260379,14,1,2,4,12,588,4176,2,22,8352,2,6,2,1,5,1,5,2,3,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2
2260379,12,1,2,4,12,588,4176,2,32,8352,3,3,2,1,5,1,5,2,3,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
2202167,5,1,1,2,7,581,7470,2,20,7470,1,8,1,1,6,1,4,1,3,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,3,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2
2202167,4,1,1,2,7,581,7470,1,58,14940,4,9,1,1,5,1,1,1,3,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2
2202167,2,1,1,2,7,581,7470,2,52,7470,4,9,1,1,6,1,1,2,3,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2
2260379,1,1,1,4,12,588,4176,1,24,8352,3,3,1,1,1,1,1,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,9,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2
2260379,19,1,2,4,12,588,4176,1,31,8352,5,8,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2
2260379,18,1,2,4,12,588,4176,2,62,8352,5,8,2,1,5,1,1,1,4,1,2,1,2,1,2,2,1,3,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1
2201977,5,1,1,1,4,579,5786,2,48,17423,3,4,1,1,1,1,1,2,5,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2
2201977,2,1,1,1,4,579,5786,1,44,11615,2,9,1,1,5,1,1,1,4,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2
2201977,3,1,1,1,4,579,5786,1,51,40653,1,7,1,1,5,1,3,1,4,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2
2201768,2,1,1,1,3,577,5313,1,49,10634,5,8,1,1,5,1,1,1,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2
2201768,5,1,4,1,3,577,5313,1,20,21268,3,3,3,1,6,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2201768,4,1,1,1,3,577,5313,1,25,5317,5,8,1,1,6,1,1,2,4,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2
2201768,1,1,1,1,3,577,5313,1,35,10634,5,8,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2
2201768,3,1,1,1,3,577,5313,2,42,5317,2,6,1,1,2,1,1,1,3,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2
2201977,4,1,1,1,4,579,5786,1,41,11615,3,3,1,1,5,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,3,2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2
2260379,3,1,1,4,12,588,4176,1,32,8352,5,8,1,1,5,1,1,1,5,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2
2201782,4,1,2,1,3,578,5751,2,58,23022,6,2,2,1,5,1,8,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2
2201782,2,1,1,1,3,578,5751,1,69,11511,6,2,1,1,5,1,1,2,3,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2
2201782,3,1,2,1,3,578,5751,2,28,11511,4,8,2,1,5,1,1,1,3,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2
2202058,4,1,1,1,4,580,9180,2,39,9214,3,3,1,1,6,1,1,1,5,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2202058,1,1,1,1,4,580,9180,1,40,18429,2,8,1,1,5,1,1,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2
2201782,5,1,3,1,3,578,5751,2,21,17266,3,8,3,1,6,1,1,2,3,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2
2201622,3,1,1,1,4,576,9863,2,67,9900,3,4,1,1,6,1,6,1,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2202272,4,1,1,2,7,582,10288,1,36,10288,5,8,1,1,6,1,1,1,3,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2
2202272,3,1,3,2,7,582,10288,2,21,30864,2,8,3,1,6,1,4,2,3,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,3,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
2202292,4,1,2,2,7,583,7895,2,55,15790,6,2,2,1,5,1,5,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2
2200870,3,1,1,1,3,561,6310,1,60,6315,3,6,1,1,5,1,1,2,5,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2
2200369,2,1,2,1,2,557,5635,2,29,11270,6,2,2,1,1,1,5,2,4,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2202336,2,1,1,2,7,584,9786,1,41,19572,4,8,1,1,5,1,1,2,4,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2
2200179,1,1,1,1,3,554,4979,1,45,4983,5,8,1,1,5,1,1,2,4,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2260379,11,1,1,4,12,588,4176,1,60,8352,6,2,1,1,5,1,1,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2
2201214,1,1,1,1,2,568,8840,2,62,17680,6,2,1,2,5,1,5,2,4,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2
2201214,2,1,1,1,2,568,8840,2,63,8840,3,2,1,2,5,1,5,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
2201214,3,1,2,1,2,568,8840,2,61,17680,6,2,2,1,5,1,5,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2
2201214,5,1,1,1,2,568,8840,2,39,17680,3,3,1,1,4,1,1,2,5,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2
2201214,4,1,2,1,2,568,8840,2,27,17680,3,3,2,1,1,1,1,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2201056,2,1,1,1,3,566,5741,1,34,11491,3,3,1,2,5,1,1,2,5,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,9,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2
2201056,3,1,4,1,3,566,5741,2,18,17236,3,6,3,1,6,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2
2201021,5,1,1,1,2,565,5616,2,34,5616,2,6,1,1,2,1,3,1,5,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2
2201616,4,1,1,1,3,575,5340,2,40,5344,2,8,1,1,6,1,1,1,3,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
2201616,3,1,2,1,3,575,5340,1,28,10688,2,7,2,1,5,1,8,1,3,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2
2201616,2,1,2,1,3,575,5340,2,40,10688,3,3,2,1,5,1,8,2,3,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
2202058,5,1,2,1,4,580,9180,2,57,18429,3,9,2,2,5,1,8,1,3,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1
2260379,4,1,1,4,12,588,4176,2,30,8352,6,2,1,1,5,1,1,1,3,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2
2200923,5,1,1,1,4,562,6295,2,51,6319,4,8,1,1,6,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2
2200944,1,1,2,1,3,563,6199,2,22,12407,2,3,3,1,6,1,8,2,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2201087,5,1,1,1,4,567,6820,1,23,6845,4,8,1,1,6,1,8,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,3,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2
2201451,1,1,1,1,4,572,6934,2,26,13920,3,6,1,1,1,1,1,1,3,1,2,2,1,1,1,2,1,3,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
2201451,2,1,1,1,4,572,6934,2,48,20880,5,8,1,1,3,1,1,1,3,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,3,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2
2201503,3,1,1,1,4,573,6011,2,48,12067,3,4,1,1,6,1,1,2,3,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
2200463,5,1,3,1,3,558,6706,1,28,26845,4,8,3,1,6,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2
2200463,4,1,2,1,3,558,6706,2,21,13422,3,6,3,1,6,1,8,2,4,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2200562,2,1,1,1,2,559,6794,1,28,6794,3,6,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2200562,4,1,1,1,2,559,6794,1,65,13588,0,0,1,2,5,2,8,2,4,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2
2200562,5,1,1,1,2,559,6794,1,67,33970,0,0,1,1,5,2,6,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
2201622,5,1,1,1,4,576,9863,2,69,9900,3,3,1,1,5,1,8,1,3,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,3,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2202433,1,1,3,2,5,585,5043,2,18,15206,3,6,3,1,6,1,8,1,4,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2
2202433,3,1,1,2,5,585,5043,1,55,35480,6,2,1,1,1,1,3,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2
2202646,15,1,1,3,9,586,5250,1,32,10505,3,3,1,1,5,1,1,2,4,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2
2201616,1,1,2,1,3,575,5340,1,23,10688,3,6,2,1,5,1,8,1,4,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2
2200463,3,1,4,1,3,558,6706,1,20,26845,3,6,3,1,6,1,1,2,3,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2202167,3,1,3,2,7,581,7470,2,39,14940,3,9,3,1,3,1,8,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2
2201340,4,1,1,1,2,571,6808,2,44,6808,3,8,1,2,3,1,5,2,5,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2
2202336,4,1,1,2,7,584,9786,2,48,19572,5,8,1,1,3,1,1,1,4,2,1,2,1,1,1,2,1,3,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
2200963,2,1,2,1,3,564,5233,1,19,20948,3,6,3,1,6,1,3,1,3,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2200963,2,2,3,1,3,564,5233,1,25,10474,3,3,4,1,6,1,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2
2200923,1,1,1,1,4,562,6295,1,24,6319,4,8,1,1,6,1,1,1,4,1,1,2,2,1,2,2,1,3,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1
2200923,1,2,1,1,4,562,6295,1,24,6319,2,8,1,1,6,1,1,1,3,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2
2200923,1,3,1,1,4,562,6295,2,23,6319,5,8,1,1,6,1,1,1,4,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2201503,5,1,1,1,4,573,6011,1,44,6033,3,3,1,1,6,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2260379,2,1,2,4,12,588,4176,2,30,8352,3,4,2,1,5,1,1,2,4,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2
2200562,1,1,1,1,2,559,6794,1,30,20382,5,8,3,1,6,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2
2201087,4,1,3,1,4,567,6820,1,27,27382,4,8,3,1,6,1,1,1,1,1,1,2,1,1,2,2,1,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2
2302124,1,1,1,1,4,614,6557,2,34,13163,3,8,1,1,3,1,1,1,3,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1
2301043,3,1,2,1,2,596,6095,2,53,12190,2,2,2,1,5,1,5,2,4,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2
2301054,5,1,1,1,3,597,4977,1,34,9962,4,8,1,1,5,1,1,1,3,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2
2301054,2,1,2,1,3,597,4977,2,64,9962,3,2,5,1,2,1,5,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
2300510,1,1,6,1,2,590,5277,2,25,26385,3,3,5,1,5,1,1,2,3,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2300510,5,1,3,1,2,590,5277,1,33,21108,4,8,3,1,3,1,1,2,5,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2300584,5,1,4,1,2,591,4397,1,37,17588,3,6,1,1,5,1,1,1,3,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2
2300595,2,1,3,1,2,592,4734,1,19,33138,3,6,3,1,6,1,1,1,5,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,1,9,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2301865,4,1,3,1,1,612,7047,1,21,21141,2,8,3,1,6,1,1,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,9,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2
2301865,5,1,1,1,1,612,7047,1,51,7047,1,3,1,1,6,1,1,2,3,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2
2301433,4,1,1,1,1,602,7091,1,35,14182,3,3,1,1,1,1,2,1,3,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2
2301865,2,1,1,1,1,612,7047,1,27,14094,6,2,1,1,5,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2
2301840,3,1,1,1,2,611,5890,1,50,23560,6,2,1,1,1,1,7,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
2301840,5,1,1,1,2,611,5890,2,32,5890,3,3,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2
