UPM,VIV_SEL,HOGAR,N_REN,EDAD,SEXO,REGION,TLOC,EST_DIS,UPM_DIS,FAC_PER,GRA,NIV,P3_1,P3_12,P3_2,P3_3,P3_5,P4_1,P4_4_1,P4_4_2,P4_4_3,P4_4_4,P4_4_5,P4_4_6,P4_4_7,P4_5,P4_7,P4_8_1,P4_8_2,P4_8_3,P4_8_4,P4_9_1,P4_9_2,P4_9_3,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_29,P5_3,P5_4,P6_18,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_3,P10_1,P10_13,P10_8,P11_1_1,P11_1_2,P11_1_3,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_2_9,P12_1,P12_2,P12_3,P12_4,P13_1,P13_2_1,P13_2_2,P13_2_3,P13_2_4,P7_1_1,P7_1_2,P7_1_3,P7_1_4,P7_1_5,P7_1_6,P7_1_7,P8_1,P9_1,P9_9_1,P9_9_2,P9_9_3,P9_9_4,P9_9_5
1001213,3,1,6,20,2,1,1,54,709,5467,3,7,3,1,6,0,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,0,0,0,1,0,1,2,2.0,3,2,2,2,2,2,1,1,9,9,9,9,1,2,2,2,1,2,2,2
1001213,4,1,2,20,1,1,1,54,709,2724,2,8,1,1,6,0,4,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,3,2,1,1,1,2,2,1,1,1,2,2,2,0,0,0,0,1,1,1,2.0,3,4,2,2,2,2,1,1,9,9,1,9,1,2,2,2,1,2,2,2
1001213,5,1,1,38,1,1,1,54,709,1394,3,7,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,1,0,1,0,0,0,1,2,2.0,3,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,9,2,2,2
1001455,1,1,1,40,1,1,1,54,710,4206,3,6,1,1,5,3,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,0,0,0,0,1,2,3.0,2,2,2,1,2,2,1,1,9,9,1,1,1,1,1,2,2,2,2,2
1001455,2,1,2,33,2,1,1,54,710,2660,3,7,2,1,5,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,0,1,0,0,0,1,2,2.0,1,2,2,2,2,2,1,1,9,9,1,9,1,2,1,2,2,1,1,2
1001455,3,1,1,41,2,1,1,54,710,1232,6,2,1,1,3,1,1,2,2,2,2,1,2,2,2,2,2,1,1,3,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,0,0,0,0,1,1,9.0,3,1,2,2,2,2,1,1,1,9,1,1,1,2,1,2,2,2,2,2
1001455,4,1,3,18,2,1,1,54,710,2344,1,7,3,1,6,0,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,3,2,2,1,2,2,2,2,2,1,2,2,2,0,0,0,0,1,1,2,3.0,3,4,2,2,2,2,1,1,9,9,9,9,1,2,1,1,1,1,1,2
1001455,5,1,1,32,2,1,1,54,710,1330,3,3,1,1,6,3,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,0,0,0,0,1,1,2,1.0,3,1,2,2,2,2,1,1,9,9,1,1,1,2,2,1,2,2,2,2
1001576,1,1,1,57,1,1,1,53,711,821,3,6,1,1,4,0,1,2,2,2,1,2,2,2,2,1,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,2,2.0,3,1,2,2,2,2,1,1,9,1,1,1,1,2,1,2,1,2,2,2
1001576,2,1,1,41,2,1,1,53,711,1061,3,3,1,1,4,3,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,0,0,0,0,1,2,3.0,3,1,2,2,2,2,1,1,9,1,1,9,1,2,1,1,1,2,2,2
1001576,4,1,1,26,1,1,1,53,711,2516,3,6,1,1,5,2,1,1,2,2,2,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,0,0,0,0,1,2,1.0,3,2,2,1,2,2,1,1,9,1,1,1,1,1,1,2,1,2,1,2
1001576,5,1,2,34,1,1,1,53,711,2575,3,6,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,0,0,0,0,1,2,2.0,3,2,2,2,2,2,2,1,9,9,1,9,1,1,1,2,1,2,1,2
1001637,2,1,1,56,1,1,1,52,712,1795,3,6,1,1,5,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,3,2,2,2,2,2,1,1,2,1,2,2,2,1,0,0,0,0,1,1,1.0,1,2,1,1,2,2,1,1,9,1,1,1,9,1,1,2,1,2,2,2
1001637,3,1,2,30,2,1,1,52,712,2504,3,7,2,1,5,2,5,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,0,1,2,2.0,3,2,2,2,2,2,1,1,9,1,1,1,1,2,1,2,1,2,1,2
1001637,4,1,1,47,1,1,1,52,712,1320,3,7,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,0,0,1,0,0,1,2,1.0,3,1,1,2,2,2,1,1,9,1,1,1,1,2,1,1,1,9,1,2
1001698,1,1,4,18,2,1,1,52,713,3648,3,6,4,1,6,0,4,1,1,2,2,1,2,1,2,1,2,1,2,3,1,1,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,0,0,0,0,1,2,1.0,1,4,2,2,2,2,1,1,9,9,9,9,1,2,2,2,1,2,2,2
1001698,2,1,2,56,2,1,1,52,713,2016,6,2,2,2,5,0,5,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1.0,3,2,2,2,2,2,1,1,9,1,1,1,1,2,2,2,2,2,1,2
1001698,3,1,1,58,1,1,1,52,713,742,6,2,1,2,6,0,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,3,2,2,2,2,2,1,2,2,1,2,2,2,1,0,0,0,0,1,2,3.0,1,1,1,2,2,2,1,1,9,1,1,9,1,2,1,2,1,2,2,2
1001698,4,1,1,60,2,1,1,52,713,1036,6,2,1,1,6,0,5,2,2,2,2,1,2,2,2,1,2,1,3,2,3,2,2,2,2,2,2,1,2,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,1,9,8,,9,1,1,2,2,2,1,1,9,9,1,9,1,2,2,2,2,2,1,2
1001719,1,1,4,19,2,1,1,52,714,4458,3,6,1,1,6,0,8,2,2,2,2,1,2,2,2,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,1,2,2,2,2,0,0,1,0,0,1,2,2.0,1,4,2,2,2,2,1,1,9,9,9,9,1,2,2,2,1,2,2,2
1001719,2,1,3,44,2,1,1,52,714,3513,3,7,1,1,3,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,0,1,0,0,0,1,2,1.0,3,2,2,2,2,2,1,1,9,9,9,9,1,2,1,2,2,2,2,2
1001719,3,1,5,19,1,1,1,52,714,5553,2,7,4,1,6,0,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,3,2,2,2,1,2,2,2,2,1,2,2,2,0,0,1,0,0,1,2,1.0,3,4,2,2,2,2,1,1,9,9,9,9,1,2,1,2,1,2,1,2
1001719,5,1,1,38,2,1,1,52,714,1264,3,3,1,1,3,3,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,3,1,2,2,2,2,1,2,1,1,2,2,2,0,0,0,0,1,1,1,1.0,3,1,2,2,2,2,1,1,9,1,1,1,1,2,2,2,1,2,2,2
1001753,1,1,2,39,2,1,1,53,715,2356,3,3,2,1,1,0,5,2,2,2,1,1,2,1,2,1,2,2,1,2,3,1,1,1,2,2,2,2,2,1,2,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,0,1,1,3.0,1,1,1,2,2,2,1,9,9,1,1,9,1,2,2,1,1,1,1,2
1001753,2,1,2,26,2,1,1,53,715,2077,3,6,2,2,1,0,5,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,3,2,2,2,1,2,2,1,1,1,2,2,2,0,0,0,0,1,1,2,1.0,2,2,2,1,2,2,1,1,9,1,1,1,1,2,2,1,1,1,1,2
1001753,3,1,3,27,1,1,1,53,715,5174,5,8,3,1,6,0,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,0,0,0,0,1,2,2.0,3,4,2,2,2,2,1,2,9,1,9,2,1,2,2,2,1,1,2,2
1001753,4,1,1,69,2,1,1,53,715,1180,3,4,1,1,4,0,5,2,2,2,2,1,2,2,2,1,2,1,1,1,3,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,2,1.0,3,1,2,2,2,2,1,1,9,1,1,9,1,2,2,1,2,2,1,2
1001809,1,1,2,39,2,1,1,53,716,2173,4,8,3,1,5,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,0,1,0,0,0,1,2,2.0,1,3,2,2,2,2,1,1,9,1,1,9,1,2,1,2,1,2,2,2
1001809,2,1,1,55,1,1,1,53,716,2337,3,6,1,1,5,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,0,1,0,0,0,1,1,2.0,3,2,1,1,2,2,1,2,9,9,1,1,9,1,1,2,1,2,1,2
1001809,3,1,1,37,2,1,1,53,716,2173,3,8,1,1,3,2,1,1,1,2,2,2,2,2,2,1,2,1,1,3,3,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,0,1,0,0,1,2,1.0,3,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2
1001809,4,1,2,18,2,1,1,53,716,1915,3,6,3,1,6,0,4,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,1,0,0,0,0,1,2,2.0,2,3,2,2,2,2,1,1,9,9,9,9,1,2,2,2,1,2,2,2
1001862,3,1,3,18,1,1,1,54,717,5576,3,6,3,1,6,0,4,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,3,2,2,2,2,2,2,1,1,1,2,2,2,1,0,0,0,0,1,2,3.0,1,3,2,1,2,2,2,2,9,1,9,9,9,1,2,2,2,1,1,2
1001862,4,1,2,62,2,1,1,54,717,2543,6,2,2,1,5,1,5,2,1,2,1,1,1,2,2,1,2,2,1,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,0,0,0,1,1,3,3.0,3,2,1,1,2,2,1,1,9,9,9,9,9,2,2,1,2,1,1,2
1001873,1,1,1,43,1,1,1,53,718,3555,1,3,1,1,5,5,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,1,2,2.0,3,2,2,2,2,2,1,1,9,1,1,9,1,2,1,1,1,2,1,2
1001873,2,1,2,27,2,1,1,53,718,2972,3,6,3,1,6,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,0,0,0,0,1,2,2.0,3,2,1,2,2,2,1,2,9,9,1,9,1,1,1,1,1,2,2,2
1001873,3,1,2,38,1,1,1,53,718,2526,5,8,3,1,6,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,0,0,0,0,1,2,2.0,3,2,1,1,2,2,1,1,9,1,1,1,1,1,1,1,1,2,2,2
1001873,4,1,3,20,2,1,1,53,718,2972,1,8,3,1,6,0,4,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,1,1,2,1.0,3,4,2,2,2,2,1,1,9,9,9,9,1,2,2,2,1,2,2,2
1001910,1,1,2,22,2,1,1,52,719,2128,3,3,2,1,1,0,5,2,2,2,1,1,2,1,2,1,2,1,2,2,3,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,0,0,0,0,1,1,2.0,3,2,2,2,2,2,1,1,1,9,1,9,1,2,1,1,1,1,1,2
1001910,2,1,2,24,2,1,1,52,719,2128,3,3,2,1,1,1,5,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,3,3.0,3,2,2,2,2,2,1,1,9,9,1,9,1,2,2,1,1,1,1,2
1001910,3,1,1,38,1,1,1,52,719,1357,2,3,1,1,2,3,1,2,2,2,1,1,1,1,2,1,2,3,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,0,0,1,0,0,1,2,2.0,3,1,1,1,2,2,1,3,1,1,1,9,9,2,1,2,1,1,2,2
1001910,4,1,1,52,1,1,1,52,719,1731,3,3,1,1,5,2,1,2,2,2,1,2,2,2,2,1,2,1,3,3,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,1,2,1.0,3,2,1,2,2,2,1,1,9,1,1,9,1,2,1,2,1,1,2,2
1001910,5,1,1,44,2,1,1,52,719,2236,3,3,1,2,2,2,5,1,1,2,1,1,1,1,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,0,1,2,1.0,2,1,2,2,2,2,1,1,9,9,1,9,1,1,2,1,1,2,2,2
1001931,3,1,1,54,1,1,1,53,720,1784,3,3,1,1,5,2,7,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,0,0,0,1,0,1,1,1.0,3,4,1,2,2,2,1,1,1,9,1,9,1,2,1,1,1,2,1,2
1001931,4,1,1,44,1,1,1,53,720,2624,3,3,1,1,5,4,1,2,2,1,1,1,1,1,2,1,2,2,2,2,3,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0,1,2,1.0,3,2,1,1,2,2,1,1,9,1,1,1,9,2,1,1,1,1,1,2
1001953,1,1,1,24,1,1,1,53,721,2539,3,6,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,3,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,0,0,0,0,1,1,3,1.0,3,3,2,2,2,2,1,3,1,9,1,9,1,2,1,1,1,1,1,2
1001953,2,1,2,32,2,1,1,53,721,2312,5,8,2,1,1,4,1,2,2,1,1,1,2,1,2,1,2,2,2,3,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,0,0,0,0,1,1,2,2.0,3,2,2,1,2,2,1,1,1,1,1,1,9,1,1,1,1,1,1,2
1001953,3,1,1,36,1,1,1,53,721,2599,5,8,1,1,5,4,1,2,1,2,2,1,1,1,2,1,1,1,1,3,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,0,1,0,0,0,1,2,2.0,3,2,1,1,1,2,1,1,9,1,1,1,9,1,1,1,1,1,1,2
1001953,5,1,1,32,2,1,1,53,721,1156,3,4,1,1,3,0,1,2,1,2,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,0,0,0,1,0,1,2,1.0,3,1,1,2,1,2,1,1,9,9,1,1,1,2,2,2,2,1,2,2
1001969,1,1,1,59,1,1,1,53,722,1672,3,6,1,1,5,3,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,3,2,2,2,2,2,2,1,2,1,2,2,2,1,0,0,0,0,1,2,3.0,3,2,1,1,2,2,1,1,9,1,1,1,1,1,1,2,1,2,2,2
1001969,2,1,5,22,1,1,1,53,722,6404,2,8,3,1,6,0,1,1,1,2,1,1,2,2,2,1,2,2,1,3,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,0,0,0,0,1,1,2,2.0,3,3,2,2,2,2,1,1,9,9,9,1,1,2,1,2,1,1,1,2
1001969,3,1,1,49,2,1,1,53,722,3241,3,3,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,0,0,0,1,1,3,2.0,3,1,1,1,2,2,1,9,9,1,1,1,9,2,1,1,1,2,1,2
1001969,4,1,2,34,2,1,1,53,722,3500,3,3,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,0,1,2,1.0,3,2,2,2,2,2,1,1,9,1,1,1,1,2,1,1,1,2,1,2
1001969,5,1,1,70,2,1,1,53,722,3505,6,2,1,1,4,0,6,2,2,2,2,1,1,2,2,2,1,2,2,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,0,0,0,0,1,2,2.0,3,2,1,2,2,2,1,1,9,1,1,1,1,2,9,2,1,2,1,2
1002030,2,1,2,66,2,1,1,52,723,2412,0,0,2,1,5,0,5,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,1,1,2,1.0,3,1,1,2,2,2,1,1,9,1,1,9,1,2,2,2,2,2,2,2
1002030,3,1,2,64,1,1,1,52,723,1086,1,8,1,1,2,0,1,2,2,2,2,1,2,1,2,2,2,1,1,3,2,1,1,2,2,2,2,2,2,1,2,1,1,3,2,2,1,1,2,2,2,1,1,2,2,2,0,1,0,0,0,1,2,2.0,3,2,2,2,2,2,2,2,9,1,1,1,1,2,2,2,1,2,2,2
1002030,4,1,1,52,1,1,1,52,723,863,6,2,1,1,6,1,1,1,2,2,2,1,2,2,2,2,2,1,1,3,1,1,1,2,1,2,2,1,2,2,2,2,2,3,2,2,1,1,2,2,2,1,2,2,2,2,0,0,0,0,1,1,2,1.0,3,1,1,2,2,2,1,1,9,1,1,9,1,2,1,2,2,1,2,2
1002030,5,1,2,28,2,1,1,52,723,2123,5,8,2,1,5,0,8,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,3,2,2,2,2,2,2,1,1,1,2,2,2,0,0,1,0,0,1,2,2.0,3,2,2,2,2,2,1,1,9,9,9,9,9,2,2,2,1,2,2,2
1002083,1,1,5,44,2,1,1,52,724,4687,3,3,2,1,5,4,1,1,2,2,1,1,2,1,2,1,2,1,1,3,2,1,1,2,2,2,1,2,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0,0,1,1,1,3.0,3,1,2,2,2,2,2,2,9,1,1,9,1,2,1,2,1,1,1,2
1002083,2,1,2,30,1,1,1,52,724,2844,3,3,3,1,3,3,1,2,2,2,2,1,2,2,2,1,2,1,3,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0,1,0,1,2,2.0,1,1,1,2,2,2,1,1,9,9,9,9,1,2,1,2,1,2,2,2
1002083,4,1,1,39,1,1,1,52,724,2844,3,3,1,1,1,3,1,2,1,2,1,1,2,1,2,1,2,3,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,0,0,1,0,0,1,3,1.0,3,2,1,2,2,2,1,3,9,1,1,1,1,2,1,2,1,2,1,2
1002120,1,1,1,36,1,1,1,54,725,3078,3,3,1,1,5,5,1,2,2,2,1,1,2,1,2,2,2,1,2,3,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,0,0,0,1,0,1,2,3.0,2,2,1,1,2,2,1,1,1,1,1,1,9,2,1,1,1,1,1,2
1002120,3,1,2,41,2,1,1,54,725,5073,3,3,2,2,5,0,5,2,2,2,1,1,2,2,2,1,2,2,1,2,3,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,1,0,0,0,1,2,2.0,3,2,2,2,2,2,1,1,9,9,1,1,1,2,2,1,2,2,1,2
1002120,4,1,3,18,2,1,1,54,725,3621,2,6,3,1,6,0,4,2,1,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1.0,3,3,2,2,2,2,1,9,9,9,9,9,1,2,2,1,1,2,1,2
1002120,5,1,2,48,2,1,1,54,725,2536,6,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,0,0,1,0,1,2,2.0,3,2,2,2,2,2,1,1,9,9,1,9,1,2,2,1,1,2,1,2
1002292,1,1,2,19,2,1,1,52,726,1976,3,3,2,1,5,0,5,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,0,0,0,0,1,2,1.0,3,2,2,2,2,2,1,1,1,9,1,9,1,2,1,1,1,2,2,2
1002292,2,1,2,50,2,1,1,52,726,2184,2,3,2,1,5,0,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,1,3,2.0,3,2,2,2,2,2,1,1,9,9,1,9,1,1,1,1,1,2,1,2
1002292,4,1,3,24,1,1,1,52,726,6153,3,3,3,1,6,1,1,2,2,1,2,1,2,2,2,1,2,2,2,3,1,1,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,2,3.0,3,4,2,2,2,2,1,1,9,9,9,9,1,2,1,2,1,2,2,2
1002456,1,1,2,68,2,1,2,52,727,2376,3,2,2,2,5,4,5,2,2,2,1,2,2,2,2,1,2,1,1,3,2,1,1,1,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,9,,3,2,1,2,2,2,1,1,9,1,1,1,1,2,2,2,2,1,2,2
1002456,2,1,2,59,2,1,2,52,727,6935,3,6,2,1,5,7,5,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,3,1,2,1,1,2,2,1,2,1,2,2,2,0,1,0,0,0,1,2,1.0,3,1,2,2,2,2,1,1,9,1,1,1,1,2,9,2,2,2,1,2
1002456,3,1,3,24,2,1,2,52,727,3137,2,8,3,1,6,1,5,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,2,2,2,1,0,0,0,0,1,2,1.0,3,2,2,2,2,2,1,1,9,9,1,9,1,2,1,2,1,2,2,2
1002456,4,1,1,42,2,1,2,52,727,1099,5,8,1,1,6,1,1,2,2,1,1,2,2,1,2,2,2,2,2,3,3,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,0,0,0,0,1,1,3.0,1,1,2,2,2,2,1,1,9,1,1,9,1,1,1,2,1,2,2,2
1002456,5,2,1,58,2,1,2,52,727,2312,3,3,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,1,2,1,2,2,2,2,0,0,0,0,1,1,9,,3,1,1,1,2,2,1,1,9,1,1,1,1,2,1,2,1,1,1,2
1002478,1,1,3,37,2,1,2,52,728,4895,2,9,3,1,6,0,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,0,0,0,0,1,2,2.0,3,1,2,2,2,2,2,2,9,9,9,2,1,1,1,2,1,1,2,2
1002478,2,1,2,65,2,1,2,52,728,1226,3,4,2,1,5,0,5,1,1,2,1,1,1,1,2,2,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,1,0,0,0,1,1,2.0,3,2,1,1,2,2,1,3,9,1,1,1,1,1,2,2,2,1,2,2
1002478,3,1,2,44,1,1,2,52,728,1290,3,6,3,1,2,0,1,1,1,1,1,1,2,1,2,1,2,2,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,1,0,0,1,2,1.0,3,2,2,2,2,2,1,1,9,9,1,1,1,2,1,2,1,2,2,2
1002478,4,1,1,43,2,1,2,52,728,1133,5,8,1,1,5,3,1,2,2,2,2,2,2,1,2,2,2,2,2,3,3,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,0,0,0,0,1,1,2,1.0,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2
1002478,5,1,2,69,2,1,2,52,728,1226,5,8,2,1,5,0,5,2,1,2,1,1,2,2,2,1,2,1,1,3,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,0,0,0,0,1,2,2.0,3,2,1,1,2,2,1,1,9,9,1,1,9,1,1,2,1,1,1,2
