UPM,VIV_SEL,HOGAR,N_REN,SEXO,EDAD,REGION,TLOC,EST_DIS,UPM_DIS,FAC_HOG
1660141,14,1,1,1,43,3,4,85,1002,3740
1660141,15,1,1,1,39,3,4,85,1002,3740
1660141,15,1,2,2,39,3,4,85,1002,3740
1660141,15,1,3,2,20,3,4,85,1002,3740
1660141,15,1,4,1,17,3,4,85,1002,3740
1660141,15,1,5,2,13,3,4,85,1002,3740
1660141,15,1,6,1,5,3,4,85,1002,3740
1660141,15,1,7,2,79,3,4,85,1002,3740
1660141,18,1,1,1,42,3,4,85,1002,3740
1660141,18,1,2,2,41,3,4,85,1002,3740
1660141,18,1,3,2,15,3,4,85,1002,3740
1660141,18,1,4,1,13,3,4,85,1002,3740
1660141,18,1,5,1,12,3,4,85,1002,3740
1660141,19,1,1,1,52,3,4,85,1002,3740
1660141,19,1,2,2,21,3,4,85,1002,3740
1660141,20,1,1,1,70,3,4,85,1002,3740
1660141,20,1,2,2,58,3,4,85,1002,3740
1660141,20,1,3,1,27,3,4,85,1002,3740
1660141,20,1,4,2,30,3,4,85,1002,3740
1660141,20,1,5,2,7,3,4,85,1002,3740
1660141,20,1,6,2,96,3,4,85,1002,3740
1660618,1,1,1,1,56,3,4,86,1003,5090
1660618,1,1,2,2,50,3,4,86,1003,5090
1660618,1,1,3,2,76,3,4,86,1003,5090
1660618,2,1,1,1,64,3,4,86,1003,5090
1660618,2,1,2,2,63,3,4,86,1003,5090
1660618,2,1,3,2,25,3,4,86,1003,5090
1660618,3,1,1,2,87,3,4,86,1003,5090
1660618,3,1,2,1,63,3,4,86,1003,5090
1660618,4,1,1,1,60,3,4,86,1003,5090
1660618,5,1,1,2,58,3,4,86,1003,5090
1660618,5,1,2,1,18,3,4,86,1003,5090
1660618,6,1,1,1,37,3,4,86,1003,5090
1660618,6,1,2,2,36,3,4,86,1003,5090
1660618,6,1,3,2,17,3,4,86,1003,5090
1660618,6,1,4,2,13,3,4,86,1003,5090
1660618,6,1,5,1,9,3,4,86,1003,5090
1660618,6,1,6,1,6,3,4,86,1003,5090
1660618,9,1,1,1,29,3,4,86,1003,5090
1660618,9,1,2,2,23,3,4,86,1003,5090
1660618,9,1,3,1,5,3,4,86,1003,5090
1660618,11,1,1,2,65,3,4,86,1003,5090
1660618,12,1,1,1,49,3,4,86,1003,5090
1660618,12,1,2,2,42,3,4,86,1003,5090
1660618,12,1,3,2,26,3,4,86,1003,5090
1660618,12,1,4,1,16,3,4,86,1003,5090
1660618,12,1,5,1,8,3,4,86,1003,5090
1660618,12,1,6,1,0,3,4,86,1003,5090
1660618,13,1,1,2,48,3,4,86,1003,5090
1660618,13,1,2,1,27,3,4,86,1003,5090
1660618,13,1,3,1,22,3,4,86,1003,5090
1660618,14,1,1,1,24,3,4,86,1003,5090
1660618,14,1,2,2,23,3,4,86,1003,5090
1660618,14,1,3,1,35,3,4,86,1003,5090
1660618,14,1,4,1,35,3,4,86,1003,5090
1660618,14,1,5,1,5,3,4,86,1003,5090
1660618,14,1,6,1,4,3,4,86,1003,5090
1660618,14,1,7,1,2,3,4,86,1003,5090
1660618,15,1,1,1,26,3,4,86,1003,5090
1660618,15,1,2,2,21,3,4,86,1003,5090
1660618,15,1,3,2,3,3,4,86,1003,5090
1660618,15,1,4,2,2,3,4,86,1003,5090
1660618,16,1,1,1,78,3,4,86,1003,5090
1660618,16,1,2,2,70,3,4,86,1003,5090
1660618,18,1,1,1,46,3,4,86,1003,5090
1660618,18,1,2,2,37,3,4,86,1003,5090
1660618,19,1,1,1,51,3,4,86,1003,5090
1660618,19,1,2,2,51,3,4,86,1003,5090
1660618,19,1,3,1,17,3,4,86,1003,5090
1660657,1,1,1,1,50,3,4,85,1004,3483
1660657,1,1,2,2,47,3,4,85,1004,3483
1660657,1,1,3,1,20,3,4,85,1004,3483
1660657,1,1,4,1,19,3,4,85,1004,3483
1660657,1,1,5,1,15,3,4,85,1004,3483
1660657,1,1,6,2,14,3,4,85,1004,3483
1660657,1,1,7,1,12,3,4,85,1004,3483
1660657,1,1,8,2,10,3,4,85,1004,3483
1660657,1,1,9,2,1,3,4,85,1004,3483
1660657,2,1,1,1,50,3,4,85,1004,3483
1660657,2,1,2,2,50,3,4,85,1004,3483
1660657,2,1,3,2,24,3,4,85,1004,3483
1660657,2,1,4,2,5,3,4,85,1004,3483
1660657,3,1,1,1,46,3,4,85,1004,3483
1660657,3,1,2,2,39,3,4,85,1004,3483
1660657,3,1,3,2,22,3,4,85,1004,3483
1660657,3,1,4,2,16,3,4,85,1004,3483
1660657,3,1,5,1,14,3,4,85,1004,3483
1660657,3,1,6,1,1,3,4,85,1004,3483
1660657,4,1,1,1,43,3,4,85,1004,3483
1660657,4,1,2,2,39,3,4,85,1004,3483
1660657,4,1,3,1,23,3,4,85,1004,3483
1660657,4,1,4,2,21,3,4,85,1004,3483
1660657,4,1,5,2,18,3,4,85,1004,3483
1660657,4,1,6,2,12,3,4,85,1004,3483
1660657,4,1,7,2,10,3,4,85,1004,3483
1660657,5,1,1,1,37,3,4,85,1004,3483
1660657,5,1,2,2,25,3,4,85,1004,3483
1660657,5,1,3,2,9,3,4,85,1004,3483
1660657,5,1,4,1,7,3,4,85,1004,3483
1660657,6,1,1,1,26,3,4,85,1004,3483
1660657,6,1,2,2,25,3,4,85,1004,3483
1660657,6,1,3,2,11,3,4,85,1004,3483
1660657,6,1,4,1,8,3,4,85,1004,3483
1660657,6,1,5,1,6,3,4,85,1004,3483
1660657,6,1,6,1,3,3,4,85,1004,3483
1660657,7,1,2,2,42,3,4,85,1004,3483
1660657,7,1,3,2,24,3,4,85,1004,3483
1660657,7,1,4,1,15,3,4,85,1004,3483
1660657,7,1,5,2,14,3,4,85,1004,3483
1660657,7,1,6,2,5,3,4,85,1004,3483
1660657,8,1,1,2,37,3,4,85,1004,3483
1660657,8,1,2,1,17,3,4,85,1004,3483
1660657,8,1,3,1,12,3,4,85,1004,3483
1660657,8,1,4,1,7,3,4,85,1004,3483
1660657,9,1,1,1,18,3,4,85,1004,3483
1660657,9,1,2,2,21,3,4,85,1004,3483
1660657,9,1,3,2,1,3,4,85,1004,3483
1660657,10,1,1,2,38,3,4,85,1004,3483
1660657,10,1,2,1,11,3,4,85,1004,3483
1660657,10,1,3,1,9,3,4,85,1004,3483
1660657,10,1,4,2,8,3,4,85,1004,3483
1660657,11,1,1,2,41,3,4,85,1004,3483
1660657,11,1,2,1,17,3,4,85,1004,3483
1660657,11,1,3,1,11,3,4,85,1004,3483
1660657,12,1,1,2,33,3,4,85,1004,3483
1660657,12,1,2,2,10,3,4,85,1004,3483
1660657,12,1,3,1,8,3,4,85,1004,3483
1660657,12,1,4,1,5,3,4,85,1004,3483
1660657,13,1,1,1,56,3,4,85,1004,3483
1660657,13,1,2,2,52,3,4,85,1004,3483
1660657,14,1,1,1,44,3,4,85,1004,3483
1660657,14,1,2,2,38,3,4,85,1004,3483
1660657,14,1,3,2,14,3,4,85,1004,3483
1660657,14,1,4,1,10,3,4,85,1004,3483
1660657,14,1,5,2,9,3,4,85,1004,3483
1660657,14,1,6,1,4,3,4,85,1004,3483
1660657,14,1,7,1,80,3,4,85,1004,3483
1660657,14,1,8,2,79,3,4,85,1004,3483
1660657,15,1,1,1,26,3,4,85,1004,3483
1660657,15,1,2,2,24,3,4,85,1004,3483
1660657,15,1,3,1,6,3,4,85,1004,3483
1660657,15,1,4,1,3,3,4,85,1004,3483
1660657,16,1,1,1,67,3,4,85,1004,3483
1660657,17,1,2,2,40,3,4,85,1004,3483
1660657,17,1,3,1,8,3,4,85,1004,3483
1660657,17,1,4,1,6,3,4,85,1004,3483
1660657,17,1,5,1,4,3,4,85,1004,3483
1660657,17,1,6,2,1,3,4,85,1004,3483
1660657,18,1,1,2,25,3,4,85,1004,3483
1660657,18,1,2,1,7,3,4,85,1004,3483
1660657,18,1,3,2,5,3,4,85,1004,3483
1660657,18,1,4,1,3,3,4,85,1004,3483
1660657,19,1,1,2,36,3,4,85,1004,3483
1660657,19,1,2,2,17,3,4,85,1004,3483
1660657,19,1,3,1,14,3,4,85,1004,3483
1660657,19,1,4,2,11,3,4,85,1004,3483
1660657,19,1,5,1,5,3,4,85,1004,3483
1660657,19,1,6,1,0,3,4,85,1004,3483
1660657,19,2,1,1,19,3,4,85,1004,3483
1660657,19,2,2,2,15,3,4,85,1004,3483
1660657,19,2,3,2,0,3,4,85,1004,3483
1660657,20,1,1,1,34,3,4,85,1004,3483
1660657,20,1,2,2,35,3,4,85,1004,3483
1660657,20,1,3,1,6,3,4,85,1004,3483
1660657,20,1,4,1,4,3,4,85,1004,3483
1661237,1,1,1,1,86,3,4,86,1005,4802
1661237,1,1,2,2,72,3,4,86,1005,4802
1661237,2,1,1,1,67,3,4,86,1005,4802
1661237,2,1,2,2,60,3,4,86,1005,4802
1661237,2,1,3,2,34,3,4,86,1005,4802
1661237,3,1,1,2,28,3,4,86,1005,4802
1661237,3,1,2,1,7,3,4,86,1005,4802
1661237,3,1,3,1,5,3,4,86,1005,4802
1661237,4,1,1,1,65,3,4,86,1005,4802
1661237,4,1,2,2,55,3,4,86,1005,4802
1661237,5,1,1,1,38,3,4,86,1005,4802
1661237,5,1,2,2,45,3,4,86,1005,4802
1661237,5,1,3,2,7,3,4,86,1005,4802
1661237,5,1,4,1,5,3,4,86,1005,4802
1661237,5,1,5,1,3,3,4,86,1005,4802
1661237,6,1,1,1,56,3,4,86,1005,4802
1661237,6,1,2,2,56,3,4,86,1005,4802
1661237,6,1,3,2,35,3,4,86,1005,4802
1661237,6,1,4,1,21,3,4,86,1005,4802
1661237,6,1,5,1,11,3,4,86,1005,4802
1661237,7,1,1,1,89,3,4,86,1005,4802
1661237,7,1,2,2,66,3,4,86,1005,4802
1661237,7,1,3,2,43,3,4,86,1005,4802
1661237,8,1,1,2,41,3,4,86,1005,4802
1661237,8,1,2,2,15,3,4,86,1005,4802
1661237,9,1,1,1,47,3,4,86,1005,4802
1661237,9,1,2,2,38,3,4,86,1005,4802
1661237,9,1,3,1,11,3,4,86,1005,4802
1661237,10,1,1,1,41,3,4,86,1005,4802
1661237,10,1,2,2,40,3,4,86,1005,4802
1661237,10,1,3,1,20,3,4,86,1005,4802
1661237,10,1,4,2,19,3,4,86,1005,4802
1661237,10,1,5,2,10,3,4,86,1005,4802
1661237,11,1,1,1,38,3,4,86,1005,4802
1661237,11,1,2,2,40,3,4,86,1005,4802
1661237,11,1,3,1,8,3,4,86,1005,4802
1661237,11,1,4,1,2,3,4,86,1005,4802
1661237,12,1,1,2,42,3,4,86,1005,4802
1661237,12,1,2,1,16,3,4,86,1005,4802
1661237,13,1,1,1,48,3,4,86,1005,4802
1661237,13,1,2,2,46,3,4,86,1005,4802
1661237,13,1,3,1,11,3,4,86,1005,4802
1661237,14,1,1,1,56,3,4,86,1005,4802
1661237,14,1,2,2,49,3,4,86,1005,4802
1661237,14,1,3,1,18,3,4,86,1005,4802
1661237,14,1,4,1,27,3,4,86,1005,4802
1661237,14,1,5,2,80,3,4,86,1005,4802
1661237,15,1,1,1,35,3,4,86,1005,4802
1661237,15,1,2,2,36,3,4,86,1005,4802
1661237,15,1,3,2,15,3,4,86,1005,4802
1661237,15,1,4,2,7,3,4,86,1005,4802
1661237,16,1,1,1,71,3,4,86,1005,4802
1661237,16,1,2,1,43,3,4,86,1005,4802
1661237,16,1,3,2,49,3,4,86,1005,4802
1661237,16,1,4,2,67,3,4,86,1005,4802
1661237,17,1,1,1,52,3,4,86,1005,4802
1661237,17,1,2,2,49,3,4,86,1005,4802
1661237,17,1,3,2,22,3,4,86,1005,4802
1661237,17,2,1,2,31,3,4,86,1005,4802
1661237,17,2,2,2,7,3,4,86,1005,4802
1661237,18,1,1,1,35,3,4,86,1005,4802
1661237,18,1,2,2,34,3,4,86,1005,4802
1661237,18,1,3,1,12,3,4,86,1005,4802
1661237,18,1,4,1,11,3,4,86,1005,4802
1661237,18,1,5,2,9,3,4,86,1005,4802
1661237,20,1,1,1,26,3,4,86,1005,4802
1661237,20,1,2,2,27,3,4,86,1005,4802
1661237,20,1,3,2,34,3,4,86,1005,4802
1661301,1,1,1,1,32,3,4,85,1006,3651
1661301,1,1,2,2,28,3,4,85,1006,3651
1661301,1,1,3,2,2,3,4,85,1006,3651
1661301,1,1,4,2,0,3,4,85,1006,3651
1661301,2,1,1,1,25,3,4,85,1006,3651
1661301,2,1,2,2,28,3,4,85,1006,3651
1661301,2,1,3,1,0,3,4,85,1006,3651
1661301,2,1,4,1,5,3,4,85,1006,3651
1661301,2,1,5,2,2,3,4,85,1006,3651
1661301,3,1,1,1,57,3,4,85,1006,3651
1661301,3,1,2,2,24,3,4,85,1006,3651
1661301,3,1,3,2,10,3,4,85,1006,3651
1661301,3,1,4,2,8,3,4,85,1006,3651
1661301,3,1,5,2,4,3,4,85,1006,3651
1661301,3,1,6,1,2,3,4,85,1006,3651
1661301,3,1,7,1,0,3,4,85,1006,3651
1661301,4,1,1,1,32,3,4,85,1006,3651
1661301,4,1,2,2,31,3,4,85,1006,3651
1661301,4,1,3,1,2,3,4,85,1006,3651
1661301,4,1,4,2,0,3,4,85,1006,3651
1661301,4,1,5,1,0,3,4,85,1006,3651
1661301,5,1,1,1,62,3,4,85,1006,3651
1661301,5,1,2,2,58,3,4,85,1006,3651
1661301,6,1,1,1,77,3,4,85,1006,3651
1661301,6,1,2,2,78,3,4,85,1006,3651
1661301,7,1,1,2,58,3,4,85,1006,3651
1661301,7,1,2,2,12,3,4,85,1006,3651
1661301,7,1,3,1,2,3,4,85,1006,3651
1661301,8,1,2,2,30,3,4,85,1006,3651
1661301,8,1,3,2,5,3,4,85,1006,3651
1661301,9,1,1,2,36,3,4,85,1006,3651
1661301,9,1,2,1,16,3,4,85,1006,3651
1661301,9,1,3,2,5,3,4,85,1006,3651
1661301,9,1,4,1,3,3,4,85,1006,3651
1661301,10,1,1,2,27,3,4,85,1006,3651
1661301,10,1,2,2,3,3,4,85,1006,3651
1661301,11,1,1,1,35,3,4,85,1006,3651
1661301,11,1,2,2,32,3,4,85,1006,3651
1661301,11,1,3,2,14,3,4,85,1006,3651
1661301,11,1,4,2,10,3,4,85,1006,3651
1661301,12,1,1,2,51,3,4,85,1006,3651
1661301,12,1,2,2,15,3,4,85,1006,3651
1661301,12,1,3,2,9,3,4,85,1006,3651
1661301,13,1,1,1,46,3,4,85,1006,3651
1661301,13,1,2,2,46,3,4,85,1006,3651
1661301,14,1,1,1,52,3,4,85,1006,3651
1661301,14,1,2,2,53,3,4,85,1006,3651
1661301,14,1,3,1,25,3,4,85,1006,3651
1661301,14,1,4,2,22,3,4,85,1006,3651
1661301,14,1,5,1,19,3,4,85,1006,3651
1661301,14,1,6,1,15,3,4,85,1006,3651
1661301,14,1,7,1,0,3,4,85,1006,3651
1661301,15,1,1,2,48,3,4,85,1006,3651
1661301,15,1,2,1,25,3,4,85,1006,3651
1661301,15,1,3,1,19,3,4,85,1006,3651
1661301,15,1,4,1,15,3,4,85,1006,3651
1661301,15,1,5,1,8,3,4,85,1006,3651
1661301,15,1,6,2,20,3,4,85,1006,3651
1661301,16,1,1,1,20,3,4,85,1006,3651
1661301,16,1,2,2,72,3,4,85,1006,3651
1661301,16,1,3,2,97,3,4,85,1006,3651
1661301,16,1,4,2,58,3,4,85,1006,3651
1661301,16,1,5,1,44,3,4,85,1006,3651
1661301,17,1,1,2,77,3,4,85,1006,3651
1661301,18,1,1,2,85,3,4,85,1006,3651
1661301,18,1,2,2,45,3,4,85,1006,3651
1661301,18,1,3,1,45,3,4,85,1006,3651
1661301,18,1,4,2,2,3,4,85,1006,3651
1661301,19,1,1,1,28,3,4,85,1006,3651
1661301,19,1,2,2,27,3,4,85,1006,3651
1661301,19,1,3,1,8,3,4,85,1006,3651
1661301,19,1,4,1,5,3,4,85,1006,3651
1661301,19,1,5,1,0,3,4,85,1006,3651
1661301,20,1,1,2,53,3,4,85,1006,3651
1661301,20,1,2,2,18,3,4,85,1006,3651
1661301,20,1,3,2,11,3,4,85,1006,3651
1661301,20,1,4,2,9,3,4,85,1006,3651
1661301,20,1,5,2,7,3,4,85,1006,3651
1700056,1,1,1,1,45,5,1,93,1007,1239
1700056,1,1,2,2,43,5,1,93,1007,1239
1700056,1,1,3,1,28,5,1,93,1007,1239
1700056,2,1,1,1,25,5,1,93,1007,1239
1700056,2,1,2,2,23,5,1,93,1007,1239
1700056,2,1,3,1,3,5,1,93,1007,1239
1700056,2,1,4,1,5,5,1,93,1007,1239
1700056,3,1,1,1,77,5,1,93,1007,1239
1700056,4,1,1,1,20,5,1,93,1007,1239
1700056,5,1,1,1,43,5,1,93,1007,1239
1700056,5,1,2,2,43,5,1,93,1007,1239
1700056,5,1,3,2,24,5,1,93,1007,1239
1700056,5,1,4,2,22,5,1,93,1007,1239
1700056,5,1,5,2,11,5,1,93,1007,1239
1700096,1,1,1,1,76,5,1,93,1008,1712
1700096,1,1,2,2,75,5,1,93,1008,1712
1700096,2,1,1,1,75,5,1,93,1008,1712
1700096,2,1,2,2,73,5,1,93,1008,1712
1700096,4,1,1,2,60,5,1,93,1008,1712
1700096,4,1,2,1,57,5,1,93,1008,1712
1700096,4,1,3,2,31,5,1,93,1008,1712
1700096,4,1,4,1,4,5,1,93,1008,1712
1700096,5,1,1,1,26,5,1,93,1008,1712
1700096,5,1,2,2,24,5,1,93,1008,1712
1700096,5,1,3,1,6,5,1,93,1008,1712
1700107,1,1,1,1,38,5,1,93,1009,1700
1700107,1,1,2,2,34,5,1,93,1009,1700
1700107,1,1,3,2,15,5,1,93,1009,1700
1700107,1,1,4,2,10,5,1,93,1009,1700
1700107,1,1,5,2,7,5,1,93,1009,1700
1700107,2,1,1,2,22,5,1,93,1009,1700
1700107,2,1,2,1,26,5,1,93,1009,1700
1700107,2,1,3,1,5,5,1,93,1009,1700
1700107,3,1,1,2,40,5,1,93,1009,1700
1700107,3,1,2,1,50,5,1,93,1009,1700
1700107,4,1,1,1,61,5,1,93,1009,1700
1700107,4,1,2,2,58,5,1,93,1009,1700
1700107,4,1,3,2,27,5,1,93,1009,1700
1700107,4,1,4,1,10,5,1,93,1009,1700
1700107,4,1,5,2,8,5,1,93,1009,1700
1700107,4,1,6,1,6,5,1,93,1009,1700
1700107,4,2,1,1,36,5,1,93,1009,1700
1700107,4,2,2,2,30,5,1,93,1009,1700
1700107,5,1,1,1,64,5,1,93,1009,1700
1700107,5,1,2,2,64,5,1,93,1009,1700
1700107,5,1,3,1,40,5,1,93,1009,1700
1700107,5,1,4,2,37,5,1,93,1009,1700
1700107,5,1,5,1,18,5,1,93,1009,1700
1700107,5,1,6,2,31,5,1,93,1009,1700
1700107,5,1,7,1,12,5,1,93,1009,1700
1700107,5,1,8,1,10,5,1,93,1009,1700
1700109,2,1,1,1,36,5,1,93,1010,1473
1700109,2,1,2,2,30,5,1,93,1010,1473
1700109,2,1,3,2,18,5,1,93,1010,1473
1700109,2,1,4,2,11,5,1,93,1010,1473
1700109,3,1,1,2,49,5,1,93,1010,1473
1700109,3,1,2,1,51,5,1,93,1010,1473
1700109,3,1,3,2,29,5,1,93,1010,1473
1700109,3,1,4,2,24,5,1,93,1010,1473
1700109,3,1,5,2,20,5,1,93,1010,1473
1700109,3,1,6,1,14,5,1,93,1010,1473
1700109,3,1,7,1,12,5,1,93,1010,1473
1700109,3,1,8,2,0,5,1,93,1010,1473
1700109,4,1,1,1,51,5,1,93,1010,1473
1700109,4,1,2,2,50,5,1,93,1010,1473
1700109,5,1,1,1,36,5,1,93,1010,1473
1700109,5,1,2,2,35,5,1,93,1010,1473
1700109,5,1,3,1,18,5,1,93,1010,1473
1700109,5,1,4,1,12,5,1,93,1010,1473
1700235,1,1,1,2,77,5,1,94,1011,827
1700235,2,1,1,2,78,5,1,94,1011,827
1700235,2,1,2,2,48,5,1,94,1011,827
1700235,3,1,1,1,74,5,1,94,1011,827
1700235,3,1,2,2,74,5,1,94,1011,827
1700235,4,1,1,2,52,5,1,94,1011,827
1700235,4,1,2,2,26,5,1,94,1011,827
1700235,4,1,3,2,2,5,1,94,1011,827
1700235,5,1,1,1,75,5,1,94,1011,827
1700235,5,1,2,2,70,5,1,94,1011,827
1700235,5,1,3,1,39,5,1,94,1011,827
1700235,5,1,4,2,38,5,1,94,1011,827
1700235,5,1,5,2,15,5,1,94,1011,827
1700236,1,1,1,2,57,5,1,93,1012,1001
1700236,1,1,2,1,60,5,1,93,1012,1001
1700236,3,1,1,2,49,5,1,93,1012,1001
1700236,3,1,2,1,50,5,1,93,1012,1001
1700236,3,1,3,1,24,5,1,93,1012,1001
1700236,3,1,4,2,22,5,1,93,1012,1001
1700236,5,1,1,2,42,5,1,93,1012,1001
1700236,5,1,2,1,12,5,1,93,1012,1001
1700236,5,1,3,1,6,5,1,93,1012,1001
1700323,1,1,1,1,52,5,1,94,1013,1061
1700323,1,1,2,2,26,5,1,94,1013,1061
1700323,1,1,3,1,8,5,1,94,1013,1061
1700323,1,1,4,1,5,5,1,94,1013,1061
1700323,1,1,5,1,2,5,1,94,1013,1061
1700323,3,1,1,1,62,5,1,94,1013,1061
1700323,3,1,2,2,63,5,1,94,1013,1061
1700323,3,1,3,2,30,5,1,94,1013,1061
1700323,3,1,4,1,12,5,1,94,1013,1061
1700323,4,1,1,2,57,5,1,94,1013,1061
1700323,4,1,2,1,28,5,1,94,1013,1061
1700323,4,1,3,1,25,5,1,94,1013,1061
1700323,4,1,4,2,25,5,1,94,1013,1061
1700323,4,1,5,1,6,5,1,94,1013,1061
1700323,5,1,1,2,50,5,1,94,1013,1061
1700323,5,1,2,2,31,5,1,94,1013,1061
1700323,5,1,3,1,28,5,1,94,1013,1061
1700323,5,1,4,2,5,5,1,94,1013,1061
1700323,5,1,5,1,2,5,1,94,1013,1061
1700365,1,1,1,1,41,5,1,93,1014,1259
1700365,1,1,2,2,42,5,1,93,1014,1259
1700365,1,1,3,2,23,5,1,93,1014,1259
1700365,1,1,4,1,10,5,1,93,1014,1259
1700365,1,1,5,1,6,5,1,93,1014,1259
1700365,2,1,1,1,33,5,1,93,1014,1259
1700365,2,1,2,2,21,5,1,93,1014,1259
1700365,2,1,3,1,4,5,1,93,1014,1259
1700365,3,1,1,1,81,5,1,93,1014,1259
1700365,3,1,2,2,74,5,1,93,1014,1259
1700365,3,1,3,1,61,5,1,93,1014,1259
1700365,3,1,4,2,50,5,1,93,1014,1259
1700365,3,1,5,1,25,5,1,93,1014,1259
1700365,3,1,6,1,21,5,1,93,1014,1259
1700365,3,1,7,2,21,5,1,93,1014,1259
1700365,3,1,8,2,28,5,1,93,1014,1259
1700365,3,1,9,2,16,5,1,93,1014,1259
1700365,4,1,1,1,35,5,1,93,1014,1259
1700365,5,1,1,1,35,5,1,93,1014,1259
1700365,5,1,2,2,27,5,1,93,1014,1259
1700365,5,1,3,1,7,5,1,93,1014,1259
1700365,5,1,4,1,5,5,1,93,1014,1259
1700584,1,1,1,1,33,5,1,93,1015,1085
1700584,1,1,2,2,29,5,1,93,1015,1085
1700584,1,1,3,2,7,5,1,93,1015,1085
1700584,1,1,4,1,2,5,1,93,1015,1085
1700584,2,1,1,2,58,5,1,93,1015,1085
1700584,3,1,1,2,82,5,1,93,1015,1085
1700584,3,1,2,1,22,5,1,93,1015,1085
1700584,4,1,1,1,32,5,1,93,1015,1085
1700584,4,1,2,2,32,5,1,93,1015,1085
1700584,4,1,3,2,13,5,1,93,1015,1085
1700584,5,1,1,2,36,5,1,93,1015,1085
1700584,5,1,2,2,11,5,1,93,1015,1085
1700584,5,1,3,1,1,5,1,93,1015,1085
1700611,1,1,1,1,70,5,1,95,1016,1601
1700611,1,1,2,2,68,5,1,95,1016,1601
1700611,3,1,1,1,44,5,1,95,1016,1601
1700611,3,1,2,2,42,5,1,95,1016,1601
1700611,3,1,3,2,23,5,1,95,1016,1601
1700611,3,1,4,1,18,5,1,95,1016,1601
1700611,4,1,4,2,39,5,1,95,1016,1601
1700649,1,1,1,2,58,5,1,94,1017,1065
1700649,1,1,2,2,23,5,1,94,1017,1065
1700649,2,1,1,1,70,5,1,94,1017,1065
1700649,2,1,2,2,37,5,1,94,1017,1065
1700649,2,1,3,1,33,5,1,94,1017,1065
1700649,2,1,4,2,40,5,1,94,1017,1065
1700649,2,1,5,2,40,5,1,94,1017,1065
1700649,2,1,6,2,45,5,1,94,1017,1065
1700649,2,1,7,2,50,5,1,94,1017,1065
1700649,2,1,8,2,18,5,1,94,1017,1065
1700649,4,1,1,1,90,5,1,94,1017,1065
1700649,4,1,2,2,83,5,1,94,1017,1065
1700649,4,1,3,1,56,5,1,94,1017,1065
1700649,5,1,1,1,30,5,1,94,1017,1065
1700649,5,1,2,2,29,5,1,94,1017,1065
1700649,5,1,3,1,4,5,1,94,1017,1065
1700649,5,1,4,2,1,5,1,94,1017,1065
1700649,5,1,5,1,0,5,1,94,1017,1065
1700676,1,1,1,1,65,5,1,93,1018,1227
1700676,1,1,2,2,62,5,1,93,1018,1227
1700676,1,1,3,2,24,5,1,93,1018,1227
1700676,1,1,4,1,34,5,1,93,1018,1227
1700676,2,1,1,1,63,5,1,93,1018,1227
1700676,2,1,2,2,61,5,1,93,1018,1227
1700676,2,1,3,2,21,5,1,93,1018,1227
1700676,4,1,1,1,51,5,1,93,1018,1227
1700676,4,1,2,2,55,5,1,93,1018,1227
1700676,4,1,3,1,58,5,1,93,1018,1227
1700676,4,1,4,1,22,5,1,93,1018,1227
1700676,4,1,5,1,37,5,1,93,1018,1227
1700676,4,1,6,2,29,5,1,93,1018,1227
1700676,4,1,7,2,1,5,1,93,1018,1227
1700676,5,1,1,1,50,5,1,93,1018,1227
1700676,5,1,2,2,48,5,1,93,1018,1227
1700676,5,1,3,2,26,5,1,93,1018,1227
1700676,5,1,4,2,26,5,1,93,1018,1227
1700680,2,1,1,1,43,5,1,94,1019,1188
1700680,2,1,2,2,16,5,1,94,1019,1188
1700680,3,1,1,2,27,5,1,94,1019,1188
1700680,3,1,2,2,28,5,1,94,1019,1188
1700680,4,1,1,1,62,5,1,94,1019,1188
1700680,4,1,2,2,49,5,1,94,1019,1188
1700680,5,1,1,1,26,5,1,94,1019,1188
1700680,5,1,2,2,24,5,1,94,1019,1188
1700715,1,1,2,2,29,5,1,93,1020,1405
1700715,1,1,3,1,30,5,1,93,1020,1405
1700715,1,1,4,1,4,5,1,93,1020,1405
1700715,1,1,5,2,8,5,1,93,1020,1405
1700715,2,1,1,1,47,5,1,93,1020,1405
1700715,2,1,2,2,39,5,1,93,1020,1405
1700715,2,1,3,1,10,5,1,93,1020,1405
1700715,2,1,4,1,3,5,1,93,1020,1405
1700715,3,1,1,1,41,5,1,93,1020,1405
1700715,4,1,1,1,49,5,1,93,1020,1405
1700715,4,1,2,2,45,5,1,93,1020,1405
1700715,4,1,3,2,6,5,1,93,1020,1405
1700715,5,1,1,2,56,5,1,93,1020,1405
1700715,5,1,2,2,31,5,1,93,1020,1405
1700715,5,1,3,2,12,5,1,93,1020,1405
1700715,5,1,4,2,7,5,1,93,1020,1405
1700737,1,1,1,1,57,5,1,93,1021,1868
1700737,1,1,2,2,53,5,1,93,1021,1868
1700737,1,1,3,1,33,5,1,93,1021,1868
1700737,1,1,5,2,32,5,1,93,1021,1868
1700737,1,1,6,1,6,5,1,93,1021,1868
1700737,2,1,1,1,34,5,1,93,1021,1868
1700737,2,1,2,2,24,5,1,93,1021,1868
1700737,2,1,3,1,8,5,1,93,1021,1868
1700737,2,1,4,2,3,5,1,93,1021,1868
1700737,3,1,1,1,39,5,1,93,1021,1868
1700737,3,1,2,2,37,5,1,93,1021,1868
1700737,3,1,3,2,9,5,1,93,1021,1868
1700737,4,1,1,1,22,5,1,93,1021,1868
