UPM,VIV_SEL,HOGAR,N_REN,SEXO,EDAD,REGION,TLOC,EST_DIS,UPM_DIS,FAC_HOG
503740,3,1,1,2,69,2,1,27,285,1309
503740,5,1,1,1,58,2,1,27,285,1309
503740,5,1,2,2,58,2,1,27,285,1309
503740,5,1,3,1,26,2,1,27,285,1309
503797,1,1,1,1,42,2,1,26,286,1613
503797,1,1,2,1,21,2,1,26,286,1613
503797,1,1,3,1,11,2,1,26,286,1613
503797,1,1,4,2,8,2,1,26,286,1613
503797,1,1,5,2,41,2,1,26,286,1613
503797,2,1,1,1,48,2,1,26,286,1613
503797,2,1,2,2,9,2,1,26,286,1613
503797,2,1,3,2,62,2,1,26,286,1613
503797,3,1,1,2,45,2,1,26,286,1613
503797,3,1,2,2,26,2,1,26,286,1613
503797,3,1,3,1,23,2,1,26,286,1613
503797,3,1,4,1,25,2,1,26,286,1613
503797,3,1,5,2,4,2,1,26,286,1613
503797,3,1,6,1,5,2,1,26,286,1613
503797,3,1,7,1,9,2,1,26,286,1613
503797,3,1,8,1,13,2,1,26,286,1613
503797,4,1,1,2,20,2,1,26,286,1613
503797,4,1,2,2,4,2,1,26,286,1613
503797,4,1,3,1,1,2,1,26,286,1613
503797,4,1,4,2,0,2,1,26,286,1613
503797,5,1,1,1,30,2,1,26,286,1613
503797,5,1,2,2,27,2,1,26,286,1613
503797,5,1,3,2,45,2,1,26,286,1613
503797,5,1,4,2,16,2,1,26,286,1613
503797,5,1,5,1,10,2,1,26,286,1613
503797,5,1,6,2,4,2,1,26,286,1613
503797,5,1,7,1,2,2,1,26,286,1613
503931,2,1,1,1,44,2,1,27,287,1312
503931,2,1,2,2,48,2,1,27,287,1312
503931,3,1,1,1,35,2,1,27,287,1312
503931,3,1,2,2,37,2,1,27,287,1312
503931,3,1,3,1,8,2,1,27,287,1312
503931,3,1,4,2,4,2,1,27,287,1312
503931,3,1,5,1,1,2,1,27,287,1312
503931,4,1,1,1,53,2,1,27,287,1312
503931,4,1,2,2,50,2,1,27,287,1312
503940,1,1,1,1,73,2,1,27,288,1288
503940,2,1,1,1,59,2,1,27,288,1288
503940,2,1,2,2,58,2,1,27,288,1288
503940,4,1,1,1,55,2,1,27,288,1288
503940,4,1,2,2,52,2,1,27,288,1288
503940,4,1,3,2,36,2,1,27,288,1288
503940,4,1,4,2,28,2,1,27,288,1288
503940,5,1,1,1,25,2,1,27,288,1288
503940,5,1,2,2,28,2,1,27,288,1288
503942,1,1,1,1,41,2,1,27,289,1213
503942,1,1,2,2,40,2,1,27,289,1213
503942,1,1,3,1,2,2,1,27,289,1213
503942,3,1,1,2,65,2,1,27,289,1213
503942,4,1,1,2,47,2,1,27,289,1213
503942,5,1,1,1,45,2,1,27,289,1213
503942,5,1,2,1,25,2,1,27,289,1213
503942,5,1,3,1,23,2,1,27,289,1213
504033,3,1,1,1,62,2,1,27,290,982
504033,4,1,1,1,31,2,1,27,290,982
504057,1,1,1,1,67,2,1,26,291,1527
504057,1,1,2,2,63,2,1,26,291,1527
504057,1,1,3,2,57,2,1,26,291,1527
504057,1,1,4,1,61,2,1,26,291,1527
504057,1,1,5,2,37,2,1,26,291,1527
504057,1,1,6,1,20,2,1,26,291,1527
504057,1,1,7,1,16,2,1,26,291,1527
504057,1,1,8,2,15,2,1,26,291,1527
504057,1,1,9,2,12,2,1,26,291,1527
504057,1,1,10,1,8,2,1,26,291,1527
504057,2,1,1,1,26,2,1,26,291,1527
504057,2,1,2,2,60,2,1,26,291,1527
504057,2,1,3,2,22,2,1,26,291,1527
504057,2,1,4,1,7,2,1,26,291,1527
504057,2,1,5,1,3,2,1,26,291,1527
504057,2,1,6,1,6,2,1,26,291,1527
504057,3,1,1,2,77,2,1,26,291,1527
504057,4,1,1,2,67,2,1,26,291,1527
504057,4,1,2,2,30,2,1,26,291,1527
504057,4,1,3,1,14,2,1,26,291,1527
504057,4,1,4,1,12,2,1,26,291,1527
504057,5,1,1,1,41,2,1,26,291,1527
504057,5,1,2,1,16,2,1,26,291,1527
504057,5,1,3,2,38,2,1,26,291,1527
504057,5,1,4,1,16,2,1,26,291,1527
504121,1,1,1,2,58,2,1,27,292,1297
504121,2,1,1,1,34,2,1,27,292,1297
504121,2,1,2,2,32,2,1,27,292,1297
504121,2,1,3,2,6,2,1,27,292,1297
504121,3,1,1,1,60,2,1,27,292,1297
504121,5,1,1,2,62,2,1,27,292,1297
504121,5,1,2,1,33,2,1,27,292,1297
504121,5,1,3,1,30,2,1,27,292,1297
504391,1,1,1,1,73,2,1,28,293,1565
504391,1,1,2,2,70,2,1,28,293,1565
504391,1,1,3,1,45,2,1,28,293,1565
504391,1,1,4,2,44,2,1,28,293,1565
504391,1,1,5,2,17,2,1,28,293,1565
504391,2,1,1,1,52,2,1,28,293,1565
504391,2,1,2,2,48,2,1,28,293,1565
504391,2,1,3,2,16,2,1,28,293,1565
504391,4,1,1,1,37,2,1,28,293,1565
504391,4,1,2,2,38,2,1,28,293,1565
504391,4,1,3,1,17,2,1,28,293,1565
504391,4,1,4,1,12,2,1,28,293,1565
504391,4,1,5,2,7,2,1,28,293,1565
504391,5,1,1,1,32,2,1,28,293,1565
504426,1,1,1,1,40,2,1,27,294,1219
504426,1,1,2,2,38,2,1,27,294,1219
504426,1,1,3,1,10,2,1,27,294,1219
504426,1,1,4,2,8,2,1,27,294,1219
504426,2,1,1,2,62,2,1,27,294,1219
504426,3,1,1,2,24,2,1,27,294,1219
504426,3,1,2,2,73,2,1,27,294,1219
504426,4,1,1,2,80,2,1,27,294,1219
504426,4,1,2,2,40,2,1,27,294,1219
504426,4,1,3,2,7,2,1,27,294,1219
504431,1,1,1,2,32,2,1,27,295,1327
504431,1,1,2,2,7,2,1,27,295,1327
504431,2,1,1,2,77,2,1,27,295,1327
504431,3,1,1,2,43,2,1,27,295,1327
504431,3,1,2,1,13,2,1,27,295,1327
504431,3,1,3,2,9,2,1,27,295,1327
504431,3,1,4,1,15,2,1,27,295,1327
504431,4,1,1,1,57,2,1,27,295,1327
504431,4,1,2,2,57,2,1,27,295,1327
504431,4,1,3,1,32,2,1,27,295,1327
504439,1,1,1,1,50,2,1,26,296,1568
504439,1,1,2,2,46,2,1,26,296,1568
504439,1,1,3,2,76,2,1,26,296,1568
504439,1,1,4,1,22,2,1,26,296,1568
504439,1,1,5,1,31,2,1,26,296,1568
504439,1,1,6,2,27,2,1,26,296,1568
504439,1,1,7,2,17,2,1,26,296,1568
504439,1,1,8,2,12,2,1,26,296,1568
504439,1,1,9,2,11,2,1,26,296,1568
504439,1,1,10,2,9,2,1,26,296,1568
504439,1,1,11,1,5,2,1,26,296,1568
504439,1,1,12,1,2,2,1,26,296,1568
504439,2,1,1,1,62,2,1,26,296,1568
504439,2,1,2,2,60,2,1,26,296,1568
504439,2,1,3,2,27,2,1,26,296,1568
504439,3,1,1,2,85,2,1,26,296,1568
504439,3,1,2,1,58,2,1,26,296,1568
504439,3,2,1,1,49,2,1,26,296,1568
504439,3,2,2,2,50,2,1,26,296,1568
504439,3,2,3,2,27,2,1,26,296,1568
504439,4,1,1,2,73,2,1,26,296,1568
504439,4,1,2,1,45,2,1,26,296,1568
504439,4,1,3,2,18,2,1,26,296,1568
504439,4,1,4,2,43,2,1,26,296,1568
504439,5,1,1,1,33,2,1,26,296,1568
504439,5,1,2,2,34,2,1,26,296,1568
504439,5,1,3,1,14,2,1,26,296,1568
504439,5,1,4,2,8,2,1,26,296,1568
504439,5,1,5,1,10,2,1,26,296,1568
504439,5,1,6,1,1,2,1,26,296,1568
504468,1,1,1,1,34,2,1,27,297,1221
504468,1,1,2,2,31,2,1,27,297,1221
504468,1,1,3,1,25,2,1,27,297,1221
504468,2,1,1,1,82,2,1,27,297,1221
504468,2,1,2,2,75,2,1,27,297,1221
504468,3,1,1,2,67,2,1,27,297,1221
504468,3,1,2,2,43,2,1,27,297,1221
504468,3,1,3,1,5,2,1,27,297,1221
504468,3,1,4,1,35,2,1,27,297,1221
504468,4,1,1,2,80,2,1,27,297,1221
504468,5,1,1,1,63,2,1,27,297,1221
504468,5,1,2,2,61,2,1,27,297,1221
504520,2,1,1,1,48,2,1,26,298,1453
504520,2,1,2,2,38,2,1,26,298,1453
504520,2,1,3,2,25,2,1,26,298,1453
504520,2,1,4,1,27,2,1,26,298,1453
504520,2,1,5,1,22,2,1,26,298,1453
504520,2,1,6,1,34,2,1,26,298,1453
504520,3,1,1,2,59,2,1,26,298,1453
504520,3,1,2,1,19,2,1,26,298,1453
504520,4,1,1,1,56,2,1,26,298,1453
504520,4,1,2,2,56,2,1,26,298,1453
504520,4,1,3,1,20,2,1,26,298,1453
504520,4,1,4,2,26,2,1,26,298,1453
504520,5,1,1,1,62,2,1,26,298,1453
504548,1,1,1,2,51,2,1,26,299,1488
504548,1,1,2,2,25,2,1,26,299,1488
504548,1,1,3,2,5,2,1,26,299,1488
504548,1,1,4,2,3,2,1,26,299,1488
504548,3,1,1,1,53,2,1,26,299,1488
504548,4,1,1,1,46,2,1,26,299,1488
504548,4,1,2,2,65,2,1,26,299,1488
504548,4,1,3,2,46,2,1,26,299,1488
504548,4,1,4,1,25,2,1,26,299,1488
504548,4,1,5,2,12,2,1,26,299,1488
504548,5,1,1,2,58,2,1,26,299,1488
504548,5,1,2,2,33,2,1,26,299,1488
504594,1,1,1,2,38,2,1,26,300,1302
504594,1,1,2,1,44,2,1,26,300,1302
504594,1,1,3,1,16,2,1,26,300,1302
504594,1,1,4,2,10,2,1,26,300,1302
504594,1,1,5,2,6,2,1,26,300,1302
504594,1,1,6,2,16,2,1,26,300,1302
504594,1,1,7,2,1,2,1,26,300,1302
504594,2,1,1,1,52,2,1,26,300,1302
504594,2,1,2,1,98,2,1,26,300,1302
504594,3,1,1,2,23,2,1,26,300,1302
504594,3,1,2,2,56,2,1,26,300,1302
504594,3,1,3,1,57,2,1,26,300,1302
504594,4,1,1,2,29,2,1,26,300,1302
504594,4,1,2,1,11,2,1,26,300,1302
504594,4,1,3,1,7,2,1,26,300,1302
504594,4,1,4,1,6,2,1,26,300,1302
504594,4,1,5,2,29,2,1,26,300,1302
504594,5,1,1,1,58,2,1,26,300,1302
504594,5,1,2,2,53,2,1,26,300,1302
504657,1,1,1,1,17,2,1,27,301,1174
504657,1,1,2,2,22,2,1,27,301,1174
504657,1,1,3,2,2,2,1,27,301,1174
504657,1,1,4,2,40,2,1,27,301,1174
504657,2,1,1,2,55,2,1,27,301,1174
504657,3,1,1,1,48,2,1,27,301,1174
504657,3,1,2,2,11,2,1,27,301,1174
504657,3,1,3,2,54,2,1,27,301,1174
504657,4,1,1,1,56,2,1,27,301,1174
504657,4,1,2,2,53,2,1,27,301,1174
504657,4,1,3,2,88,2,1,27,301,1174
504657,4,1,4,1,19,2,1,27,301,1174
504657,5,1,1,1,57,2,1,27,301,1174
504657,5,1,2,2,56,2,1,27,301,1174
504657,5,1,3,2,34,2,1,27,301,1174
504744,1,1,1,1,54,2,1,27,302,1234
504744,1,1,2,2,53,2,1,27,302,1234
504744,1,1,3,2,33,2,1,27,302,1234
504744,1,1,4,2,26,2,1,27,302,1234
504744,2,1,1,1,33,2,1,27,302,1234
504744,2,1,2,2,29,2,1,27,302,1234
504744,2,1,3,1,4,2,1,27,302,1234
504744,2,1,4,1,3,2,1,27,302,1234
504744,4,1,1,1,62,2,1,27,302,1234
504744,4,1,2,2,47,2,1,27,302,1234
504744,4,1,3,2,16,2,1,27,302,1234
504744,4,1,4,1,23,2,1,27,302,1234
504744,5,1,1,1,50,2,1,27,302,1234
504744,5,1,2,2,46,2,1,27,302,1234
504744,5,1,3,1,28,2,1,27,302,1234
504744,5,1,4,2,22,2,1,27,302,1234
504792,1,1,1,1,38,2,1,27,303,1306
504792,1,1,2,2,11,2,1,27,303,1306
504792,1,1,3,2,8,2,1,27,303,1306
504792,2,1,1,1,19,2,1,27,303,1306
504792,2,1,2,1,18,2,1,27,303,1306
504792,2,1,3,2,15,2,1,27,303,1306
504792,2,1,4,2,50,2,1,27,303,1306
504792,2,1,5,2,49,2,1,27,303,1306
504792,3,1,1,1,10,2,1,27,303,1306
504792,3,1,2,1,11,2,1,27,303,1306
504792,3,1,3,1,13,2,1,27,303,1306
504792,3,1,4,1,4,2,1,27,303,1306
504792,3,1,5,2,31,2,1,27,303,1306
504792,3,1,6,1,39,2,1,27,303,1306
504792,4,1,1,2,52,2,1,27,303,1306
504792,4,1,2,2,25,2,1,27,303,1306
504792,4,1,3,1,27,2,1,27,303,1306
504792,5,1,1,1,39,2,1,27,303,1306
504792,5,1,2,2,16,2,1,27,303,1306
504792,5,1,3,2,8,2,1,27,303,1306
504792,5,1,4,2,40,2,1,27,303,1306
505000,1,1,1,1,68,2,1,28,304,1329
505000,1,1,2,2,63,2,1,28,304,1329
505000,2,1,1,1,13,2,1,28,304,1329
505000,2,1,2,2,37,2,1,28,304,1329
505000,2,1,3,1,38,2,1,28,304,1329
505000,2,1,4,2,16,2,1,28,304,1329
505000,3,1,1,1,37,2,1,28,304,1329
505000,3,1,2,2,26,2,1,28,304,1329
505000,4,1,1,1,26,2,1,28,304,1329
505000,4,1,2,1,60,2,1,28,304,1329
505000,4,1,3,2,58,2,1,28,304,1329
505000,5,1,1,1,45,2,1,28,304,1329
505000,5,1,2,2,43,2,1,28,304,1329
505000,5,1,3,2,22,2,1,28,304,1329
505000,5,1,4,2,16,2,1,28,304,1329
505000,5,1,5,2,15,2,1,28,304,1329
505000,5,1,6,2,4,2,1,28,304,1329
505003,1,1,1,1,31,2,1,28,305,1597
505003,1,1,2,2,47,2,1,28,305,1597
505003,1,1,3,1,20,2,1,28,305,1597
505003,1,1,4,1,17,2,1,28,305,1597
505003,2,1,1,2,44,2,1,28,305,1597
505003,2,1,2,1,21,2,1,28,305,1597
505003,3,1,1,1,37,2,1,28,305,1597
505003,3,1,2,2,39,2,1,28,305,1597
505003,3,1,3,1,14,2,1,28,305,1597
505003,3,1,4,2,11,2,1,28,305,1597
505003,4,1,1,1,47,2,1,28,305,1597
505003,4,1,2,2,43,2,1,28,305,1597
505003,4,1,3,2,17,2,1,28,305,1597
505003,4,1,4,2,13,2,1,28,305,1597
505003,5,1,1,1,67,2,1,28,305,1597
505003,5,1,2,1,30,2,1,28,305,1597
505092,1,1,1,1,42,2,1,28,306,1365
505092,1,1,2,2,41,2,1,28,306,1365
505092,1,1,3,2,13,2,1,28,306,1365
505092,1,1,4,2,10,2,1,28,306,1365
505092,1,1,5,2,7,2,1,28,306,1365
505092,2,1,1,1,36,2,1,28,306,1365
505092,2,1,2,2,37,2,1,28,306,1365
505092,2,1,3,1,17,2,1,28,306,1365
505092,2,1,4,2,6,2,1,28,306,1365
505092,3,1,1,1,42,2,1,28,306,1365
505092,3,1,2,2,42,2,1,28,306,1365
505092,3,1,3,1,19,2,1,28,306,1365
505092,4,1,1,1,38,2,1,28,306,1365
505092,4,1,2,2,35,2,1,28,306,1365
505092,4,1,3,2,9,2,1,28,306,1365
505092,4,1,4,2,0,2,1,28,306,1365
505092,5,1,1,1,27,2,1,28,306,1365
505092,5,1,2,2,27,2,1,28,306,1365
505092,5,1,3,1,5,2,1,28,306,1365
505092,5,1,4,2,4,2,1,28,306,1365
505138,1,1,1,1,49,2,1,26,307,1515
505138,1,1,2,2,48,2,1,26,307,1515
505138,1,1,3,2,8,2,1,26,307,1515
505138,3,1,1,1,53,2,1,26,307,1515
505138,4,1,1,1,23,2,1,26,307,1515
505138,4,1,2,2,21,2,1,26,307,1515
505138,4,1,3,1,0,2,1,26,307,1515
505138,5,1,1,2,46,2,1,26,307,1515
505138,5,1,2,2,19,2,1,26,307,1515
505138,5,1,3,1,13,2,1,26,307,1515
505138,5,1,4,1,30,2,1,26,307,1515
505138,5,1,5,2,0,2,1,26,307,1515
505165,1,1,1,1,34,2,1,26,308,2178
505165,1,1,2,2,28,2,1,26,308,2178
505165,1,1,3,2,11,2,1,26,308,2178
505165,1,1,4,1,4,2,1,26,308,2178
505165,2,1,1,1,88,2,1,26,308,2178
505165,3,1,1,1,24,2,1,26,308,2178
505165,3,1,2,2,25,2,1,26,308,2178
505165,3,1,3,2,4,2,1,26,308,2178
505165,3,1,4,1,1,2,1,26,308,2178
505165,4,1,1,1,71,2,1,26,308,2178
505165,4,1,2,2,65,2,1,26,308,2178
505165,5,1,1,1,68,2,1,26,308,2178
505165,5,1,2,2,70,2,1,26,308,2178
505165,5,1,3,2,42,2,1,26,308,2178
505165,5,1,4,1,27,2,1,26,308,2178
505165,5,1,5,2,9,2,1,26,308,2178
505170,1,1,1,1,30,2,1,26,309,1813
505170,1,1,2,2,28,2,1,26,309,1813
505170,1,1,3,2,8,2,1,26,309,1813
505170,1,1,4,1,6,2,1,26,309,1813
505170,1,1,5,1,5,2,1,26,309,1813
505170,2,1,1,1,32,2,1,26,309,1813
505170,2,1,2,2,35,2,1,26,309,1813
505170,3,1,1,1,33,2,1,26,309,1813
505170,3,1,2,2,26,2,1,26,309,1813
505170,3,1,3,1,8,2,1,26,309,1813
505170,3,1,4,2,4,2,1,26,309,1813
505170,3,1,5,1,0,2,1,26,309,1813
505170,4,1,1,1,35,2,1,26,309,1813
505170,4,1,2,2,33,2,1,26,309,1813
505170,4,1,3,1,10,2,1,26,309,1813
505170,4,1,4,2,2,2,1,26,309,1813
505170,5,1,1,1,38,2,1,26,309,1813
505170,5,1,2,2,35,2,1,26,309,1813
505170,5,1,3,1,19,2,1,26,309,1813
505170,5,1,4,1,4,2,1,26,309,1813
505176,1,1,1,2,32,2,1,26,310,1486
505176,1,1,2,1,33,2,1,26,310,1486
505176,1,1,3,2,14,2,1,26,310,1486
505176,1,1,4,1,8,2,1,26,310,1486
505176,2,1,1,1,23,2,1,26,310,1486
505176,2,1,2,1,25,2,1,26,310,1486
505176,2,1,3,2,25,2,1,26,310,1486
505176,2,1,4,2,2,2,1,26,310,1486
505176,2,1,5,2,0,2,1,26,310,1486
505176,2,1,6,1,5,2,1,26,310,1486
505176,3,1,1,2,20,2,1,26,310,1486
505176,3,1,2,2,18,2,1,26,310,1486
505176,3,1,3,2,44,2,1,26,310,1486
505176,3,1,4,1,45,2,1,26,310,1486
505176,4,1,1,1,49,2,1,26,310,1486
505176,4,1,2,2,38,2,1,26,310,1486
505176,4,1,3,2,16,2,1,26,310,1486
505176,4,1,4,2,15,2,1,26,310,1486
505176,4,1,5,1,13,2,1,26,310,1486
505176,4,1,6,1,7,2,1,26,310,1486
505176,4,1,7,2,8,2,1,26,310,1486
505176,5,1,1,1,44,2,1,26,310,1486
505176,5,1,2,2,31,2,1,26,310,1486
505470,2,1,1,1,22,2,2,27,311,1337
505470,2,1,2,2,19,2,2,27,311,1337
505470,2,1,3,2,3,2,2,27,311,1337
505470,4,1,1,1,37,2,2,27,311,1337
505470,4,1,2,2,37,2,2,27,311,1337
505470,4,1,3,2,16,2,2,27,311,1337
505470,4,1,4,1,13,2,2,27,311,1337
505470,4,1,5,1,12,2,2,27,311,1337
505470,5,1,1,1,72,2,2,27,311,1337
505470,5,1,2,2,37,2,2,27,311,1337
505470,5,1,3,1,10,2,2,27,311,1337
505470,5,1,4,2,8,2,2,27,311,1337
505478,1,1,1,1,38,2,2,27,312,1479
505478,1,1,2,2,36,2,2,27,312,1479
505478,1,1,3,1,15,2,2,27,312,1479
505478,2,1,1,1,58,2,2,27,312,1479
505478,2,1,2,2,50,2,2,27,312,1479
505478,2,1,3,2,19,2,2,27,312,1479
505478,2,1,4,2,22,2,2,27,312,1479
505478,3,1,1,1,40,2,2,27,312,1479
505478,3,1,2,2,30,2,2,27,312,1479
505478,3,1,3,2,11,2,2,27,312,1479
505478,3,1,4,2,1,2,2,27,312,1479
505478,4,1,1,1,69,2,2,27,312,1479
505478,4,1,2,2,63,2,2,27,312,1479
505478,5,1,1,1,56,2,2,27,312,1479
505478,5,1,2,2,55,2,2,27,312,1479
505478,5,1,3,2,18,2,2,27,312,1479
505573,1,1,1,2,32,2,2,26,313,1740
505573,1,1,2,1,41,2,2,26,313,1740
505573,1,1,3,1,10,2,2,26,313,1740
505573,1,1,4,2,5,2,2,26,313,1740
505573,2,1,1,2,84,2,2,26,313,1740
505573,2,1,2,1,56,2,2,26,313,1740
505573,3,1,1,1,34,2,2,26,313,1740
505573,3,1,2,2,31,2,2,26,313,1740
505573,3,1,3,2,14,2,2,26,313,1740
505573,3,1,4,2,11,2,2,26,313,1740
505573,3,1,5,2,6,2,2,26,313,1740
505573,3,1,6,2,0,2,2,26,313,1740
505573,4,1,1,1,65,2,2,26,313,1740
505573,4,1,2,2,59,2,2,26,313,1740
505573,4,1,3,1,22,2,2,26,313,1740
505573,5,1,1,2,64,2,2,26,313,1740
505573,5,1,2,2,37,2,2,26,313,1740
505588,2,1,1,1,31,2,2,26,314,2326
505588,2,1,2,2,29,2,2,26,314,2326
505588,3,1,1,1,38,2,2,26,314,2326
505588,3,1,2,2,37,2,2,26,314,2326
505588,3,1,3,1,17,2,2,26,314,2326
505588,3,1,4,2,10,2,2,26,314,2326
505588,5,1,1,1,45,2,2,26,314,2326
505588,5,1,2,2,41,2,2,26,314,2326
505588,5,1,3,2,20,2,2,26,314,2326
505588,5,1,4,2,16,2,2,26,314,2326
505588,5,2,1,1,25,2,2,26,314,2326
505588,5,2,2,2,23,2,2,26,314,2326
505588,5,2,3,1,3,2,2,26,314,2326
505693,1,1,1,1,75,2,2,27,315,1261
505693,1,1,2,2,74,2,2,27,315,1261
505693,2,1,1,1,78,2,2,27,315,1261
505693,2,1,2,2,74,2,2,27,315,1261
505693,2,1,3,1,45,2,2,27,315,1261
505693,2,1,4,2,32,2,2,27,315,1261
505693,3,1,1,1,80,2,2,27,315,1261
505693,3,1,2,1,35,2,2,27,315,1261
505693,4,1,1,2,74,2,2,27,315,1261
505693,5,1,1,1,66,2,2,27,315,1261
505693,5,1,2,2,65,2,2,27,315,1261
505714,1,1,1,1,19,2,2,26,316,1814
505714,1,1,2,1,43,2,2,26,316,1814
505714,1,1,3,1,31,2,2,26,316,1814
505714,1,1,4,1,24,2,2,26,316,1814
505714,1,1,5,2,7,2,2,26,316,1814
505714,1,1,6,2,16,2,2,26,316,1814
505714,1,1,7,2,36,2,2,26,316,1814
505714,2,1,1,1,25,2,2,26,316,1814
505714,2,1,2,2,24,2,2,26,316,1814
505714,2,1,3,2,7,2,2,26,316,1814
505714,2,1,4,2,6,2,2,26,316,1814
505714,2,2,1,1,50,2,2,26,316,1814
505714,3,1,1,2,44,2,2,26,316,1814
505714,3,1,2,2,19,2,2,26,316,1814
505714,4,1,1,1,68,2,2,26,316,1814
505714,4,1,2,1,36,2,2,26,316,1814
505714,5,1,1,1,19,2,2,26,316,1814
505714,5,1,2,1,13,2,2,26,316,1814
505714,5,1,3,1,10,2,2,26,316,1814
505714,5,1,4,1,41,2,2,26,316,1814
505714,5,1,5,2,40,2,2,26,316,1814
505761,1,1,1,1,34,2,2,26,317,1679
505761,1,1,2,2,32,2,2,26,317,1679
505761,2,1,1,1,37,2,2,26,317,1679
505761,2,1,2,2,35,2,2,26,317,1679
505761,2,1,3,1,18,2,2,26,317,1679
505761,2,1,4,2,13,2,2,26,317,1679
505761,2,1,5,1,6,2,2,26,317,1679
505761,3,1,1,2,45,2,2,26,317,1679
505761,3,1,2,1,45,2,2,26,317,1679
505761,3,1,3,2,15,2,2,26,317,1679
505761,3,1,4,2,21,2,2,26,317,1679
505761,3,1,5,1,18,2,2,26,317,1679
505761,4,1,1,2,2,2,2,26,317,1679
505761,4,1,2,1,22,2,2,26,317,1679
505761,4,1,3,2,19,2,2,26,317,1679
505761,5,1,1,1,46,2,2,26,317,1679
505761,5,1,2,2,41,2,2,26,317,1679
505761,5,1,3,2,10,2,2,26,317,1679
505918,1,1,1,2,36,2,2,23,318,1101
505918,1,1,2,2,10,2,2,23,318,1101
505918,1,1,3,2,7,2,2,23,318,1101
505918,1,1,4,2,13,2,2,23,318,1101
505918,2,1,1,2,39,2,2,23,318,1101
505918,2,1,2,1,19,2,2,23,318,1101
505918,2,1,3,2,11,2,2,23,318,1101
505918,3,1,1,2,42,2,2,23,318,1101
505918,3,1,2,1,19,2,2,23,318,1101
505918,3,1,3,2,64,2,2,23,318,1101
505918,4,1,1,1,53,2,2,23,318,1101
505918,4,1,2,2,53,2,2,23,318,1101
505918,4,1,3,2,16,2,2,23,318,1101
505918,4,1,4,2,23,2,2,23,318,1101
505918,4,1,5,2,21,2,2,23,318,1101
505918,4,1,7,2,5,2,2,23,318,1101
505918,5,1,1,2,29,2,2,23,318,1101
505918,5,1,2,1,67,2,2,23,318,1101
505918,5,1,3,1,5,2,2,23,318,1101
505918,6,1,1,1,32,2,2,23,318,1101
505918,6,1,2,2,40,2,2,23,318,1101
505918,6,1,3,1,11,2,2,23,318,1101
505918,6,1,4,1,5,2,2,23,318,1101
505918,7,1,1,2,40,2,2,23,318,1101
505918,7,1,2,1,37,2,2,23,318,1101
505918,7,1,3,1,13,2,2,23,318,1101
505918,7,1,4,1,7,2,2,23,318,1101
505918,8,1,1,1,23,2,2,23,318,1101
505918,8,1,2,2,23,2,2,23,318,1101
505918,9,1,1,1,19,2,2,23,318,1101
505918,9,1,2,1,42,2,2,23,318,1101
505918,9,1,3,2,36,2,2,23,318,1101
505918,10,1,1,2,24,2,2,23,318,1101
505918,10,1,2,1,31,2,2,23,318,1101
505918,12,1,1,1,49,2,2,23,318,1101
505918,12,1,2,2,41,2,2,23,318,1101
505918,14,1,1,1,28,2,2,23,318,1101
505918,14,1,2,2,26,2,2,23,318,1101
505918,14,1,3,2,6,2,2,23,318,1101
505918,14,1,4,2,9,2,2,23,318,1101
505918,14,1,5,1,3,2,2,23,318,1101
505918,15,1,1,1,55,2,2,23,318,1101
505918,15,1,2,2,24,2,2,23,318,1101
505918,15,1,3,2,8,2,2,23,318,1101
505918,15,1,4,2,5,2,2,23,318,1101
505918,15,1,5,1,4,2,2,23,318,1101
505918,15,1,6,2,49,2,2,23,318,1101
505918,15,1,7,1,45,2,2,23,318,1101
505918,15,1,8,1,12,2,2,23,318,1101
505918,16,1,1,1,8,2,2,23,318,1101
505918,16,1,2,2,12,2,2,23,318,1101
505918,16,1,3,2,34,2,2,23,318,1101
505918,16,1,4,1,36,2,2,23,318,1101
505918,17,1,1,1,33,2,2,23,318,1101
505918,17,1,2,2,31,2,2,23,318,1101
505918,17,1,3,1,10,2,2,23,318,1101
505918,17,1,4,1,4,2,2,23,318,1101
505918,20,1,1,2,10,2,2,23,318,1101
505918,20,1,2,1,4,2,2,23,318,1101
505918,20,1,3,2,13,2,2,23,318,1101
505918,20,1,4,2,30,2,2,23,318,1101
505949,1,1,1,2,29,2,2,24,319,1862
505949,1,1,2,2,4,2,2,24,319,1862
505949,1,1,3,1,34,2,2,24,319,1862
505949,2,1,1,1,29,2,2,24,319,1862
505949,2,1,2,2,28,2,2,24,319,1862
505949,2,1,3,2,10,2,2,24,319,1862
505949,2,1,4,1,9,2,2,24,319,1862
505949,2,1,5,2,4,2,2,24,319,1862
505949,3,1,1,2,44,2,2,24,319,1862
505949,3,1,2,2,14,2,2,24,319,1862
505949,4,1,1,1,29,2,2,24,319,1862
505949,4,1,2,2,31,2,2,24,319,1862
505949,4,1,3,1,9,2,2,24,319,1862
505949,7,1,1,1,51,2,2,24,319,1862
505949,7,1,2,2,5,2,2,24,319,1862
505949,8,1,1,2,82,2,2,24,319,1862
505949,10,1,1,2,40,2,2,24,319,1862
505949,10,1,2,1,20,2,2,24,319,1862
505949,11,1,1,2,38,2,2,24,319,1862
505949,11,1,2,1,44,2,2,24,319,1862
505949,11,1,3,2,20,2,2,24,319,1862
505949,11,1,4,2,16,2,2,24,319,1862
505949,11,1,5,2,6,2,2,24,319,1862
