UPM,VIV_SEL,HOGAR,N_REN,P7_1_1,P7_1_2,P7_1_3,P7_1_4,P7_1_5,P7_1_6,P7_1_7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6_1,P8_7_1,P8_8_1,P8_9_1,P8_10_1,P8_11_1,P8_6_2,P8_7_2,P8_8_2,P8_9_2,P8_10_2,P8_11_2,P8_6_3,P8_7_3,P8_8_3,P8_9_3,P8_10_3,P8_11_3,P8_6_4,P8_7_4,P8_8_4,P8_9_4,P8_10_4,P8_11_4,P8_6_5,P8_7_5,P8_8_5,P8_9_5,P8_10_5,P8_11_5,P8_6_6,P8_6_7,P8_6_8,P8_12_1,P8_12_2,P8_12_3,P8_12_4,P8_12_5,P8_13,P8_14_1,P8_14_2,P8_14_3,P8_14_4,P8_14_5,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P9_7,P9_8,P9_9_1,P9_9_2,P9_9_3,P9_9_4,P9_9_5,P10_1,P10_2,P10_3_1,P10_3_2,P10_3_3,P10_3_4,P10_3_5,P10_3_6,P10_3_7,P10_4_1,P10_4_2,P10_5,P10_6_1,P10_6_2,P10_7_1,P10_7_2,P10_8,P10_9,P10_10_1,P10_10_2,P10_10_3,P10_10_4,P10_10_5,P10_10_6,P10_10_7,P10_11_1,P10_11_2,P10_12,P10_13,P10_14,P10_15_1,P10_15_2,P10_16,P11_1_1,P11_1_2,P11_1_3,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_2_9,P11_3,P11_4_1,P11_5_1,P11_6_1,P11_4_2,P11_5_2,P11_6_2,P11_4_3,P11_5_3,P11_6_3,P11_4_4,P11_5_4,P11_6_4,P12_1,P12_2,P12_3,P12_4,P13_1,P13_2_1,P13_3_1,P13_4_1,P13_2_2,P13_3_2,P13_4_2,P13_2_3,P13_3_3,P13_4_3,P13_2_4,EDAD,SEXO,REGION,TLOC,EST_DIS,UPM_DIS,FAC_PER
0100483,02,01,02,1,2,9,9,9,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,08,2,6,2,2,6,2,1,2,2,2,1,,1,0,0,0,0,0,0,00,15,000,00,15,1,2,1,,1,0,0,0,0,0,0,00,15,000,2,1,,,,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,2,3,2,2,,,2,,,2,,,2,64,2,3,1,004,00014,2945
0100483,03,01,03,1,1,9,1,1,9,9,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,1,3,1,2,,,2,,,2,,,2,30,1,3,1,004,00014,2564
0100483,04,01,01,1,1,1,1,1,1,9,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,9,9,9,1,2,1,,0,1,0,0,0,0,0,00,10,020,00,30,1,2,2,1,,,,,,,,,,,1,,00,02,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,9,2,2,,,2,,,2,,,2,26,2,3,1,004,00014,2838
0100483,05,01,01,1,1,9,1,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,1,2,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,3,1,2,,,2,,,2,,,2,69,1,3,1,004,00014,3206
0100502,01,01,03,1,2,9,9,1,1,1,1,,,,,1,2,,,1,,1,2,,,1,,1,1,1,1,1,,2,,,,,,2,,,,,,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,,04,2,5,2,1,,2,1,1,2,2,1,,0,0,0,0,0,1,0,00,03,000,00,20,2,2,1,,1,1,0,1,0,0,0,00,03,000,1,,00,03,000,2,2,2,1,0,0,0,0,1,1,3,2,2,,,2,,,2,,,1,2,1,3,2,2,,,1,1,2,2,,,2,23,1,3,1,005,00015,5430
0100502,03,01,02,1,1,9,9,9,9,9,1,,,,,2,,,,,,2,,,,,,1,2,,,1,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,9,,,,,,,,1,1,1,2,2,2,3,,,,,,,,,,,,,,,1,,1,1,0,0,0,0,0,00,02,000,1,,00,02,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,2,2,,,2,,,2,,,2,23,1,3,1,005,00015,4073
0100502,04,01,02,1,2,9,3,1,1,9,1,,,,,2,,,,,,2,,,,,,1,1,1,1,1,,2,,,,,,2,,,,,,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,,08,2,1,1,1,,2,1,2,2,2,1,,0,0,0,0,0,1,0,00,05,100,00,10,1,2,1,,1,0,0,0,0,0,0,00,05,100,1,,00,03,000,2,2,2,0,1,0,0,0,1,1,3,4,1,2,4,2,,,2,,,1,2,2,3,2,1,5,3,1,1,3,2,,,2,44,2,3,1,005,00015,2581
0100502,05,01,01,1,1,9,1,1,1,9,1,,,,,2,,,,,,2,,,,,,1,1,1,1,3,,2,,,,,,2,,,,,,2,2,2,1,2,2,2,2,2,,,,,,2,1,,,,,,,2,2,2,1,2,2,3,,,,,,,,,,,,,,,2,4,,,,,,,,,,,2,6,,,,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,3,3,3,2,1,3,3,1,1,3,2,,,2,67,1,3,1,005,00015,2626
0100504,02,01,02,1,1,1,1,1,1,9,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,05,020,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,3,3,3,2,2,,,1,2,2,2,,,2,54,2,3,1,005,00016,5242
0100504,03,01,01,1,1,9,1,1,1,9,1,,,,,2,,,,,,2,,,,,,1,1,2,1,3,,2,,,,,,2,,,,,,2,2,2,2,1,2,2,2,2,,,,,,2,1,,,,,,,2,2,2,1,2,1,,0,1,0,0,0,0,0,00,10,015,00,10,1,2,1,,0,0,0,0,1,0,0,00,05,015,2,1,,,,2,2,2,0,0,0,1,0,1,2,,,2,,,2,,,1,3,5,1,2,2,3,1,1,1,3,1,1,3,2,,,2,53,2,3,1,005,00016,5242
0100504,04,01,01,1,1,1,1,1,1,9,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,99,,,,,,2,1,2,2,2,2,6,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,01,000,1,,00,03,000,1,2,2,0,1,1,0,0,2,,,,,,,,,,,,,1,2,1,3,2,2,,,1,1,2,2,,,2,37,1,3,1,005,00016,2925
0100565,01,01,01,1,1,9,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,07,2,5,1,1,,2,1,2,1,2,2,6,,,,,,,,,,,,,,,1,,0,0,0,0,1,0,0,00,10,000,1,,00,05,000,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,1,1,3,1,1,3,2,2,,,2,,,2,40,2,3,1,004,00017,1051
0100565,02,01,01,1,1,9,1,1,1,9,1,,,,,1,2,,,2,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,01,2,1,2,1,,1,1,2,1,2,2,8,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,10,000,1,,00,05,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,1,3,2,1,3,2,1,1,2,2,,,2,47,1,3,1,004,00017,4509
0100565,03,01,03,1,1,9,9,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,1,1,2,2,2,1,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,15,000,2,1,,,,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,2,3,2,2,,,2,,,2,,,2,23,2,3,1,004,00017,4256
0100565,04,01,01,2,2,9,9,1,1,9,1,,,,,1,2,,,3,,1,2,,,3,,1,1,1,1,2,1,2,,,,,,2,,,,,,2,2,2,2,2,2,1,2,2,,,,,,1,,02,2,1,1,1,,2,1,2,2,2,1,,0,0,0,0,0,1,0,00,05,020,02,00,2,2,1,,1,0,0,0,0,0,0,00,05,020,2,1,,,,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,1,1,3,2,1,3,2,1,3,3,1,5,3,2,59,1,3,1,004,00017,5211
0100565,05,01,01,1,1,1,9,1,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,03,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,1,2,,,2,,,2,,,2,50,2,3,1,004,00017,2298
0100601,01,01,01,2,2,1,9,9,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,2,1,1,2,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,30,015,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,1,1,2,,,2,,,2,,,2,23,2,3,1,004,00018,1372
0100601,02,01,02,1,1,9,1,1,1,9,1,,,,,1,2,,,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,02,2,6,2,1,,2,1,2,2,2,1,,1,1,0,0,0,1,0,00,05,000,00,15,1,2,1,,1,0,0,0,0,0,0,00,05,000,2,1,,,,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,1,3,2,2,,,2,,,2,,,2,65,2,3,1,004,00018,1424
0100601,03,01,01,1,1,9,9,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,1,2,2,2,1,,1,0,0,0,0,0,0,00,05,000,00,15,1,2,1,,1,0,0,0,0,0,0,00,05,000,2,1,,,,1,9,2,1,0,0,0,0,1,1,3,2,2,,,2,,,2,,,1,2,1,3,1,2,,,2,,,2,,,2,67,2,3,1,004,00018,1424
0100601,04,01,02,1,1,1,1,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,2,1,1,1,,1,1,1,1,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,000,1,,00,10,000,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,2,3,2,1,3,3,2,,,2,,,2,47,2,3,1,004,00018,2032
0100601,05,01,01,1,1,9,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,2,1,2,2,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,000,1,,00,10,000,2,1,2,1,0,0,0,0,1,1,3,1,2,,,2,,,2,,,1,2,2,3,1,1,4,2,1,1,2,2,,,2,70,1,3,1,004,00018,2067
0100628,01,01,03,1,1,9,9,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,11,2,2,1,1,,2,1,2,2,2,2,2,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,000,2,2,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,2,3,2,,,2,,,2,,,2,29,2,3,1,004,00019,7100
0100628,02,01,01,1,1,9,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,99,,,,,,2,1,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,9,,3,2,1,3,2,2,,,2,,,2,54,1,3,1,004,00019,3477
0100628,03,01,03,1,1,9,9,9,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,02,2,2,2,2,9,9,1,1,2,2,1,,0,0,0,0,0,1,0,00,10,000,00,05,1,2,1,,0,0,0,1,0,0,0,00,10,000,1,,00,05,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,3,3,3,4,2,,,2,,,2,,,2,21,1,3,1,004,00019,3318
0100628,04,01,05,1,1,9,9,1,1,9,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,07,2,2,1,1,,2,1,1,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,10,020,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,2,3,2,1,3,2,1,1,2,2,,,2,28,1,3,1,004,00019,5530
0100628,05,01,01,1,2,9,9,1,1,9,1,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,,3,,2,2,2,,,,,,,,,,,,1,,08,2,1,2,2,3,1,1,1,2,2,1,,1,1,0,0,0,1,0,00,05,020,00,20,2,2,1,,1,0,0,0,0,0,0,00,05,020,1,,00,03,020,2,2,1,0,1,0,0,0,2,,,,,,,,,,,,,1,2,1,3,1,1,3,3,1,3,3,2,,,2,52,2,3,1,004,00019,2300
0100699,01,01,03,1,2,9,9,9,9,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,1,1,1,1,2,2,3,,,,,,,,,,,,,,,1,,1,1,0,0,0,0,0,00,15,015,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,1,3,1,2,,,2,,,2,,,2,19,2,3,1,004,00020,4407
0100699,02,01,01,1,1,8,1,1,1,9,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,4,1,1,,1,1,1,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,3,2,3,2,1,3,2,1,1,3,1,6,2,2,43,1,3,1,004,00020,2334
0100699,03,01,02,1,1,9,9,1,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,1,2,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,2,2,2,2,2,,,2,,,2,,,2,34,2,3,1,004,00020,2163
0100699,04,01,02,1,1,9,9,1,1,9,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,11,2,2,1,2,3,1,1,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,10,030,2,1,1,0,0,1,0,0,2,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,41,2,3,1,004,00020,3263
0100699,05,01,02,1,1,9,1,1,1,1,1,,,,,1,2,,,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,02,2,1,1,1,,1,1,1,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,05,000,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,2,3,2,2,,,2,,,2,,,2,52,1,3,1,004,00020,3597
0100703,01,01,02,1,1,9,9,1,1,9,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,02,2,1,1,1,,1,1,1,1,2,1,,1,0,0,0,0,0,0,00,30,050,00,10,1,2,2,4,,,,,,,,,,,1,,00,05,000,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,1,2,3,2,2,,,2,,,2,,,2,37,2,3,1,004,00021,2116
0100703,02,01,02,1,1,9,9,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,20,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,3,2,,,2,,,2,,,2,41,2,3,1,004,00021,2129
0100703,04,01,01,1,1,9,9,1,1,1,1,,,,,1,1,1,1,2,7,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,1,2,2,,2,2,,,,,,2,7,,,,,,,2,1,2,2,2,1,,1,1,0,0,0,0,0,00,15,050,01,00,2,2,1,,1,0,0,0,0,0,0,00,02,000,2,1,,,,2,1,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,1,3,1,1,3,3,1,1,3,2,,,2,54,2,3,1,004,00021,1164
0100703,05,01,02,1,1,9,9,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,10,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,2,2,2,,,2,,,2,,,2,35,2,3,1,004,00021,3174
0100714,01,01,01,1,1,7,1,1,9,1,1,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,,1,,2,2,2,,,,,,,,,,,,1,,02,2,5,1,1,,2,1,2,2,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,20,030,2,3,,,,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,3,3,3,1,1,3,3,2,,,2,,,2,56,1,3,1,004,00022,1556
0100714,02,01,03,1,1,9,9,9,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,1,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,2,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,3,2,1,1,2,,,2,,,2,,,2,18,2,3,1,004,00022,3812
0100714,03,01,02,1,1,7,1,1,1,1,1,,,,,1,2,,,1,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,8,,,,,,,9,1,2,2,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,15,020,1,,00,05,000,2,2,2,0,0,1,0,0,1,1,1,1,2,,,2,,,2,,,1,2,2,3,2,2,,,2,,,1,1,3,2,32,2,3,1,004,00022,1871
0100714,04,01,02,1,1,9,9,1,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,1,1,2,2,1,,1,0,0,0,0,0,0,00,10,020,00,02,1,2,1,,1,0,0,0,0,0,0,00,10,020,1,,00,03,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,1,2,2,2,,,2,,,2,,,2,21,2,3,1,004,00022,3812
0100714,05,01,01,1,1,1,9,1,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,06,2,1,1,1,,2,1,2,1,2,1,,1,0,0,0,0,0,0,00,10,015,00,05,1,2,1,,0,0,0,0,1,0,0,00,05,015,1,,00,03,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,2,1,2,,,2,,,2,,,2,54,1,3,1,004,00022,4667
0100743,01,01,01,1,1,9,9,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,2,2,1,1,2,1,,1,1,0,0,0,0,0,00,10,000,00,30,1,2,1,,1,0,0,0,0,0,0,00,10,000,1,,00,05,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,3,1,2,,,2,,,2,,,2,22,1,3,1,003,00023,995
0100743,02,01,02,2,2,9,9,1,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,2,1,1,3,,2,1,1,2,2,1,,0,0,0,1,0,0,0,00,05,000,00,40,1,2,2,4,,,,,,,,,,,1,,00,05,000,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,52,1,3,1,003,00023,4693
0100743,03,01,01,1,1,9,1,1,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,06,1,,2,1,,2,2,2,2,2,1,,0,1,0,0,0,0,0,00,10,000,00,40,1,2,2,1,,,,,,,,,,,1,,00,05,000,2,1,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,3,3,2,1,5,2,2,,,2,,,2,36,1,3,1,003,00023,3464
0100743,04,01,04,1,1,9,9,1,9,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,07,2,1,1,1,,2,1,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,05,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,3,3,1,2,,,2,,,2,,,2,37,1,3,1,003,00023,3464
0100883,01,01,01,1,1,9,1,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,02,2,1,1,1,,2,1,1,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,6,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,1,1,1,2,1,1,3,1,1,3,2,53,1,3,1,003,00024,6148
0100883,02,01,01,1,1,1,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,04,2,1,1,1,,9,1,2,1,2,1,,1,0,0,0,0,0,0,00,02,000,00,30,1,2,1,,1,0,0,0,0,0,0,00,02,000,1,,00,02,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,1,3,2,2,,,2,,,2,,,2,45,1,3,1,003,00024,2993
0100883,04,01,01,1,1,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,1,2,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,2,1,2,,,2,,,2,,,2,18,1,3,1,003,00024,1956
0100883,05,01,02,1,1,9,9,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,1,2,2,2,2,2,1,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,000,1,,00,05,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,1,2,2,,,2,,,2,,,2,19,1,3,1,003,00024,1956
0100906,03,01,02,2,2,9,4,1,1,9,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,2,2,1,2,2,1,,1,0,0,0,0,1,0,00,05,000,00,15,2,2,1,,1,0,0,0,0,0,0,00,05,000,2,1,,,,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,1,3,2,1,3,2,1,1,2,2,,,1,69,1,3,1,005,00025,5252
0100906,05,01,04,1,2,9,9,9,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,99,,,,,,2,1,2,2,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,000,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,1,3,2,2,,,2,,,2,,,2,26,1,3,1,005,00025,5430
0100915,02,01,03,1,2,9,9,9,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,99,,,,,,2,1,2,2,2,2,8,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,15,000,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,1,3,1,2,,,2,,,2,,,2,30,2,3,1,005,00026,5043
0100915,03,01,02,1,3,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,1,2,2,1,2,1,,0,0,0,1,0,0,0,00,20,050,00,05,1,2,2,4,,,,,,,,,,,1,,00,05,000,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,2,3,2,1,2,2,2,,,2,,,2,51,2,3,1,005,00026,5548
0100915,04,01,01,1,1,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,2,1,2,2,2,1,,1,0,0,0,0,0,0,00,30,060,00,30,1,2,1,,1,0,0,0,0,0,0,00,30,060,1,,00,05,000,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,2,1,1,1,1,3,2,,,2,,,2,67,1,3,1,005,00026,1290
0100915,05,01,04,1,1,9,9,1,1,9,1,,,,,2,,,,,,2,,,,,,1,1,1,1,1,,2,,,,,,2,,,,,,2,2,2,1,2,2,2,2,2,,,,,,1,,01,2,4,1,1,,2,1,2,2,2,1,,1,0,0,0,0,0,0,00,05,015,00,10,1,2,1,,1,1,0,0,0,0,0,00,05,015,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,4,2,,,1,1,3,2,,,2,32,1,3,1,005,00026,6190
0100957,02,01,02,1,1,9,9,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,2,2,2,1,,2,1,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,8,,2,2,2,,,2,,,2,,,2,25,2,3,1,004,00027,2861
0100957,03,01,01,1,1,9,1,8,8,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,07,2,1,1,1,,2,1,2,1,2,2,8,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,10,000,1,,00,10,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,2,1,1,3,3,2,,,2,,,2,57,2,3,1,004,00027,2317
0100957,05,01,02,1,1,9,1,1,1,9,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,1,2,1,2,1,,0,1,0,0,0,0,0,00,05,020,00,10,1,2,1,,1,0,0,0,0,0,0,00,05,000,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,1,3,2,2,,,2,,,2,,,2,27,2,3,1,004,00027,2861
0100996,01,01,02,1,1,1,1,1,1,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,1,1,9,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,2,1,2,2,,,2,,,2,,,2,24,2,3,1,004,00028,2763
