"VIV_SEL","HOGAR","P3_2","P3_5","P4_1","P4_5","P5_1_3","P5_1_4","P5_1_6","P5_1_5","P5_1_1","P5_1_2","P6_1_4","P6_1_3","P6_1_1","P6_1_2","P6_1_5","P9_1","P10_1","P11_3_1","P11_3_2","P11_3_4","P14_1","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","FOLIO","FAC_ELE","GRA","NIV","P10_4","N_REN","P3_11","P5_23","P6_2_2","P6_17","P8_1","P10_7","P11_3_9","P14_2_3","P14_2_2","P14_2_1","P14_2_4","EDICION","REGION"
17,1,5,8,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,3,4,1,46,12,28,3420787,9988,6,2,2,1,2,2,2,3,2,2,1,2,1,1,2,1,
7,1,5,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,4,2,20,12,28,3420787,9988,1,6,1,2,1,2,2,3,2,2,2,2,2,2,2,1,
1,1,5,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,3,1,1,33,2,22,3362545,12064,3,3,1,1,1,1,1,2,1,2,2,2,2,1,2,1,
2,1,5,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,39,2,22,3362545,6032,6,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,
10,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,4,1,42,12,28,3420787,9988,6,2,1,1,1,2,2,3,2,2,2,2,2,2,2,1,
3,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,60,5,25,3362828,10298,0,0,2,1,1,2,2,3,2,1,1,2,2,2,2,1,
5,1,6,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,28,5,25,3362828,15447,2,9,1,4,1,2,1,1,1,1,2,2,1,2,2,1,
3,1,4,5,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,4,2,58,12,27,3420753,4195,6,2,2,3,2,2,2,2,2,2,1,2,2,1,2,1,
18,1,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,2,52,12,27,3420753,16780,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,
12,1,5,8,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,3,4,2,29,12,27,3420753,8390,2,6,1,2,1,2,2,2,2,1,2,2,1,1,2,1,
5,1,5,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,34,4,12,3361596,13681,4,8,2,1,1,2,2,2,1,1,2,1,1,2,2,1,
2,1,5,8,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,50,3,5,3361164,16852,6,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,
1,1,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,70,2,1,3360780,17136,0,0,2,1,2,2,2,3,2,1,1,2,2,1,2,1,
16,1,5,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,33,5,25,3362828,10298,6,2,2,1,2,1,2,3,2,2,2,2,2,2,2,1,
15,1,5,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,42,12,27,3420753,16780,6,2,2,2,2,2,2,3,2,2,2,2,2,1,2,1,
1,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,45,2,24,3362611,33549,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,
4,1,5,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,31,3,16,3361890,12201,3,4,2,2,1,1,2,1,2,2,1,2,1,2,2,1,
4,1,5,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,28,4,23,3362604,12565,6,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,
3,1,5,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,39,4,17,3362005,11410,4,8,1,1,1,2,2,3,1,2,2,2,1,2,2,1,
12,1,5,1,2,1,2,2,2,2,2,2,1,1,2,2,2,9,2,2,2,2,1,4,1,29,12,28,3420787,9988,3,3,2,1,1,2,2,3,2,2,1,2,1,2,2,1,
2,1,6,1,1,1,2,2,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,50,3,10,3361518,16038,2,3,1,2,1,2,1,2,1,2,2,1,2,1,2,1,
2,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,37,4,23,3362604,12565,3,3,1,1,1,2,1,1,1,1,1,2,2,1,2,1,
5,1,5,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,31,4,23,3362604,12565,2,7,1,1,1,2,1,2,1,1,2,1,1,2,1,1,
19,1,5,8,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,3,4,1,37,12,27,3420753,8390,5,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,
20,1,5,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,4,1,29,12,27,3420753,8390,3,7,1,1,1,2,1,2,1,1,2,1,1,2,2,1,
7,1,5,8,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,4,2,31,12,27,3420753,8390,3,6,2,2,1,2,1,2,2,2,2,2,2,2,2,1,
4,1,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,33,2,8,3361430,18804,3,3,2,2,1,2,2,3,2,2,2,2,2,2,1,1,
5,1,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,41,2,22,3362545,12064,6,2,2,1,1,2,1,3,2,2,1,2,2,1,2,1,
17,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,40,12,27,3420753,8390,3,3,2,1,1,2,2,3,2,1,1,2,2,1,2,1,
10,1,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,4,2,39,12,27,3420753,4195,3,6,1,3,1,2,2,2,1,2,2,2,2,1,2,1,
3,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,24,2,1,3360780,11424,3,3,2,1,1,1,2,3,2,2,2,2,1,2,2,1,
2,1,5,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,25,2,8,3361430,18804,3,3,2,2,1,2,2,2,2,1,1,2,2,2,2,1,
1,1,5,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,50,9,26,3363058,8446,3,3,2,2,1,2,2,2,2,1,1,2,2,2,2,1,
2,1,5,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,3,1,43,9,26,3363058,8446,3,6,1,2,2,2,2,3,2,2,2,2,1,2,2,1,
12,1,5,8,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,1,2,2,1,3,1,70,9,26,3363058,21115,4,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,
13,1,4,8,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,62,9,26,3363058,4223,6,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,
14,1,6,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,25,9,26,3363058,12669,3,6,1,3,1,2,1,2,2,2,1,2,2,2,2,1,
15,1,6,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,3,2,35,9,26,3363058,12669,2,9,1,3,1,1,1,1,1,1,2,1,1,2,2,1,
16,1,6,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,1,18,9,26,3363058,12669,1,8,1,4,1,2,2,3,9,1,2,2,2,2,2,1,
17,1,5,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,1,53,9,26,3363058,16892,6,8,1,1,1,2,1,2,1,2,2,2,1,1,2,1,
19,1,5,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,3,1,27,9,26,3363058,8446,3,3,2,1,1,2,2,2,1,1,2,1,2,1,2,1,
20,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,1,3,1,25,9,26,3363058,8446,3,3,1,1,1,1,1,1,2,2,2,2,1,2,2,1,
2,1,5,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,36,3,16,3361890,12201,3,3,1,2,1,2,2,2,1,2,2,2,2,2,2,1,
18,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,34,5,59,3468252,9070,3,6,1,1,1,2,2,2,1,1,2,2,2,1,2,1,
4,1,1,5,2,1,1,2,1,2,2,2,2,2,2,2,2,9,2,2,2,2,3,2,2,24,5,59,3468252,9070,6,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,
4,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,69,5,59,3468252,4535,0,0,2,1,1,2,2,3,2,2,1,1,2,2,2,1,
1,1,6,4,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,18,5,59,3468252,13605,1,6,2,6,1,1,2,2,2,2,1,2,2,2,2,1,
6,1,5,5,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,40,5,59,3468252,9070,6,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,
7,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,47,5,59,3468252,4535,3,3,1,1,1,2,2,3,2,2,1,2,2,1,2,1,
9,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,42,5,59,3468252,9070,3,3,1,1,1,2,2,2,2,2,1,2,2,1,2,1,
1,1,4,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,56,3,34,3461780,4881,3,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,
3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,45,3,34,3461780,14642,6,2,1,1,1,2,2,3,2,2,1,2,2,2,2,1,
4,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,40,3,34,3461780,14642,3,3,2,1,2,2,2,1,1,2,2,2,1,2,2,1,
2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,38,3,34,3461780,9761,3,6,1,2,1,2,1,2,2,2,2,2,2,2,2,1,
17,1,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,22,5,59,3468252,4535,3,3,1,1,1,2,2,1,2,2,2,2,2,2,2,1,
17,2,6,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,55,5,59,3468252,4535,6,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,
5,1,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,36,2,57,3467323,13242,6,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,
4,1,5,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,34,2,57,3467323,13242,3,3,2,1,1,2,2,1,2,2,1,1,2,2,2,1,
10,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,52,5,59,3468252,4535,2,3,1,1,1,2,1,2,1,2,2,2,1,1,2,1,
2,1,5,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,49,2,53,3466287,11534,6,2,2,1,1,1,2,3,2,2,1,2,1,2,2,1,
3,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,33,5,59,3468252,4535,3,7,1,1,1,2,2,2,1,2,2,2,1,1,2,1,
3,1,6,4,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,22,3,54,3466482,14642,2,8,2,3,1,2,2,1,1,2,1,2,2,2,2,1,
4,1,6,8,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,21,3,54,3466482,14642,2,6,1,3,1,1,1,2,2,1,1,2,2,2,2,1,
1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,51,3,33,3461711,4770,3,3,2,1,1,2,2,2,2,1,1,2,2,2,2,1,
2,1,5,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,64,3,33,3461711,9539,3,3,1,1,2,1,1,2,2,1,2,2,1,1,2,1,
1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,50,3,32,3461705,15876,4,8,1,1,1,1,2,3,2,1,2,2,1,1,2,1,
4,1,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,69,3,32,3461705,10584,6,2,1,1,1,2,2,3,2,1,2,2,2,2,2,1,
5,1,6,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,21,3,33,3461711,19079,3,6,2,3,1,1,2,2,2,2,1,2,2,2,2,1,
5,1,2,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,47,3,32,3461705,10584,2,3,2,1,1,1,2,2,2,1,1,2,2,2,2,1,
19,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,59,5,59,3468252,13605,3,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,
12,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,43,5,59,3468252,22674,6,2,1,2,1,1,2,3,2,1,2,2,2,2,2,1,
16,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,25,5,59,3468252,9070,3,6,1,1,1,1,2,2,2,1,2,2,1,2,2,1,
5,1,2,6,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,45,3,56,3467046,6401,3,6,1,1,1,1,2,3,2,2,2,2,2,1,2,1,
3,1,5,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,42,3,56,3467046,19203,1,7,1,2,1,1,2,3,2,1,2,2,2,1,2,1,
2,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,42,3,56,3467046,19203,3,3,2,1,1,1,2,3,2,2,2,2,2,1,2,1,
5,1,5,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,34,3,54,3466482,4881,3,6,1,1,1,2,2,1,2,2,2,2,1,2,2,1,
4,1,5,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,1,1,27,2,53,3466287,11534,1,6,1,1,1,1,2,2,2,1,2,2,2,2,2,1,
5,1,2,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,46,4,38,3463834,13163,3,3,2,1,1,1,2,3,2,2,1,2,2,2,2,1,
1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,27,4,38,3463834,13163,3,6,2,1,1,2,2,1,2,1,2,2,1,2,2,1,
3,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,34,4,38,3463834,13163,6,9,1,2,1,1,1,1,1,1,2,2,1,1,2,1,
4,1,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,21,3,56,3467046,19203,3,6,1,2,1,1,2,2,2,1,2,2,2,2,2,1,
13,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,9,2,1,2,2,1,2,1,53,5,59,3468252,4535,6,2,1,3,2,1,2,2,2,2,2,2,2,1,2,1,
20,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,18,5,59,3468252,4535,3,3,2,1,1,2,2,3,2,2,2,2,2,2,2,1,
11,1,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,38,5,59,3468252,13605,3,3,2,2,1,1,2,3,2,1,2,2,1,1,2,1,
5,1,6,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,45,5,59,3468252,4535,3,3,1,1,1,2,2,3,2,1,1,2,2,1,2,1,
2,1,5,5,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,53,3,54,3466482,9761,3,6,1,2,1,1,1,3,1,2,1,2,1,2,2,1,
1,1,5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,21,3,56,3467046,32004,3,6,1,5,1,2,2,3,2,2,2,2,2,2,2,1,
2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,60,2,57,3467323,6621,3,6,2,1,1,2,2,3,2,2,2,2,2,1,2,1,
14,1,6,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,21,5,59,3468252,4535,3,8,1,1,1,2,2,2,2,2,2,2,2,2,2,1,
14,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,36,5,59,3468252,9070,3,3,1,1,1,2,1,2,2,1,2,2,1,2,2,1,
3,1,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,52,2,57,3467323,6621,6,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,
4,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,31,3,33,3461711,9539,3,3,2,1,1,2,2,1,2,1,1,2,2,2,2,1,
3,1,2,8,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,51,3,32,3461705,15876,2,3,2,3,2,2,2,3,2,2,1,2,2,2,2,1,
1,1,5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,18,3,54,3466482,14642,1,6,2,3,1,1,2,1,2,2,1,2,2,2,2,1,
5,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,58,2,53,3466287,23068,4,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,
1,1,5,5,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,2,40,2,53,3466287,11534,2,6,2,3,1,2,2,2,2,2,2,2,1,1,2,1,
4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,57,2,55,3466695,12464,3,3,2,1,1,2,1,2,2,2,2,2,2,1,2,1,
3,1,6,4,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,19,2,55,3466695,18696,3,6,1,2,1,2,2,2,2,2,2,2,2,2,2,1,
1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,28,3,50,3466058,12201,3,6,1,1,1,1,2,1,1,1,2,2,1,1,2,1,
4,1,6,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,21,3,50,3466058,12201,6,2,1,1,1,2,1,3,2,2,2,2,2,2,2,1,
1,1,1,5,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,42,2,61,3468916,10470,6,2,2,1,2,2,2,3,2,1,1,2,2,2,2,1,
1,1,2,8,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,58,3,49,3465431,4977,3,3,2,1,1,2,2,2,1,2,1,2,2,1,2,1,
3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,51,3,47,3464752,22561,3,3,2,1,1,2,1,2,2,2,1,2,1,1,2,1,
1,1,5,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,44,3,47,3464752,16921,4,2,2,1,1,1,2,3,1,2,1,2,1,1,2,1,
4,1,5,5,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,3,1,2,38,3,47,3464752,16921,3,3,2,2,1,2,1,2,2,2,1,2,2,2,2,1,
2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,46,3,32,3461705,5292,3,3,2,1,1,2,2,3,2,1,1,2,2,2,2,1,
5,1,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,9,1,1,2,2,1,1,2,25,3,34,3461780,4881,4,8,1,1,1,2,1,2,1,1,2,2,1,2,2,1,
1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,25,2,35,3462792,13014,3,3,2,2,2,2,2,3,2,2,1,1,2,2,2,1,
4,1,6,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,54,2,35,3462792,13014,3,6,1,1,2,2,1,2,1,1,2,2,1,1,2,1,
5,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,46,2,35,3462792,19521,6,2,2,1,1,2,2,3,2,1,1,2,1,1,2,1,
3,1,1,5,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,27,2,52,3466183,12200,1,6,2,2,1,2,2,2,2,1,2,2,2,2,2,1,
4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,39,2,52,3466183,12200,2,4,2,1,1,1,2,3,2,2,2,2,2,2,2,1,
5,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,56,2,52,3466183,6100,2,2,1,1,2,2,2,3,2,1,1,2,2,1,2,1,
5,1,6,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,29,3,51,3466105,19275,2,6,2,3,1,2,2,3,2,2,2,2,2,2,2,1,
2,1,5,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,34,3,51,3466105,12850,2,6,1,2,1,2,2,3,2,2,2,2,2,2,2,1,
1,1,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,39,4,58,3467565,4550,4,8,1,1,1,1,1,1,1,1,2,2,1,2,1,1,
5,1,5,5,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,21,4,58,3467565,9100,1,8,1,2,1,2,2,2,1,2,1,1,1,2,2,1,
5,1,6,4,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,3,1,1,21,3,49,3465431,24884,3,8,2,4,1,2,2,2,1,2,2,2,1,2,2,1,
3,1,6,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,33,2,37,3463612,16004,5,2,2,3,2,1,2,1,2,2,1,2,2,2,2,1,
3,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,50,2,35,3462792,13014,2,8,2,1,1,1,2,3,2,1,1,2,1,1,2,1,
2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,31,2,37,3463612,8002,3,6,1,2,1,2,2,3,1,1,2,2,2,1,2,1,
4,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,28,2,37,3463612,8002,3,3,1,2,1,1,1,2,1,2,2,2,1,2,2,1,
4,1,5,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,50,2,61,3468916,5235,5,2,2,2,1,2,2,3,2,2,1,2,2,2,2,1,
3,1,6,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,25,2,61,3468916,15705,4,8,1,3,1,2,2,3,2,1,2,2,2,2,2,1,
2,1,6,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,24,4,36,3463163,27643,4,8,1,3,1,1,1,2,1,1,1,2,1,2,2,1,
3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,49,4,36,3463163,20732,4,8,1,1,1,1,1,2,2,1,2,2,1,1,2,1,
4,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,44,4,58,3467565,4550,2,9,1,1,1,2,2,3,1,2,2,2,1,1,2,1,
3,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,36,4,58,3467565,9100,1,8,1,2,1,1,1,2,1,2,2,2,1,1,2,1,
2,1,5,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,34,4,58,3467565,9100,4,8,1,1,1,2,2,2,1,2,2,2,1,1,2,1,
2,1,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,38,2,52,3466183,18300,2,9,2,3,1,1,1,3,2,1,2,2,2,2,2,1,
1,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,51,2,52,3466183,18300,6,2,2,1,1,2,1,3,2,2,2,2,1,1,2,1,
2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,19,2,55,3466695,37392,2,3,2,4,1,2,2,3,2,2,2,2,2,2,2,1,
5,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,19,3,50,3466058,18302,1,8,1,3,1,2,2,3,1,2,2,2,2,2,2,1,
4,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,37,3,49,3465431,4977,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,
2,1,3,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,40,3,49,3465431,9954,3,7,1,2,1,1,2,3,2,1,2,2,2,2,2,1,
2,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,28,4,38,3463834,6582,1,8,1,1,1,1,1,2,1,2,2,2,1,1,2,1,
4,1,5,6,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,56,4,36,3463163,27643,4,9,1,1,1,1,1,2,1,2,2,2,1,1,2,1,
2,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,49,3,47,3464752,22561,3,6,2,2,1,2,2,3,2,2,1,2,2,1,2,1,
4,1,6,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,38,3,29,3460773,11615,3,9,1,1,1,1,1,2,2,1,2,2,2,2,2,1,
1,1,6,4,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,22,3,29,3460773,17422,4,8,2,3,1,2,2,3,2,2,2,2,2,2,2,1,
3,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,48,3,29,3460773,5807,3,3,2,1,1,2,2,2,2,2,1,2,2,2,2,1,
2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,46,3,29,3460773,11615,4,7,2,1,1,2,2,3,2,2,2,2,2,2,2,1,
