"VIV_SEL","HOGAR","SEXO","EDAD","FOLIO","FAC_HOG","N_REN"
1,1,1,8,3462792,6507,3
3,1,1,50,3462792,6507,1
3,1,2,48,3462792,6507,2
4,1,1,54,3462792,6507,1
4,1,2,79,3462792,6507,2
4,1,2,47,3462792,6507,3
5,1,1,46,3462792,6507,1
5,1,2,45,3462792,6507,2
5,1,2,18,3462792,6507,3
5,1,2,0,3462792,6507,4
1,1,1,40,3463163,6885,1
1,1,2,36,3463163,6885,2
1,1,1,12,3463163,6885,3
1,1,1,9,3463163,6885,4
2,1,1,51,3463163,6885,1
2,1,2,49,3463163,6885,2
2,1,1,24,3463163,6885,3
2,1,1,24,3463163,6885,4
2,1,1,11,3463163,6885,5
3,1,1,49,3463163,6885,1
3,1,2,19,3463163,6885,2
3,1,2,17,3463163,6885,3
3,1,2,19,3463163,6885,4
4,1,1,56,3463163,6885,1
4,1,2,56,3463163,6885,2
4,1,2,22,3463163,6885,3
4,1,2,27,3463163,6885,4
5,1,1,50,3463163,6885,1
5,1,2,49,3463163,6885,2
5,1,1,20,3463163,6885,3
2,1,1,29,3463612,4001,1
2,1,2,31,3463612,4001,2
2,1,1,7,3463612,4001,3
2,1,2,2,3463612,4001,4
3,1,2,57,3463612,4001,1
3,1,1,57,3463612,4001,2
3,1,1,33,3463612,4001,3
3,1,2,27,3463612,4001,4
3,1,2,7,3463612,4001,5
3,1,2,1,3463612,4001,6
4,1,1,30,3463612,4001,1
4,1,2,28,3463612,4001,2
4,1,1,9,3463612,4001,3
4,1,1,4,3463612,4001,4
1,1,1,27,3463834,6557,1
1,1,2,28,3463834,6557,2
1,1,2,5,3463834,6557,3
2,1,1,28,3463834,6557,1
3,1,1,39,3463834,6557,1
3,1,2,34,3463834,6557,2
3,1,1,2,3463834,6557,3
4,1,1,31,3463834,6557,1
4,1,2,43,3463834,6557,2
5,1,2,46,3463834,6557,1
5,1,2,24,3463834,6557,2
3,1,2,42,3463857,5188,1
3,1,1,55,3463857,5188,2
3,1,2,6,3463857,5188,3
5,1,1,28,3463857,5188,1
5,1,2,22,3463857,5188,2
5,1,2,6,3463857,5188,3
2,1,1,85,3463896,6164,1
2,1,2,79,3463896,6164,2
2,1,1,41,3463896,6164,3
2,1,2,45,3463896,6164,4
2,1,1,77,3463896,6164,5
2,1,1,10,3463896,6164,6
3,1,1,31,3463896,6164,1
3,1,2,31,3463896,6164,2
3,1,2,8,3463896,6164,3
5,1,1,41,3463896,6164,1
5,1,1,74,3463896,6164,2
5,1,2,59,3463896,6164,3
1,1,1,41,3463986,5814,1
1,1,2,41,3463986,5814,2
1,1,1,8,3463986,5814,3
2,1,1,52,3463986,5814,1
2,1,2,49,3463986,5814,2
3,1,1,52,3463986,5814,1
3,1,2,48,3463986,5814,2
3,1,1,14,3463986,5814,3
3,1,2,24,3463986,5814,4
4,1,1,50,3463986,5814,1
4,1,2,51,3463986,5814,2
4,1,1,21,3463986,5814,3
4,1,2,18,3463986,5814,4
5,1,2,41,3463986,5814,1
5,1,2,67,3463986,5814,2
5,1,1,38,3463986,5814,3
5,1,2,37,3463986,5814,4
5,1,2,61,3463986,5814,5
5,1,2,8,3463986,5814,6
5,1,2,4,3463986,5814,7
5,1,2,2,3463986,5814,8
1,1,1,53,3464000,5111,1
1,1,2,46,3464000,5111,2
4,1,1,42,3464000,5111,1
4,1,2,37,3464000,5111,2
4,1,2,21,3464000,5111,3
4,1,1,20,3464000,5111,4
4,1,2,11,3464000,5111,5
4,1,2,9,3464000,5111,6
4,1,1,0,3464000,5111,7
3,1,2,36,3464015,4883,1
3,1,2,5,3464015,4883,2
3,1,1,4,3464015,4883,3
3,1,1,2,3464015,4883,4
4,1,1,27,3464015,4883,1
4,1,2,28,3464015,4883,2
4,1,2,5,3464015,4883,3
4,1,1,0,3464015,4883,4
5,1,1,30,3464015,4883,1
5,1,1,24,3464015,4883,2
5,1,1,40,3464015,4883,3
5,1,2,19,3464015,4883,4
1,1,1,64,3464213,6720,1
1,1,2,64,3464213,6720,2
1,1,2,61,3464213,6720,3
1,1,1,48,3464213,6720,4
4,1,1,33,3464213,6720,1
4,1,2,33,3464213,6720,2
4,1,2,10,3464213,6720,3
4,1,2,8,3464213,6720,4
5,1,1,52,3464213,6720,1
5,1,2,42,3464213,6720,2
5,1,1,23,3464213,6720,3
5,1,2,19,3464213,6720,4
5,1,1,23,3464213,6720,5
5,1,2,16,3464213,6720,6
2,1,1,55,3464250,6018,1
2,1,2,55,3464250,6018,2
2,1,1,31,3464250,6018,3
2,1,1,25,3464250,6018,4
2,1,2,16,3464250,6018,5
3,1,1,64,3464250,6018,1
3,1,2,69,3464250,6018,2
3,1,1,40,3464250,6018,3
3,1,1,45,3464250,6018,4
4,1,1,19,3464617,5943,1
5,1,2,35,3464617,5943,1
5,1,1,40,3464617,5943,2
5,1,2,18,3464617,5943,3
5,1,1,13,3464617,5943,4
5,1,1,10,3464617,5943,5
1,1,1,44,3464752,5636,1
1,1,2,44,3464752,5636,2
1,1,2,18,3464752,5636,3
2,1,2,43,3464752,5636,1
2,1,1,49,3464752,5636,2
2,1,1,23,3464752,5636,3
2,1,1,21,3464752,5636,4
2,1,2,14,3464752,5636,5
3,1,2,51,3464752,5636,1
3,1,1,62,3464752,5636,2
3,1,1,26,3464752,5636,3
3,1,2,21,3464752,5636,4
4,1,1,49,3464752,5636,1
4,1,2,38,3464752,5636,2
4,1,2,65,3464752,5636,3
1,1,2,62,3465402,6105,1
3,1,1,28,3465402,6105,1
3,1,2,28,3465402,6105,2
3,1,1,52,3465402,6105,3
3,1,1,12,3465402,6105,4
3,1,2,4,3465402,6105,5
3,1,2,2,3465402,6105,6
4,1,2,86,3465402,6105,1
4,1,2,37,3465402,6105,2
4,1,2,53,3465402,6105,3
5,1,1,39,3465402,6105,1
5,1,2,36,3465402,6105,2
5,1,2,3,3465402,6105,3
5,1,1,1,3465402,6105,4
1,1,2,58,3465431,4973,1
2,1,1,21,3465431,4973,1
2,1,2,40,3465431,4973,2
4,1,2,37,3465431,4973,1
5,1,1,50,3465431,4973,1
5,1,2,50,3465431,4973,2
5,1,2,25,3465431,4973,3
5,1,1,21,3465431,4973,4
5,1,2,18,3465431,4973,5
1,1,1,28,3466058,6096,1
1,1,2,26,3466058,6096,2
1,1,1,0,3466058,6096,3
2,1,1,30,3466058,6096,1
2,1,2,50,3466058,6096,2
2,1,2,10,3466058,6096,3
2,1,2,8,3466058,6096,4
2,1,2,5,3466058,6096,5
2,1,2,0,3466058,6096,6
3,1,1,64,3466058,6096,1
3,1,2,53,3466058,6096,2
3,1,2,34,3466058,6096,3
3,1,2,35,3466058,6096,4
3,1,1,16,3466058,6096,5
3,1,1,11,3466058,6096,6
3,1,2,3,3466058,6096,7
3,1,2,18,3466058,6096,8
4,1,1,21,3466058,6096,1
4,1,1,24,3466058,6096,2
5,1,1,50,3466058,6096,1
5,1,2,46,3466058,6096,2
5,1,1,19,3466058,6096,3
5,1,1,15,3466058,6096,4
1,1,2,56,3466105,6420,1
1,1,2,28,3466105,6420,2
1,1,1,15,3466105,6420,3
2,1,1,38,3466105,6420,1
2,1,2,34,3466105,6420,2
2,1,1,8,3466105,6420,3
2,1,1,15,3466105,6420,4
2,1,2,11,3466105,6420,5
4,1,1,30,3466105,6420,1
5,1,1,58,3466105,6420,1
5,1,2,59,3466105,6420,2
5,1,1,29,3466105,6420,3
1,1,1,51,3466183,6100,1
1,1,2,43,3466183,6100,2
1,1,2,21,3466183,6100,3
1,1,2,15,3466183,6100,4
1,1,2,11,3466183,6100,5
1,1,1,9,3466183,6100,6
2,1,1,49,3466183,6100,1
2,1,2,55,3466183,6100,2
2,1,1,38,3466183,6100,3
2,1,2,12,3466183,6100,4
3,1,1,36,3466183,6100,1
3,1,2,27,3466183,6100,2
3,1,2,1,3466183,6100,3
4,1,1,39,3466183,6100,1
4,1,2,39,3466183,6100,2
4,1,1,15,3466183,6100,3
4,1,2,15,3466183,6100,4
4,1,1,12,3466183,6100,5
5,1,1,56,3466183,6100,1
1,1,1,39,3466287,5767,1
1,1,1,11,3466287,5767,2
1,1,2,40,3466287,5767,3
1,1,1,4,3466287,5767,4
2,1,1,49,3466287,5767,1
2,1,2,39,3466287,5767,2
2,1,1,8,3466287,5767,3
2,1,2,6,3466287,5767,4
4,1,1,27,3466287,5767,1
4,1,2,28,3466287,5767,2
4,1,1,2,3466287,5767,3
4,1,1,0,3466287,5767,4
5,1,1,66,3466287,5767,1
5,1,2,58,3466287,5767,2
5,1,1,38,3466287,5767,3
5,1,1,30,3466287,5767,4
1,1,1,28,3466482,4877,1
1,1,2,25,3466482,4877,2
1,1,1,18,3466482,4877,3
1,1,2,17,3466482,4877,4
1,1,1,9,3466482,4877,5
1,1,2,6,3466482,4877,6
1,1,2,4,3466482,4877,7
2,1,1,48,3466482,4877,1
2,1,2,53,3466482,4877,2
2,1,2,10,3466482,4877,3
3,1,1,47,3466482,4877,1
3,1,2,47,3466482,4877,2
3,1,2,22,3466482,4877,3
3,1,1,17,3466482,4877,4
4,1,1,46,3466482,4877,1
4,1,2,47,3466482,4877,2
4,1,1,21,3466482,4877,3
4,1,2,17,3466482,4877,4
5,1,2,34,3466482,4877,1
5,1,1,15,3466482,4877,2
5,1,1,13,3466482,4877,3
5,1,1,11,3466482,4877,4
1,1,1,29,3466695,6232,1
1,1,2,27,3466695,6232,2
1,1,1,56,3466695,6232,3
1,1,1,18,3466695,6232,4
1,1,2,18,3466695,6232,5
1,1,1,14,3466695,6232,6
1,1,2,3,3466695,6232,7
2,1,1,58,3466695,6232,1
2,1,2,53,3466695,6232,2
2,1,2,30,3466695,6232,3
2,1,1,19,3466695,6232,4
2,1,2,20,3466695,6232,5
2,1,1,54,3466695,6232,6
2,1,1,17,3466695,6232,7
2,1,2,3,3466695,6232,8
3,1,2,56,3466695,6232,1
3,1,1,19,3466695,6232,2
3,1,1,21,3466695,6232,3
4,1,2,57,3466695,6232,1
4,1,2,26,3466695,6232,2
4,1,2,10,3466695,6232,3
4,1,2,7,3466695,6232,4
5,1,1,37,3466695,6232,1
1,1,1,54,3467046,6396,1
1,1,2,56,3467046,6396,2
1,1,2,28,3467046,6396,3
1,1,1,20,3467046,6396,4
1,1,2,21,3467046,6396,5
2,1,1,42,3467046,6396,1
2,1,2,39,3467046,6396,2
2,1,2,15,3467046,6396,3
2,1,1,18,3467046,6396,4
3,1,1,41,3467046,6396,1
3,1,2,42,3467046,6396,2
3,1,2,18,3467046,6396,3
3,1,1,17,3467046,6396,4
3,1,1,9,3467046,6396,5
4,1,2,40,3467046,6396,1
4,1,1,21,3467046,6396,2
4,1,2,21,3467046,6396,3
4,1,2,17,3467046,6396,4
4,1,2,8,3467046,6396,5
4,1,2,5,3467046,6396,6
4,1,2,2,3467046,6396,7
5,1,2,45,3467046,6396,1
5,1,2,73,3467046,6396,2
2,1,1,60,3467323,6621,1
3,1,1,52,3467323,6621,1
4,1,1,34,3467323,6621,1
4,1,2,33,3467323,6621,2
4,1,2,11,3467323,6621,3
4,1,2,7,3467323,6621,4
5,1,1,36,3467323,6621,1
5,1,2,29,3467323,6621,2
5,1,1,9,3467323,6621,3
5,1,2,6,3467323,6621,4
5,1,2,3,3467323,6621,5
1,1,2,39,3467565,4533,1
1,1,1,7,3467565,4533,2
1,1,1,4,3467565,4533,3
2,1,1,34,3467565,4533,1
2,1,2,35,3467565,4533,2
2,1,2,5,3467565,4533,3
3,1,1,34,3467565,4533,1
3,1,1,36,3467565,4533,2
4,1,2,44,3467565,4533,1
4,1,1,17,3467565,4533,2
5,1,1,20,3467565,4533,1
5,1,2,21,3467565,4533,2
5,1,2,0,3467565,4533,3
1,1,1,38,3468252,4512,1
1,1,2,32,3468252,4512,2
1,1,2,8,3468252,4512,3
1,1,1,5,3468252,4512,4
1,1,1,2,3468252,4512,5
1,1,1,18,3468252,4512,6
3,1,2,33,3468252,4512,1
4,1,1,32,3468252,4512,1
4,1,2,24,3468252,4512,2
4,1,1,6,3468252,4512,3
4,1,1,4,3468252,4512,4
4,1,1,2,3468252,4512,5
4,1,2,1,3468252,4512,6
4,2,1,69,3468252,4512,1
5,1,2,45,3468252,4512,1
6,1,1,31,3468252,4512,1
6,1,2,40,3468252,4512,2
6,1,2,8,3468252,4512,3
6,1,1,5,3468252,4512,4
6,1,2,1,3468252,4512,5
7,1,1,47,3468252,4512,1
9,1,1,42,3468252,4512,1
9,1,2,36,3468252,4512,2
9,1,2,13,3468252,4512,3
9,1,2,2,3468252,4512,4
10,1,1,52,3468252,4512,1
11,1,1,41,3468252,4512,1
11,1,2,38,3468252,4512,2
11,1,2,18,3468252,4512,3
11,1,2,13,3468252,4512,4
11,1,2,3,3468252,4512,5
12,1,1,47,3468252,4512,1
12,1,2,43,3468252,4512,2
12,1,1,21,3468252,4512,3
12,1,1,20,3468252,4512,4
12,1,2,23,3468252,4512,5
13,1,1,53,3468252,4512,3
14,1,2,21,3468252,4512,1
14,2,1,36,3468252,4512,1
14,2,2,34,3468252,4512,2
14,2,1,14,3468252,4512,3
14,2,2,12,3468252,4512,4
15,1,1,29,3468252,4512,1
15,1,2,30,3468252,4512,2
15,1,2,10,3468252,4512,3
15,1,1,4,3468252,4512,4
16,1,1,25,3468252,4512,1
16,1,2,26,3468252,4512,2
17,1,2,22,3468252,4512,1
17,1,1,2,3468252,4512,2
17,2,2,55,3468252,4512,1
18,1,1,34,3468252,4512,1
18,1,2,36,3468252,4512,2
18,1,2,13,3468252,4512,3
18,1,1,7,3468252,4512,4
18,1,1,4,3468252,4512,5
19,1,1,59,3468252,4512,1
19,1,2,56,3468252,4512,2
19,1,1,20,3468252,4512,3
20,1,1,18,3468252,4512,1
20,1,2,16,3468252,4512,2
20,1,1,7,3468252,4512,3
1,1,1,56,3468623,4179,1
1,1,2,41,3468623,4179,2
1,1,2,22,3468623,4179,3
1,1,1,27,3468623,4179,4
1,1,1,18,3468623,4179,5
3,1,1,31,3468623,4179,1
3,1,2,25,3468623,4179,2
3,1,1,7,3468623,4179,3
3,1,2,3,3468623,4179,4
4,1,1,60,3468623,4179,1
4,1,2,64,3468623,4179,2
5,1,1,67,3468623,4179,1
5,1,2,65,3468623,4179,2
5,1,1,32,3468623,4179,3
6,1,2,80,3468623,4179,1
6,1,1,55,3468623,4179,2
6,1,1,28,3468623,4179,3
6,1,1,39,3468623,4179,4
6,1,1,13,3468623,4179,5
7,1,1,48,3468623,4179,1
7,1,2,48,3468623,4179,2
8,1,1,43,3468623,4179,1
8,1,2,48,3468623,4179,2
8,1,1,19,3468623,4179,3
8,1,1,20,3468623,4179,4
8,1,2,18,3468623,4179,5
10,1,2,69,3468623,4179,1
10,1,1,67,3468623,4179,2
11,1,1,44,3468623,4179,1
11,1,2,49,3468623,4179,2
11,1,1,26,3468623,4179,3
11,1,2,19,3468623,4179,4
11,1,1,11,3468623,4179,5
11,1,2,24,3468623,4179,6
11,1,2,2,3468623,4179,7
12,1,2,67,3468623,4179,1
12,1,1,65,3468623,4179,2
13,1,1,40,3468623,4179,1
14,1,1,59,3468623,4179,1
14,2,2,61,3468623,4179,1
14,2,2,27,3468623,4179,2
14,2,2,26,3468623,4179,3
14,2,2,22,3468623,4179,4
14,2,1,5,3468623,4179,5
15,1,1,69,3468623,4179,1
16,1,1,37,3468623,4179,1
16,1,2,27,3468623,4179,2
16,1,1,12,3468623,4179,3
16,1,1,10,3468623,4179,4
16,1,2,4,3468623,4179,5
16,1,2,2,3468623,4179,6
17,1,1,54,3468623,4179,1
18,1,1,24,3468623,4179,1
18,1,2,23,3468623,4179,2
18,1,1,3,3468623,4179,3
19,1,2,30,3468623,4179,1
19,1,1,32,3468623,4179,2
19,1,2,5,3468623,4179,3
20,1,1,40,3468623,4179,1
20,1,2,28,3468623,4179,2
20,1,2,11,3468623,4179,3
20,1,1,10,3468623,4179,4
20,1,1,7,3468623,4179,5
20,1,1,5,3468623,4179,6
1,1,2,42,3468916,5235,1
1,1,1,42,3468916,5235,2
1,1,1,14,3468916,5235,3
1,1,2,12,3468916,5235,4
2,1,1,57,3468916,5235,1
3,1,1,27,3468916,5235,1
3,1,1,27,3468916,5235,2
3,1,2,25,3468916,5235,3
4,1,1,50,3468916,5235,2
5,1,1,43,3468916,5235,1
5,1,2,46,3468916,5235,2
5,1,1,12,3468916,5235,3
5,1,2,9,3468916,5235,4
1,1,1,31,3520706,4545,1
1,1,2,28,3520706,4545,2
1,1,2,11,3520706,4545,3
1,1,1,6,3520706,4545,4
2,1,1,63,3520706,4545,1
3,1,1,32,3520706,4545,1
3,1,2,30,3520706,4545,2
3,1,1,12,3520706,4545,3
3,1,2,8,3520706,4545,4
3,1,2,4,3520706,4545,5
4,1,1,53,3520706,4545,1
4,1,2,42,3520706,4545,2
4,1,2,3,3520706,4545,3
5,1,1,28,3520706,4545,1
5,1,2,28,3520706,4545,2
5,1,2,9,3520706,4545,3
5,1,2,7,3520706,4545,4
5,1,2,2,3520706,4545,5
6,1,1,38,3520706,4545,1
6,1,1,28,3520706,4545,2
7,1,1,64,3520706,4545,1
7,1,2,37,3520706,4545,2
7,1,2,13,3520706,4545,3
7,1,2,10,3520706,4545,4
8,1,1,46,3520706,4545,1
8,1,1,18,3520706,4545,2
8,1,2,16,3520706,4545,3
8,1,2,14,3520706,4545,4
8,1,2,44,3520706,4545,5
9,1,1,37,3520706,4545,1
9,1,2,37,3520706,4545,2
9,1,2,19,3520706,4545,3
9,1,1,22,3520706,4545,4
10,1,1,36,3520706,4545,1
10,1,2,35,3520706,4545,2
10,1,1,2,3520706,4545,3
11,1,1,29,3520706,4545,1
11,1,2,28,3520706,4545,2
11,1,2,9,3520706,4545,3
11,1,2,2,3520706,4545,4
12,1,1,29,3520706,4545,1
12,1,2,23,3520706,4545,2
12,1,1,3,3520706,4545,3
13,1,1,43,3520706,4545,1
13,1,2,38,3520706,4545,2
13,1,1,19,3520706,4545,3
13,1,1,11,3520706,4545,4
13,1,2,18,3520706,4545,5
13,1,2,2,3520706,4545,6
14,1,2,26,3520706,4545,1
14,1,2,2,3520706,4545,2
14,1,2,4,3520706,4545,3
15,1,1,31,3520706,4545,1
15,1,2,29,3520706,4545,2
15,1,2,8,3520706,4545,3
16,1,1,28,3520706,4545,1
16,1,2,23,3520706,4545,2
16,1,1,17,3520706,4545,3
17,1,1,47,3520706,4545,1
17,1,2,37,3520706,4545,2
17,1,1,17,3520706,4545,3
17,1,1,11,3520706,4545,4
17,1,2,7,3520706,4545,5
17,1,2,4,3520706,4545,6
18,1,1,48,3520706,4545,1
18,1,1,20,3520706,4545,2
18,1,2,20,3520706,4545,3
18,1,1,18,3520706,4545,4
18,1,2,15,3520706,4545,5
18,1,1,15,3520706,4545,6
18,1,1,19,3520706,4545,7
18,1,2,12,3520706,4545,8
18,1,1,8,3520706,4545,9
18,1,2,2,3520706,4545,10
18,1,2,2,3520706,4545,11
18,1,1,0,3520706,4545,12
18,1,1,0,3520706,4545,13
18,1,2,47,3520706,4545,14
19,1,1,32,3520706,4545,1
19,1,2,24,3520706,4545,2
19,1,2,8,3520706,4545,3
19,1,2,4,3520706,4545,4
20,1,1,55,3520706,4545,1
20,1,2,50,3520706,4545,2
20,1,1,16,3520706,4545,3
20,1,2,9,3520706,4545,4
2,1,1,37,3520933,4611,1
2,1,2,35,3520933,4611,2
2,1,1,13,3520933,4611,3
2,1,2,11,3520933,4611,4
2,1,2,8,3520933,4611,5
3,1,2,66,3520933,4611,1
3,1,1,74,3520933,4611,2
4,1,1,62,3520933,4611,1
4,1,2,57,3520933,4611,2
4,1,2,19,3520933,4611,3
5,1,2,37,3520933,4611,1
5,1,1,51,3520933,4611,2
5,1,2,16,3520933,4611,3
5,1,1,14,3520933,4611,4
5,1,1,7,3520933,4611,5
6,1,1,48,3520933,4611,1
6,1,2,50,3520933,4611,2
6,1,2,23,3520933,4611,3
6,1,1,20,3520933,4611,4
8,1,1,69,3520933,4611,1
9,1,1,38,3520933,4611,1
9,1,2,39,3520933,4611,2
9,1,2,16,3520933,4611,3
9,1,1,10,3520933,4611,4
9,1,2,7,3520933,4611,5
10,1,1,28,3520933,4611,1
10,1,2,27,3520933,4611,2
10,1,1,10,3520933,4611,3
10,1,1,7,3520933,4611,4
10,1,1,5,3520933,4611,5
11,1,1,55,3520933,4611,1
11,1,2,33,3520933,4611,2
11,1,1,14,3520933,4611,3
11,1,1,5,3520933,4611,4
12,1,1,32,3520933,4611,1
12,1,2,31,3520933,4611,2
12,1,1,11,3520933,4611,3
12,1,2,10,3520933,4611,4
12,1,2,1,3520933,4611,5
14,1,1,57,3520933,4611,1
14,1,2,49,3520933,4611,2
14,1,1,20,3520933,4611,3
14,1,1,18,3520933,4611,4
16,1,1,32,3520933,4611,1
16,1,2,35,3520933,4611,2
16,1,1,11,3520933,4611,3
18,1,1,42,3520933,4611,1
18,1,2,41,3520933,4611,2
18,1,2,22,3520933,4611,3
18,1,1,14,3520933,4611,4
18,1,1,12,3520933,4611,5
18,1,2,16,3520933,4611,6
18,1,2,1,3520933,4611,7
19,1,2,24,3520933,4611,1
19,1,1,28,3520933,4611,2
19,1,2,1,3520933,4611,3
20,1,2,56,3520933,4611,1
20,1,2,24,3520933,4611,2
20,1,1,1,3520933,4611,3
1,1,1,64,3560749,5518,1
1,1,2,60,3560749,5518,2
2,1,1,32,3560749,5518,1
2,1,2,26,3560749,5518,2
2,1,2,3,3560749,5518,3
3,1,2,69,3560749,5518,1
3,1,1,40,3560749,5518,2
3,1,2,19,3560749,5518,3
4,1,1,31,3560749,5518,1
4,1,2,30,3560749,5518,2
4,1,1,12,3560749,5518,3
2,1,1,34,3560802,5622,1
2,1,1,22,3560802,5622,2
2,1,1,57,3560802,5622,3
2,1,2,76,3560802,5622,4
3,1,1,32,3560802,5622,1
3,1,2,28,3560802,5622,2
3,1,1,4,3560802,5622,3
3,1,2,0,3560802,5622,4
3,2,1,54,3560802,5622,1
3,2,2,50,3560802,5622,2
3,2,1,30,3560802,5622,3
3,2,2,27,3560802,5622,4
4,1,1,39,3560802,5622,1
4,1,2,36,3560802,5622,2
4,1,2,18,3560802,5622,3
4,1,2,13,3560802,5622,4
4,1,1,9,3560802,5622,5
4,1,2,2,3560802,5622,6
5,1,1,68,3560802,5622,1
5,1,2,63,3560802,5622,2
5,1,1,47,3560802,5622,3
5,1,2,24,3560802,5622,4
5,1,1,12,3560802,5622,5
5,1,2,11,3560802,5622,6
1,1,2,90,3560846,6212,1
1,1,2,39,3560846,6212,2
1,1,2,54,3560846,6212,3
1,1,2,52,3560846,6212,4
3,1,2,82,3560846,6212,1
3,1,2,48,3560846,6212,2
3,1,2,58,3560846,6212,3
3,1,1,52,3560846,6212,4
3,1,1,52,3560846,6212,5
3,1,2,16,3560846,6212,6
3,1,1,25,3560846,6212,7
3,1,2,47,3560846,6212,8
3,1,1,14,3560846,6212,9
3,1,2,11,3560846,6212,10
3,1,2,10,3560846,6212,11
4,1,1,49,3560846,6212,1
1,1,2,26,3560894,6413,1
1,1,1,2,3560894,6413,2
2,1,1,74,3560894,6413,1
2,1,2,58,3560894,6413,2
2,1,1,24,3560894,6413,3
2,1,1,24,3560894,6413,4
3,1,1,44,3560894,6413,1
3,1,2,46,3560894,6413,2
3,1,1,20,3560894,6413,3
3,1,1,18,3560894,6413,4
5,1,1,33,3560894,6413,1
5,1,2,65,3560894,6413,2
5,1,2,31,3560894,6413,3
5,1,2,6,3560894,6413,4
5,1,1,3,3560894,6413,5
1,1,1,49,3560955,5785,1
1,1,2,48,3560955,5785,2
1,1,2,15,3560955,5785,3
2,1,1,33,3560955,5785,1
3,1,2,57,3560955,5785,1
3,1,2,29,3560955,5785,2
3,1,1,22,3560955,5785,3
3,1,1,9,3560955,5785,4
4,1,2,66,3560955,5785,1
4,1,1,35,3560955,5785,2
5,1,2,55,3560955,5785,1
5,1,2,29,3560955,5785,2
5,1,1,3,3560955,5785,3
1,1,1,58,3561060,5957,1
1,1,2,52,3561060,5957,2
1,1,1,23,3561060,5957,3
1,1,2,32,3561060,5957,4
1,1,1,13,3561060,5957,5
1,1,2,11,3561060,5957,6
2,1,2,60,3561060,5957,1
2,1,2,41,3561060,5957,2
2,1,1,19,3561060,5957,3
2,2,2,43,3561060,5957,1
2,2,1,13,3561060,5957,2
2,2,2,16,3561060,5957,3
3,1,1,62,3561060,5957,1
3,1,2,62,3561060,5957,2
5,1,2,39,3561060,5957,1
5,1,2,20,3561060,5957,2
5,1,1,18,3561060,5957,3
5,1,2,16,3561060,5957,4
5,1,2,15,3561060,5957,5
5,1,2,13,3561060,5957,6
2,1,1,65,3561075,5686,1
2,1,2,50,3561075,5686,2
3,1,1,79,3561075,5686,1
3,1,2,75,3561075,5686,2
3,1,1,32,3561075,5686,3
3,1,2,28,3561075,5686,4
3,1,1,6,3561075,5686,5
4,1,2,82,3561075,5686,1
4,1,2,57,3561075,5686,2
4,1,2,54,3561075,5686,3
4,1,1,40,3561075,5686,4
5,1,1,33,3561075,5686,1
5,1,2,48,3561075,5686,2
1,1,1,53,3561078,6689,1
1,1,2,52,3561078,6689,2
2,1,2,35,3561078,6689,1
2,1,1,27,3561078,6689,2
2,1,1,19,3561078,6689,3
2,1,1,2,3561078,6689,4
4,1,2,64,3561078,6689,1
4,1,1,45,3561078,6689,2
4,1,2,34,3561078,6689,3
4,1,2,14,3561078,6689,4
4,1,1,12,3561078,6689,5
5,1,2,55,3561078,6689,1
5,1,2,36,3561078,6689,2
5,1,1,20,3561078,6689,3
2,1,1,51,3561127,6414,1
2,1,1,20,3561127,6414,2
2,1,1,11,3561127,6414,3
2,1,2,11,3561127,6414,4
2,1,2,44,3561127,6414,5
3,1,1,75,3561127,6414,1
3,1,2,68,3561127,6414,2
3,1,2,38,3561127,6414,3
3,1,1,23,3561127,6414,4
3,1,1,18,3561127,6414,5
3,1,1,7,3561127,6414,6
3,1,1,5,3561127,6414,7
4,1,1,45,3561127,6414,1
4,1,2,44,3561127,6414,2
4,1,2,24,3561127,6414,3
4,1,1,19,3561127,6414,4
4,1,1,18,3561127,6414,5
4,1,1,2,3561127,6414,6
1,1,2,22,3561252,6173,1
1,1,2,51,3561252,6173,2
1,1,2,1,3561252,6173,3
2,1,1,25,3561252,6173,1
2,1,2,25,3561252,6173,2
3,1,1,46,3561252,6173,1
3,1,2,38,3561252,6173,2
3,1,2,18,3561252,6173,3
3,1,1,16,3561252,6173,4
3,1,2,10,3561252,6173,5
4,1,2,49,3561252,6173,1
4,1,2,27,3561252,6173,2
4,1,2,23,3561252,6173,3
4,1,2,8,3561252,6173,4
4,1,2,5,3561252,6173,5
4,1,1,3,3561252,6173,6
1,1,1,28,3561254,5687,1
1,1,2,23,3561254,5687,2
1,1,1,7,3561254,5687,3
1,1,2,5,3561254,5687,4
1,1,2,0,3561254,5687,5
2,1,1,34,3561254,5687,1
2,1,2,37,3561254,5687,2
2,1,2,15,3561254,5687,3
2,1,2,11,3561254,5687,4
3,1,2,34,3561254,5687,1
3,1,2,2,3561254,5687,2
4,1,1,38,3561254,5687,1
4,1,2,38,3561254,5687,2
4,1,1,17,3561254,5687,3
4,1,2,3,3561254,5687,4
5,1,1,42,3561254,5687,1
5,1,2,39,3561254,5687,2
5,1,1,19,3561254,5687,3
5,1,1,16,3561254,5687,4
5,1,1,9,3561254,5687,5
5,1,1,6,3561254,5687,6
5,1,1,1,3561254,5687,7
2,1,1,39,3561307,6825,1
2,1,2,38,3561307,6825,2
2,1,2,20,3561307,6825,3
2,1,1,18,3561307,6825,4
2,1,2,13,3561307,6825,5
3,1,1,43,3561307,6825,1
3,1,2,50,3561307,6825,2
3,1,2,23,3561307,6825,3
3,1,2,17,3561307,6825,4
4,1,1,36,3561307,6825,1
