"VIV_SEL","FOLIO","FAC_VIV","P1_1","P1_2"
3,3811,3333,3,1
4,3812,3333,4,1
5,3813,3333,2,1
1,3814,3025,5,1
3,3815,3025,4,1
4,3816,3025,4,1
5,3817,3025,2,1
1,3818,3104,2,1
2,3819,3104,2,1
3,3820,3104,3,1
4,3821,3104,4,1
5,3822,3104,4,1
1,3823,3214,1,1
2,3824,3214,7,1
3,3825,3214,5,1
4,3826,3214,4,1
1,3827,4725,2,1
2,3828,4725,3,1
3,3829,4725,7,1
4,3830,4725,4,1
5,3831,4725,2,1
1,3832,3403,5,1
2,3833,3403,6,1
3,3834,3403,1,1
4,3835,3403,2,1
5,3836,3403,5,1
1,3837,2415,5,1
2,3838,2415,3,1
3,3839,2415,3,1
4,3840,2415,8,1
5,3841,2415,6,1
1,3842,2996,1,1
2,3843,2996,2,1
5,3844,2996,3,1
1,3845,2511,3,1
2,3846,2511,4,1
3,3847,2511,2,1
4,3848,2511,2,1
5,3849,2511,2,1
1,3850,4458,1,1
3,3851,4458,4,1
4,3852,4458,3,1
5,3853,4458,4,1
1,3854,2627,2,1
2,3855,2627,2,1
4,3856,2627,2,1
5,3857,2627,4,1
1,3858,3043,2,1
2,3859,3043,1,1
3,3860,3043,2,1
4,3861,3043,3,1
5,3862,3043,4,1
1,3863,3738,1,1
2,3864,3738,2,1
3,3865,3738,5,1
4,3866,3738,1,1
1,3867,3148,2,1
2,3868,3148,1,1
5,3869,3148,1,1
1,3870,3411,2,1
2,3871,3411,3,1
3,3872,3411,1,1
4,3873,3411,6,1
5,3874,3411,5,1
1,3875,3585,4,1
2,3876,3585,2,1
3,3877,3585,2,1
4,3878,3585,2,1
5,3879,3585,3,1
1,3880,3191,4,1
2,3881,3191,1,1
3,3882,3191,2,1
5,3883,3191,1,1
1,3884,2806,5,1
2,3885,2806,3,1
3,3886,2806,3,1
4,3887,2806,4,1
5,3888,2806,2,1
1,3889,4933,3,1
3,3890,4933,4,1
4,3891,4933,3,1
5,3892,4933,3,1
2,3893,2599,3,1
3,3894,2599,1,1
4,3895,2599,4,1
5,3896,2599,3,1
1,3897,3204,2,1
3,3898,3204,3,1
4,3899,3204,1,1
5,3900,3204,3,1
1,3901,2595,3,1
2,3902,2595,2,1
3,3903,2595,2,1
4,3904,2595,6,1
5,3905,2595,3,1
1,3906,1998,4,1
2,3907,1998,1,1
3,3908,1998,2,1
4,3909,1998,2,1
5,3910,1998,1,1
1,3911,5506,1,1
2,3912,5506,3,1
3,3913,5506,4,1
4,3914,5506,4,1
5,3915,5506,2,1
1,3916,2706,3,1
2,3917,2706,2,1
3,3918,2706,5,1
4,3919,2706,2,1
5,3920,2706,4,1
2,3921,3520,4,1
3,3922,3520,3,1
5,3923,3520,2,1
1,3924,2847,1,1
3,3925,2847,1,1
1,3926,1906,2,1
2,3927,1906,2,1
4,3928,1906,3,1
5,3929,1906,1,1
2,3930,3445,3,1
3,3931,3445,1,1
4,3932,3445,2,1
5,3933,3445,1,1
1,3934,3423,2,1
4,3935,3423,4,1
5,3936,3423,2,1
1,3937,3504,2,1
2,3938,3504,4,1
4,3939,3504,1,1
5,3940,3504,2,1
1,3941,2579,2,1
2,3942,2579,2,1
3,3943,2579,2,1
4,3944,2579,1,1
5,3945,2579,2,1
1,3946,2772,1,1
2,3947,2772,2,1
3,3948,2772,1,1
4,3949,2772,5,1
5,3950,2772,5,1
3,3951,2656,1,1
4,3952,2656,3,1
5,3953,2656,1,1
1,3954,3388,4,1
2,3955,3388,1,1
3,3956,3388,2,1
4,3957,3388,4,1
5,3958,3388,1,1
1,3959,2424,3,1
2,3960,2424,5,1
4,3961,2424,8,1
5,3962,2424,2,1
1,3963,2751,1,1
2,3964,2751,1,1
3,3965,2751,2,1
4,3966,2751,1,1
5,3967,2751,2,1
2,3968,3534,4,1
3,3969,3534,6,1
4,3970,3534,3,1
5,3971,3534,2,1
1,3972,2752,1,1
3,3973,2752,3,1
4,3974,2752,3,1
5,3975,2752,1,1
1,3976,2854,1,1
2,3977,2854,4,1
3,3978,2854,1,1
5,3979,2854,5,1
1,3980,2822,1,1
2,3981,2822,1,1
4,3982,2822,4,1
5,3983,2822,3,1
1,3984,2096,9,1
2,3985,2096,1,1
3,3986,2096,3,1
4,3987,2096,8,1
5,3988,2096,2,1
1,3989,2369,3,1
2,3990,2369,3,1
3,3991,2369,1,1
4,3992,2369,3,1
5,3993,2369,5,1
1,3994,2921,4,1
2,3995,2921,4,1
3,3996,2921,2,1
4,3997,2921,1,1
5,3998,2921,4,1
1,3999,2431,1,1
2,4000,2431,6,1
3,4001,2431,5,1
4,4002,2431,4,1
5,4003,2431,4,1
1,4004,3384,2,1
2,4005,3384,2,1
3,4006,3384,1,1
4,4007,3384,4,1
5,4008,3384,3,1
2,4009,2918,6,1
3,4010,2918,2,1
4,4011,2918,4,1
2,4012,3684,4,1
3,4013,3684,2,1
4,4014,3684,6,1
5,4015,3684,3,1
1,4016,2683,4,1
2,4017,2683,3,1
3,4018,2683,3,1
4,4019,2683,3,1
5,4020,2683,8,1
1,4021,3225,4,1
2,4022,3225,1,1
3,4023,3225,1,1
4,4024,3225,4,1
1,4025,3852,2,1
2,4026,3852,1,1
3,4027,3852,2,1
4,4028,3852,5,1
5,4029,3852,2,1
1,4030,3337,2,1
2,4031,3337,2,1
3,4032,3337,2,1
4,4033,3337,3,1
5,4034,3337,2,1
1,4035,2830,1,1
2,4036,2830,1,1
3,4037,2830,3,1
4,4038,2830,2,1
1,4039,2475,1,1
2,4040,2475,2,1
3,4041,2475,2,1
4,4042,2475,1,1
5,4043,2475,4,1
1,4044,2529,1,1
2,4045,2529,1,1
3,4046,2529,3,1
4,4047,2529,1,1
5,4048,2529,5,1
1,4049,2939,2,1
3,4050,2939,3,1
4,4051,2939,2,1
5,4052,2939,3,1
2,4053,5838,3,1
3,4054,5838,2,1
4,4055,5838,3,1
5,4056,5838,3,1
1,4057,3648,4,1
2,4058,3648,4,1
4,4059,3648,1,1
5,4060,3648,4,1
1,4061,5357,2,1
2,4062,5357,3,1
4,4063,5357,3,1
5,4064,5357,4,1
1,4065,4606,3,1
2,4066,4606,2,1
3,4067,4606,3,1
5,4068,4606,1,1
1,4069,2795,3,1
2,4070,2795,5,1
3,4071,2795,4,1
4,4072,2795,2,1
5,4073,2795,2,1
1,4074,2244,5,1
2,4075,2244,4,1
3,4076,2244,3,1
4,4077,2244,2,1
5,4078,2244,5,1
1,4079,4211,2,1
2,4080,4211,2,1
3,4081,4211,2,1
4,4082,4211,1,1
1,4083,3928,5,1
2,4084,3928,7,1
3,4085,3928,5,1
4,4086,3928,3,1
5,4087,3928,1,1
1,4088,3058,1,1
2,4089,3058,2,1
4,4090,3058,2,1
5,4091,3058,2,1
1,4092,2950,2,1
2,4093,2950,2,1
3,4094,2950,1,1
4,4095,2950,3,1
1,4096,3033,2,1
2,4097,3033,1,1
5,4098,3033,1,1
1,4099,2750,4,1
2,4100,2750,2,1
3,4101,2750,2,1
2,4102,871,1,1
3,4103,871,4,1
4,4104,871,7,1
5,4105,871,8,1
6,4106,871,3,1
7,4107,871,5,1
8,4108,871,3,1
9,4109,871,1,1
10,4110,871,2,1
1,4111,928,1,1
2,4112,928,1,1
3,4113,928,2,1
4,4114,928,5,1
5,4115,928,4,1
6,4116,928,5,1
7,4117,928,4,1
8,4118,928,3,1
9,4119,928,4,1
10,4120,928,2,1
1,4121,1222,3,1
2,4122,1222,3,1
4,4123,1222,1,1
5,4124,1222,3,1
1,4125,1107,2,1
2,4126,1107,3,1
3,4127,1107,1,1
4,4128,1107,2,1
5,4129,1107,8,1
2,4130,1209,1,1
3,4131,1209,4,1
4,4132,1209,5,1
5,4133,1209,1,1
2,4134,1285,1,1
3,4135,1285,2,1
4,4136,1285,4,1
5,4137,1285,2,1
1,4138,1158,2,1
3,4139,1158,9,1
5,4140,1158,2,1
1,4141,1137,2,1
3,4142,1137,4,1
4,4143,1137,5,1
5,4144,1137,3,1
1,4145,1538,6,1
2,4146,1538,3,1
3,4147,1538,4,1
4,4148,1538,2,1
5,4149,1538,4,1
1,4150,1655,1,1
2,4151,1655,5,1
3,4152,1655,2,1
4,4153,1655,1,1
5,4154,1655,6,2
1,4155,1570,3,1
2,4156,1570,5,1
3,4157,1570,3,1
4,4158,1570,1,1
5,4159,1570,2,1
1,4160,1148,5,1
2,4161,1148,4,1
3,4162,1148,3,1
4,4163,1148,4,1
5,4164,1148,3,1
1,4165,1798,9,1
2,4166,1798,4,1
3,4167,1798,2,1
4,4168,1798,3,1
5,4169,1798,2,1
2,4170,1170,6,1
3,4171,1170,2,1
4,4172,1170,4,1
5,4173,1170,5,1
1,4174,1823,6,1
2,4175,1823,4,1
3,4176,1823,8,1
4,4177,1823,3,1
5,4178,1823,5,1
1,4179,1285,2,1
2,4180,1285,5,1
3,4181,1285,4,1
4,4182,1285,3,1
5,4183,1285,1,1
1,4184,1814,3,1
2,4185,1814,2,1
4,4186,1814,3,1
5,4187,1814,3,1
1,4188,1763,6,1
3,4189,1763,4,1
4,4190,1763,3,1
5,4191,1763,3,1
1,4192,1832,3,1
2,4193,1832,4,1
4,4194,1832,1,1
5,4195,1832,3,1
1,4196,1196,4,1
2,4197,1196,4,1
4,4198,1196,2,1
5,4199,1196,3,1
1,4200,1196,1,1
2,4201,1196,3,1
3,4202,1196,8,1
4,4203,1196,4,1
5,4204,1196,1,1
1,4205,1803,6,1
2,4206,1803,4,1
3,4207,1803,2,1
5,4208,1803,5,1
1,4209,1466,5,1
2,4210,1466,2,1
3,4211,1466,7,1
4,4212,1466,3,1
5,4213,1466,6,1
1,4214,1241,4,1
2,4215,1241,3,1
3,4216,1241,5,1
4,4217,1241,1,1
5,4218,1241,4,1
1,4219,1224,2,1
2,4220,1224,3,1
3,4221,1224,3,1
4,4222,1224,3,1
5,4223,1224,3,1
1,4224,1229,3,1
3,4225,1229,2,1
4,4226,1229,1,1
5,4227,1229,4,1
1,4228,1173,1,1
3,4229,1173,2,1
4,4230,1173,1,1
5,4231,1173,2,1
1,4232,1661,5,1
2,4233,1661,2,1
3,4234,1661,1,1
4,4235,1661,6,1
5,4236,1661,4,1
1,4237,1290,3,1
2,4238,1290,5,1
3,4239,1290,2,1
5,4240,1290,1,1
1,4241,1448,2,1
2,4242,1448,2,1
3,4243,1448,2,1
4,4244,1448,4,1
5,4245,1448,4,1
1,4246,1325,4,1
2,4247,1325,1,1
3,4248,1325,5,1
5,4249,1325,2,1
1,4250,1171,3,1
2,4251,1171,5,1
3,4252,1171,5,1
4,4253,1171,4,1
5,4254,1171,7,1
2,4255,868,1,1
3,4256,868,3,1
5,4257,868,2,1
3,4258,1504,2,1
4,4259,1504,5,1
1,4260,1264,1,1
3,4261,1264,4,1
4,4262,1264,7,1
5,4263,1264,3,1
2,4264,2052,1,1
3,4265,2052,3,1
4,4266,2052,2,1
5,4267,2052,5,1
1,4268,1077,3,1
3,4269,1077,1,1
4,4270,1077,3,1
5,4271,1077,6,1
1,4272,1287,2,1
2,4273,1287,4,1
3,4274,1287,4,1
4,4275,1287,5,1
5,4276,1287,1,1
2,4277,1256,3,1
3,4278,1256,4,1
4,4279,1256,4,1
5,4280,1256,1,1
2,4281,1113,3,1
3,4282,1113,4,1
5,4283,1113,3,1
1,4284,1094,5,1
2,4285,1094,4,1
3,4286,1094,4,1
4,4287,1094,5,1
5,4288,1094,4,1
2,4289,1118,3,1
3,4290,1118,3,1
5,4291,1118,3,1
1,4292,1034,4,1
2,4293,1034,2,1
3,4294,1034,3,1
4,4295,1034,2,1
5,4296,1034,3,1
1,4297,1467,8,1
2,4298,1467,1,1
4,4299,1467,4,1
5,4300,1467,7,1
1,4301,1360,4,1
3,4302,1360,2,1
4,4303,1360,4,1
5,4304,1360,2,1
2,4305,1410,3,1
3,4306,1410,5,1
4,4307,1410,4,1
5,4308,1410,4,1
1,4309,1252,4,1
2,4310,1252,6,1
3,4311,1252,4,1
4,4312,1252,4,1
5,4313,1252,5,1
1,4314,823,5,1
2,4315,823,1,1
3,4316,823,4,1
5,4317,823,2,1
1,4318,1250,5,1
2,4319,1250,2,1
3,4320,1250,5,1
4,4321,1250,4,1
5,4322,1250,7,1
2,4323,1115,4,1
3,4324,1115,1,1
5,4325,1115,3,1
1,4326,1185,2,1
2,4327,1185,2,1
3,4328,1185,3,1
4,4329,1185,3,1
1,4330,1504,4,1
2,4331,1504,3,1
3,4332,1504,5,1
4,4333,1504,4,1
5,4334,1504,2,1
2,4335,1178,5,1
3,4336,1178,6,1
4,4337,1178,4,1
5,4338,1178,5,1
1,4339,1395,2,1
2,4340,1395,3,1
3,4341,1395,1,1
4,4342,1395,2,1
5,4343,1395,4,1
6,4344,1395,2,1
7,4345,1395,5,1
8,4346,1395,2,1
9,4347,1395,1,1
10,4348,1395,1,1
11,4349,1395,5,1
12,4350,1395,1,1
13,4351,1395,1,1
15,4352,1395,4,1
16,4353,1395,4,1
17,4354,1395,2,1
18,4355,1395,3,1
19,4356,1395,4,1
20,4357,1395,2,1
1,4358,1612,4,1
2,4359,1612,5,1
3,4360,1612,5,1
4,4361,1612,4,1
5,4362,1612,7,1
7,4363,1612,1,1
9,4364,1612,3,1
10,4365,1612,3,1
11,4366,1612,2,1
12,4367,1612,1,1
13,4368,1612,4,1
14,4369,1612,7,1
15,4370,1612,1,1
16,4371,1612,3,1
17,4372,1612,4,1
18,4373,1612,4,1
19,4374,1612,2,1
20,4375,1612,4,1
1,4376,1154,2,1
2,4377,1154,3,1
3,4378,1154,5,1
4,4379,1154,3,1
5,4380,1154,4,1
6,4381,1154,2,1
8,4382,1154,3,1
9,4383,1154,2,1
10,4384,1154,4,1
11,4385,1154,2,1
12,4386,1154,6,1
13,4387,1154,2,1
14,4388,1154,3,1
15,4389,1154,1,1
16,4390,1154,2,1
17,4391,1154,3,1
18,4392,1154,2,1
19,4393,1154,2,1
20,4394,1154,1,1
1,4395,1074,2,1
2,4396,1074,4,1
3,4397,1074,5,1
4,4398,1074,3,1
5,4399,1074,4,1
6,4400,1074,5,1
7,4401,1074,1,1
8,4402,1074,4,1
9,4403,1074,2,1
10,4404,1074,1,1
11,4405,1074,4,1
12,4406,1074,3,1
13,4407,1074,5,1
14,4408,1074,3,1
15,4409,1074,7,2
16,4410,1074,5,1
17,4411,1074,3,1
18,4412,1074,1,1
19,4413,1074,1,1
1,4414,1005,3,1
3,4415,1005,1,1
4,4416,1005,2,1
5,4417,1005,2,1
6,4418,1005,5,1
7,4419,1005,3,1
8,4420,1005,4,1
9,4421,1005,5,1
10,4422,1005,2,1
11,4423,1005,4,1
12,4424,1005,3,1
13,4425,1005,2,1
14,4426,1005,5,1
15,4427,1005,8,1
16,4428,1005,1,1
17,4429,1005,1,1
18,4430,1005,5,1
19,4431,1005,2,1
20,4432,1005,2,1
1,4433,1132,3,1
2,4434,1132,6,1
3,4435,1132,2,1
4,4436,1132,5,1
5,4437,1132,5,1
6,4438,1132,3,1
7,4439,1132,1,1
8,4440,1132,4,1
9,4441,1132,4,1
10,4442,1132,6,1
11,4443,1132,5,1
12,4444,1132,5,1
13,4445,1132,4,1
14,4446,1132,6,1
15,4447,1132,6,1
16,4448,1132,4,1
17,4449,1132,1,1
19,4450,1132,6,1
20,4451,1132,6,1
1,4452,906,5,1
2,4453,906,3,1
3,4454,906,5,1
4,4455,906,4,1
5,4456,906,6,1
6,4457,906,3,1
7,4458,906,4,1
8,4459,906,3,1
9,4460,906,6,1
10,4461,906,2,1
11,4462,906,1,1
12,4463,906,2,1
13,4464,906,1,1
14,4465,906,3,1
16,4466,906,5,1
18,4467,906,3,1
19,4468,906,5,1
20,4469,906,14,1
21,4470,906,15,1
22,4471,906,6,1
1,4472,818,5,1
2,4473,818,4,1
3,4474,818,7,1
4,4475,818,3,1
5,4476,818,1,1
7,4477,818,4,1
8,4478,818,7,1
9,4479,818,3,1
10,4480,818,7,1
11,4481,818,3,1
12,4482,818,9,1
14,4483,818,1,1
15,4484,818,5,1
16,4485,818,8,2
17,4486,818,5,1
18,4487,818,5,1
19,4488,818,2,1
20,4489,818,6,1
1,4490,1059,4,1
2,4491,1059,3,1
4,4492,1059,2,1
5,4493,1059,2,1
6,4494,1059,3,1
8,4495,1059,5,1
9,4496,1059,1,1
10,4497,1059,4,1
12,4498,1059,5,1
13,4499,1059,2,1
14,4500,1059,3,1
15,4501,1059,8,1
16,4502,1059,6,1
17,4503,1059,4,1
18,4504,1059,4,1
20,4505,1059,7,2
1,4506,1139,5,1
2,4507,1139,6,1
3,4508,1139,4,1
4,4509,1139,4,1
5,4510,1139,4,1
6,4511,1139,5,1
7,4512,1139,6,1
8,4513,1139,2,1
9,4514,1139,4,1
10,4515,1139,4,1
11,4516,1139,1,1
12,4517,1139,2,1
13,4518,1139,5,1
14,4519,1139,4,1
15,4520,1139,3,1
16,4521,1139,2,1
17,4522,1139,4,1
18,4523,1139,6,1
19,4524,1139,5,1
20,4525,1139,6,1
1,4526,862,5,1
2,4527,862,3,1
3,4528,862,6,1
4,4529,862,6,1
5,4530,862,2,1
6,4531,862,2,1
7,4532,862,10,1
8,4533,862,2,1
9,4534,862,2,1
10,4535,862,2,1
11,4536,862,4,1
12,4537,862,6,1
13,4538,862,2,1
14,4539,862,2,1
15,4540,862,5,1
16,4541,862,13,1
17,4542,862,4,1
18,4543,862,1,1
19,4544,862,5,1
20,4545,862,3,1
1,4546,3510,2,1
2,4547,3510,1,1
3,4548,3510,1,1
4,4549,3510,5,1
1,4550,5684,3,1
2,4551,5684,5,1
3,4552,5684,4,1
4,4553,5684,5,1
5,4554,5684,7,1
1,4555,5042,5,1
2,4556,5042,7,1
3,4557,5042,1,1
4,4558,5042,9,1
5,4559,5042,4,1
1,4560,5546,3,1
2,4561,5546,5,1
3,4562,5546,3,1
4,4563,5546,2,1
1,4564,3504,3,1
2,4565,3504,2,1
4,4566,3504,2,1
1,4567,4860,5,2
2,4568,4860,1,1
3,4569,4860,1,1
4,4570,4860,10,1
5,4571,4860,1,1
1,4572,4086,4,1
2,4573,4086,1,1
3,4574,4086,2,1
4,4575,4086,5,1
5,4576,4086,15,1
1,4577,3647,3,1
2,4578,3647,4,1
3,4579,3647,4,1
4,4580,3647,2,1
5,4581,3647,10,1
1,4582,5273,3,1
2,4583,5273,4,1
3,4584,5273,4,1
4,4585,5273,4,1
1,4586,4760,5,1
2,4587,4760,7,1
3,4588,4760,1,1
4,4589,4760,2,1
1,4590,4613,6,1
3,4591,4613,5,1
4,4592,4613,3,1
5,4593,4613,3,1
1,4594,4205,3,1
2,4595,4205,3,1
3,4596,4205,3,1
4,4597,4205,4,1
5,4598,4205,3,1
1,4599,5160,4,1
2,4600,5160,2,1
3,4601,5160,6,1
4,4602,5160,5,1
5,4603,5160,2,1
1,4604,4955,7,1
2,4605,4955,3,1
3,4606,4955,9,1
4,4607,4955,4,1
5,4608,4955,2,1
1,4609,4354,5,1
2,4610,4354,4,1
3,4611,4354,5,1
4,4612,4354,1,1
5,4613,4354,4,1
1,4614,4544,2,1
2,4615,4544,5,1
3,4616,4544,5,1
4,4617,4544,4,1
5,4618,4544,5,1
1,4619,5316,8,1
2,4620,5316,12,1
4,4621,5316,2,1
5,4622,5316,3,1
1,4623,4146,5,1
3,4624,4146,4,1
4,4625,4146,2,1
5,4626,4146,3,1
1,4627,5478,2,1
3,4628,5478,4,1
5,4629,5478,3,1
1,4630,5161,10,1
2,4631,5161,1,1
3,4632,5161,5,1
4,4633,5161,3,1
5,4634,5161,3,1
2,4635,5018,4,1
3,4636,5018,3,1
4,4637,5018,5,1
5,4638,5018,2,1
1,4639,4680,3,1
2,4640,4680,5,1
3,4641,4680,4,1
4,4642,4680,5,1
5,4643,4680,1,1
1,4644,4886,5,1
2,4645,4886,3,1
3,4646,4886,2,1
4,4647,4886,8,1
5,4648,4886,6,1
2,4649,5871,4,1
3,4650,5871,1,1
4,4651,5871,3,1
5,4652,5871,3,1
1,4653,4266,2,1
2,4654,4266,2,1
3,4655,4266,1,1
4,4656,4266,4,1
5,4657,4266,5,1
1,4658,4506,3,1
3,4659,4506,4,1
4,4660,4506,3,1
5,4661,4506,2,1
1,4662,4745,3,1
2,4663,4745,4,1
4,4664,4745,5,1
5,4665,4745,4,1
1,4666,5783,3,1
2,4667,5783,5,1
3,4668,5783,5,1
4,4669,5783,5,1
5,4670,5783,5,1
1,4671,4717,5,1
2,4672,4717,4,1
3,4673,4717,2,1
4,4674,4717,4,1
5,4675,4717,1,1
1,4676,4098,4,1
3,4677,4098,3,1
4,4678,4098,3,1
5,4679,4098,5,1
2,4680,7024,3,1
3,4681,7024,7,1
4,4682,7024,1,1
7,4683,7024,1,1
8,4684,7024,5,1
9,4685,7024,6,1
10,4686,7024,1,1
11,4687,7024,3,1
12,4688,7024,1,1
13,4689,7024,1,1
14,4690,7024,1,1
16,4691,7024,4,1
17,4692,7024,2,1
18,4693,7024,1,1
19,4694,7024,1,1
1,4695,7236,2,1
2,4696,7236,6,1
3,4697,7236,4,1
4,4698,7236,4,1
5,4699,7236,4,1
6,4700,7236,2,1
7,4701,7236,5,1
8,4702,7236,4,1
9,4703,7236,4,1
10,4704,7236,2,1
11,4705,7236,5,1
12,4706,7236,2,1
13,4707,7236,2,1
14,4708,7236,12,1
15,4709,7236,4,1
16,4710,7236,5,1
17,4711,7236,2,1
18,4712,7236,3,1
19,4713,7236,7,1
20,4714,7236,4,1
1,4715,3698,4,1
2,4716,3698,4,1
3,4717,3698,4,1
4,4718,3698,2,1
5,4719,3698,4,1
6,4720,3698,4,1
7,4721,3698,4,1
8,4722,3698,1,1
9,4723,3698,3,1
10,4724,3698,2,1
11,4725,3698,5,1
12,4726,3698,7,1
13,4727,3698,5,1
14,4728,3698,4,1
15,4729,3698,4,1
16,4730,3698,3,1
17,4731,3698,5,1
18,4732,3698,5,1
19,4733,3698,3,1
20,4734,3698,1,1
1,4735,4629,3,1
2,4736,4629,3,1
3,4737,4629,3,1
4,4738,4629,7,1
5,4739,4629,5,1
6,4740,4629,2,1
7,4741,4629,7,1
8,4742,4629,2,1
9,4743,4629,4,1
10,4744,4629,2,1
11,4745,4629,1,1
12,4746,4629,6,1
13,4747,4629,3,1
14,4748,4629,2,1
15,4749,4629,4,1
16,4750,4629,5,1
17,4751,4629,4,1
18,4752,4629,16,1
19,4753,4629,2,1
20,4754,4629,5,1
4,4755,5264,1,1
5,4756,5264,2,1
1,4757,3771,4,1
2,4758,3771,5,1
3,4759,3771,4,1
4,4760,3771,2,1
5,4761,3771,4,1
6,4762,3771,1,1
7,4763,3771,4,1
8,4764,3771,5,1
9,4765,3771,5,1
10,4766,3771,3,1
11,4767,3771,8,1
12,4768,3771,2,1
13,4769,3771,5,1
15,4770,3771,4,1
16,4771,3771,6,1
18,4772,3771,6,1
19,4773,3771,4,1
20,4774,3771,4,1
1,4775,4141,3,1
2,4776,4141,5,1
3,4777,4141,6,1
4,4778,4141,4,1
5,4779,4141,5,1
6,4780,4141,5,1
7,4781,4141,5,1
8,4782,4141,2,1
9,4783,4141,3,1
10,4784,4141,5,1
11,4785,4141,6,1
12,4786,4141,3,1
13,4787,4141,4,1
14,4788,4141,5,1
15,4789,4141,3,1
16,4790,4141,4,1
17,4791,4141,3,1
18,4792,4141,10,1
19,4793,4141,2,1
20,4794,4141,4,1
1,4795,5088,5,1
2,4796,5088,7,1
3,4797,5088,1,1
4,4798,5088,5,1
5,4799,5088,5,1
6,4800,5088,4,1
7,4801,5088,3,1
8,4802,5088,4,1
9,4803,5088,10,2
10,4804,5088,8,1
11,4805,5088,8,1
12,4806,5088,4,1
13,4807,5088,5,1
14,4808,5088,5,1
15,4809,5088,4,1
16,4810,5088,3,1
17,4811,5088,5,1
18,4812,5088,5,1
19,4813,5088,5,1
20,4814,5088,5,1
1,4815,5051,2,1
2,4816,5051,3,1
3,4817,5051,5,1
4,4818,5051,3,1
6,4819,5051,6,1
7,4820,5051,4,1
8,4821,5051,10,1
9,4822,5051,6,1
10,4823,5051,6,1
11,4824,5051,5,1
12,4825,5051,5,1
13,4826,5051,3,1
14,4827,5051,5,1
15,4828,5051,1,1
16,4829,5051,9,1
17,4830,5051,2,1
18,4831,5051,5,1
19,4832,5051,4,1
20,4833,5051,4,1
1,4834,5512,5,1
2,4835,5512,3,1
3,4836,5512,4,1
4,4837,5512,2,1
5,4838,5512,4,1
6,4839,5512,5,1
7,4840,5512,5,1
9,4841,5512,5,1
10,4842,5512,4,1
11,4843,5512,5,1
12,4844,5512,4,1
13,4845,5512,5,1
15,4846,5512,2,1
17,4847,5512,3,1
18,4848,5512,4,1
19,4849,5512,1,1
1,4850,3612,3,1
2,4851,3612,3,1
4,4852,3612,6,1
5,4853,3612,3,1
6,4854,3612,4,1
7,4855,3612,2,1
8,4856,3612,1,1
9,4857,3612,1,1
10,4858,3612,2,1
11,4859,3612,5,1
14,4860,3612,9,1
15,4861,3612,4,1
16,4862,3612,4,1
18,4863,3612,4,1
19,4864,3612,4,1
20,4865,3612,4,1
1,4866,3083,2,1
2,4867,3083,4,1
3,4868,3083,4,1
4,4869,3083,3,1
4,4870,4023,2,1
5,4871,4023,2,1
1,4872,2661,3,1
2,4873,2661,1,1
3,4874,2661,2,1
4,4875,2661,4,1
5,4876,2661,1,1
1,4877,3082,3,1
2,4878,3082,8,1
3,4879,3082,3,1
4,4880,3082,1,1
5,4881,3082,7,1
1,4882,3208,1,1
2,4883,3208,3,1
4,4884,3208,1,1
5,4885,3208,3,1
2,4886,2568,7,1
3,4887,2568,5,1
4,4888,2568,5,1
2,4889,3038,4,1
3,4890,3038,5,1
4,4891,3038,3,1
5,4892,3038,4,1
3,4893,2601,3,1
5,4894,2601,4,1
1,4895,2620,3,1
2,4896,2620,2,1
3,4897,2620,3,1
4,4898,2620,4,1
5,4899,2620,2,1
1,4900,2260,7,1
2,4901,2260,3,1
3,4902,2260,6,1
4,4903,2260,3,1
5,4904,2260,2,1
1,4905,2251,5,1
2,4906,2251,4,1
4,4907,2251,4,1
5,4908,2251,2,1
1,4909,3522,2,1
2,4910,3522,1,1
3,4911,3522,3,1
4,4912,3522,2,1
5,4913,3522,2,1
2,4914,2020,5,1
3,4915,2020,3,1
4,4916,2020,5,1
1,4917,3745,3,1
2,4918,3745,3,1
3,4919,3745,2,1
4,4920,3745,3,1
5,4921,3745,3,1
1,4922,2746,4,1
2,4923,2746,4,1
3,4924,2746,2,1
4,4925,2746,4,1
5,4926,2746,1,1
1,4927,2772,6,1
2,4928,2772,1,1
3,4929,2772,2,1
4,4930,2772,3,1
5,4931,2772,2,1
2,4932,3525,4,1
3,4933,3525,4,1
4,4934,3525,2,1
5,4935,3525,1,1
1,4936,4030,5,1
2,4937,4030,5,1
3,4938,4030,3,1
5,4939,4030,5,1
1,4940,2657,5,1
2,4941,2657,5,1
3,4942,2657,4,1
4,4943,2657,3,1
5,4944,2657,4,1
2,4945,3415,1,1
3,4946,3415,2,1
5,4947,3415,3,1
1,4948,3377,2,1
3,4949,3377,3,1
4,4950,3377,7,2
5,4951,3377,3,1
1,4952,4056,4,1
2,4953,4056,7,1
4,4954,4056,4,1
5,4955,4056,3,1
1,4956,4127,2,1
2,4957,4127,3,1
4,4958,4127,4,1
5,4959,4127,3,1
1,4960,2508,7,1
2,4961,2508,5,1
3,4962,2508,4,1
4,4963,2508,2,1
5,4964,2508,3,1
1,4965,2233,3,1
2,4966,2233,3,1
3,4967,2233,4,1
5,4968,2233,2,1
1,4969,2643,3,1
2,4970,2643,4,1
3,4971,2643,2,1
4,4972,2643,3,1
5,4973,2643,1,1
7,4974,2643,3,1
8,4975,2643,4,1
9,4976,2643,5,1
10,4977,2643,5,1
11,4978,2643,4,1
12,4979,2643,1,1
13,4980,2643,4,1
