"VIV_SEL","FOLIO","FAC_VIV","P1_1","P1_2"
1,3360780,5712,3,1
3,3360780,5712,3,1
4,3360780,5712,6,1
5,3360780,5712,4,1
1,3360800,5545,1,1
3,3360800,5545,3,1
4,3360800,5545,2,1
5,3360800,5545,2,1
1,3360882,5607,3,1
2,3360882,5607,3,1
3,3360882,5607,6,1
4,3360882,5607,3,1
5,3360882,5607,6,1
3,3361027,5744,5,1
1,3361164,5613,2,1
2,3361164,5613,4,1
4,3361164,5613,5,1
5,3361164,5613,5,1
1,3361165,5731,3,1
2,3361165,5731,5,1
3,3361165,5731,3,1
4,3361165,5731,3,1
1,3361382,6365,4,1
2,3361382,6365,3,1
4,3361382,6365,4,1
5,3361382,6365,9,1
1,3361430,6268,2,1
2,3361430,6268,6,1
3,3361430,6268,3,1
4,3361430,6268,3,1
1,3361482,5984,3,1
2,3361482,5984,1,1
3,3361482,5984,5,1
4,3361482,5984,5,1
5,3361482,5984,2,1
1,3361518,5342,6,1
2,3361518,5342,6,1
3,3361518,5342,4,1
5,3361518,5342,3,1
2,3361553,5945,5,1
4,3361553,5945,4,1
5,3361553,5945,5,1
2,3361596,6815,4,1
3,3361596,6815,4,1
4,3361596,6815,2,1
5,3361596,6815,2,1
1,3361628,5452,5,1
2,3361628,5452,2,1
3,3361628,5452,4,1
1,3361645,5274,4,1
3,3361645,5274,5,1
4,3361645,5274,4,1
5,3361645,5274,5,1
1,3361774,4794,2,1
2,3361774,4794,5,1
3,3361774,4794,12,1
5,3361774,4794,2,1
1,3361890,6096,2,1
2,3361890,6096,3,1
3,3361890,6096,6,1
4,3361890,6096,2,1
5,3361890,6096,4,1
1,3362005,5684,3,1
2,3362005,5684,3,1
3,3362005,5684,4,1
4,3362005,5684,1,1
5,3362005,5684,5,1
2,3362202,5213,8,1
3,3362202,5213,3,1
4,3362202,5213,4,1
5,3362202,5213,4,1
1,3362301,6541,7,1
2,3362301,6541,6,1
3,3362301,6541,6,1
5,3362301,6541,6,1
1,3362330,4767,5,1
2,3362330,4767,4,1
3,3362330,4767,4,1
4,3362330,4767,3,1
1,3362430,6940,4,1
2,3362430,6940,5,1
3,3362430,6940,2,1
4,3362430,6940,5,1
5,3362430,6940,2,1
1,3362545,6032,6,1
2,3362545,6032,2,1
3,3362545,6032,4,1
4,3362545,6032,4,1
5,3362545,6032,7,1
2,3362604,6259,6,1
4,3362604,6259,5,1
5,3362604,6259,4,1
1,3362611,11183,4,1
2,3362611,11183,10,2
3,3362611,11183,2,1
5,3362611,11183,4,1
1,3362828,5123,4,1
2,3362828,5123,7,1
3,3362828,5123,2,1
5,3362828,5123,4,1
6,3362828,5123,3,1
7,3362828,5123,5,1
8,3362828,5123,3,2
9,3362828,5123,5,1
10,3362828,5123,4,1
11,3362828,5123,5,1
12,3362828,5123,8,1
13,3362828,5123,5,1
15,3362828,5123,3,1
16,3362828,5123,4,1
17,3362828,5123,10,1
18,3362828,5123,6,1
20,3362828,5123,3,1
1,3363058,4221,3,1
2,3363058,4221,6,1
3,3363058,4221,4,1
4,3363058,4221,5,1
5,3363058,4221,4,1
7,3363058,4221,6,1
8,3363058,4221,6,1
9,3363058,4221,5,1
10,3363058,4221,5,1
11,3363058,4221,3,1
12,3363058,4221,5,1
13,3363058,4221,1,1
14,3363058,4221,3,1
15,3363058,4221,4,1
16,3363058,4221,6,1
17,3363058,4221,7,1
18,3363058,4221,3,1
19,3363058,4221,3,1
20,3363058,4221,4,1
1,3420753,4195,4,1
2,3420753,4195,5,1
3,3420753,4195,3,1
4,3420753,4195,2,1
5,3420753,4195,1,1
6,3420753,4195,4,1
7,3420753,4195,4,1
8,3420753,4195,3,1
9,3420753,4195,5,1
10,3420753,4195,3,1
11,3420753,4195,4,1
12,3420753,4195,3,1
13,3420753,4195,9,1
14,3420753,4195,9,1
15,3420753,4195,4,1
16,3420753,4195,4,1
17,3420753,4195,5,1
18,3420753,4195,6,1
19,3420753,4195,5,1
20,3420753,4195,4,1
1,3420787,4994,5,1
2,3420787,4994,4,1
4,3420787,4994,5,1
5,3420787,4994,5,1
7,3420787,4994,4,1
8,3420787,4994,5,1
9,3420787,4994,2,1
10,3420787,4994,3,1
11,3420787,4994,10,1
12,3420787,4994,4,1
13,3420787,4994,5,1
14,3420787,4994,2,1
15,3420787,4994,5,1
16,3420787,4994,2,1
17,3420787,4994,4,1
20,3420787,4994,4,1
1,3460773,5803,4,1
2,3460773,5803,3,1
3,3460773,5803,2,1
4,3460773,5803,2,1
5,3460773,5803,2,1
2,3461340,6762,7,1
3,3461340,6762,4,1
4,3461340,6762,6,1
1,3461409,5772,5,1
2,3461409,5772,5,1
3,3461409,5772,5,1
4,3461409,5772,5,1
5,3461409,5772,2,1
1,3461705,5288,3,1
2,3461705,5288,3,1
3,3461705,5288,4,1
4,3461705,5288,2,1
5,3461705,5288,5,1
1,3461711,4766,1,1
2,3461711,4766,2,1
3,3461711,4766,3,1
4,3461711,4766,3,1
5,3461711,4766,8,1
1,3461780,4877,1,1
2,3461780,4877,5,1
3,3461780,4877,5,1
4,3461780,4877,4,1
5,3461780,4877,1,1
1,3462792,6507,3,1
3,3462792,6507,2,1
4,3462792,6507,3,1
5,3462792,6507,4,1
1,3463163,6885,4,1
2,3463163,6885,5,1
3,3463163,6885,4,1
4,3463163,6885,4,1
5,3463163,6885,3,1
2,3463612,4001,4,1
3,3463612,4001,6,1
4,3463612,4001,4,1
1,3463834,6557,3,1
2,3463834,6557,1,1
3,3463834,6557,3,1
4,3463834,6557,2,1
5,3463834,6557,2,1
3,3463857,5188,3,1
5,3463857,5188,3,1
2,3463896,6164,6,1
3,3463896,6164,3,1
5,3463896,6164,3,1
1,3463986,5814,3,1
2,3463986,5814,2,1
3,3463986,5814,4,1
4,3463986,5814,4,1
5,3463986,5814,8,1
1,3464000,5111,2,1
4,3464000,5111,7,1
3,3464015,4883,4,1
4,3464015,4883,4,1
5,3464015,4883,4,1
1,3464213,6720,4,1
4,3464213,6720,4,1
5,3464213,6720,6,1
2,3464250,6018,5,1
3,3464250,6018,4,1
4,3464617,5943,1,1
5,3464617,5943,5,1
1,3464752,5636,3,1
2,3464752,5636,5,1
3,3464752,5636,4,1
4,3464752,5636,3,1
1,3465402,6105,1,1
3,3465402,6105,6,1
4,3465402,6105,3,1
5,3465402,6105,4,1
1,3465431,4973,1,1
2,3465431,4973,2,1
4,3465431,4973,1,1
5,3465431,4973,5,1
1,3466058,6096,3,1
2,3466058,6096,6,1
3,3466058,6096,8,1
4,3466058,6096,2,1
5,3466058,6096,4,1
1,3466105,6420,3,1
2,3466105,6420,5,1
4,3466105,6420,1,1
5,3466105,6420,3,1
1,3466183,6100,6,1
2,3466183,6100,4,1
3,3466183,6100,3,1
4,3466183,6100,5,1
5,3466183,6100,1,1
1,3466287,5767,4,1
2,3466287,5767,4,1
4,3466287,5767,4,1
5,3466287,5767,4,1
1,3466482,4877,7,1
2,3466482,4877,3,1
3,3466482,4877,4,1
4,3466482,4877,4,1
5,3466482,4877,4,1
1,3466695,6232,7,1
2,3466695,6232,8,1
3,3466695,6232,3,1
4,3466695,6232,4,1
5,3466695,6232,1,1
1,3467046,6396,5,1
2,3467046,6396,4,1
3,3467046,6396,5,1
4,3467046,6396,7,1
5,3467046,6396,2,1
2,3467323,6621,1,1
3,3467323,6621,1,1
4,3467323,6621,4,1
5,3467323,6621,5,1
1,3467565,4533,3,1
2,3467565,4533,3,1
3,3467565,4533,2,1
4,3467565,4533,2,1
5,3467565,4533,3,1
1,3468252,4512,6,1
3,3468252,4512,1,1
4,3468252,4512,7,2
5,3468252,4512,1,1
6,3468252,4512,5,1
7,3468252,4512,1,1
9,3468252,4512,4,1
10,3468252,4512,1,1
11,3468252,4512,5,1
12,3468252,4512,5,1
13,3468252,4512,1,1
14,3468252,4512,5,2
15,3468252,4512,4,1
16,3468252,4512,2,1
17,3468252,4512,3,2
18,3468252,4512,5,1
19,3468252,4512,3,1
20,3468252,4512,3,1
1,3468623,4179,5,1
3,3468623,4179,4,1
4,3468623,4179,2,1
5,3468623,4179,3,1
6,3468623,4179,5,1
7,3468623,4179,2,1
8,3468623,4179,5,1
10,3468623,4179,2,1
11,3468623,4179,7,1
12,3468623,4179,2,1
13,3468623,4179,1,1
14,3468623,4179,6,2
15,3468623,4179,1,1
16,3468623,4179,6,1
17,3468623,4179,1,1
18,3468623,4179,3,1
19,3468623,4179,3,1
20,3468623,4179,6,1
1,3468916,5235,4,1
2,3468916,5235,1,1
3,3468916,5235,3,1
4,3468916,5235,1,1
5,3468916,5235,4,1
1,3520706,4545,4,1
2,3520706,4545,1,1
3,3520706,4545,5,1
4,3520706,4545,3,1
5,3520706,4545,5,1
6,3520706,4545,2,1
7,3520706,4545,4,1
8,3520706,4545,5,1
9,3520706,4545,4,1
10,3520706,4545,3,1
11,3520706,4545,4,1
12,3520706,4545,3,1
13,3520706,4545,6,1
14,3520706,4545,3,1
15,3520706,4545,3,1
16,3520706,4545,3,1
17,3520706,4545,6,1
18,3520706,4545,14,1
19,3520706,4545,4,1
20,3520706,4545,4,1
2,3520933,4611,5,1
3,3520933,4611,2,1
4,3520933,4611,3,1
5,3520933,4611,5,1
6,3520933,4611,4,1
8,3520933,4611,1,1
9,3520933,4611,5,1
10,3520933,4611,5,1
11,3520933,4611,4,1
12,3520933,4611,5,1
14,3520933,4611,4,1
16,3520933,4611,3,1
18,3520933,4611,7,1
19,3520933,4611,3,1
20,3520933,4611,3,1
1,3560749,5518,2,1
2,3560749,5518,3,1
3,3560749,5518,3,1
4,3560749,5518,3,1
2,3560802,5622,4,1
3,3560802,5622,8,2
4,3560802,5622,6,1
5,3560802,5622,6,1
1,3560846,6212,4,1
3,3560846,6212,11,1
4,3560846,6212,1,1
1,3560894,6413,2,1
2,3560894,6413,4,1
3,3560894,6413,4,1
5,3560894,6413,5,1
1,3560955,5785,3,1
2,3560955,5785,1,1
3,3560955,5785,4,1
4,3560955,5785,2,1
5,3560955,5785,3,1
1,3561060,5957,6,1
2,3561060,5957,6,2
3,3561060,5957,2,1
5,3561060,5957,6,1
2,3561075,5686,2,1
3,3561075,5686,5,1
4,3561075,5686,4,1
5,3561075,5686,2,1
1,3561078,6689,2,1
2,3561078,6689,4,1
4,3561078,6689,5,1
5,3561078,6689,3,1
2,3561127,6414,5,1
3,3561127,6414,7,1
4,3561127,6414,6,1
1,3561252,6173,3,1
2,3561252,6173,2,1
3,3561252,6173,5,1
4,3561252,6173,6,1
1,3561254,5687,5,1
2,3561254,5687,4,1
3,3561254,5687,2,1
4,3561254,5687,4,1
5,3561254,5687,7,1
2,3561307,6825,5,1
3,3561307,6825,4,1
4,3561307,6825,4,1
5,3561307,6825,6,1
1,3561437,8942,5,1
3,3561437,8942,3,1
5,3561437,8942,3,1
6,3561437,8942,2,1
7,3561437,8942,3,1
8,3561437,8942,2,1
9,3561437,8942,3,1
10,3561437,8942,3,1
11,3561437,8942,4,1
12,3561437,8942,4,1
13,3561437,8942,3,1
14,3561437,8942,2,1
15,3561437,8942,3,1
16,3561437,8942,5,1
17,3561437,8942,5,1
18,3561437,8942,3,1
20,3561437,8942,5,1
2,3561679,5567,3,1
3,3561679,5567,1,1
6,3561679,5567,4,1
8,3561679,5567,3,1
10,3561679,5567,1,1
12,3561679,5567,1,1
13,3561679,5567,2,1
16,3561679,5567,2,1
17,3561679,5567,4,1
18,3561679,5567,1,1
19,3561679,5567,1,1
20,3561679,5567,2,1
1,3561690,1977,2,1
2,3561690,1977,6,1
3,3561690,1977,5,1
4,3561690,1977,3,1
5,3561690,1977,5,1
7,3561690,1977,5,1
8,3561690,1977,3,1
9,3561690,1977,3,1
10,3561690,1977,4,1
12,3561690,1977,2,1
13,3561690,1977,1,1
14,3561690,1977,1,1
15,3561690,1977,5,1
16,3561690,1977,3,1
17,3561690,1977,4,1
18,3561690,1977,9,1
19,3561690,1977,5,1
20,3561690,1977,6,1
1,3561782,4453,7,1
2,3561782,4453,3,1
3,3561782,4453,1,1
4,3561782,4453,3,1
5,3561782,4453,4,1
7,3561782,4453,6,1
9,3561782,4453,10,2
10,3561782,4453,1,1
11,3561782,4453,2,1
12,3561782,4453,1,1
13,3561782,4453,3,1
14,3561782,4453,5,1
15,3561782,4453,3,1
17,3561782,4453,4,1
18,3561782,4453,4,1
19,3561782,4453,1,1
20,3561782,4453,1,1
1,3561844,4905,3,1
2,3561844,4905,3,1
3,3561844,4905,4,1
6,3561844,4905,4,1
7,3561844,4905,4,1
8,3561844,4905,2,1
9,3561844,4905,4,1
10,3561844,4905,3,1
11,3561844,4905,2,1
12,3561844,4905,2,1
13,3561844,4905,3,1
14,3561844,4905,2,1
15,3561844,4905,1,1
16,3561844,4905,4,1
17,3561844,4905,7,1
18,3561844,4905,5,1
19,3561844,4905,1,1
20,3561844,4905,4,1
1,3561867,5997,1,1
3,3561867,5997,3,1
4,3561867,5997,3,1
5,3561867,5997,3,1
6,3561867,5997,2,1
7,3561867,5997,5,1
8,3561867,5997,2,1
9,3561867,5997,2,2
11,3561867,5997,2,1
12,3561867,5997,2,1
13,3561867,5997,5,1
14,3561867,5997,2,2
15,3561867,5997,4,1
16,3561867,5997,4,1
17,3561867,5997,1,1
18,3561867,5997,1,1
20,3561867,5997,2,1
3,3620746,3491,4,1
4,3620746,3491,1,1
9,3620746,3491,3,1
14,3620746,3491,1,1
15,3620746,3491,2,1
16,3620746,3491,2,1
17,3620746,3491,2,1
1,3660729,5503,3,1
3,3660729,5503,5,1
4,3660729,5503,1,1
5,3660729,5503,4,1
1,3660871,5614,3,1
2,3660871,5614,2,1
3,3660871,5614,3,1
4,3660871,5614,2,1
5,3660871,5614,5,1
1,3660875,5245,3,1
2,3660875,5245,4,1
3,3660875,5245,5,1
5,3660875,5245,3,1
3,3660912,5451,4,1
4,3660912,5451,3,1
5,3660912,5451,6,1
3,3660915,5853,5,1
4,3660915,5853,3,1
5,3660915,5853,2,1
1,3660921,5743,3,1
3,3660921,5743,4,1
4,3660921,5743,3,1
5,3660921,5743,3,1
1,3660942,5628,1,1
2,3660942,5628,6,1
3,3660942,5628,2,1
4,3660942,5628,3,1
5,3660942,5628,2,1
2,3660991,5304,2,1
3,3660991,5304,3,1
4,3660991,5304,4,1
5,3660991,5304,2,1
1,3661030,6566,2,1
2,3661030,6566,4,1
3,3661030,6566,3,1
4,3661030,6566,7,1
1,3661121,5858,2,1
2,3661121,5858,1,1
3,3661121,5858,5,1
4,3661121,5858,5,1
5,3661121,5858,9,1
1,3661136,5557,4,1
2,3661136,5557,3,1
3,3661136,5557,2,1
5,3661136,5557,5,1
1,3661201,5766,5,1
3,3661201,5766,4,1
4,3661201,5766,4,1
5,3661201,5766,2,1
1,3661216,6041,2,1
4,3661216,6041,3,1
5,3661216,6041,4,1
1,3661253,7345,7,1
2,3661253,7345,3,1
3,3661253,7345,4,1
4,3661253,7345,6,2
5,3661253,7345,3,1
1,3661255,7251,1,1
2,3661255,7251,5,1
4,3661255,7251,4,1
5,3661255,7251,4,1
1,3661265,5101,1,1
2,3661265,5101,3,1
4,3661265,5101,5,1
5,3661265,5101,2,1
1,3661290,5486,2,1
2,3661290,5486,3,1
3,3661290,5486,3,1
4,3661290,5486,1,1
5,3661290,5486,3,1
2,3661330,11581,3,1
3,3661330,11581,3,1
4,3661330,11581,3,1
5,3661330,11581,2,1
1,3661341,11559,4,1
2,3661341,11559,2,1
3,3661341,11559,5,1
4,3661341,11559,4,1
5,3661341,11559,4,1
1,3661350,4856,5,1
2,3661350,4856,5,1
3,3661350,4856,4,1
5,3661350,4856,2,1
1,3661354,5021,9,1
3,3661354,5021,2,1
1,3661470,7983,5,1
2,3661470,7983,4,1
3,3661470,7983,15,1
4,3661470,7983,1,1
1,3661482,5989,6,1
2,3661482,5989,4,1
3,3661482,5989,2,1
1,3661734,10305,2,1
2,3661734,10305,2,1
3,3661734,10305,5,1
4,3661734,10305,3,1
5,3661734,10305,2,1
1,3661830,3753,3,1
4,3661830,3753,4,1
5,3661830,3753,4,1
6,3661830,3753,4,1
7,3661830,3753,1,1
8,3661830,3753,5,1
9,3661830,3753,5,1
10,3661830,3753,5,1
11,3661830,3753,3,1
12,3661830,3753,3,1
13,3661830,3753,5,1
14,3661830,3753,2,1
15,3661830,3753,2,1
16,3661830,3753,4,1
18,3661830,3753,3,1
19,3661830,3753,2,1
20,3661830,3753,5,1
1,3662088,4519,3,1
2,3662088,4519,5,1
3,3662088,4519,5,1
4,3662088,4519,3,1
5,3662088,4519,4,1
6,3662088,4519,4,1
7,3662088,4519,4,1
8,3662088,4519,5,1
9,3662088,4519,4,1
10,3662088,4519,8,1
11,3662088,4519,5,1
12,3662088,4519,5,1
13,3662088,4519,5,1
14,3662088,4519,4,1
15,3662088,4519,1,1
16,3662088,4519,5,1
18,3662088,4519,4,1
20,3662088,4519,3,1
1,3662190,4719,4,1
2,3662190,4719,3,1
3,3662190,4719,4,1
4,3662190,4719,4,1
5,3662190,4719,4,1
6,3662190,4719,3,1
8,3662190,4719,8,1
9,3662190,4719,9,1
11,3662190,4719,4,1
12,3662190,4719,5,1
15,3662190,4719,5,1
16,3662190,4719,3,1
17,3662190,4719,6,1
18,3662190,4719,1,1
19,3662190,4719,8,2
20,3662190,4719,3,1
1,3720861,4815,2,1
2,3720861,4815,6,1
3,3720861,4815,8,1
5,3720861,4815,3,1
6,3720861,4815,4,1
7,3720861,4815,4,1
8,3720861,4815,6,1
9,3720861,4815,6,1
10,3720861,4815,3,1
12,3720861,4815,3,1
13,3720861,4815,1,1
14,3720861,4815,8,1
15,3720861,4815,3,1
16,3720861,4815,5,1
17,3720861,4815,6,1
18,3720861,4815,6,1
20,3720861,4815,10,1
1,3761259,6478,4,1
3,3761259,6478,3,1
4,3761259,6478,2,1
5,3761259,6478,1,1
2,3761272,6197,2,1
3,3761272,6197,1,1
4,3761272,6197,5,1
5,3761272,6197,5,1
1,3762098,5974,8,1
3,3762098,5974,8,2
4,3762098,5974,4,1
1,3762138,7019,1,1
2,3762138,7019,5,1
3,3762138,7019,6,1
4,3762138,7019,3,1
5,3762138,7019,2,1
1,3762446,6498,5,1
2,3762446,6498,4,1
3,3762446,6498,5,1
5,3762446,6498,4,1
1,3762458,6068,5,1
2,3762458,6068,2,1
3,3762458,6068,4,1
4,3762458,6068,4,1
5,3762458,6068,2,1
1,3762491,5843,2,1
2,3762491,5843,7,2
3,3762491,5843,4,1
4,3762491,5843,5,2
5,3762491,5843,2,1
1,3762552,5900,1,1
2,3762552,5900,7,1
3,3762552,5900,5,1
4,3762552,5900,5,1
5,3762552,5900,3,1
2,3762586,6500,5,1
3,3762586,6500,3,1
4,3762586,6500,5,1
5,3762586,6500,6,1
1,3762636,5449,4,1
2,3762636,5449,2,1
3,3762636,5449,2,1
4,3762636,5449,5,1
5,3762636,5449,6,2
1,3762655,7024,1,1
2,3762655,7024,6,2
3,3762655,7024,3,1
4,3762655,7024,4,1
5,3762655,7024,6,1
1,3762674,6627,8,1
2,3762674,6627,2,1
3,3762674,6627,3,1
4,3762674,6627,2,1
5,3762674,6627,5,1
2,3762794,7593,1,1
3,3762794,7593,4,1
4,3762794,7593,4,2
1,3763045,5989,6,1
2,3763045,5989,2,1
3,3763045,5989,5,1
4,3763045,5989,8,1
5,3763045,5989,4,1
1,3763516,5233,5,1
2,3763516,5233,3,1
3,3763516,5233,5,1
4,3763516,5233,1,1
5,3763516,5233,3,1
1,3763692,6644,4,1
4,3763692,6644,5,1
5,3763692,6644,3,1
1,3763723,6454,5,1
2,3763723,6454,4,1
3,3763723,6454,4,1
4,3763723,6454,8,2
5,3763723,6454,8,2
1,3763724,7345,6,1
2,3763724,7345,8,1
3,3763724,7345,3,1
4,3763724,7345,3,1
5,3763724,7345,6,1
1,3763822,5738,5,1
2,3763822,5738,4,1
4,3763822,5738,2,1
5,3763822,5738,4,1
1,3763846,6930,4,1
2,3763846,6930,2,1
3,3763846,6930,4,1
4,3763846,6930,4,1
5,3763846,6930,2,1
1,3763868,5845,2,1
2,3763868,5845,3,1
3,3763868,5845,5,1
4,3763868,5845,3,1
1,3763963,6096,4,1
2,3763963,6096,4,1
3,3763963,6096,2,1
4,3763963,6096,4,1
5,3763963,6096,4,1
1,3764055,6158,3,1
2,3764055,6158,5,1
3,3764055,6158,3,1
4,3764055,6158,3,1
5,3764055,6158,5,1
1,3764137,6269,4,1
3,3764137,6269,4,1
5,3764137,6269,6,1
1,3764152,6207,1,1
2,3764152,6207,1,1
3,3764152,6207,3,1
4,3764152,6207,7,1
2,3764401,5268,1,1
3,3764401,5268,7,1
5,3764401,5268,4,1
1,3764534,5503,6,1
2,3764534,5503,4,1
3,3764534,5503,4,1
4,3764534,5503,3,1
5,3764534,5503,5,1
1,3765867,8296,4,1
2,3765867,8296,8,1
3,3765867,8296,5,1
5,3765867,8296,5,1
1,3766623,4800,7,1
2,3766623,4800,4,1
3,3766623,4800,4,1
4,3766623,4800,3,1
6,3766623,4800,3,1
8,3766623,4800,4,1
9,3766623,4800,6,1
10,3766623,4800,6,2
11,3766623,4800,4,1
12,3766623,4800,3,1
13,3766623,4800,5,1
14,3766623,4800,3,1
15,3766623,4800,4,1
16,3766623,4800,6,1
17,3766623,4800,5,1
18,3766623,4800,3,1
19,3766623,4800,3,1
20,3766623,4800,3,1
1,3767027,9372,5,1
2,3767027,9372,2,1
3,3767027,9372,4,1
4,3767027,9372,2,1
5,3767027,9372,4,1
7,3767027,9372,5,1
8,3767027,9372,3,1
9,3767027,9372,5,1
11,3767027,9372,3,1
12,3767027,9372,3,1
13,3767027,9372,2,1
14,3767027,9372,4,1
15,3767027,9372,2,1
16,3767027,9372,3,1
17,3767027,9372,6,1
18,3767027,9372,4,1
19,3767027,9372,3,1
20,3767027,9372,7,1
1,3767394,4764,5,1
2,3767394,4764,1,1
3,3767394,4764,6,1
4,3767394,4764,2,1
5,3767394,4764,6,1
6,3767394,4764,3,1
7,3767394,4764,5,1
8,3767394,4764,2,1
9,3767394,4764,2,1
10,3767394,4764,5,1
11,3767394,4764,1,1
12,3767394,4764,3,1
13,3767394,4764,6,1
14,3767394,4764,2,1
15,3767394,4764,2,1
16,3767394,4764,2,1
17,3767394,4764,7,1
19,3767394,4764,4,1
2,3820986,4034,3,1
3,3820986,4034,5,1
4,3820986,4034,3,1
7,3820986,4034,2,1
8,3820986,4034,5,1
9,3820986,4034,2,1
10,3820986,4034,3,1
11,3820986,4034,5,1
12,3820986,4034,2,1
13,3820986,4034,4,1
14,3820986,4034,2,1
15,3820986,4034,2,1
16,3820986,4034,4,1
17,3820986,4034,4,1
18,3820986,4034,4,1
19,3820986,4034,4,1
21,3820986,4034,3,1
22,3820986,4034,5,1
23,3820986,4034,5,1
1,3821140,3472,4,1
2,3821140,3472,5,1
3,3821140,3472,2,1
4,3821140,3472,4,1
5,3821140,3472,4,1
6,3821140,3472,4,1
7,3821140,3472,2,1
8,3821140,3472,2,1
9,3821140,3472,5,1
10,3821140,3472,5,1
11,3821140,3472,3,1
12,3821140,3472,3,1
13,3821140,3472,2,1
14,3821140,3472,3,1
16,3821140,3472,4,1
17,3821140,3472,4,1
18,3821140,3472,4,1
19,3821140,3472,4,1
2,3860733,5586,7,1
3,3860733,5586,1,1
4,3860733,5586,1,1
1,3860838,4572,9,1
2,3860838,4572,4,1
3,3860838,4572,4,1
4,3860838,4572,6,1
5,3860838,4572,4,1
2,3860867,5557,4,1
3,3860867,5557,1,1
4,3860867,5557,2,1
5,3860867,5557,4,1
1,3860981,4973,4,1
2,3860981,4973,5,1
3,3860981,4973,4,1
4,3860981,4973,2,1
1,3861012,5242,2,1
3,3861012,5242,7,1
4,3861012,5242,5,1
1,3861034,5758,3,1
2,3861034,5758,4,1
4,3861034,5758,3,1
5,3861034,5758,2,1
2,3861068,6074,4,1
3,3861068,6074,4,1
4,3861068,6074,4,1
5,3861068,6074,4,1
2,3861177,4945,3,1
3,3861177,4945,5,1
4,3861177,4945,5,1
1,3861240,5548,3,1
2,3861240,5548,5,1
3,3861240,5548,2,1
5,3861240,5548,5,1
1,3861301,6264,4,1
2,3861301,6264,6,1
3,3861301,6264,6,1
4,3861301,6264,4,1
5,3861301,6264,4,1
1,3861397,5825,3,1
2,3861397,5825,5,1
3,3861397,5825,4,1
4,3861397,5825,5,1
1,3861415,6760,6,1
2,3861415,6760,4,1
3,3861415,6760,4,1
4,3861415,6760,4,1
5,3861415,6760,3,1
1,3861441,6613,1,1
3,3861441,6613,1,1
4,3861441,6613,4,1
5,3861441,6613,2,1
1,3861496,5469,4,1
2,3861496,5469,9,1
3,3861496,5469,5,1
4,3861496,5469,2,1
5,3861496,5469,4,1
1,3861602,5537,3,1
2,3861602,5537,2,1
3,3861602,5537,6,1
4,3861602,5537,8,1
5,3861602,5537,2,1
1,3861615,4679,2,1
3,3861615,4679,1,1
5,3861615,4679,5,1
1,3861632,5262,4,1
3,3861632,5262,1,1
5,3861632,5262,5,1
1,3861674,5233,2,1
2,3861674,5233,4,1
3,3861674,5233,1,1
4,3861674,5233,2,1
5,3861674,5233,3,1
1,3861800,5999,4,1
2,3861800,5999,3,1
3,3861800,5999,5,1
4,3861800,5999,5,1
5,3861800,5999,2,1
1,3861810,6164,4,1
2,3861810,6164,2,1
3,3861810,6164,1,1
4,3861810,6164,3,1
5,3861810,6164,5,1
1,3861832,6619,4,1
2,3861832,6619,1,1
3,3861832,6619,5,1
5,3861832,6619,2,1
1,3861838,6470,3,1
2,3861838,6470,4,1
4,3861838,6470,4,1
5,3861838,6470,1,1
1,3861863,4922,4,1
2,3861863,4922,3,1
3,3861863,4922,3,1
4,3861863,4922,3,1
5,3861863,4922,4,1
1,3861949,7260,2,1
2,3861949,7260,4,1
4,3861949,7260,7,1
1,3862101,4518,4,1
2,3862101,4518,7,1
4,3862101,4518,5,1
5,3862101,4518,5,1
6,3862101,4518,5,1
7,3862101,4518,4,1
8,3862101,4518,6,1
9,3862101,4518,3,1
10,3862101,4518,2,1
11,3862101,4518,4,1
12,3862101,4518,3,1
13,3862101,4518,3,1
14,3862101,4518,3,1
15,3862101,4518,6,1
16,3862101,4518,6,1
17,3862101,4518,1,1
18,3862101,4518,1,1
19,3862101,4518,6,1
20,3862101,4518,4,1
1,3862138,3938,4,1
2,3862138,3938,1,1
3,3862138,3938,9,1
4,3862138,3938,9,2
5,3862138,3938,2,1
6,3862138,3938,4,1
7,3862138,3938,3,1
8,3862138,3938,2,1
9,3862138,3938,5,1
10,3862138,3938,6,1
11,3862138,3938,5,1
13,3862138,3938,4,1
16,3862138,3938,4,1
17,3862138,3938,2,1
18,3862138,3938,2,1
19,3862138,3938,6,1
20,3862138,3938,2,1
1,3862173,4020,5,1
2,3862173,4020,5,1
4,3862173,4020,5,1
5,3862173,4020,2,1
6,3862173,4020,3,1
7,3862173,4020,1,1
8,3862173,4020,1,1
10,3862173,4020,2,1
12,3862173,4020,1,1
14,3862173,4020,2,1
15,3862173,4020,3,1
16,3862173,4020,7,1
17,3862173,4020,6,1
18,3862173,4020,4,1
19,3862173,4020,4,1
20,3862173,4020,3,1
1,3920726,4265,4,1
3,3920726,4265,3,1
5,3920726,4265,5,1
8,3920726,4265,2,1
9,3920726,4265,4,1
10,3920726,4265,4,1
11,3920726,4265,3,1
12,3920726,4265,2,1
13,3920726,4265,3,1
14,3920726,4265,5,1
15,3920726,4265,3,1
16,3920726,4265,3,1
17,3920726,4265,6,1
18,3920726,4265,2,1
19,3920726,4265,3,1
20,3920726,4265,2,1
1,3962077,4864,4,1
2,3962077,4864,5,1
3,3962077,4864,3,1
4,3962077,4864,3,1
5,3962077,4864,3,1
1,3962173,6396,4,1
2,3962173,6396,7,1
3,3962173,6396,3,1
4,3962173,6396,4,1
5,3962173,6396,4,1
