"EDICION","ANIO","TLOC","EST_DIS","UPM_DIS","REGION","FOLIO","VIV_SEL","HOGAR","N_REN","P3_2","P3_5","P4_1","P4_5","P5_1_3","P5_1_4","P5_1_6","P5_1_5","P5_1_1","P5_1_2","P6_1_4","P6_1_3","P6_1_1","P6_1_2","P6_1_5","P9_1","P10_1","P11_3_1","P11_3_2","P11_3_4","P14_1","GRA","NIV","P10_4","P3_11","P5_23","P6_2_2","P6_17","P8_1","P10_7","P11_3_9","P14_2_3","P14_2_2","P14_2_1","P14_2_4","SEXO","EDAD","FAC_HOG","P1_1","P1_2","FAC_VIV"
2,2018,4,115,1287,5,2160808,19,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,6,2,2,2,1,2,3,2,2,2,1,2,2,2,1,49,4719,5,1,4719
2,2018,4,115,1287,5,2160808,20,1,2,1,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,2,20,4719,3,1,4719
2,2018,4,115,1288,5,2161093,1,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,6,2,2,1,2,2,3,2,2,2,2,2,2,2,2,48,2552,6,1,2552
2,2018,4,115,1288,5,2161093,2,1,2,6,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,8,2,1,1,2,3,2,2,2,2,2,2,2,2,18,2552,5,1,2552
2,2018,4,115,1288,5,2161093,3,1,3,6,1,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,47,2552,4,1,2552
2,2018,4,115,1288,5,2161093,4,1,3,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,9,2,1,1,1,2,3,3,2,1,2,2,3,2,2,2,2,2,2,2,2,32,2552,5,1,2552
2,2018,4,115,1288,5,2161093,5,1,1,5,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,3,6,1,1,1,1,2,1,1,1,2,2,2,2,1,24,2552,3,1,2552
2,2018,4,115,1288,5,2161093,6,1,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,8,1,1,1,2,3,1,2,1,1,1,2,2,1,43,2552,5,1,2552
2,2018,4,115,1288,5,2161093,7,1,3,6,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,3,5,8,2,1,2,2,3,2,1,1,2,2,2,2,1,25,2552,4,1,2552
2,2018,4,115,1288,5,2161093,8,1,3,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,6,2,2,2,2,2,3,2,2,2,1,2,1,2,1,68,2552,4,1,2552
2,2018,4,115,1288,5,2161093,9,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,3,2,1,2,2,3,2,2,2,2,2,2,2,2,45,2552,3,1,2552
2,2018,4,115,1288,5,2161093,10,1,2,5,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,5,2,2,2,2,2,3,2,2,2,2,2,2,2,2,64,2552,4,1,2552
2,2018,4,115,1288,5,2161093,12,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,37,2552,5,1,2552
2,2018,4,115,1288,5,2161093,13,1,2,1,5,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,3,3,2,1,1,2,3,2,1,2,2,2,1,2,2,40,2552,5,1,2552
2,2018,4,115,1288,5,2161093,14,1,3,6,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,8,1,1,1,1,2,1,2,2,2,2,2,2,2,18,2552,3,1,2552
2,2018,4,115,1288,5,2161093,16,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,2,1,2,2,3,2,2,2,2,2,2,2,1,32,2552,6,1,2552
2,2018,4,115,1288,5,2161093,17,1,2,5,5,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,30,2552,4,1,2552
2,2018,4,115,1288,5,2161093,18,1,4,6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,5,8,2,1,1,2,3,2,2,1,2,2,2,2,1,24,2552,7,1,2552
2,2018,4,115,1288,5,2161093,19,1,2,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,55,2552,4,1,2552
2,2018,4,115,1288,5,2161093,20,1,3,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,6,2,1,1,2,1,2,2,2,2,1,2,2,1,19,2552,4,1,2552
2,2018,4,115,1289,5,2161334,1,1,2,5,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,3,2,2,1,2,2,3,2,2,2,1,2,1,2,1,36,4077,4,1,4077
2,2018,4,115,1289,5,2161334,2,1,2,5,5,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,41,4077,10,1,4077
2,2018,4,115,1289,5,2161334,3,1,3,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,1,19,4077,9,1,4077
2,2018,4,115,1289,5,2161334,4,1,2,5,5,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,24,4077,4,1,4077
2,2018,4,115,1289,5,2161334,5,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,1,2,2,2,1,2,2,2,2,1,34,4077,6,1,4077
2,2018,4,115,1289,5,2161334,6,1,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,6,2,2,2,2,3,2,2,2,2,2,2,2,2,28,4077,7,1,4077
2,2018,4,115,1289,5,2161334,7,1,4,6,8,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,6,1,1,1,2,3,2,2,2,2,1,2,2,1,22,4077,7,1,4077
2,2018,4,115,1289,5,2161334,8,1,3,6,8,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,3,6,2,2,1,2,2,3,2,2,2,2,2,2,2,2,20,4077,8,1,4077
2,2018,4,115,1289,5,2161334,9,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,6,2,2,2,2,2,3,2,2,2,2,2,2,2,2,43,4077,5,1,4077
2,2018,4,115,1289,5,2161334,10,1,1,5,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,2,2,2,2,2,2,2,2,1,1,1,2,1,43,4077,4,1,4077
2,2018,4,115,1289,5,2161334,11,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,21,4077,3,1,4077
2,2018,4,115,1289,5,2161334,12,1,2,5,5,2,2,2,2,1,2,2,1,2,2,2,2,2,9,2,2,1,1,1,3,3,1,2,2,1,2,2,2,1,1,2,2,2,2,64,4077,2,1,4077
2,2018,4,115,1289,5,2161334,13,1,2,5,1,2,2,2,2,1,2,2,1,2,1,2,2,2,9,2,1,1,1,2,6,2,2,1,2,2,2,2,2,2,1,2,1,2,1,54,4077,6,1,4077
2,2018,4,115,1289,5,2161334,14,1,2,5,8,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,34,4077,4,1,4077
2,2018,4,115,1289,5,2161334,15,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,3,2,2,2,2,2,1,2,1,38,4077,2,1,4077
2,2018,4,115,1289,5,2161334,16,1,3,5,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,29,4077,7,1,4077
2,2018,4,115,1289,5,2161334,17,1,2,5,5,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,27,4077,4,1,4077
2,2018,4,115,1289,5,2161334,19,1,1,5,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,3,3,2,1,2,2,3,2,2,2,1,2,1,2,1,49,4077,4,1,4077
2,2018,4,115,1289,5,2161334,20,1,5,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,6,2,1,2,2,3,2,2,2,2,2,2,2,2,18,4077,6,1,4077
2,2018,4,115,1290,5,2161628,1,1,1,5,5,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,45,4118,7,1,4118
2,2018,4,115,1290,5,2161628,2,1,1,5,1,2,2,2,2,2,2,2,2,1,1,2,2,2,9,2,1,1,1,2,4,2,2,2,2,2,3,2,2,2,1,2,1,2,1,53,4118,2,1,4118
2,2018,4,115,1290,5,2161628,3,1,2,5,5,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,48,4118,3,1,4118
2,2018,4,115,1290,5,2161628,4,1,1,1,5,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,22,4118,3,1,4118
2,2018,4,115,1290,5,2161628,6,1,2,1,5,2,2,2,2,2,2,2,2,1,1,2,2,2,9,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,65,4118,2,1,4118
2,2018,4,115,1290,5,2161628,7,1,3,5,5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,3,6,2,1,2,1,2,1,1,1,2,2,2,2,2,30,4118,6,1,4118
2,2018,4,115,1290,5,2161628,8,1,4,1,5,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,31,4118,7,1,4118
2,2018,4,115,1290,5,2161628,9,1,1,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,3,1,2,2,2,2,1,2,2,51,4118,3,1,4118
2,2018,4,115,1290,5,2161628,11,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,6,2,2,1,2,2,3,1,1,2,2,2,1,2,2,37,4118,3,1,4118
2,2018,4,115,1290,5,2161628,12,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,3,3,2,1,1,2,3,2,2,1,2,2,1,2,1,37,4118,1,1,4118
2,2018,4,115,1290,5,2161628,13,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,2,3,2,2,2,2,2,2,2,1,26,4118,3,1,4118
2,2018,4,115,1290,5,2161628,14,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,6,2,2,1,2,2,1,2,1,1,2,2,1,2,1,37,4118,4,1,4118
2,2018,4,115,1290,5,2161628,15,1,1,1,5,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,3,7,2,1,2,2,1,2,2,1,2,2,2,2,2,25,4118,3,1,4118
2,2018,4,115,1290,5,2161628,16,1,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,1,2,2,38,4118,3,1,4118
2,2018,4,115,1290,5,2161628,17,1,2,5,5,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,6,2,2,1,1,2,1,2,2,2,2,2,2,2,2,31,4118,5,1,4118
2,2018,4,115,1290,5,2161628,18,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,6,2,1,2,1,2,2,2,1,2,2,1,2,1,25,4118,6,1,4118
2,2018,4,115,1290,5,2161628,20,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,1,1,3,3,3,2,1,1,2,3,2,2,1,2,2,1,2,1,37,4118,5,1,4118
2,2018,4,115,1290,5,2161628,21,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,0,0,2,1,1,2,3,2,2,2,1,2,2,2,1,25,4118,3,1,4118
2,2018,4,115,1291,5,2161757,2,1,2,5,5,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,60,3714,3,1,3714
2,2018,4,115,1291,5,2161757,3,1,2,5,5,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,39,3714,5,1,3714
2,2018,4,115,1291,5,2161757,4,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,65,3714,3,1,3714
2,2018,4,115,1291,5,2161757,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,2,2,1,2,2,2,1,2,2,1,2,1,50,3714,7,1,3714
2,2018,4,115,1291,5,2161757,6,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,5,8,1,1,2,2,2,1,2,1,2,1,2,2,1,28,3714,3,1,3714
2,2018,4,115,1291,5,2161757,7,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,3,3,2,1,1,2,3,2,2,1,1,2,1,2,1,38,3714,4,1,3714
2,2018,4,115,1291,5,2161757,9,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,39,3714,4,1,3714
2,2018,4,115,1291,5,2161757,10,1,2,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,3,2,2,2,1,2,1,2,2,66,3714,3,1,3714
2,2018,4,115,1291,5,2161757,11,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,62,3714,2,1,3714
2,2018,4,115,1291,5,2161757,12,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,2,2,2,2,2,3,2,2,2,1,2,1,2,1,66,3714,1,1,3714
2,2018,4,115,1291,5,2161757,13,1,1,5,1,1,2,2,2,1,2,2,1,2,1,2,2,2,9,1,1,1,1,2,3,3,1,1,2,2,3,2,2,1,2,1,1,2,1,27,3714,4,1,3714
2,2018,4,115,1291,5,2161757,14,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,40,3714,4,1,3714
2,2018,4,115,1291,5,2161757,15,1,3,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,42,3714,3,1,3714
2,2018,4,115,1291,5,2161757,16,1,3,6,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,1,26,3714,3,1,3714
2,2018,4,115,1291,5,2161757,17,1,4,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,6,2,1,2,2,3,2,2,2,2,2,2,2,2,22,3714,4,1,3714
2,2018,4,115,1291,5,2161757,18,1,3,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,6,2,1,2,2,1,2,2,2,2,2,2,2,1,19,3714,5,1,3714
2,2018,4,115,1291,5,2161757,19,1,2,5,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,2,1,2,2,3,2,2,2,2,2,2,2,2,51,3714,3,1,3714
2,2018,1,123,1292,3,2200121,1,1,1,6,4,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,9,1,1,2,2,3,2,1,1,2,2,2,2,1,27,2121,1,1,2121
2,2018,1,123,1292,3,2200121,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,6,2,1,2,2,3,2,2,2,1,2,1,2,1,19,2121,6,2,2121
2,2018,1,123,1292,3,2200121,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,3,3,2,1,2,2,3,2,2,1,2,2,2,2,2,18,2121,6,2,2121
2,2018,1,123,1292,3,2200121,2,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,3,3,1,1,1,2,2,1,1,1,2,2,2,2,2,50,2121,6,2,2121
2,2018,1,123,1292,3,2200121,3,1,2,5,6,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,5,8,1,1,1,2,2,2,1,1,2,2,1,2,2,57,2121,4,1,2121
2,2018,1,123,1292,3,2200121,4,1,1,6,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,8,1,1,2,2,3,2,1,1,2,2,2,2,1,23,2121,3,1,2121
2,2018,1,123,1292,3,2200121,5,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,4,2,1,2,2,3,2,2,1,2,1,2,2,2,67,2121,3,1,2121
2,2018,1,122,1293,3,2200196,1,1,1,6,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,3,6,1,1,2,2,2,2,2,1,2,1,2,2,1,30,1710,2,1,1710
2,2018,1,122,1293,3,2200196,2,1,1,3,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,3,6,1,1,1,1,2,1,2,1,2,1,2,2,1,50,1710,3,1,1710
2,2018,1,122,1293,3,2200196,4,1,4,6,5,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,4,2,1,2,1,2,2,2,1,2,1,2,2,2,50,1710,5,1,1710
2,2018,1,122,1293,3,2200196,5,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,9,1,1,1,1,1,6,2,1,2,2,2,3,2,2,2,2,2,2,2,1,39,1710,2,1,1710
2,2018,1,124,1294,3,2200205,2,1,1,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,5,8,1,1,2,2,2,2,2,1,2,2,1,2,2,60,3144,2,1,3144
2,2018,1,124,1294,3,2200205,4,1,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,9,1,1,2,2,2,1,1,1,2,1,1,2,2,29,3144,4,1,3144
2,2018,1,124,1294,3,2200205,5,1,2,5,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,4,8,1,1,1,2,3,1,1,1,2,1,1,2,2,47,3144,4,1,3144
2,2018,1,124,1295,3,2200228,4,1,4,6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,5,8,1,1,2,2,2,1,2,1,2,1,2,2,1,26,2813,4,1,2813
2,2018,1,124,1295,3,2200228,5,1,2,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,3,3,6,1,1,2,2,2,2,2,1,2,2,2,2,2,66,2813,2,1,2813
2,2018,1,122,1296,3,2200346,1,1,2,5,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,3,3,1,1,2,1,2,2,1,1,2,1,1,2,2,44,2118,3,1,2118
2,2018,1,122,1296,3,2200346,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,6,2,2,2,2,1,2,2,2,2,1,1,2,2,48,2118,2,1,2118
2,2018,1,122,1296,3,2200346,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,3,6,1,2,2,2,2,2,2,1,2,2,1,2,2,39,2118,4,1,2118
2,2018,1,122,1296,3,2200346,5,1,2,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,1,1,2,2,1,2,1,2,1,2,2,2,53,2118,6,1,2118
2,2018,1,123,1297,3,2200415,2,1,1,5,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,3,3,2,1,2,2,3,2,2,1,1,1,1,2,1,50,2375,5,1,2375
2,2018,1,123,1297,3,2200415,3,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,9,2,2,1,1,2,3,6,1,1,1,2,3,1,1,1,2,2,2,2,2,24,2375,8,2,2375
2,2018,1,123,1297,3,2200415,3,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,3,3,1,1,2,1,3,2,1,1,2,2,2,2,2,32,2375,8,2,2375
2,2018,1,123,1297,3,2200415,4,1,1,3,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,1,2,2,3,2,2,1,2,2,2,2,2,63,2375,4,1,2375
2,2018,1,123,1297,3,2200415,5,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,24,2375,4,1,2375
2,2018,1,122,1298,3,2200446,1,1,1,1,5,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,2,1,2,2,2,1,2,1,2,2,2,2,2,26,2515,3,1,2515
2,2018,1,122,1298,3,2200446,2,1,2,5,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,3,6,2,2,2,2,2,2,2,1,2,2,2,2,2,64,2515,2,1,2515
2,2018,1,122,1298,3,2200446,3,1,2,1,5,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,3,1,1,2,2,1,2,1,1,2,2,2,2,2,18,2515,3,1,2515
2,2018,1,122,1298,3,2200446,4,1,2,5,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,3,3,1,1,2,2,2,2,1,1,2,2,2,2,2,39,2515,5,1,2515
2,2018,1,122,1298,3,2200446,5,1,2,1,5,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,3,3,2,1,1,1,1,2,1,1,2,2,2,2,2,43,2515,5,1,2515
2,2018,1,124,1299,3,2200605,1,1,2,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,3,2,1,2,2,2,1,2,1,2,2,2,2,2,61,2732,2,1,2732
2,2018,1,124,1299,3,2200605,2,1,2,6,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,7,1,1,2,2,3,1,1,1,2,2,2,2,1,24,2732,2,1,2732
2,2018,1,124,1299,3,2200605,3,1,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,3,2,1,1,2,2,2,2,1,2,2,2,2,2,64,2732,2,1,2732
2,2018,1,124,1299,3,2200605,4,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,29,2732,4,1,2732
2,2018,1,124,1299,3,2200605,5,1,2,6,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,4,8,1,1,1,1,2,1,1,2,2,1,2,2,2,33,2732,2,1,2732
2,2018,1,124,1300,3,2200670,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,5,8,1,1,1,1,2,1,2,1,2,1,1,2,1,52,2657,4,1,2657
2,2018,1,124,1300,3,2200670,2,1,1,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,4,1,1,2,1,3,1,1,1,2,1,1,2,2,68,2657,1,1,2657
2,2018,1,124,1300,3,2200670,5,1,2,6,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,4,8,1,1,1,1,1,1,1,2,2,1,2,2,1,27,2657,3,1,2657
2,2018,1,124,1301,3,2200814,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,6,1,1,1,1,1,2,1,1,2,2,2,2,1,31,1970,4,1,1970
2,2018,1,124,1301,3,2200814,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,4,8,1,1,2,1,2,1,1,1,2,2,2,2,1,43,1970,6,1,1970
2,2018,1,124,1301,3,2200814,3,1,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,5,8,1,1,1,1,2,2,1,1,2,1,2,2,2,33,1970,3,1,1970
2,2018,1,124,1301,3,2200814,4,1,2,5,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,9,1,1,2,1,2,2,2,1,2,2,1,2,2,42,1970,4,1,1970
2,2018,1,124,1301,3,2200814,5,1,3,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,9,1,2,2,1,2,4,8,1,1,1,1,2,1,1,1,2,2,2,2,2,25,1970,5,1,1970
2,2018,1,123,1302,3,2200836,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,6,2,1,2,1,2,2,2,2,1,2,2,2,2,1,45,2115,3,1,2115
2,2018,1,123,1302,3,2200836,3,1,1,5,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,3,3,1,1,2,2,3,1,2,1,2,2,1,2,1,56,2115,3,1,2115
2,2018,1,123,1302,3,2200836,4,1,3,6,8,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,3,3,6,2,1,2,2,3,2,2,2,2,2,2,2,2,23,2115,3,1,2115
2,2018,1,123,1302,3,2200836,5,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,5,8,1,1,2,1,2,1,1,1,2,2,2,2,1,36,2115,3,1,2115
2,2018,1,123,1303,3,2200878,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,4,8,1,1,2,2,2,1,1,1,2,1,2,2,1,39,2021,2,1,2021
2,2018,1,123,1303,3,2200878,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,4,8,1,1,2,1,2,1,1,1,2,1,2,2,2,32,2021,4,1,2021
2,2018,1,123,1303,3,2200878,3,1,4,6,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,3,6,1,1,2,2,3,1,1,1,2,1,2,2,1,21,2021,5,1,2021
2,2018,1,123,1303,3,2200878,4,1,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,6,1,1,1,2,3,2,2,2,2,2,2,2,1,20,2021,2,1,2021
2,2018,1,123,1303,3,2200878,5,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,6,2,2,2,2,2,1,2,2,1,2,2,2,2,2,48,2021,1,1,2021
