"EDICION","ANIO","TLOC","EST_DIS","UPM_DIS","REGION","FOLIO","VIV_SEL","HOGAR","N_REN","P3_2","P3_5","P4_1","P4_5","P5_1_3","P5_1_4","P5_1_6","P5_1_5","P5_1_1","P5_1_2","P6_1_4","P6_1_3","P6_1_1","P6_1_2","P6_1_5","P9_1","P10_1","P11_3_1","P11_3_2","P11_3_4","P14_1","GRA","NIV","P10_4","P3_11","P5_23","P6_2_2","P6_17","P8_1","P10_7","P11_3_9","P14_2_3","P14_2_2","P14_2_1","P14_2_4","SEXO","EDAD","FAC_HOG","P1_1","P1_2","FAC_VIV"
3,2021,1,3,1,3,1,1,1,1,4,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,2,2,2,2,1,2,2,1,2,2,83,1841,2,1,1841
3,2021,1,3,1,3,2,2,1,1,6,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,33,1841,4,1,1841
3,2021,1,3,1,3,3,3,1,4,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,3,2,1,2,2,2,2,2,1,30,1841,7,1,1841
3,2021,1,3,1,3,4,4,1,1,3,5,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64,1841,4,1,1841
3,2021,1,3,1,3,5,5,1,1,5,8,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,5,2,1,2,2,2,3,2,1,2,2,1,1,2,1,70,1841,8,1,1841
3,2021,1,4,2,3,6,1,1,4,6,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,3,6,1,1,1,2,2,2,2,2,2,2,2,2,2,20,1273,6,1,1273
3,2021,1,4,2,3,7,2,1,1,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,2,2,2,2,2,3,2,2,1,2,2,2,2,2,70,1273,1,1,1273
3,2021,1,4,2,3,8,4,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,6,1,1,2,2,3,2,1,1,2,2,2,2,1,28,1273,2,1,1273
3,2021,1,4,2,3,9,5,1,1,5,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,5,8,1,1,1,1,2,1,2,2,1,1,1,2,1,45,1273,2,1,1273
3,2021,1,4,3,3,10,1,1,4,6,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,5,8,1,1,2,1,2,1,1,1,2,1,2,2,1,29,733,4,1,733
3,2021,1,4,3,3,11,2,1,1,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,8,1,2,2,2,3,2,1,2,2,1,2,2,1,77,733,4,1,733
3,2021,1,4,3,3,12,3,1,2,5,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,33,733,4,1,733
3,2021,1,4,3,3,13,4,1,1,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,8,1,2,2,2,2,2,2,2,2,2,2,2,2,80,733,2,1,733
3,2021,1,4,3,3,14,5,1,3,6,8,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,2,1,2,2,2,2,2,2,2,2,2,2,62,733,3,1,733
3,2021,1,4,4,3,15,1,1,2,5,8,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,3,3,1,1,1,2,2,1,2,2,2,2,2,2,2,56,1256,5,1,1256
3,2021,1,4,4,3,16,2,1,3,6,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,2,2,2,2,2,3,2,1,1,2,2,2,2,2,51,1256,3,1,1256
3,2021,1,4,4,3,17,3,1,1,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,6,2,2,2,1,2,2,1,2,2,2,1,1,2,1,68,1256,3,1,1256
3,2021,1,4,4,3,18,4,1,1,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,2,1,2,2,2,2,2,2,2,2,2,1,2,2,72,1256,3,1,1256
3,2021,1,4,5,3,19,1,1,1,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,8,1,1,2,2,1,2,1,1,2,2,2,2,2,37,1357,1,1,1357
3,2021,1,4,5,3,20,2,1,2,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,4,8,2,1,1,2,3,1,1,2,2,2,2,2,2,32,1357,2,1,1357
3,2021,1,4,5,3,21,3,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,1,1,2,1,2,1,1,2,2,1,1,2,1,67,1357,3,1,1357
3,2021,1,4,5,3,22,4,1,5,6,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,3,6,1,1,2,2,2,2,2,2,2,2,2,2,1,20,1357,2,1,1357
3,2021,1,4,5,3,23,5,1,1,4,6,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,4,8,1,1,2,2,2,1,2,2,2,1,2,2,2,49,1357,3,1,1357
3,2021,1,5,6,3,24,1,1,1,4,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,8,1,1,1,2,3,1,2,2,1,1,1,2,2,83,1377,2,2,1377
3,2021,1,5,6,3,24,1,2,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,6,2,1,1,1,2,3,2,1,2,2,1,1,2,2,49,1377,2,2,1377
3,2021,1,5,6,3,25,2,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,8,1,1,2,1,2,1,1,2,2,1,1,2,2,57,1377,2,1,1377
3,2021,1,5,6,3,26,3,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,3,9,1,1,2,1,2,1,1,2,2,1,1,2,2,63,1377,2,1,1377
3,2021,1,5,6,3,27,5,1,5,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,5,8,1,1,1,1,2,1,2,2,2,2,1,2,2,50,1377,5,1,1377
3,2021,1,4,7,3,28,1,1,2,5,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,2,2,1,2,2,2,2,2,60,1124,2,1,1124
3,2021,1,4,7,3,29,2,1,1,5,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,3,6,1,1,2,2,2,1,2,2,2,1,1,2,1,41,1124,5,1,1124
3,2021,1,4,7,3,30,3,1,1,5,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,6,2,1,1,1,2,2,2,2,2,2,2,1,2,1,65,1124,3,1,1124
3,2021,1,4,7,3,31,4,1,2,6,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,3,6,1,1,1,2,2,1,2,2,2,1,1,2,1,34,1124,2,1,1124
3,2021,1,4,7,3,32,5,1,2,5,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,3,6,1,1,2,2,1,2,2,2,2,2,2,2,2,38,1124,6,1,1124
3,2021,1,4,8,3,33,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,2,2,2,2,2,1,2,1,1,2,2,1,2,2,63,1398,1,1,1398
3,2021,1,4,8,3,34,2,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,5,8,1,1,1,1,1,1,1,2,2,1,1,2,2,35,1398,4,1,1398
3,2021,1,4,8,3,35,4,1,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,3,1,1,2,2,3,2,1,2,2,2,1,2,1,67,1398,5,1,1398
3,2021,1,4,8,3,36,5,1,1,5,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,1,1,2,2,1,2,1,1,1,1,1,2,1,34,1398,4,1,1398
3,2021,1,4,9,3,37,1,1,2,5,5,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,3,3,1,1,2,1,2,1,2,2,2,2,2,2,2,27,1318,4,1,1318
3,2021,1,4,9,3,38,2,1,1,5,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,8,1,2,1,2,2,2,2,2,2,2,2,2,1,73,1318,5,1,1318
3,2021,1,4,9,3,39,3,1,1,4,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,1,2,2,2,2,1,2,2,1,2,2,75,1318,1,1,1318
3,2021,1,4,10,3,40,1,1,1,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,6,2,2,2,1,2,3,2,1,2,2,2,1,2,2,57,1348,2,1,1348
3,2021,1,4,10,3,41,2,1,1,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,3,2,2,2,1,2,2,1,2,1,1,1,2,1,70,1348,2,1,1348
3,2021,1,4,10,3,42,3,1,2,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,1,2,2,2,2,2,22,1348,3,1,1348
3,2021,1,4,10,3,43,4,1,1,6,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,4,2,2,2,2,3,2,1,2,2,2,1,2,2,69,1348,3,1,1348
3,2021,1,4,10,3,44,5,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,6,1,1,2,2,3,1,1,2,2,2,1,2,1,25,1348,4,1,1348
3,2021,1,4,11,3,45,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,6,2,2,2,2,2,3,2,2,2,2,2,2,2,1,39,1253,2,1,1253
3,2021,1,4,11,3,46,3,1,4,6,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,3,6,1,1,2,2,3,1,1,1,2,2,2,2,1,19,1253,6,1,1253
3,2021,1,5,12,3,47,1,1,4,6,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,8,2,1,2,2,3,1,1,2,2,2,2,2,2,23,1753,5,1,1753
3,2021,1,5,12,3,48,2,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,5,2,1,1,2,2,3,2,1,2,2,2,1,2,2,66,1753,2,1,1753
3,2021,1,5,12,3,49,3,1,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,6,1,1,1,1,2,1,1,2,1,1,2,2,1,56,1753,4,1,1753
3,2021,1,5,12,3,50,4,1,3,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,6,1,1,1,2,2,1,1,2,2,2,1,2,1,57,1753,4,1,1753
3,2021,1,5,12,3,51,5,1,3,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,8,1,1,2,2,3,2,2,2,2,2,2,2,1,24,1753,3,1,1753
3,2021,1,4,13,3,52,1,1,2,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,6,2,1,2,2,2,3,2,1,2,2,2,1,2,2,63,1307,2,1,1307
3,2021,1,4,13,3,53,2,1,1,6,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,8,1,1,2,2,3,2,2,2,2,1,2,2,2,36,1307,4,1,1307
3,2021,1,4,13,3,54,3,1,2,6,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,8,1,1,1,2,3,2,1,2,2,2,2,2,2,28,1307,3,1,1307
3,2021,1,4,13,3,55,4,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,8,1,1,1,2,2,1,1,2,2,1,2,2,2,39,1307,4,1,1307
3,2021,1,4,13,3,56,5,1,2,5,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,6,2,1,2,2,3,2,2,1,2,2,2,2,2,50,1307,4,1,1307
3,2021,1,4,14,3,57,1,1,2,5,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,3,3,1,1,2,1,3,2,1,1,2,2,2,2,2,31,1202,4,1,1202
3,2021,1,4,14,3,58,2,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,3,6,1,1,1,2,3,2,1,2,2,1,1,2,1,68,1202,1,1,1202
3,2021,1,4,14,3,59,3,1,1,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,5,8,1,1,1,2,1,2,1,2,1,1,1,2,1,51,1202,3,1,1202
3,2021,1,4,14,3,60,5,1,1,5,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,5,8,1,1,1,2,1,2,1,2,2,2,2,2,1,67,1202,3,1,1202
3,2021,1,3,15,3,61,1,1,1,5,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,1,1,2,2,1,2,1,86,1647,2,1,1647
3,2021,1,3,15,3,62,2,1,1,4,6,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,3,3,1,1,2,2,2,1,2,2,2,2,2,2,2,64,1647,1,1,1647
3,2021,1,3,15,3,63,3,1,4,6,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,1,1,2,2,3,2,1,1,2,1,2,2,1,21,1647,6,1,1647
3,2021,1,3,15,3,64,4,1,2,6,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,5,8,1,1,2,2,2,2,1,2,2,1,1,2,2,47,1647,3,1,1647
3,2021,1,3,15,3,65,5,1,3,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,3,3,1,1,2,2,1,1,1,2,2,2,2,2,1,31,1647,3,1,1647
3,2021,1,4,16,3,66,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,1,1,1,2,3,1,2,1,2,1,1,2,2,58,1386,1,1,1386
3,2021,1,4,16,3,67,3,1,3,6,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,3,6,1,1,1,2,3,2,1,2,2,2,2,2,2,18,1386,5,1,1386
3,2021,1,4,16,3,68,4,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,2,1,2,2,3,2,2,2,2,2,2,2,2,53,1386,3,1,1386
3,2021,1,4,16,3,69,5,1,1,4,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,2,1,2,2,2,3,2,2,1,2,2,1,2,2,75,1386,1,1,1386
3,2021,1,3,17,3,70,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,3,3,1,1,2,2,3,2,2,2,2,2,2,2,1,34,1625,3,1,1625
3,2021,1,3,17,3,71,3,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,6,2,2,2,2,2,3,2,2,1,1,1,2,2,1,57,1625,4,1,1625
3,2021,1,3,17,3,72,4,1,3,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,3,1,1,2,2,3,2,1,1,2,2,2,2,2,30,1625,6,1,1625
3,2021,1,3,17,3,73,5,1,1,3,6,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,3,9,1,1,2,2,3,2,1,2,1,1,1,2,1,54,1625,2,1,1625
3,2021,1,4,18,3,74,1,1,2,5,8,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,3,2,1,2,2,2,2,2,2,53,1240,2,1,1240
3,2021,1,4,18,3,75,2,1,3,6,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,2,1,2,2,1,2,1,1,2,2,2,2,1,29,1240,7,1,1240
3,2021,1,4,18,3,76,3,1,2,5,5,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,2,3,2,2,1,2,2,2,2,2,30,1240,5,1,1240
3,2021,1,4,18,3,77,4,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,27,1240,5,1,1240
3,2021,1,4,18,3,78,5,1,1,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,6,2,2,2,1,2,3,2,2,2,2,2,1,2,2,63,1240,2,1,1240
3,2021,1,4,19,3,79,1,1,1,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,6,1,1,2,2,2,1,1,2,2,1,1,2,1,38,1280,4,1,1280
3,2021,1,4,19,3,80,2,1,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,1,1,2,3,2,2,1,2,1,2,2,1,78,1280,1,1,1280
3,2021,1,4,19,3,81,3,1,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,3,6,1,1,1,1,1,2,1,2,2,1,1,2,1,54,1280,3,1,1280
3,2021,1,4,19,3,82,4,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,3,1,1,2,2,3,2,2,2,2,1,1,2,1,58,1280,3,1,1280
3,2021,1,4,20,3,83,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,1,2,2,3,2,1,2,2,1,2,2,1,32,1316,4,1,1316
3,2021,1,4,20,3,84,2,1,1,6,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,9,1,1,2,2,1,1,1,2,2,1,1,2,1,32,1316,1,1,1316
3,2021,1,4,20,3,85,3,1,4,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,3,2,2,1,2,2,2,2,1,24,1316,4,1,1316
3,2021,1,4,20,3,86,4,1,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,6,2,2,2,2,2,3,2,2,2,2,2,2,2,2,59,1316,3,1,1316
3,2021,1,4,20,3,87,5,1,1,6,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,6,1,1,1,2,3,2,1,1,2,1,1,2,2,25,1316,3,1,1316
3,2021,1,3,21,3,88,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,2,3,2,1,1,2,2,2,2,1,18,1894,11,1,1894
3,2021,1,3,21,3,89,2,1,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,2,2,2,2,2,3,2,1,2,2,1,1,2,1,54,1894,4,1,1894
3,2021,1,3,21,3,90,3,1,3,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,5,8,1,1,2,2,3,1,1,2,2,2,2,2,1,29,1894,3,1,1894
3,2021,1,3,21,3,91,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,6,2,1,2,1,2,2,1,2,2,2,2,2,2,1,45,1894,4,1,1894
3,2021,1,3,21,3,92,5,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,1,2,2,3,2,1,2,2,2,2,2,2,22,1894,2,1,1894
3,2021,1,4,22,3,93,1,1,2,5,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6,1,2,2,1,2,2,2,2,2,1,2,2,2,55,1454,2,1,1454
3,2021,1,4,22,3,94,2,1,3,6,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,5,8,1,1,2,2,2,2,2,1,2,2,2,2,1,25,1454,3,1,1454
3,2021,1,4,22,3,95,3,1,2,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,8,1,1,2,2,2,1,2,1,2,1,2,2,1,30,1454,4,1,1454
3,2021,1,4,23,3,96,2,1,2,5,7,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,3,3,1,1,2,2,1,2,2,2,2,1,1,2,2,50,1387,4,1,1387
3,2021,1,4,23,3,97,3,1,4,6,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,6,2,1,2,2,3,2,2,2,2,2,2,2,1,19,1387,5,1,1387
3,2021,1,4,23,3,98,4,1,2,5,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,5,8,1,1,2,1,2,2,2,2,2,1,2,2,2,32,1387,4,1,1387
3,2021,1,4,23,3,99,5,1,2,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,3,3,2,1,2,2,2,2,2,1,2,2,2,1,2,1,61,1387,2,1,1387
3,2021,1,4,24,3,100,2,1,2,6,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,4,8,1,1,2,2,2,2,1,1,2,2,2,2,1,24,1360,3,1,1360
3,2021,1,4,24,3,101,3,1,5,6,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,2,2,3,2,1,2,2,2,2,2,1,19,1360,5,1,1360
3,2021,1,4,24,3,102,4,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,2,1,1,2,1,2,2,2,1,2,1,1,2,1,57,1360,4,1,1360
3,2021,1,4,24,3,103,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,3,7,1,1,2,1,2,1,1,2,2,2,2,2,2,52,1360,2,1,1360
3,2021,1,4,25,3,104,1,1,2,5,5,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,3,6,1,1,1,2,3,1,1,2,2,1,2,2,2,25,1406,2,1,1406
3,2021,1,4,25,3,105,2,1,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,3,1,1,2,2,1,2,1,1,2,2,1,2,1,20,1406,2,1,1406
3,2021,1,4,25,3,106,4,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,6,1,1,2,2,3,1,1,2,2,2,2,2,1,25,1406,5,1,1406
3,2021,1,4,25,3,107,5,1,1,5,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,3,6,1,1,1,1,2,1,1,2,2,1,1,2,1,27,1406,5,1,1406
3,2021,1,3,26,3,108,1,1,1,3,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,3,3,2,1,2,2,2,2,1,2,2,2,1,2,1,46,1896,1,1,1896
3,2021,1,3,26,3,109,2,1,2,5,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,31,1896,4,1,1896
3,2021,1,3,26,3,110,3,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,3,1,2,2,2,3,2,2,2,2,1,1,2,1,45,1896,3,1,1896
3,2021,1,3,26,3,111,4,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,6,2,2,1,2,2,1,2,1,1,2,2,1,2,2,52,1896,2,1,1896
3,2021,1,3,26,3,112,5,1,2,5,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,1,2,2,2,2,2,49,1896,3,1,1896
3,2021,1,3,27,3,113,1,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,4,2,1,2,2,3,2,1,2,2,2,2,2,2,29,1600,4,1,1600
3,2021,1,3,27,3,114,2,1,2,5,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,3,3,1,1,1,2,3,1,1,1,2,2,2,2,2,36,1600,4,1,1600
3,2021,1,3,27,3,115,3,1,1,3,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,3,3,2,1,2,2,3,2,1,2,2,2,2,2,2,36,1600,3,1,1600
3,2021,1,3,27,3,116,4,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,3,3,6,1,1,2,2,3,2,1,1,2,2,2,2,2,22,1600,2,1,1600
3,2021,1,3,27,3,117,5,1,1,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,6,2,1,2,2,2,3,2,2,1,2,2,2,2,2,61,1600,1,1,1600
3,2021,1,4,28,3,118,1,1,1,5,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,3,3,1,1,1,1,1,2,1,2,2,1,1,2,1,42,1574,5,1,1574
3,2021,1,4,28,3,119,2,1,1,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,3,2,1,2,2,3,1,1,2,1,2,2,2,1,35,1574,1,1,1574
3,2021,1,4,28,3,120,4,1,1,5,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,1,1,2,2,2,2,2,56,1574,3,1,1574
3,2021,1,4,28,3,121,5,1,1,6,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,6,1,1,2,2,3,2,1,1,2,2,2,2,1,30,1574,1,1,1574
3,2021,1,5,29,3,122,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5,8,1,1,1,1,1,1,1,2,2,1,1,2,2,33,1400,2,1,1400
3,2021,1,5,29,3,123,3,1,3,6,8,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,3,4,8,1,1,2,2,3,2,1,2,2,2,2,2,2,21,1400,4,1,1400
3,2021,1,5,29,3,124,4,1,1,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,2,2,1,2,2,3,2,2,1,2,2,1,2,2,82,1400,2,1,1400
3,2021,1,5,29,3,125,5,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,6,1,1,1,2,3,2,1,2,2,2,2,2,2,42,1400,3,1,1400
3,2021,1,5,30,3,126,1,1,2,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,6,2,2,1,2,2,1,1,2,2,2,2,2,2,2,84,1888,3,1,1888
3,2021,1,5,30,3,127,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,3,2,2,1,2,3,2,2,2,2,2,2,2,1,38,1888,3,1,1888
3,2021,1,5,30,3,128,4,1,4,6,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,3,6,1,1,1,2,2,2,1,2,1,1,1,2,1,30,1888,4,1,1888
3,2021,1,3,31,3,129,1,1,3,6,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,3,6,1,1,2,1,1,2,1,2,2,2,2,2,1,20,1975,3,1,1975
