FOLIO,VIV_SEL,HOGAR,N_REN,P2_3,SEXO,EDAD,TLOC,REGION,EST_DIS,UPM_DIS,FAC_HOG
1,1,1,2,3,2,60,1,3,3,1,1841
1,1,1,1,1,2,83,1,3,3,1,1841
2,2,1,1,1,2,33,1,3,3,1,1841
2,2,1,2,3,1,15,1,3,3,1,1841
2,2,1,3,3,2,13,1,3,3,1,1841
2,2,1,4,3,2,7,1,3,3,1,1841
3,3,1,2,2,2,55,1,3,3,1,1841
3,3,1,1,1,1,58,1,3,3,1,1841
3,3,1,3,3,1,27,1,3,3,1,1841
3,3,1,7,4,2,2,1,3,3,1,1841
3,3,1,6,4,1,4,1,3,3,1,1841
3,3,1,5,5,2,27,1,3,3,1,1841
3,3,1,4,3,1,30,1,3,3,1,1841
4,4,1,2,3,1,44,1,3,3,1,1841
4,4,1,1,1,2,64,1,3,3,1,1841
4,4,1,3,3,2,29,1,3,3,1,1841
4,4,1,4,4,1,3,1,3,3,1,1841
5,5,1,1,1,1,70,1,3,3,1,1841
5,5,1,8,4,1,21,1,3,3,1,1841
5,5,1,7,4,1,19,1,3,3,1,1841
5,5,1,6,4,2,26,1,3,3,1,1841
5,5,1,5,4,2,27,1,3,3,1,1841
5,5,1,4,4,2,28,1,3,3,1,1841
5,5,1,3,3,2,48,1,3,3,1,1841
5,5,1,2,2,2,71,1,3,3,1,1841
6,1,1,6,4,1,5,1,3,4,2,1273
6,1,1,2,2,2,70,1,3,4,2,1273
6,1,1,3,3,2,42,1,3,4,2,1273
6,1,1,4,4,2,20,1,3,4,2,1273
6,1,1,1,1,1,81,1,3,4,2,1273
6,1,1,5,4,2,10,1,3,4,2,1273
7,2,1,1,1,2,70,1,3,4,2,1273
8,4,1,2,2,2,28,1,3,4,2,1273
8,4,1,1,1,1,28,1,3,4,2,1273
9,5,1,1,1,1,45,1,3,4,2,1273
9,5,1,2,2,2,33,1,3,4,2,1273
10,1,1,2,2,2,61,1,3,4,3,733
10,1,1,1,1,1,64,1,3,4,3,733
10,1,1,3,3,2,27,1,3,4,3,733
10,1,1,4,3,1,29,1,3,4,3,733
11,2,1,2,3,2,40,1,3,4,3,733
11,2,1,1,1,1,77,1,3,4,3,733
11,2,1,3,4,2,15,1,3,4,3,733
11,2,1,4,3,2,13,1,3,4,3,733
12,3,1,1,1,1,36,1,3,4,3,733
12,3,1,2,2,2,33,1,3,4,3,733
12,3,1,3,3,2,11,1,3,4,3,733
12,3,1,4,3,1,3,1,3,4,3,733
13,4,1,1,1,2,80,1,3,4,3,733
13,4,1,2,5,2,74,1,3,4,3,733
14,5,1,1,1,2,76,1,3,4,3,733
14,5,1,2,5,2,65,1,3,4,3,733
14,5,1,3,5,2,62,1,3,4,3,733
15,1,1,2,2,2,56,1,3,4,4,1256
15,1,1,1,1,1,63,1,3,4,4,1256
15,1,1,3,3,2,24,1,3,4,4,1256
15,1,1,4,3,2,20,1,3,4,4,1256
15,1,1,5,4,1,0,1,3,4,4,1256
16,2,1,2,2,2,71,1,3,4,4,1256
16,2,1,1,1,1,67,1,3,4,4,1256
16,2,1,3,6,2,51,1,3,4,4,1256
17,3,1,1,1,1,68,1,3,4,4,1256
17,3,1,2,2,2,65,1,3,4,4,1256
17,3,1,3,3,1,35,1,3,4,4,1256
18,4,1,1,1,2,72,1,3,4,4,1256
18,4,1,2,3,1,26,1,3,4,4,1256
18,4,1,3,3,1,30,1,3,4,4,1256
19,1,1,1,1,2,37,1,3,4,5,1357
20,2,1,1,1,2,70,1,3,4,5,1357
20,2,1,2,3,2,32,1,3,4,5,1357
21,3,1,1,1,1,67,1,3,4,5,1357
21,3,1,2,2,2,67,1,3,4,5,1357
21,3,1,3,3,1,36,1,3,4,5,1357
22,4,1,1,1,1,52,1,3,4,5,1357
22,4,1,5,3,1,20,1,3,4,5,1357
23,5,1,1,1,2,49,1,3,4,5,1357
23,5,1,2,3,1,20,1,3,4,5,1357
23,5,1,3,3,1,12,1,3,4,5,1357
24,1,1,1,1,2,83,1,3,5,6,1377
24,1,2,1,1,2,49,1,3,5,6,1377
25,2,1,1,1,1,61,1,3,5,6,1377
25,2,1,2,2,2,57,1,3,5,6,1377
26,3,1,2,3,2,24,1,3,5,6,1377
26,3,1,1,1,2,63,1,3,5,6,1377
27,5,1,3,3,1,16,1,3,5,6,1377
27,5,1,4,3,2,12,1,3,5,6,1377
27,5,1,2,3,1,18,1,3,5,6,1377
27,5,1,1,1,1,55,1,3,5,6,1377
27,5,1,5,2,2,50,1,3,5,6,1377
28,1,1,1,1,1,63,1,3,4,7,1124
28,1,1,2,2,2,60,1,3,4,7,1124
29,2,1,1,1,1,41,1,3,4,7,1124
29,2,1,2,2,2,40,1,3,4,7,1124
29,2,1,3,3,1,8,1,3,4,7,1124
29,2,1,4,3,1,6,1,3,4,7,1124
29,2,1,5,3,1,1,1,3,4,7,1124
30,3,1,2,2,2,63,1,3,4,7,1124
30,3,1,1,1,1,65,1,3,4,7,1124
30,3,1,3,3,2,23,1,3,4,7,1124
31,4,1,1,1,2,62,1,3,4,7,1124
31,4,1,2,3,1,34,1,3,4,7,1124
32,5,1,2,2,2,38,1,3,4,7,1124
32,5,1,1,1,1,45,1,3,4,7,1124
32,5,1,3,6,2,18,1,3,4,7,1124
32,5,1,6,5,1,32,1,3,4,7,1124
32,5,1,5,3,2,13,1,3,4,7,1124
32,5,1,4,3,1,15,1,3,4,7,1124
33,1,1,1,1,2,63,1,3,4,8,1398
34,2,1,3,5,1,19,1,3,4,8,1398
34,2,1,2,5,2,70,1,3,4,8,1398
34,2,1,1,1,2,35,1,3,4,8,1398
34,2,1,4,3,1,14,1,3,4,8,1398
35,4,1,1,1,1,67,1,3,4,8,1398
35,4,1,2,2,2,66,1,3,4,8,1398
35,4,1,5,4,2,4,1,3,4,8,1398
35,4,1,4,3,2,44,1,3,4,8,1398
35,4,1,3,5,1,49,1,3,4,8,1398
36,5,1,2,2,2,26,1,3,4,8,1398
36,5,1,1,1,1,34,1,3,4,8,1398
36,5,1,3,3,2,7,1,3,4,8,1398
36,5,1,4,3,2,7,1,3,4,8,1398
37,1,1,2,2,2,27,1,3,4,9,1318
37,1,1,1,1,1,33,1,3,4,9,1318
37,1,1,3,3,1,3,1,3,4,9,1318
37,1,1,4,3,1,0,1,3,4,9,1318
38,2,1,1,1,1,73,1,3,4,9,1318
38,2,1,2,2,2,68,1,3,4,9,1318
38,2,1,5,5,1,35,1,3,4,9,1318
38,2,1,4,3,2,36,1,3,4,9,1318
38,2,1,3,3,1,36,1,3,4,9,1318
39,3,1,1,1,2,75,1,3,4,9,1318
40,1,1,1,1,2,57,1,3,4,10,1348
40,1,1,2,3,1,34,1,3,4,10,1348
41,2,1,1,1,1,70,1,3,4,10,1348
41,2,1,2,2,2,71,1,3,4,10,1348
42,3,1,1,1,2,41,1,3,4,10,1348
42,3,1,2,3,2,22,1,3,4,10,1348
42,3,1,3,4,1,0,1,3,4,10,1348
43,4,1,1,1,2,69,1,3,4,10,1348
43,4,1,2,3,1,36,1,3,4,10,1348
43,4,1,3,3,1,29,1,3,4,10,1348
44,5,1,1,1,1,25,1,3,4,10,1348
44,5,1,4,3,1,3,1,3,4,10,1348
44,5,1,3,3,2,4,1,3,4,10,1348
44,5,1,2,2,2,23,1,3,4,10,1348
45,1,1,1,1,1,39,1,3,4,11,1253
45,1,1,2,2,2,55,1,3,4,11,1253
46,3,1,1,1,2,52,1,3,4,11,1253
46,3,1,2,3,1,26,1,3,4,11,1253
46,3,1,5,3,1,16,1,3,4,11,1253
46,3,1,4,3,1,19,1,3,4,11,1253
46,3,1,3,3,1,21,1,3,4,11,1253
46,3,1,6,3,1,14,1,3,4,11,1253
47,1,1,1,1,1,54,1,3,5,12,1753
47,1,1,2,2,2,47,1,3,5,12,1753
47,1,1,3,3,1,28,1,3,5,12,1753
47,1,1,4,3,2,23,1,3,5,12,1753
47,1,1,5,3,1,18,1,3,5,12,1753
48,2,1,1,1,1,67,1,3,5,12,1753
48,2,1,2,2,2,66,1,3,5,12,1753
49,3,1,3,3,2,31,1,3,5,12,1753
49,3,1,2,2,2,57,1,3,5,12,1753
49,3,1,4,3,1,29,1,3,5,12,1753
49,3,1,1,1,1,56,1,3,5,12,1753
50,4,1,1,1,2,86,1,3,5,12,1753
50,4,1,2,3,1,61,1,3,5,12,1753
50,4,1,3,3,1,57,1,3,5,12,1753
50,4,1,4,3,1,56,1,3,5,12,1753
51,5,1,2,2,2,62,1,3,5,12,1753
51,5,1,1,1,1,65,1,3,5,12,1753
51,5,1,3,3,1,24,1,3,5,12,1753
52,1,1,1,1,2,62,1,3,4,13,1307
52,1,1,2,6,2,63,1,3,4,13,1307
53,2,1,1,1,2,36,1,3,4,13,1307
53,2,1,2,3,2,13,1,3,4,13,1307
53,2,1,3,3,1,7,1,3,4,13,1307
53,2,1,4,3,1,3,1,3,4,13,1307
54,3,1,2,3,2,28,1,3,4,13,1307
54,3,1,1,1,2,57,1,3,4,13,1307
54,3,1,3,3,1,25,1,3,4,13,1307
55,4,1,3,3,2,4,1,3,4,13,1307
55,4,1,2,2,2,39,1,3,4,13,1307
55,4,1,1,1,1,42,1,3,4,13,1307
55,4,1,4,3,2,1,1,3,4,13,1307
56,5,1,3,3,1,16,1,3,4,13,1307
56,5,1,2,2,2,50,1,3,4,13,1307
56,5,1,1,1,1,54,1,3,4,13,1307
56,5,1,4,3,2,13,1,3,4,13,1307
57,1,1,1,1,1,32,1,3,4,14,1202
57,1,1,2,2,2,31,1,3,4,14,1202
57,1,1,3,3,2,10,1,3,4,14,1202
57,1,1,4,3,1,8,1,3,4,14,1202
58,2,1,1,1,1,68,1,3,4,14,1202
59,3,1,1,1,1,51,1,3,4,14,1202
59,3,1,2,2,2,51,1,3,4,14,1202
59,3,1,3,3,1,18,1,3,4,14,1202
60,5,1,1,1,1,67,1,3,4,14,1202
60,5,1,2,2,1,45,1,3,4,14,1202
60,5,1,3,3,2,16,1,3,4,14,1202
61,1,1,1,1,1,86,1,3,3,15,1647
61,1,1,2,2,2,79,1,3,3,15,1647
62,2,1,1,1,2,64,1,3,3,15,1647
63,3,1,1,1,1,50,1,3,3,15,1647
63,3,1,2,2,2,50,1,3,3,15,1647
63,3,1,3,3,1,25,1,3,3,15,1647
63,3,1,4,3,1,21,1,3,3,15,1647
63,3,1,5,3,2,20,1,3,3,15,1647
63,3,1,6,5,1,20,1,3,3,15,1647
64,4,1,1,1,2,84,1,3,3,15,1647
64,4,1,2,3,2,47,1,3,3,15,1647
64,4,1,3,4,2,9,1,3,3,15,1647
65,5,1,2,5,2,22,1,3,3,15,1647
65,5,1,1,1,1,49,1,3,3,15,1647
65,5,1,3,5,1,31,1,3,3,15,1647
66,1,1,1,1,2,58,1,3,4,16,1386
67,3,1,2,2,2,40,1,3,4,16,1386
67,3,1,1,1,1,52,1,3,4,16,1386
67,3,1,3,3,2,18,1,3,4,16,1386
67,3,1,5,4,2,2,1,3,4,16,1386
67,3,1,4,3,1,17,1,3,4,16,1386
68,4,1,1,1,1,52,1,3,4,16,1386
68,4,1,3,3,1,23,1,3,4,16,1386
68,4,1,2,2,2,53,1,3,4,16,1386
69,5,1,1,1,2,75,1,3,4,16,1386
70,1,1,2,5,1,34,1,3,3,17,1625
70,1,1,1,1,1,49,1,3,3,17,1625
70,1,1,3,5,2,34,1,3,3,17,1625
71,3,1,2,5,1,57,1,3,3,17,1625
71,3,1,4,3,2,3,1,3,3,17,1625
71,3,1,3,3,2,10,1,3,3,17,1625
71,3,1,1,1,2,31,1,3,3,17,1625
72,4,1,3,3,2,30,1,3,3,17,1625
72,4,1,6,4,2,2,1,3,3,17,1625
72,4,1,4,4,2,9,1,3,3,17,1625
72,4,1,5,4,1,7,1,3,3,17,1625
72,4,1,1,1,2,62,1,3,3,17,1625
72,4,1,2,3,1,27,1,3,3,17,1625
73,5,1,1,1,1,54,1,3,3,17,1625
73,5,1,2,3,1,24,1,3,3,17,1625
74,1,1,2,2,2,53,1,3,4,18,1240
74,1,1,1,1,1,55,1,3,4,18,1240
75,2,1,2,2,2,28,1,3,4,18,1240
75,2,1,1,1,1,29,1,3,4,18,1240
75,2,1,4,3,1,6,1,3,4,18,1240
75,2,1,5,3,2,7,1,3,4,18,1240
75,2,1,3,5,1,29,1,3,4,18,1240
75,2,1,7,5,2,0,1,3,4,18,1240
75,2,1,6,3,2,1,1,3,4,18,1240
76,3,1,5,3,2,0,1,3,4,18,1240
76,3,1,4,3,1,6,1,3,4,18,1240
76,3,1,3,3,2,9,1,3,4,18,1240
76,3,1,2,2,2,30,1,3,4,18,1240
76,3,1,1,1,1,39,1,3,4,18,1240
77,4,1,1,1,1,29,1,3,4,18,1240
77,4,1,5,3,2,1,1,3,4,18,1240
77,4,1,4,3,2,6,1,3,4,18,1240
77,4,1,3,3,2,11,1,3,4,18,1240
77,4,1,2,2,2,27,1,3,4,18,1240
78,5,1,1,1,2,63,1,3,4,18,1240
78,5,1,2,3,1,42,1,3,4,18,1240
79,1,1,2,2,2,39,1,3,4,19,1280
79,1,1,1,1,1,38,1,3,4,19,1280
79,1,1,3,3,2,15,1,3,4,19,1280
79,1,1,4,3,1,14,1,3,4,19,1280
80,2,1,1,1,1,78,1,3,4,19,1280
81,3,1,1,1,1,54,1,3,4,19,1280
81,3,1,2,2,2,54,1,3,4,19,1280
81,3,1,3,3,1,15,1,3,4,19,1280
82,4,1,1,1,1,58,1,3,4,19,1280
82,4,1,2,2,2,55,1,3,4,19,1280
82,4,1,3,3,1,17,1,3,4,19,1280
83,1,1,1,1,1,32,1,3,4,20,1316
83,1,1,4,3,2,3,1,3,4,20,1316
83,1,1,3,3,2,7,1,3,4,20,1316
83,1,1,2,2,2,32,1,3,4,20,1316
84,2,1,1,1,1,32,1,3,4,20,1316
85,3,1,3,3,1,23,1,3,4,20,1316
85,3,1,2,2,2,49,1,3,4,20,1316
85,3,1,1,1,1,49,1,3,4,20,1316
85,3,1,4,3,1,24,1,3,4,20,1316
86,4,1,2,3,2,32,1,3,4,20,1316
86,4,1,1,1,2,59,1,3,4,20,1316
86,4,1,3,4,1,6,1,3,4,20,1316
87,5,1,2,3,1,11,1,3,4,20,1316
87,5,1,1,1,2,25,1,3,4,20,1316
87,5,1,3,3,1,3,1,3,4,20,1316
88,1,1,4,3,1,18,1,3,3,21,1894
88,1,1,5,4,2,18,1,3,3,21,1894
88,1,1,3,3,2,34,1,3,3,21,1894
88,1,1,2,2,2,51,1,3,3,21,1894
88,1,1,1,1,1,52,1,3,3,21,1894
88,1,1,6,4,1,14,1,3,3,21,1894
88,1,1,11,5,2,18,1,3,3,21,1894
88,1,1,10,4,1,0,1,3,3,21,1894
88,1,1,9,4,2,9,1,3,3,21,1894
88,1,1,7,3,2,12,1,3,3,21,1894
88,1,1,8,4,2,9,1,3,3,21,1894
89,2,1,1,1,1,54,1,3,3,21,1894
89,2,1,3,3,1,8,1,3,3,21,1894
89,2,1,2,2,2,52,1,3,3,21,1894
89,2,1,4,3,1,27,1,3,3,21,1894
90,3,1,3,3,1,29,1,3,3,21,1894
90,3,1,1,1,2,52,1,3,3,21,1894
90,3,1,2,3,2,26,1,3,3,21,1894
91,4,1,1,1,1,45,1,3,3,21,1894
91,4,1,4,3,1,20,1,3,3,21,1894
91,4,1,2,2,2,40,1,3,3,21,1894
91,4,1,3,3,1,21,1,3,3,21,1894
92,5,1,1,1,1,22,1,3,3,21,1894
92,5,1,2,2,2,22,1,3,3,21,1894
93,1,1,2,2,2,55,1,3,4,22,1454
93,1,1,1,1,1,58,1,3,4,22,1454
94,2,1,2,2,2,57,1,3,4,22,1454
94,2,1,3,3,1,25,1,3,4,22,1454
94,2,1,1,1,1,61,1,3,4,22,1454
95,3,1,1,1,2,51,1,3,4,22,1454
95,3,1,2,3,1,30,1,3,4,22,1454
95,3,1,3,3,2,28,1,3,4,22,1454
95,3,1,4,3,1,13,1,3,4,22,1454
96,2,1,4,3,1,11,1,3,4,23,1387
96,2,1,3,3,1,16,1,3,4,23,1387
96,2,1,2,2,2,50,1,3,4,23,1387
96,2,1,1,1,1,49,1,3,4,23,1387
97,3,1,2,2,2,48,1,3,4,23,1387
97,3,1,1,1,1,50,1,3,4,23,1387
97,3,1,3,3,1,21,1,3,4,23,1387
97,3,1,4,3,1,19,1,3,4,23,1387
97,3,1,5,3,2,14,1,3,4,23,1387
98,4,1,4,3,1,1,1,3,4,23,1387
98,4,1,3,3,2,4,1,3,4,23,1387
98,4,1,1,1,1,32,1,3,4,23,1387
98,4,1,2,2,2,32,1,3,4,23,1387
99,5,1,2,2,1,61,1,3,4,23,1387
99,5,1,1,1,2,62,1,3,4,23,1387
100,2,1,2,3,1,24,1,3,4,24,1360
100,2,1,1,1,2,55,1,3,4,24,1360
100,2,1,3,3,2,19,1,3,4,24,1360
101,3,1,3,3,2,2,1,3,4,24,1360
101,3,1,2,2,2,29,1,3,4,24,1360
101,3,1,1,1,1,29,1,3,4,24,1360
101,3,1,5,6,1,19,1,3,4,24,1360
101,3,1,4,6,1,18,1,3,4,24,1360
102,4,1,1,1,1,57,1,3,4,24,1360
102,4,1,3,3,2,20,1,3,4,24,1360
102,4,1,4,3,1,18,1,3,4,24,1360
102,4,1,2,2,2,57,1,3,4,24,1360
103,5,1,2,5,2,52,1,3,4,24,1360
103,5,1,1,1,1,28,1,3,4,24,1360
104,1,1,1,1,1,29,1,3,4,25,1406
104,1,1,2,2,2,25,1,3,4,25,1406
105,2,1,1,1,1,50,1,3,4,25,1406
105,2,1,2,3,1,20,1,3,4,25,1406
106,4,1,5,3,2,0,1,3,4,25,1406
106,4,1,4,3,2,3,1,3,4,25,1406
106,4,1,3,3,1,7,1,3,4,25,1406
106,4,1,2,2,2,23,1,3,4,25,1406
106,4,1,1,1,1,25,1,3,4,25,1406
107,5,1,5,3,1,2,1,3,4,25,1406
107,5,1,4,3,2,6,1,3,4,25,1406
107,5,1,3,3,1,11,1,3,4,25,1406
107,5,1,2,2,2,26,1,3,4,25,1406
107,5,1,1,1,1,27,1,3,4,25,1406
108,1,1,1,1,1,46,1,3,3,26,1896
109,2,1,1,1,1,32,1,3,3,26,1896
109,2,1,2,2,2,31,1,3,3,26,1896
109,2,1,3,3,2,15,1,3,3,26,1896
109,2,1,4,3,2,11,1,3,3,26,1896
110,3,1,1,1,1,45,1,3,3,26,1896
110,3,1,2,2,2,45,1,3,3,26,1896
110,3,1,3,3,1,15,1,3,3,26,1896
111,4,1,1,1,2,52,1,3,3,26,1896
111,4,1,2,3,2,14,1,3,3,26,1896
112,5,1,1,1,1,53,1,3,3,26,1896
112,5,1,3,3,1,18,1,3,3,26,1896
112,5,1,2,2,2,49,1,3,3,26,1896
113,1,1,1,1,1,31,1,3,3,27,1600
113,1,1,3,3,1,9,1,3,3,27,1600
113,1,1,2,2,2,29,1,3,3,27,1600
113,1,1,4,3,2,4,1,3,3,27,1600
114,2,1,1,1,1,37,1,3,3,27,1600
114,2,1,2,2,2,36,1,3,3,27,1600
114,2,1,4,3,1,9,1,3,3,27,1600
114,2,1,3,3,2,17,1,3,3,27,1600
115,3,1,1,1,2,36,1,3,3,27,1600
115,3,1,2,3,1,7,1,3,3,27,1600
115,3,1,3,3,1,2,1,3,3,27,1600
116,4,1,1,1,2,22,1,3,3,27,1600
116,4,1,2,2,1,23,1,3,3,27,1600
117,5,1,1,1,2,61,1,3,3,27,1600
118,1,1,1,1,1,42,1,3,4,28,1574
118,1,1,2,2,2,37,1,3,4,28,1574
118,1,1,3,3,2,9,1,3,4,28,1574
118,1,1,5,3,2,7,1,3,4,28,1574
118,1,1,4,3,2,9,1,3,4,28,1574
119,2,1,1,1,1,35,1,3,4,28,1574
120,4,1,3,3,2,19,1,3,4,28,1574
120,4,1,2,2,1,56,1,3,4,28,1574
120,4,1,1,1,2,56,1,3,4,28,1574
121,5,1,1,1,1,30,1,3,4,28,1574
122,2,1,2,2,2,33,1,3,5,29,1400
122,2,1,1,1,1,34,1,3,5,29,1400
123,3,1,2,2,2,53,1,3,5,29,1400
123,3,1,3,3,2,21,1,3,5,29,1400
123,3,1,4,3,1,17,1,3,5,29,1400
123,3,1,1,1,1,53,1,3,5,29,1400
124,4,1,1,1,2,82,1,3,5,29,1400
124,4,1,2,3,1,58,1,3,5,29,1400
125,5,1,3,3,2,14,1,3,5,29,1400
125,5,1,2,2,2,42,1,3,5,29,1400
125,5,1,1,1,1,42,1,3,5,29,1400
126,1,1,1,1,2,31,1,3,5,30,1888
126,1,1,2,5,2,84,1,3,5,30,1888
126,1,1,3,3,1,2,1,3,5,30,1888
127,2,1,3,5,1,24,1,3,5,30,1888
127,2,1,2,5,1,38,1,3,5,30,1888
127,2,1,1,1,1,40,1,3,5,30,1888
128,4,1,4,3,1,30,1,3,5,30,1888
128,4,1,3,3,1,31,1,3,5,30,1888
128,4,1,2,2,1,59,1,3,5,30,1888
128,4,1,1,1,2,62,1,3,5,30,1888
129,1,1,1,1,1,51,1,3,3,31,1975
129,1,1,2,2,2,45,1,3,3,31,1975
129,1,1,3,3,1,20,1,3,3,31,1975
130,2,1,5,3,2,17,1,3,3,31,1975
130,2,1,4,3,1,20,1,3,3,31,1975
130,2,1,3,3,1,26,1,3,3,31,1975
130,2,1,2,3,2,28,1,3,3,31,1975
130,2,1,1,1,2,56,1,3,3,31,1975
131,3,1,5,3,2,21,1,3,3,31,1975
131,3,1,4,3,1,23,1,3,3,31,1975
131,3,1,3,3,1,24,1,3,3,31,1975
131,3,1,2,2,2,44,1,3,3,31,1975
131,3,1,1,1,1,50,1,3,3,31,1975
131,3,1,6,5,2,22,1,3,3,31,1975
132,4,1,5,3,1,9,1,3,3,31,1975
132,4,1,4,3,1,14,1,3,3,31,1975
132,4,1,3,3,1,16,1,3,3,31,1975
132,4,1,2,2,2,45,1,3,3,31,1975
132,4,1,1,1,1,45,1,3,3,31,1975
133,5,1,5,3,2,23,1,3,3,31,1975
133,5,1,4,5,1,27,1,3,3,31,1975
133,5,1,3,3,2,27,1,3,3,31,1975
133,5,1,2,3,1,31,1,3,3,31,1975
133,5,1,6,4,2,3,1,3,3,31,1975
133,5,1,1,1,2,59,1,3,3,31,1975
134,1,1,1,1,1,45,1,3,3,32,1534
134,1,1,5,3,2,13,1,3,3,32,1534
134,1,1,4,3,1,19,1,3,3,32,1534
134,1,1,3,3,2,21,1,3,3,32,1534
134,1,1,2,2,2,45,1,3,3,32,1534
135,2,1,3,3,2,27,1,3,3,32,1534
135,2,1,2,2,1,56,1,3,3,32,1534
135,2,1,1,1,2,53,1,3,3,32,1534
136,3,1,4,3,1,15,1,3,3,32,1534
136,3,1,5,3,1,14,1,3,3,32,1534
136,3,1,6,3,1,12,1,3,3,32,1534
136,3,1,3,3,2,19,1,3,3,32,1534
136,3,1,2,2,2,43,1,3,3,32,1534
136,3,1,1,1,1,40,1,3,3,32,1534
136,3,1,7,3,1,11,1,3,3,32,1534
136,3,1,8,3,2,5,1,3,3,32,1534
137,4,1,1,1,1,48,1,3,3,32,1534
137,4,1,2,2,2,48,1,3,3,32,1534
138,5,1,1,1,1,44,1,3,3,32,1534
138,5,1,4,5,2,21,1,3,3,32,1534
138,5,1,3,3,1,20,1,3,3,32,1534
138,5,1,2,2,2,44,1,3,3,32,1534
139,1,1,1,1,1,23,1,3,3,33,1429
139,1,1,2,5,1,29,1,3,3,33,1429
140,2,1,1,1,1,43,1,3,3,33,1429
141,3,1,4,3,1,15,1,3,3,33,1429
141,3,1,5,3,1,14,1,3,3,33,1429
141,3,1,2,5,2,70,1,3,3,33,1429
141,3,1,3,3,2,18,1,3,3,33,1429
141,3,1,1,1,1,37,1,3,3,33,1429
142,4,1,1,1,1,39,1,3,3,33,1429
142,4,1,2,2,2,40,1,3,3,33,1429
142,4,1,4,3,1,14,1,3,3,33,1429
142,4,1,3,3,2,6,1,3,3,33,1429
143,5,1,5,3,2,5,1,3,3,33,1429
143,5,1,2,2,1,40,1,3,3,33,1429
143,5,1,3,3,1,16,1,3,3,33,1429
143,5,1,4,3,2,11,1,3,3,33,1429
143,5,1,1,1,2,38,1,3,3,33,1429
144,1,1,4,3,2,22,1,3,5,34,1603
144,1,1,3,3,2,22,1,3,5,34,1603
144,1,1,2,2,2,53,1,3,5,34,1603
144,1,1,1,1,1,57,1,3,5,34,1603
145,2,1,2,2,2,64,1,3,5,34,1603
145,2,1,1,1,1,64,1,3,5,34,1603
146,4,1,4,3,1,18,1,3,5,34,1603
146,4,1,1,1,1,42,1,3,5,34,1603
146,4,1,2,2,2,47,1,3,5,34,1603
146,4,1,3,3,2,21,1,3,5,34,1603
147,5,1,3,3,2,3,1,3,5,34,1603
147,5,1,2,2,2,30,1,3,5,34,1603
147,5,1,1,1,1,29,1,3,5,34,1603
148,3,1,2,2,2,27,1,3,5,35,1637
148,3,1,1,1,1,31,1,3,5,35,1637
149,4,1,1,1,1,50,1,3,5,35,1637
149,4,1,2,2,2,51,1,3,5,35,1637
150,1,1,3,3,1,11,1,3,3,36,1744
150,1,1,2,2,2,31,1,3,3,36,1744
150,1,1,1,1,1,30,1,3,3,36,1744
150,1,1,4,3,2,10,1,3,3,36,1744
150,1,1,5,3,2,10,1,3,3,36,1744
150,1,1,6,3,1,8,1,3,3,36,1744
151,2,1,3,3,1,4,1,3,3,36,1744
151,2,1,2,2,2,33,1,3,3,36,1744
151,2,1,1,1,1,35,1,3,3,36,1744
151,2,1,4,3,2,13,1,3,3,36,1744
152,3,1,1,1,1,55,1,3,3,36,1744
152,3,1,2,5,2,24,1,3,3,36,1744
152,3,1,3,6,2,6,1,3,3,36,1744
152,3,1,4,6,1,3,1,3,3,36,1744
153,4,1,1,1,2,54,1,3,3,36,1744
153,4,1,2,3,1,19,1,3,3,36,1744
154,5,1,1,1,1,24,1,3,3,36,1744
154,5,1,2,2,2,23,1,3,3,36,1744
154,5,1,3,3,2,2,1,3,3,36,1744
154,5,1,4,3,1,0,1,3,3,36,1744
155,1,1,1,1,1,54,1,3,3,37,1589
155,1,1,9,2,2,51,1,3,3,37,1589
155,1,1,8,4,1,3,1,3,3,37,1589
155,1,1,7,3,1,11,1,3,3,37,1589
155,1,1,6,4,2,15,1,3,3,37,1589
155,1,1,5,3,1,13,1,3,3,37,1589
155,1,1,4,3,1,15,1,3,3,37,1589
155,1,1,3,3,1,19,1,3,3,37,1589
155,1,1,2,6,2,35,1,3,3,37,1589
156,2,1,1,1,2,42,1,3,3,37,1589
156,2,1,3,3,1,2,1,3,3,37,1589
156,2,1,2,3,1,15,1,3,3,37,1589
157,3,1,1,1,1,31,1,3,3,37,1589
158,4,1,4,6,2,21,1,3,3,37,1589
158,4,1,5,4,1,1,1,3,3,37,1589
158,4,1,3,3,1,22,1,3,3,37,1589
158,4,1,2,2,2,46,1,3,3,37,1589
158,4,1,1,1,1,48,1,3,3,37,1589
159,1,1,4,3,2,15,1,3,3,38,1602
159,1,1,2,2,2,45,1,3,3,38,1602
159,1,1,3,3,1,22,1,3,3,38,1602
159,1,1,1,1,1,49,1,3,3,38,1602
160,2,1,3,3,2,19,1,3,3,38,1602
160,2,1,2,2,2,40,1,3,3,38,1602
160,2,1,5,3,2,7,1,3,3,38,1602
160,2,1,4,3,1,15,1,3,3,38,1602
160,2,1,1,1,1,37,1,3,3,38,1602
161,3,1,2,3,1,37,1,3,3,38,1602
161,3,1,1,1,1,68,1,3,3,38,1602
161,3,1,3,4,2,13,1,3,3,38,1602
162,5,1,2,2,2,38,1,3,3,38,1602
162,5,1,1,1,1,49,1,3,3,38,1602
162,5,1,3,3,1,15,1,3,3,38,1602
162,5,1,4,3,1,14,1,3,3,38,1602
163,1,1,4,3,2,6,1,3,5,39,1812
163,1,1,3,3,1,4,1,3,5,39,1812
