FOLIO,VIV_SEL,HOGAR,N_REN,P2_3,SEXO,EDAD,TLOC,REGION,EST_DIS,UPM_DIS,FAC_HOG
3199,1,1,4,3,2,14,1,4,54,506,3313
3199,1,1,2,5,1,31,1,4,54,506,3313
3199,1,1,1,1,2,50,1,4,54,506,3313
3199,1,1,3,3,2,23,1,4,54,506,3313
3200,2,1,1,1,2,77,1,4,54,506,3313
3200,2,1,2,4,1,28,1,4,54,506,3313
3200,2,1,3,4,2,22,1,4,54,506,3313
3201,3,1,2,2,2,32,1,4,54,506,3313
3201,3,1,1,1,1,30,1,4,54,506,3313
3201,3,1,3,3,2,5,1,4,54,506,3313
3202,4,1,1,1,1,34,1,4,54,506,3313
3202,4,1,2,2,2,34,1,4,54,506,3313
3202,4,1,3,3,1,1,1,4,54,506,3313
3203,5,1,1,1,1,35,1,4,54,506,3313
3203,5,1,2,2,2,35,1,4,54,506,3313
3203,5,1,3,5,1,35,1,4,54,506,3313
3204,1,1,2,3,1,21,1,4,54,507,3079
3204,1,1,1,1,2,51,1,4,54,507,3079
3204,1,1,3,3,1,18,1,4,54,507,3079
3204,1,1,4,3,2,26,1,4,54,507,3079
3205,2,1,1,1,1,39,1,4,54,507,3079
3205,2,1,2,2,2,39,1,4,54,507,3079
3205,2,1,3,3,2,10,1,4,54,507,3079
3206,3,1,1,1,1,50,1,4,54,507,3079
3206,3,1,2,2,2,50,1,4,54,507,3079
3206,3,1,3,3,1,15,1,4,54,507,3079
3207,4,1,1,1,2,37,1,4,54,507,3079
3208,5,1,1,1,1,53,1,4,54,507,3079
3208,5,1,2,2,2,43,1,4,54,507,3079
3208,5,1,3,3,2,19,1,4,54,507,3079
3208,5,1,4,3,2,16,1,4,54,507,3079
3208,5,1,5,3,1,13,1,4,54,507,3079
3209,1,1,1,1,1,70,1,4,55,508,3783
3210,3,1,2,2,2,57,1,4,55,508,3783
3210,3,1,1,1,1,61,1,4,55,508,3783
3210,3,1,3,3,2,29,1,4,55,508,3783
3210,3,1,4,3,1,22,1,4,55,508,3783
3211,4,1,1,1,1,73,1,4,55,508,3783
3211,4,1,2,2,2,65,1,4,55,508,3783
3212,5,1,1,1,1,50,1,4,55,508,3783
3212,5,1,2,2,2,45,1,4,55,508,3783
3213,1,1,1,1,1,32,1,4,54,509,7208
3213,1,1,2,2,2,32,1,4,54,509,7208
3213,1,1,3,3,1,9,1,4,54,509,7208
3214,2,1,2,2,2,51,1,4,54,509,7208
3214,2,1,1,1,1,52,1,4,54,509,7208
3214,2,1,3,3,2,28,1,4,54,509,7208
3214,2,1,5,3,1,20,1,4,54,509,7208
3214,2,1,4,3,2,23,1,4,54,509,7208
3215,3,1,1,1,2,80,1,4,54,509,7208
3215,3,1,2,3,2,40,1,4,54,509,7208
3216,4,1,1,1,2,67,1,4,54,509,7208
3216,4,1,2,2,1,37,1,4,54,509,7208
3217,5,1,1,1,2,43,1,4,54,509,7208
3217,5,1,2,3,2,20,1,4,54,509,7208
3217,5,1,4,3,2,22,1,4,54,509,7208
3217,5,1,3,3,2,12,1,4,54,509,7208
3218,1,1,1,1,1,72,1,4,54,510,3537
3218,1,1,2,2,2,52,1,4,54,510,3537
3219,2,1,1,1,1,44,1,4,54,510,3537
3220,3,1,1,1,1,57,1,4,54,510,3537
3220,3,1,2,2,2,50,1,4,54,510,3537
3220,3,1,3,3,2,27,1,4,54,510,3537
3221,4,1,1,1,2,73,1,4,54,510,3537
3221,4,1,3,3,1,39,1,4,54,510,3537
3221,4,1,2,2,1,75,1,4,54,510,3537
3221,4,1,4,5,2,36,1,4,54,510,3537
3221,4,1,5,4,2,5,1,4,54,510,3537
3221,4,1,6,4,2,2,1,4,54,510,3537
3222,1,1,1,1,1,51,1,4,54,511,2682
3223,2,1,2,2,2,68,1,4,54,511,2682
3223,2,1,3,4,1,26,1,4,54,511,2682
3223,2,1,1,1,1,83,1,4,54,511,2682
3224,3,1,2,2,2,50,1,4,54,511,2682
3224,3,1,1,1,1,50,1,4,54,511,2682
3224,3,1,3,3,1,28,1,4,54,511,2682
3224,3,1,4,3,2,24,1,4,54,511,2682
3225,4,1,1,1,1,75,1,4,54,511,2682
3225,4,1,2,4,1,40,1,4,54,511,2682
3226,5,1,1,1,1,68,1,4,54,511,2682
3226,5,1,4,4,2,1,1,4,54,511,2682
3226,5,1,2,2,2,57,1,4,54,511,2682
3226,5,1,3,3,2,32,1,4,54,511,2682
3227,1,1,1,1,2,67,1,4,53,512,3367
3227,1,1,3,4,1,8,1,4,53,512,3367
3227,1,1,2,3,2,34,1,4,53,512,3367
3228,2,1,5,3,1,23,1,4,53,512,3367
3228,2,1,4,3,2,25,1,4,53,512,3367
3228,2,1,2,2,2,44,1,4,53,512,3367
3228,2,1,1,1,1,49,1,4,53,512,3367
3228,2,1,3,5,2,79,1,4,53,512,3367
3229,3,1,6,6,1,7,1,4,53,512,3367
3229,3,1,5,6,2,8,1,4,53,512,3367
3229,3,1,4,5,1,25,1,4,53,512,3367
3229,3,1,3,3,2,28,1,4,53,512,3367
3229,3,1,7,3,1,27,1,4,53,512,3367
3229,3,1,1,1,1,55,1,4,53,512,3367
3229,3,1,9,4,1,8,1,4,53,512,3367
3229,3,1,8,5,2,27,1,4,53,512,3367
3229,3,1,2,2,2,47,1,4,53,512,3367
3230,4,1,1,1,1,57,1,4,53,512,3367
3231,5,1,2,2,2,36,1,4,53,512,3367
3231,5,1,3,3,2,11,1,4,53,512,3367
3231,5,1,1,1,1,46,1,4,53,512,3367
3231,5,1,4,3,1,7,1,4,53,512,3367
3232,1,1,1,1,2,32,1,4,54,513,3258
3233,3,1,1,1,2,67,1,4,54,513,3258
3233,3,1,2,5,2,38,1,4,54,513,3258
3233,3,1,3,5,2,27,1,4,54,513,3258
3234,4,1,1,1,1,65,1,4,54,513,3258
3234,4,1,2,2,2,63,1,4,54,513,3258
3234,4,1,3,3,2,35,1,4,54,513,3258
3234,4,1,4,3,1,20,1,4,54,513,3258
3234,4,1,5,4,1,15,1,4,54,513,3258
3234,4,1,6,5,1,43,1,4,54,513,3258
3234,4,1,7,4,1,20,1,4,54,513,3258
3234,4,1,8,5,1,2,1,4,54,513,3258
3235,5,1,1,1,2,68,1,4,54,513,3258
3236,1,1,1,1,2,52,1,4,53,514,2759
3236,1,1,2,5,2,83,1,4,53,514,2759
3237,2,1,1,1,2,55,1,4,53,514,2759
3237,2,1,2,2,1,54,1,4,53,514,2759
3238,3,1,1,1,1,27,1,4,53,514,2759
3238,3,1,2,2,2,27,1,4,53,514,2759
3239,4,1,1,1,2,52,1,4,53,514,2759
3239,4,1,2,2,1,57,1,4,53,514,2759
3240,5,1,5,4,2,1,1,4,53,514,2759
3240,5,1,2,2,2,41,1,4,53,514,2759
3240,5,1,3,3,2,17,1,4,53,514,2759
3240,5,1,4,3,1,15,1,4,53,514,2759
3240,5,1,1,1,1,48,1,4,53,514,2759
3241,1,1,1,1,1,64,1,4,55,515,3585
3241,1,1,2,2,2,65,1,4,55,515,3585
3241,1,1,3,3,1,24,1,4,55,515,3585
3242,2,1,1,1,1,47,1,4,55,515,3585
3243,3,1,4,3,1,19,1,4,55,515,3585
3243,3,1,3,3,1,23,1,4,55,515,3585
3243,3,1,2,2,1,50,1,4,55,515,3585
3243,3,1,1,1,2,50,1,4,55,515,3585
3244,4,1,1,1,1,40,1,4,55,515,3585
3244,4,1,2,2,2,39,1,4,55,515,3585
3244,4,1,3,3,1,8,1,4,55,515,3585
3245,5,1,1,1,2,63,1,4,55,515,3585
3245,5,1,2,3,2,35,1,4,55,515,3585
3245,5,1,3,4,1,2,1,4,55,515,3585
3246,1,1,1,1,2,50,1,4,54,516,3120
3247,2,1,4,3,2,20,1,4,54,516,3120
3247,2,1,1,1,1,53,1,4,54,516,3120
3247,2,1,2,2,2,50,1,4,54,516,3120
3247,2,1,3,3,2,24,1,4,54,516,3120
3248,3,1,1,1,2,61,1,4,54,516,3120
3248,3,1,2,3,2,40,1,4,54,516,3120
3249,4,1,1,1,1,30,1,4,54,516,3120
3250,5,1,1,1,1,57,1,4,54,516,3120
3250,5,1,2,2,2,62,1,4,54,516,3120
3250,5,1,3,3,2,28,1,4,54,516,3120
3250,5,1,4,3,2,25,1,4,54,516,3120
3251,1,1,1,1,2,45,1,4,54,517,3249
3251,1,1,2,3,2,19,1,4,54,517,3249
3251,1,1,3,3,2,6,1,4,54,517,3249
3252,2,1,1,1,2,24,1,4,54,517,3249
3253,3,1,1,1,1,60,1,4,54,517,3249
3253,3,1,2,2,2,63,1,4,54,517,3249
3253,3,1,3,5,2,70,1,4,54,517,3249
3254,4,1,1,1,1,65,1,4,54,517,3249
3254,4,1,2,2,2,60,1,4,54,517,3249
3254,4,1,3,3,2,40,1,4,54,517,3249
3254,4,1,4,3,1,27,1,4,54,517,3249
3255,5,1,1,1,1,64,1,4,54,517,3249
3255,5,1,3,3,2,28,1,4,54,517,3249
3255,5,1,2,2,2,55,1,4,54,517,3249
3256,1,1,2,3,2,38,1,4,54,518,3129
3256,1,1,1,1,2,79,1,4,54,518,3129
3257,2,1,1,1,1,70,1,4,54,518,3129
3257,2,1,2,2,2,71,1,4,54,518,3129
3258,3,1,2,2,2,40,1,4,54,518,3129
3258,3,1,1,1,1,60,1,4,54,518,3129
3258,3,1,3,3,1,13,1,4,54,518,3129
3258,3,1,4,3,1,20,1,4,54,518,3129
3259,4,1,1,1,2,52,1,4,54,518,3129
3259,4,1,2,3,2,32,1,4,54,518,3129
3259,4,1,4,4,1,8,1,4,54,518,3129
3259,4,1,3,3,2,25,1,4,54,518,3129
3259,4,1,5,4,1,1,1,4,54,518,3129
3260,5,1,3,3,1,10,1,4,54,518,3129
3260,5,1,4,3,2,6,1,4,54,518,3129
3260,5,1,1,1,1,40,1,4,54,518,3129
3260,5,1,2,2,2,40,1,4,54,518,3129
3261,1,1,3,3,1,8,1,4,53,519,3842
3261,1,1,1,1,1,47,1,4,53,519,3842
3261,1,1,2,2,2,46,1,4,53,519,3842
3262,2,1,1,1,2,52,1,4,53,519,3842
3262,2,1,3,3,1,12,1,4,53,519,3842
3262,2,1,2,3,2,14,1,4,53,519,3842
3263,3,1,2,2,2,44,1,4,53,519,3842
3263,3,1,4,3,2,19,1,4,53,519,3842
3263,3,1,3,3,1,22,1,4,53,519,3842
3263,3,1,1,1,1,44,1,4,53,519,3842
3264,4,1,2,2,2,69,1,4,53,519,3842
3264,4,1,1,1,1,46,1,4,53,519,3842
3265,5,1,2,2,2,60,1,4,53,519,3842
3265,5,1,3,4,2,16,1,4,53,519,3842
3265,5,1,4,4,1,13,1,4,53,519,3842
3265,5,1,1,1,1,54,1,4,53,519,3842
3266,1,1,2,3,2,38,1,4,55,520,3281
3266,1,1,1,1,2,68,1,4,55,520,3281
3267,2,1,2,3,1,33,1,4,55,520,3281
3267,2,1,1,1,2,69,1,4,55,520,3281
3268,3,1,1,1,1,72,1,4,55,520,3281
3268,3,1,2,2,2,68,1,4,55,520,3281
3268,3,1,3,3,2,33,1,4,55,520,3281
3269,4,1,1,1,1,62,1,4,55,520,3281
3269,4,1,3,3,2,27,1,4,55,520,3281
3269,4,1,2,2,2,60,1,4,55,520,3281
3270,5,1,1,1,1,76,1,4,55,520,3281
3270,5,1,2,3,1,33,1,4,55,520,3281
3271,1,1,1,1,2,90,1,4,54,521,2770
3272,2,1,1,1,1,72,1,4,54,521,2770
3272,2,1,2,3,1,46,1,4,54,521,2770
3272,2,1,3,5,2,43,1,4,54,521,2770
3273,3,1,1,1,1,48,1,4,54,521,2770
3273,3,1,2,2,2,40,1,4,54,521,2770
3273,3,1,3,3,1,8,1,4,54,521,2770
3274,4,1,1,1,1,64,1,4,54,521,2770
3274,4,1,2,2,2,64,1,4,54,521,2770
3274,4,1,3,3,2,27,1,4,54,521,2770
3275,5,1,1,1,1,60,1,4,54,521,2770
3275,5,1,2,2,2,60,1,4,54,521,2770
3275,5,1,3,3,1,35,1,4,54,521,2770
3275,5,1,4,3,1,30,1,4,54,521,2770
3276,1,1,1,1,1,57,1,4,53,522,2653
3276,1,1,6,5,1,32,1,4,53,522,2653
3276,1,1,5,4,2,12,1,4,53,522,2653
3276,1,1,4,3,1,24,1,4,53,522,2653
3276,1,1,3,3,2,32,1,4,53,522,2653
3276,1,1,2,2,2,56,1,4,53,522,2653
3277,2,1,2,2,2,57,1,4,53,522,2653
3277,2,1,1,1,1,58,1,4,53,522,2653
3277,2,1,3,3,2,22,1,4,53,522,2653
3278,3,1,2,2,2,45,1,4,53,522,2653
3278,3,1,1,1,1,51,1,4,53,522,2653
3278,3,1,3,3,2,11,1,4,53,522,2653
3278,3,1,4,3,1,15,1,4,53,522,2653
3279,5,1,3,3,1,6,1,4,53,522,2653
3279,5,1,2,3,2,13,1,4,53,522,2653
3279,5,1,1,1,2,36,1,4,53,522,2653
3279,5,1,4,2,1,40,1,4,53,522,2653
3279,5,1,5,5,1,60,1,4,53,522,2653
3280,1,1,3,3,1,13,1,4,53,523,3183
3280,1,1,2,3,1,17,1,4,53,523,3183
3280,1,1,1,1,2,39,1,4,53,523,3183
3281,2,1,1,1,1,38,1,4,53,523,3183
3281,2,1,3,3,2,20,1,4,53,523,3183
3281,2,1,2,2,2,38,1,4,53,523,3183
3281,2,1,4,3,2,18,1,4,53,523,3183
3282,4,1,4,3,2,13,1,4,53,523,3183
3282,4,1,2,2,2,36,1,4,53,523,3183
3282,4,1,1,1,1,36,1,4,53,523,3183
3282,4,1,5,3,1,12,1,4,53,523,3183
3282,4,1,3,3,2,18,1,4,53,523,3183
3283,5,1,1,1,1,59,1,4,53,523,3183
3284,1,1,3,3,2,20,1,4,54,524,3162
3284,1,1,4,3,1,17,1,4,54,524,3162
3284,1,1,2,2,2,47,1,4,54,524,3162
3284,1,1,1,1,1,46,1,4,54,524,3162
3285,2,1,4,5,2,46,1,4,54,524,3162
3285,2,1,3,5,2,78,1,4,54,524,3162
3285,2,1,2,2,2,51,1,4,54,524,3162
3285,2,1,1,1,1,54,1,4,54,524,3162
3286,3,1,2,5,2,63,1,4,54,524,3162
3286,3,1,1,1,1,43,1,4,54,524,3162
3287,4,1,2,3,1,9,1,4,54,524,3162
3287,4,1,1,1,2,35,1,4,54,524,3162
3288,5,1,1,1,2,55,1,4,54,524,3162
3288,5,1,2,3,2,30,1,4,54,524,3162
3289,1,1,1,1,2,76,1,4,53,525,3119
3290,2,1,1,1,1,62,1,4,53,525,3119
3290,2,1,2,5,1,25,1,4,53,525,3119
3290,2,1,3,3,2,25,1,4,53,525,3119
3290,2,1,4,4,1,9,1,4,53,525,3119
3290,2,1,5,4,1,3,1,4,53,525,3119
3291,3,1,4,3,2,3,1,4,53,525,3119
3291,3,1,3,5,2,20,1,4,53,525,3119
3291,3,1,2,5,1,20,1,4,53,525,3119
3291,3,1,1,1,2,22,1,4,53,525,3119
3292,4,1,2,2,2,67,1,4,53,525,3119
3292,4,1,1,1,1,59,1,4,53,525,3119
3293,5,1,6,5,2,20,1,4,53,525,3119
3293,5,1,5,3,1,18,1,4,53,525,3119
3293,5,1,4,3,1,22,1,4,53,525,3119
3293,5,1,3,3,2,26,1,4,53,525,3119
3293,5,1,2,2,2,49,1,4,53,525,3119
3293,5,1,1,1,1,47,1,4,53,525,3119
3293,5,1,7,4,1,4,1,4,53,525,3119
3294,1,1,1,1,1,58,1,4,53,526,2954
3294,1,1,2,2,2,59,1,4,53,526,2954
3294,1,1,3,3,2,34,1,4,53,526,2954
3295,2,1,1,1,1,65,1,4,53,526,2954
3295,2,1,2,2,2,67,1,4,53,526,2954
3296,3,1,1,1,2,50,1,4,53,526,2954
3296,3,1,2,3,2,27,1,4,53,526,2954
3296,3,1,3,3,2,16,1,4,53,526,2954
3297,4,1,1,1,1,59,1,4,53,526,2954
3297,4,1,5,4,1,12,1,4,53,526,2954
3297,4,1,4,3,1,25,1,4,53,526,2954
3297,4,1,3,3,2,31,1,4,53,526,2954
3297,4,1,2,2,2,54,1,4,53,526,2954
3298,5,1,3,3,2,5,1,4,53,526,2954
3298,5,1,2,2,2,28,1,4,53,526,2954
3298,5,1,1,1,1,26,1,4,53,526,2954
3299,1,1,1,1,1,86,1,4,53,527,3068
3299,1,1,2,3,2,56,1,4,53,527,3068
3300,2,1,2,3,2,18,1,4,53,527,3068
3300,2,1,1,1,2,47,1,4,53,527,3068
3300,2,1,3,3,2,16,1,4,53,527,3068
3300,2,1,4,3,2,9,1,4,53,527,3068
3301,4,1,1,1,2,50,1,4,53,527,3068
3301,4,1,2,3,2,15,1,4,53,527,3068
3302,5,1,1,1,2,73,1,4,53,527,3068
3303,1,1,1,1,2,43,1,4,55,528,3816
3303,1,1,2,5,2,27,1,4,55,528,3816
3303,1,1,3,5,2,15,1,4,55,528,3816
3304,2,1,2,2,2,38,1,4,55,528,3816
3304,2,1,1,1,1,39,1,4,55,528,3816
3304,2,1,4,3,2,9,1,4,55,528,3816
3304,2,1,7,3,1,13,1,4,55,528,3816
3304,2,1,6,3,1,19,1,4,55,528,3816
3304,2,1,5,3,2,17,1,4,55,528,3816
3305,3,1,1,1,2,55,1,4,55,528,3816
3305,3,1,2,3,1,27,1,4,55,528,3816
3305,3,1,3,3,1,30,1,4,55,528,3816
3306,4,1,1,1,1,35,1,4,55,528,3816
3306,4,1,2,2,2,39,1,4,55,528,3816
3307,5,1,1,1,1,86,1,4,55,528,3816
3308,1,1,1,1,1,53,1,4,55,529,3718
3309,2,1,1,1,2,68,1,4,55,529,3718
3309,2,1,2,5,1,66,1,4,55,529,3718
3310,4,1,2,2,1,55,1,4,55,529,3718
3310,4,1,3,1,2,63,1,4,55,529,3718
3311,1,1,1,1,1,58,1,4,53,530,2715
3311,1,1,2,2,2,45,1,4,53,530,2715
3311,1,1,3,3,2,15,1,4,53,530,2715
3311,1,1,4,3,1,12,1,4,53,530,2715
3312,2,1,1,1,1,58,1,4,53,530,2715
3312,2,1,2,2,2,53,1,4,53,530,2715
3312,2,1,4,3,2,26,1,4,53,530,2715
3312,2,1,3,3,1,16,1,4,53,530,2715
3313,3,1,1,1,2,55,1,4,53,530,2715
3313,3,1,2,3,1,33,1,4,53,530,2715
3313,3,1,4,3,1,23,1,4,53,530,2715
3313,3,1,3,3,2,24,1,4,53,530,2715
3314,4,1,1,1,2,75,1,4,53,530,2715
3315,5,1,1,1,1,28,1,4,53,530,2715
3315,5,1,4,3,1,9,1,4,53,530,2715
3315,5,1,3,3,1,10,1,4,53,530,2715
3315,5,1,2,2,2,28,1,4,53,530,2715
3316,1,1,1,1,1,53,1,4,53,531,3304
3316,1,1,2,2,2,43,1,4,53,531,3304
3316,1,1,3,3,1,20,1,4,53,531,3304
3316,1,1,4,3,1,15,1,4,53,531,3304
3316,1,1,5,3,1,13,1,4,53,531,3304
3317,2,1,1,1,1,48,1,4,53,531,3304
3318,4,1,1,1,1,36,1,4,53,531,3304
3318,4,1,3,5,2,29,1,4,53,531,3304
3318,4,1,2,5,2,58,1,4,53,531,3304
3319,5,1,3,3,1,21,1,4,53,531,3304
3319,5,1,1,1,1,55,1,4,53,531,3304
3319,5,1,2,2,2,46,1,4,53,531,3304
3319,5,1,4,3,2,14,1,4,53,531,3304
3320,1,1,4,3,2,9,1,4,53,532,2683
3320,1,1,3,3,2,13,1,4,53,532,2683
3320,1,1,5,3,2,2,1,4,53,532,2683
3320,1,1,1,1,1,26,1,4,53,532,2683
3320,1,1,2,2,2,28,1,4,53,532,2683
3321,2,1,2,2,2,55,1,4,53,532,2683
3321,2,1,1,1,1,60,1,4,53,532,2683
3322,3,1,4,4,2,17,1,4,53,532,2683
3322,3,1,5,5,1,87,1,4,53,532,2683
3322,3,1,2,3,1,25,1,4,53,532,2683
3322,3,1,3,3,1,24,1,4,53,532,2683
3322,3,1,1,1,2,49,1,4,53,532,2683
3323,4,1,3,3,1,30,1,4,53,532,2683
3323,4,1,2,5,2,30,1,4,53,532,2683
3323,4,1,1,1,2,60,1,4,53,532,2683
3324,5,1,3,5,2,65,1,4,53,532,2683
3324,5,1,4,3,1,13,1,4,53,532,2683
3324,5,1,2,2,2,40,1,4,53,532,2683
3324,5,1,1,1,1,40,1,4,53,532,2683
3325,1,1,2,2,2,80,1,4,55,533,2665
3325,1,1,1,1,1,80,1,4,55,533,2665
3326,2,1,2,2,2,57,1,4,55,533,2665
3326,2,1,1,1,1,55,1,4,55,533,2665
3327,4,1,1,1,2,87,1,4,55,533,2665
3328,1,1,4,3,2,15,1,4,54,534,3401
3328,1,1,3,3,2,22,1,4,54,534,3401
3328,1,1,2,2,2,50,1,4,54,534,3401
3328,1,1,1,1,1,53,1,4,54,534,3401
3329,2,1,2,2,2,52,1,4,54,534,3401
3329,2,1,1,1,1,54,1,4,54,534,3401
3329,2,1,3,5,1,53,1,4,54,534,3401
3329,2,1,4,5,2,91,1,4,54,534,3401
3329,2,1,5,5,1,89,1,4,54,534,3401
3329,2,1,6,3,1,20,1,4,54,534,3401
3330,3,1,1,1,1,78,1,4,54,534,3401
3331,4,1,2,4,1,23,1,4,54,534,3401
3331,4,1,1,1,2,68,1,4,54,534,3401
3332,1,1,1,1,1,57,1,4,54,535,3370
3332,1,1,2,3,2,37,1,4,54,535,3370
3332,1,1,3,4,1,10,1,4,54,535,3370
3332,1,1,4,2,2,60,1,4,54,535,3370
3332,1,1,5,4,1,5,1,4,54,535,3370
3333,2,1,1,1,2,64,1,4,54,535,3370
3334,3,1,4,3,1,36,1,4,54,535,3370
3334,3,1,3,3,2,40,1,4,54,535,3370
3334,3,1,2,2,2,62,1,4,54,535,3370
3334,3,1,1,1,1,62,1,4,54,535,3370
3334,3,1,5,5,2,70,1,4,54,535,3370
3335,4,1,1,1,2,49,1,4,54,535,3370
3336,5,1,1,1,1,71,1,4,54,535,3370
3336,5,1,2,2,2,68,1,4,54,535,3370
3336,5,1,3,3,2,41,1,4,54,535,3370
3336,5,1,4,4,1,14,1,4,54,535,3370
3337,1,1,1,1,1,98,1,4,54,536,3313
3337,1,1,2,2,2,98,1,4,54,536,3313
3338,2,1,1,1,1,70,1,4,54,536,3313
3338,2,1,2,2,2,63,1,4,54,536,3313
3339,3,1,1,1,1,47,1,4,54,536,3313
3339,3,1,2,2,2,40,1,4,54,536,3313
3339,3,1,3,3,2,13,1,4,54,536,3313
3339,3,1,4,3,1,14,1,4,54,536,3313
3340,4,1,2,2,2,62,1,4,54,536,3313
3340,4,1,3,3,1,34,1,4,54,536,3313
3340,4,1,4,3,1,43,1,4,54,536,3313
3340,4,1,1,1,1,72,1,4,54,536,3313
3341,5,1,3,3,2,20,1,4,54,536,3313
3341,5,1,2,3,1,30,1,4,54,536,3313
3341,5,1,1,1,2,52,1,4,54,536,3313
3342,1,1,2,2,1,53,1,4,55,537,3584
3342,1,1,3,5,1,88,1,4,55,537,3584
3342,1,1,4,5,2,89,1,4,55,537,3584
3342,1,1,1,1,2,52,1,4,55,537,3584
3343,3,1,4,3,2,17,1,4,55,537,3584
3343,3,1,3,3,1,27,1,4,55,537,3584
3343,3,1,2,2,2,50,1,4,55,537,3584
3343,3,1,1,1,1,57,1,4,55,537,3584
3344,5,1,3,2,2,64,1,4,55,537,3584
3344,5,1,1,1,1,60,1,4,55,537,3584
3344,5,1,2,3,1,31,1,4,55,537,3584
3345,1,1,1,1,1,37,1,4,55,538,3336
3345,1,1,2,2,2,38,1,4,55,538,3336
3346,2,1,2,2,1,75,1,4,55,538,3336
3346,2,1,1,1,2,78,1,4,55,538,3336
3347,3,1,1,1,1,60,1,4,55,538,3336
3347,3,1,2,2,2,60,1,4,55,538,3336
3347,3,1,3,3,1,25,1,4,55,538,3336
3348,5,1,1,1,1,52,1,4,55,538,3336
3348,5,1,2,2,2,54,1,4,55,538,3336
3348,5,1,3,3,1,24,1,4,55,538,3336
3349,1,1,2,3,2,46,1,4,53,539,3211
3349,1,1,1,1,2,73,1,4,53,539,3211
3350,2,1,1,1,1,48,1,4,53,539,3211
3350,2,1,2,2,2,51,1,4,53,539,3211
3351,3,1,1,1,1,62,1,4,53,539,3211
3351,3,1,2,2,2,61,1,4,53,539,3211
3351,3,1,3,3,2,40,1,4,53,539,3211
3352,4,1,1,1,1,67,1,4,53,539,3211
3353,5,1,1,1,1,65,1,4,53,539,3211
3354,1,1,1,1,2,61,1,4,54,540,2997
3355,2,1,1,1,1,40,1,4,54,540,2997
3355,2,1,2,2,2,40,1,4,54,540,2997
3355,2,1,3,3,1,22,1,4,54,540,2997
3355,2,1,4,3,2,10,1,4,54,540,2997
3356,3,1,1,1,2,31,1,4,54,540,2997
3356,3,1,2,3,2,12,1,4,54,540,2997
3357,4,1,1,1,1,39,1,4,54,540,2997
3357,4,1,2,2,2,39,1,4,54,540,2997
3357,4,1,3,3,1,20,1,4,54,540,2997
3357,4,1,4,3,1,15,1,4,54,540,2997
3358,5,1,1,1,2,81,1,4,54,540,2997
3359,2,1,5,5,2,67,1,4,55,541,2875
3359,2,1,3,3,1,30,1,4,55,541,2875
3359,2,1,4,3,2,25,1,4,55,541,2875
3359,2,1,1,1,1,55,1,4,55,541,2875
3359,2,1,2,2,2,50,1,4,55,541,2875
3360,3,1,1,1,1,73,1,4,55,541,2875
3360,3,1,2,2,2,73,1,4,55,541,2875
3360,3,1,3,3,2,48,1,4,55,541,2875
3360,3,1,4,6,2,48,1,4,55,541,2875
3361,5,1,1,1,1,53,1,4,55,541,2875
3361,5,1,2,2,2,48,1,4,55,541,2875
3361,5,1,3,3,2,19,1,4,55,541,2875
3361,5,1,4,3,2,15,1,4,55,541,2875
3362,1,1,1,1,2,48,1,4,54,542,3212
3362,1,1,2,2,1,36,1,4,54,542,3212
3362,1,1,6,5,2,58,1,4,54,542,3212
3362,1,1,5,5,1,28,1,4,54,542,3212
3362,1,1,4,5,1,13,1,4,54,542,3212
3362,1,1,3,5,2,24,1,4,54,542,3212
3363,3,1,1,1,1,57,1,4,54,542,3212
3363,3,1,5,4,2,10,1,4,54,542,3212
3363,3,1,4,4,1,12,1,4,54,542,3212
3363,3,1,3,3,2,25,1,4,54,542,3212
3363,3,1,2,2,2,55,1,4,54,542,3212
3364,4,1,1,1,1,45,1,4,54,542,3212
3365,5,1,1,1,2,56,1,4,54,542,3212
3366,1,1,2,3,2,45,1,4,54,543,3022
3366,1,1,1,1,2,79,1,4,54,543,3022
3366,1,1,3,5,1,49,1,4,54,543,3022
3366,1,1,4,4,1,12,1,4,54,543,3022
3366,1,1,5,4,2,24,1,4,54,543,3022
3366,1,2,1,1,2,80,1,4,54,543,3022
3366,1,2,2,3,1,52,1,4,54,543,3022
3367,2,1,2,3,2,46,1,4,54,543,3022
3367,2,1,1,1,2,70,1,4,54,543,3022
3367,2,1,3,3,1,42,1,4,54,543,3022
3367,2,1,6,4,2,20,1,4,54,543,3022
3367,2,1,5,4,1,24,1,4,54,543,3022
3367,2,1,4,4,1,8,1,4,54,543,3022
3368,3,1,1,1,1,39,1,4,54,543,3022
3368,3,1,2,2,2,40,1,4,54,543,3022
3368,3,1,3,3,2,13,1,4,54,543,3022
3369,4,1,3,3,1,13,1,4,54,543,3022
3369,4,1,2,2,1,30,1,4,54,543,3022
3369,4,1,1,1,2,30,1,4,54,543,3022
3369,4,1,4,3,1,2,1,4,54,543,3022
3370,5,1,2,2,2,30,1,4,54,543,3022
3370,5,1,1,1,1,29,1,4,54,543,3022
3371,5,1,2,2,2,80,1,4,55,544,2881
3371,5,1,1,1,1,80,1,4,55,544,2881
3371,5,1,3,3,2,30,1,4,55,544,2881
3371,5,1,4,4,1,9,1,4,55,544,2881
3371,5,1,8,3,1,2,1,4,55,544,2881
3371,5,1,5,4,1,8,1,4,55,544,2881
3371,5,1,7,3,1,3,1,4,55,544,2881
3371,5,1,6,4,1,8,1,4,55,544,2881
