FOLIO,VIV_SEL,HOGAR,N_REN,P3_1_1,P3_1_2,P3_2,P3_3,P3_4,P3_5,P3_11,P4_1,P4_2_1,P4_2_2,P4_2_3,P4_2_4,P4_2_5,P4_3,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_7_1,P4_7_2,P4_7_3,P4_8_1,P4_8_2,P4_8_3,P4_8_4,P4_8_5,P4_8_6,P4_9_1,P4_9_2,P4_9_3,P4_9_4,P4_10,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_4_1,P5_4_2,P5_4_3,P5_4_4,P5_4_5,P5_4_6,P5_4_7,P5_4_8,P5_4_9,P5_23,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P6_17,P7_1_1,P7_1_2,P7_2,P7_4,P7_5,P7_7_1,P7_8_1_1,P7_8_1_2,P7_8_1_3,P7_7_2,P7_8_2_1,P7_8_2_2,P7_8_2_3,P7_7_3,P7_7_4,P8_1,P8_2,P8_3,P9_1,P9_8_1,P9_8_2,P9_8_3,P9_8_4,P9_8_5,P9_8_6,P10_1,P10_4,P10_7,P11_1_1,P11_1_2,P11_1_3,P11_1_4,P11_1_5,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_3_1,P11_3_2,P11_3_3,P11_3_4,P11_3_9,P12_1,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2_1,P14_2_2,P14_2_3,P14_2_4,TLOC,REGION,SEXO,EDAD,EST_DIS,UPM_DIS,FAC_ELE
6678,21,1,1,3,3,4,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,3,1,2,1,9,1,1,1,1,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,1.0,,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,3,1,2,2,2,2,4,3,2,42,105,1053,9565
6679,22,1,1,2,3,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,3,1,1,1,1,1,1,3,1,3,2,2,2,2,4,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,1,1,1,1,2.0,1.0,1.0,1,2.0,1.0,1.0,1,2,2,2.0,2.0,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,3,3,3,2,1,1,1,2,4,3,1,53,105,1053,18604
6680,1,1,1,2,6,6,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,1,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,4,3,1,49,104,1054,5646
6681,2,1,2,2,2,5,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,2,3,1,9,2,1,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,9,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,2,9,9.0,,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,9,3,2,2,2,1,2,2,2,4,3,2,58,104,1054,5806
6682,3,1,2,4,3,6,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,3,2,1,1,1,3,2,1,3,2,2,1,1,2,1,3,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,2,2,4,3,2,47,104,1054,5806
6683,4,1,1,2,2,6,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,3,3,2,1,9,1,9,1,9,9,9,1,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,9,2,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,1,9,2,2,1,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,1,2,1,9,9,3,1,2,2,2,2,4,3,2,60,104,1054,2903
6684,5,1,5,3,3,1,2,2,5,1,2,2,2,2,2,2,1,2,2,1,3,2,3,2,2,1,1,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,2,1,2,2.0,2.0,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,3,1,3,1,2,2,2,2,4,3,2,24,104,1054,20321
6685,6,1,1,2,3,5,2,1,6,2,2,2,2,1,2,2,2,2,2,1,3,1,3,2,1,2,1,1,2,1,2,1,1,2,1,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,9.0,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,1,1,2,2,4,3,1,79,104,1054,5646
6686,7,1,1,0,0,5,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,3,3,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,9,3,3,2,2,1,2,2,2,4,3,1,53,104,1054,5646
6687,9,1,1,2,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,9,3,2,2,9,2,2,3,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,1,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,9.0,2,1,2,2,1,1,2,2,2,2,1,9,9,9,9,2,2,2,2,2,2,2,2,1,2,9,9,9,3,1,1,2,2,2,4,3,2,79,104,1054,5806
6688,10,1,2,6,3,1,2,2,5,2,2,2,1,1,2,2,2,2,2,1,2,3,3,2,1,1,1,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,2,,,,2,2,2,2.0,2.0,2,1,2,2,1,2,2,2,2,2,9,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,4,3,2,51,104,1054,8709
6689,12,1,1,2,6,5,2,2,8,2,2,1,1,2,2,2,2,2,2,3,1,3,1,3,1,2,1,2,1,3,2,3,1,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,3,2,2,2,2,2,4,3,1,56,104,1054,5646
6690,13,1,2,3,3,6,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,4,3,2,40,104,1054,8709
6691,14,1,1,2,1,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,9,1,2,1,3,3,3,3,1,2,1,2,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,1,1,1,1,2,4,3,1,73,104,1054,2823
6692,17,1,1,2,4,5,2,2,1,2,2,2,2,2,2,2,1,2,3,1,1,3,3,2,9,1,1,1,1,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,1,1,2.0,2.0,1.0,2,,,,2,2,2,2.0,2.0,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,8,9,9,1,1,1,2,2,4,3,1,42,104,1054,5646
6693,18,1,1,2,6,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,3,1,3,3,1,1,1,3,1,2,3,3,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,3,2,1,2,2,2,4,3,1,44,104,1054,5646
6694,19,1,3,3,3,4,2,1,8,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,1,1,2,9,1,9,9,3,3,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,9,9,2,2,2,,,,2,,,,2,2,2,2.0,2.0,9,1,2,2,1,2,2,2,2,2,9,9,9,9,9,2,2,2,2,2,2,2,2,1,2,9,9,9,9,3,2,2,2,2,4,3,2,79,104,1054,8709
6695,1,1,1,2,2,4,2,1,5,2,2,2,2,2,2,2,2,2,1,1,3,1,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,1,1,2.0,2.0,1.0,2,,,,1,2,1,,,2,1,2,2,1,2,2,1,2,2,9,1,1,1,1,2,2,2,2,2,2,2,2,1,1,9,9,9,9,1,1,2,2,2,4,3,2,81,104,1055,3742
6696,2,1,2,3,3,5,2,2,1,1,2,2,1,1,2,2,2,2,1,1,3,2,2,2,1,1,1,3,3,3,3,1,1,1,1,2,1,4,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,2,2,2,2,4,3,2,39,104,1055,7484
6697,3,1,1,2,3,5,2,2,5,1,2,2,2,2,2,2,1,2,3,2,2,3,3,3,1,1,9,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,2,,,,2,2,2,2.0,2.0,2,1,2,2,1,2,2,1,2,2,9,2,9,9,9,2,2,2,2,2,2,2,2,1,2,9,2,9,9,2,2,2,2,2,4,3,2,61,104,1055,7484
6698,4,1,1,0,0,6,2,2,7,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,8,2,2,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,9,3,8,3,1,2,2,2,2,4,3,1,70,104,1055,3639
6699,5,1,2,3,3,5,2,2,5,1,2,2,2,2,2,2,2,2,1,2,1,3,1,3,1,1,1,3,1,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,4,3,2,42,104,1055,7484
6700,6,1,1,2,5,4,2,2,5,1,1,2,1,1,2,2,2,2,1,1,3,1,2,3,1,1,1,2,2,3,9,3,3,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,2,,,,2,2,2,2.0,2.0,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,1,1,2,2,2,4,3,2,54,104,1055,3742
6701,7,1,2,8,4,5,2,2,5,1,2,2,2,2,2,2,2,2,1,1,3,2,3,3,1,2,1,3,3,2,1,3,3,2,1,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,2,1,2,2.0,2.0,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,4,3,2,30,104,1055,7484
6702,8,1,3,3,3,6,2,2,1,1,2,2,2,2,2,2,2,2,1,1,3,1,1,3,1,9,1,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,2,2,2.0,2.0,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,9,9,9,9,2,2,2,2,2,4,3,2,39,104,1055,11226
6703,10,1,2,0,0,4,2,1,8,1,2,2,2,2,2,2,1,2,2,2,2,3,9,2,1,1,1,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,9,3,1,1,1,2,2,4,3,1,76,104,1055,7278
6704,11,1,1,3,3,4,2,2,1,1,2,2,1,1,2,2,2,2,2,1,3,1,2,3,1,2,1,1,1,1,3,3,3,1,1,1,1,5,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,7,7,1,1,1,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,4,3,2,34,104,1055,7484
6705,12,1,3,6,3,6,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,1,1,3,3,2,3,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,1,1,9,1,2,1,1,2,1,1,1,9,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,2,19,104,1055,11226
6706,13,1,2,3,3,5,2,2,5,1,1,2,1,1,2,2,2,2,1,1,3,1,3,3,1,1,1,1,1,3,3,3,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,2,2,2,2.0,2.0,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,4,3,2,39,104,1055,7484
6707,15,1,1,8,3,5,2,1,5,1,2,2,2,2,2,2,1,2,1,1,1,1,1,3,9,1,9,3,2,3,3,2,3,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,9,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,1,2,2,4,3,2,36,104,1055,3742
6708,16,1,1,6,3,6,2,1,1,1,2,2,1,2,2,1,1,2,1,2,3,3,2,3,1,1,1,3,3,3,3,1,2,1,2,2,1,5,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,7,7,2,1,1,1,2.0,2.0,1.0,1,2.0,1.0,1.0,2,2,2,2.0,1.0,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,1,1,1,2,4,3,1,46,104,1055,3639
6709,17,1,2,3,3,5,2,2,5,1,2,2,2,1,2,2,2,2,3,1,1,2,2,3,1,1,1,1,1,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,2,2,2,2.0,2.0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,2,2,4,3,2,34,104,1055,7484
6710,18,1,2,2,3,5,2,2,5,1,2,1,2,1,2,2,2,2,2,1,3,1,2,3,1,1,1,3,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,1,1,2.0,2.0,1.0,2,,,,2,1,2,2.0,2.0,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,3,2,2,2,2,4,3,2,30,104,1055,7484
6711,19,1,2,2,2,5,2,2,5,1,2,2,2,1,2,2,1,2,3,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,2,,,,2,1,2,2.0,2.0,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,9,9,1,3,2,2,2,2,4,3,2,56,104,1055,7484
6712,20,1,2,0,0,1,1,1,5,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,1,1,1,2,3,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,1,1,2.0,2.0,1.0,2,,,,2,1,2,2.0,2.0,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,8,1,3,2,2,2,2,4,3,2,61,104,1055,7484
6713,1,1,1,2,6,3,2,2,1,2,1,1,2,2,2,2,2,2,3,1,1,1,1,3,1,2,1,1,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,2,,,,2,2,2,2.0,1.0,9,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,3,2,2,2,2,2,4,3,2,64,105,1056,8930
6714,2,1,1,2,4,1,2,2,1,1,2,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,1,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,1,1,2,2,4,3,1,53,105,1056,8684
6715,3,1,4,3,2,6,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,3,2,1,1,1,1,1,2,3,1,2,2,2,1,1,5,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2.0,2.0,1.0,2,,,,2,2,2,2.0,2.0,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,3,3,2,2,2,2,4,3,1,19,105,1056,17368
6716,4,1,3,2,6,5,2,2,5,1,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,1,2,1,1,3,3,3,3,1,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,9,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,9,9,9,9,9,9,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,8,1,3,2,2,2,2,2,4,3,2,24,105,1056,13395
6717,6,1,2,2,6,5,2,1,8,2,2,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,1,3,3,1,1,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,1,1,2.0,1.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,3,2,3,1,2,2,2,2,4,3,2,74,105,1056,8930
6718,7,1,1,0,0,4,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,3,1,1,1,3,2,2,3,2,3,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,1,2,2,2,2,4,3,2,55,105,1056,8930
6719,8,1,2,2,2,5,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,8,1,1,1,3,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,9,9,2,2,2,2,2,4,3,2,39,105,1056,13395
6720,9,1,1,2,6,5,2,2,1,1,2,2,2,1,2,2,1,2,3,1,3,2,2,3,2,1,2,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,1,2,,,,2,,,,1,2,1,,,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,1,2,2,4,3,1,61,105,1056,8684
6721,10,1,2,3,3,5,2,2,5,2,2,2,1,2,2,2,1,2,1,1,3,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,1,2,1,1,9,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,4,3,2,56,105,1056,8930
6722,11,1,2,6,2,6,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,3,1,3,1,1,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,9,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,2,2,2,2,2,4,3,2,27,105,1056,13395
6723,12,2,1,3,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,,,,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,4,3,1,34,105,1056,8684
6723,12,1,1,2,6,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,2,1,9,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,9,9,3,2,1,2,1,2,4,3,1,57,105,1056,8684
6724,13,1,4,6,3,6,2,2,5,1,2,2,1,2,2,2,1,2,1,1,3,1,2,2,1,1,2,3,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,2,1,1,2,1,2,2,1,2,9,9,9,2,9,2,2,2,2,2,2,2,2,1,2,1,2,3,2,3,2,2,2,2,4,3,2,23,105,1056,22325
