"FOLIO","VIV_SEL","HOGAR","N_REN","P3_1_1","P3_1_2","P3_2","P3_3","P3_4","P3_5","P3_11","P4_1","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_3","P4_5","P4_6_1","P4_6_2","P4_6_3","P4_6_4","P4_6_5","P4_6_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_8_5","P4_8_6","P4_9_1","P4_9_2","P4_9_3","P4_9_4","P4_10","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_4_1","P5_4_2","P5_4_3","P5_4_4","P5_4_5","P5_4_6","P5_4_7","P5_4_8","P5_4_9","P5_23","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_2_1","P6_2_2","P6_2_3","P6_2_4","P6_2_5","P6_2_6","P6_2_7","P6_2_8","P6_2_9","P6_17","P7_1_1","P7_1_2","P7_2","P7_4","P7_5","P7_7_1","P7_8_1_1","P7_8_1_2","P7_8_1_3","P7_7_2","P7_8_2_1","P7_8_2_2","P7_8_2_3","P7_7_3","P7_7_4","P8_1","P8_2","P8_3","P9_1","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P10_1","P10_4","P10_7","P11_1_1","P11_1_2","P11_1_3","P11_1_4","P11_1_5","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_3_1","P11_3_2","P11_3_3","P11_3_4","P11_3_9","P12_1","P13_1","P13_2","P13_3","P13_4","P14_1","P14_2_1","P14_2_2","P14_2_3","P14_2_4","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_ELE","P1_1","P1_2"
10705,3,1,1,8,4,6,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,3,2,1,2,2,2,2,2,2,1,5,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,1,2,2,2,2,1,1,2,34,187,1646,2121,3,1
10706,5,1,1,8,5,6,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,3,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,2,1,2,1,1,1,2,1,2,1,1,1,,,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,3,1,2,1,2,2,1,1,1,35,187,1646,1948,1,1
10707,2,1,2,3,3,5,2,2,5,1,1,2,2,1,1,2,1,2,1,1,3,2,3,2,1,1,1,3,3,1,1,1,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,1,1,1,2,2,1,1,1,1,,,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,8,3,2,1,1,1,2,1,1,2,56,185,1647,7378,3,1
10708,3,1,1,3,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,1,2,3,1,2,3,1,3,1,1,1,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,7,2,2,2,1,2,1,1,1,2,2,1,1,2,1,,,1,9,1,2,1,1,2,1,1,2,1,9,1,1,1,1,1,1,2,1,2,2,2,2,2,1,9,9,9,2,1,1,2,2,1,1,1,33,185,1647,4517,4,1
10709,4,1,1,6,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,3,3,2,3,1,1,1,2,1,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,7,7,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,1,1,1,1,3,3,1,1,2,2,2,1,1,1,51,185,1647,2259,1,1
10710,5,1,2,3,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,3,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,1,1,1,,,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,46,185,1647,6776,6,1
10711,1,1,1,8,5,1,2,2,1,1,2,2,2,2,2,2,1,2,3,2,1,2,1,2,1,1,1,3,2,1,2,1,2,2,1,1,1,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3,3,1,1,2,1,2,1,2,1,2,1,2,1,1,1,,,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,1,1,1,28,187,1648,3731,2,1
10712,2,1,2,9,3,5,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,3,3,1,2,1,2,1,1,2,1,5,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,,,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,3,2,2,1,2,2,1,1,1,37,187,1648,3731,2,1
10713,3,1,2,8,4,6,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,3,2,1,1,2,1,1,1,1,1,1,2,1,2,2,5,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,3,1,1,2,1,2,2,1,1,2,1,2,1,1,1,,,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3,1,2,2,2,2,1,1,2,24,187,1648,4062,2,1
10714,4,1,1,9,2,3,2,2,1,1,2,1,2,1,2,1,2,2,3,2,2,3,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,3,3,1,1,2,1,2,2,1,1,2,1,2,1,1,1,,,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,3,3,1,1,2,2,2,1,1,2,37,187,1648,2031,3,1
10715,5,1,1,8,5,5,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,3,1,1,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,3,3,1,1,2,1,2,1,2,1,2,1,2,1,1,1,,,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,3,2,1,1,2,2,1,1,1,41,187,1648,3731,5,1
10716,1,1,1,3,3,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,3,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,9,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,31,185,1649,4392,5,1
10717,2,1,1,6,3,6,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,3,2,3,2,2,2,1,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,9,1,9,2,2,1,2,2,1,1,2,30,185,1649,4782,7,1
10718,3,1,2,6,2,5,2,2,5,1,2,1,1,1,2,2,1,2,1,2,3,2,2,2,9,2,2,3,2,1,3,1,1,1,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,2,,,,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,9,2,2,2,2,2,2,1,1,2,31,185,1649,4782,5,1
10719,4,1,1,3,3,1,2,2,1,2,2,2,1,1,2,2,2,2,2,3,3,2,2,3,1,1,1,1,1,2,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,9,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,29,185,1649,4392,4,1
10720,5,1,2,3,3,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,3,1,2,1,1,2,1,3,2,1,1,1,1,2,1,2,1,4,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,9,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,3,2,1,2,2,2,1,1,1,25,185,1649,6588,4,1
10721,1,1,1,3,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,3,1,1,2,1,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,7,7,2,2,2,1,2,1,1,1,2,1,1,1,1,1,,,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,1,2,2,2,1,1,1,49,185,1650,4560,2,1
10722,2,1,1,7,3,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,3,2,1,1,1,3,3,2,2,1,2,1,1,2,1,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,7,3,2,2,1,1,2,1,1,1,2,1,2,1,1,1,,,1,9,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,40,185,1650,2280,2,2
10722,2,2,1,6,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,3,1,3,1,1,2,1,3,1,3,2,1,2,2,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,1,1,2,2,1,,,2,2,1,2,9,1,2,1,1,2,9,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,37,185,1650,2280,2,2
10723,4,1,2,8,2,5,2,2,3,1,2,1,1,1,2,2,1,2,1,2,2,2,3,2,1,1,2,1,1,2,2,1,1,2,1,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,3,2,2,2,2,2,1,1,2,31,185,1650,4965,4,1
10724,5,1,1,3,3,4,2,1,1,2,2,2,2,2,2,2,2,1,1,1,3,2,3,1,1,2,2,2,1,3,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,9,2,1,2,2,2,2,2,1,2,2,3,3,2,2,2,2,1,1,1,85,185,1650,4560,2,1
10725,1,1,1,8,4,1,2,2,5,1,1,1,1,1,2,2,1,2,1,1,2,2,2,3,1,2,1,3,3,1,2,1,2,2,1,2,1,5,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,7,7,1,1,1,1,2,1,1,1,2,1,2,1,1,1,,,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,3,1,1,2,2,2,1,1,2,31,186,1651,4512,4,1
10726,3,1,2,6,3,6,2,2,4,1,2,2,2,1,2,2,1,2,2,1,2,2,3,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,9,2,9,2,2,2,2,1,2,2,2,2,2,1,9,9,3,3,2,2,2,2,1,1,1,18,186,1651,4144,4,1
10727,5,1,2,4,3,5,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,3,1,2,2,1,3,2,2,2,2,2,1,1,1,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,4,2,1,2,1,2,2,1,1,2,1,1,1,2,1,,,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,2,1,2,2,2,1,1,2,46,186,1651,13535,7,1
10728,1,1,4,8,4,6,2,2,3,1,2,2,1,1,2,2,2,2,1,1,3,2,2,3,1,1,1,3,3,1,1,3,3,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,3,2,2,2,2,1,1,2,24,185,1652,12637,5,1
10729,2,1,2,3,3,5,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,3,1,1,1,1,1,1,3,3,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,7,7,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,9,9,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,1,2,51,185,1652,7582,4,1
10730,3,1,1,6,3,6,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,3,1,1,2,3,3,1,2,3,3,1,1,1,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,9,1,1,2,2,2,1,1,2,35,185,1652,2527,2,1
10731,4,1,2,3,3,1,2,2,5,1,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,9,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,1,1,2,29,185,1652,5055,4,1
10732,5,1,4,8,3,2,2,2,7,1,2,2,2,2,2,1,2,2,1,1,2,2,3,3,1,1,1,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,9,1,1,2,2,2,2,1,1,2,1,1,9,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,1,1,1,50,185,1652,9285,4,1
10733,1,1,1,9,3,5,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,3,2,1,2,1,2,2,2,2,2,3,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,7,4,1,1,2,1,2,2,1,1,2,1,1,1,2,1,,,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,3,2,2,1,2,2,1,1,1,44,185,1653,4685,4,1
10734,2,1,2,2,6,5,2,1,5,1,2,2,2,2,2,2,1,2,2,1,1,1,3,2,1,9,9,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,1,2,2,,,,2,,,,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,9,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,3,2,2,1,2,1,1,2,72,185,1653,7651,3,1
10735,4,1,1,8,3,5,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,3,3,1,1,2,3,1,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,1,1,54,185,1653,7027,5,1
10736,5,1,2,4,2,5,2,2,5,2,2,2,2,2,2,2,2,2,1,1,2,3,3,3,1,2,2,2,2,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,9,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,1,1,2,2,2,1,1,2,63,185,1653,7651,4,1
10737,1,1,2,3,2,5,2,1,8,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,3,1,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,1,2,54,187,1654,6044,5,1
10738,2,1,2,8,4,5,2,2,8,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,3,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,1,2,2,1,1,2,1,1,1,2,1,,,9,1,2,2,1,2,2,1,1,1,2,2,9,2,9,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,1,2,2,1,1,2,44,187,1654,4029,4,1
10739,3,1,1,8,4,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,47,187,1654,3700,2,1
10740,4,1,1,6,2,6,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,3,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,9,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,27,187,1654,1850,1,1
10741,5,1,1,8,4,5,2,2,1,1,1,1,1,1,2,1,1,2,2,1,3,1,2,2,1,1,2,3,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,3,3,2,2,2,1,2,2,1,1,2,1,1,1,1,1,,,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,3,2,1,1,2,2,1,1,1,48,187,1654,3700,3,1
10742,1,1,1,4,3,3,2,2,5,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,3,2,1,1,1,2,2,1,1,2,1,2,1,2,1,,,2,9,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,1,2,1,2,2,1,1,2,52,186,1655,6505,3,1
10743,2,1,1,8,4,3,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,3,3,1,1,1,1,3,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,4,4,2,1,2,1,2,2,1,1,2,1,2,1,2,1,,,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,3,1,1,1,2,2,1,1,2,55,186,1655,4337,2,1
10744,3,1,3,8,3,6,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,9,1,1,9,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,3,2,1,2,2,1,1,1,22,186,1655,7966,4,1
10745,4,1,1,8,5,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,1,1,2,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,1,,,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,3,3,1,2,2,2,2,1,1,2,37,186,1655,2168,4,1
10746,5,1,3,6,3,5,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,1,,,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,3,2,1,2,2,1,1,1,23,186,1655,5974,3,1
10747,1,1,3,8,2,6,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,3,1,1,2,2,2,1,2,3,3,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,7,2,2,2,1,2,1,1,1,1,1,1,1,1,1,,,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,22,185,1656,7287,3,1
10748,2,1,1,3,3,6,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,3,3,3,1,2,9,1,1,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,9,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,9,3,1,1,2,2,2,1,1,1,52,185,1656,2231,1,1
10749,3,1,1,0,0,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,9,1,2,9,9,2,2,2,2,2,2,2,2,1,1,1,9,9,3,2,2,2,2,2,1,1,1,64,185,1656,4461,2,1
10750,4,1,3,8,1,6,2,2,4,1,2,2,1,1,2,2,2,2,2,1,3,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,1,2,1,1,1,,,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,3,3,2,2,2,2,1,1,1,18,185,1656,6692,4,1
10751,5,1,1,2,6,5,2,2,8,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,3,2,1,1,2,2,2,2,3,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,1,2,,,,1,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,9,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,1,2,2,1,1,1,81,185,1656,4461,2,1
10752,1,1,1,2,6,1,2,2,5,1,2,1,2,1,2,2,2,2,1,1,2,1,1,3,1,1,1,3,3,1,3,3,3,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,9,9,2,1,9,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,1,2,2,1,1,2,47,185,1657,5579,5,1
