"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
11904105,11904,119041,3,2,11,119,4,1,5,1,2,29,282,1851
12001101,12001,120011,1,1,38,120,1,1,1,1,2,163,1942,1708
12001102,12001,120011,2,2,34,120,1,1,2,1,2,163,1942,1708
12001103,12001,120011,3,1,10,120,1,1,3,1,2,163,1942,1708
12001104,12001,120011,3,1,6,120,1,1,4,1,2,163,1942,1708
12001105,12001,120011,5,1,26,120,1,1,5,1,2,163,1942,1708
12001106,12001,120011,5,2,59,120,1,1,6,1,2,163,1942,1708
12113101,12113,121131,1,2,79,121,13,1,1,2,5,67,923,1581
12113102,12113,121131,3,2,49,121,13,1,2,2,5,67,923,1581
12113103,12113,121131,4,2,23,121,13,1,3,2,5,67,923,1581
12113104,12113,121131,4,2,17,121,13,1,4,2,5,67,923,1581
12113105,12113,121131,4,1,12,121,13,1,5,2,5,67,923,1581
12215101,12215,122151,1,1,68,122,15,1,1,2,1,42,480,3631
12215102,12215,122151,2,2,63,122,15,1,2,2,1,42,480,3631
12304101,12304,123041,1,1,39,123,4,1,1,2,5,85,1041,12342
12304102,12304,123041,2,2,39,123,4,1,2,2,5,85,1041,12342
12304103,12304,123041,3,1,23,123,4,1,3,2,5,85,1041,12342
12304104,12304,123041,3,1,21,123,4,1,4,2,5,85,1041,12342
12304105,12304,123041,3,1,12,123,4,1,5,2,5,85,1041,12342
12404101,12404,124041,1,2,63,124,4,1,1,1,1,145,1720,1138
12404102,12404,124041,2,1,65,124,4,1,2,1,1,145,1720,1138
12505101,12505,125051,1,1,55,125,5,1,1,1,1,152,1797,2217
12602101,12602,126021,1,2,48,126,2,1,1,1,1,44,504,2767
12714101,12714,127141,1,1,67,127,14,1,1,4,5,83,1024,5447
12714102,12714,127141,2,2,64,127,14,1,2,4,5,83,1024,5447
12714103,12714,127141,3,1,45,127,14,1,3,4,5,83,1024,5447
12714104,12714,127141,3,1,29,127,14,1,4,4,5,83,1024,5447
12714105,12714,127141,5,2,24,127,14,1,5,4,5,83,1024,5447
12714106,12714,127141,4,1,5,127,14,1,6,4,5,83,1024,5447
12805101,12805,128051,1,2,43,128,5,1,1,1,3,35,420,813
12904101,12904,129041,1,2,52,129,4,1,1,1,1,146,1728,3474
12904102,12904,129041,3,1,32,129,4,1,2,1,1,146,1728,3474
12904103,12904,129041,6,2,24,129,4,1,3,1,1,146,1728,3474
12904104,12904,129041,4,1,3,129,4,1,4,1,1,146,1728,3474
13002101,13002,130021,1,1,40,130,2,1,1,1,6,23,246,730
13002102,13002,130021,2,2,39,130,2,1,2,1,6,23,246,730
13002103,13002,130021,3,1,13,130,2,1,3,1,6,23,246,730
13105101,13105,131051,1,2,32,131,5,1,1,1,1,46,538,3159
13105102,13105,131051,2,1,36,131,5,1,2,1,1,46,538,3159
13105103,13105,131051,3,2,2,131,5,1,3,1,1,46,538,3159
13208101,13208,132081,1,1,59,132,8,1,1,4,6,111,1385,3030
13208102,13208,132081,2,2,50,132,8,1,2,4,6,111,1385,3030
13208103,13208,132081,5,1,48,132,8,1,3,4,6,111,1385,3030
13208104,13208,132081,3,1,22,132,8,1,4,4,6,111,1385,3030
13208105,13208,132081,3,2,16,132,8,1,5,4,6,111,1385,3030
13208106,13208,132081,4,1,3,132,8,1,6,4,6,111,1385,3030
13319101,13319,133191,1,1,71,133,19,1,1,2,6,110,1375,5038
13319102,13319,133191,2,2,68,133,19,1,2,2,6,110,1375,5038
13402101,13402,134021,1,1,38,134,2,1,1,1,5,85,1047,11613
13402102,13402,134021,2,2,40,134,2,1,2,1,5,85,1047,11613
13402103,13402,134021,3,1,14,134,2,1,3,1,5,85,1047,11613
13402104,13402,134021,3,1,12,134,2,1,4,1,5,85,1047,11613
13402105,13402,134021,3,1,10,134,2,1,5,1,5,85,1047,11613
13402106,13402,134021,3,2,3,134,2,1,6,1,5,85,1047,11613
13513101,13513,135131,1,2,48,135,13,1,1,3,2,135,1586,1785
13513102,13513,135131,3,2,10,135,13,1,2,3,2,135,1586,1785
13601101,13601,136011,1,1,39,136,1,1,1,1,2,29,319,1519
13601102,13601,136011,2,2,32,136,1,1,2,1,2,29,319,1519
13601103,13601,136011,3,1,11,136,1,1,3,1,2,29,319,1519
13601104,13601,136011,3,1,9,136,1,1,4,1,2,29,319,1519
13601105,13601,136011,3,2,7,136,1,1,5,1,2,29,319,1519
13601201,13601,136012,1,1,68,136,1,2,1,1,2,29,319,1519
13601202,13601,136012,2,2,71,136,1,2,2,1,2,29,319,1519
13601203,13601,136012,3,2,39,136,1,2,3,1,2,29,319,1519
13708101,13708,137081,1,1,32,137,8,1,1,4,3,125,1467,2137
13808101,13808,138081,1,2,27,138,8,1,1,4,2,136,1589,1281
13808102,13808,138081,2,1,27,138,8,1,2,4,2,136,1589,1281
13808103,13808,138081,3,1,10,138,8,1,3,4,2,136,1589,1281
13808104,13808,138081,3,1,4,138,8,1,4,4,2,136,1589,1281
13904101,13904,139041,1,1,34,139,4,1,1,1,4,50,715,3333
13904102,13904,139041,2,2,31,139,4,1,2,1,4,50,715,3333
13904103,13904,139041,3,1,0,139,4,1,3,1,4,50,715,3333
14004101,14004,140041,1,1,45,140,4,1,1,1,2,163,1927,1789
14004102,14004,140041,2,2,40,140,4,1,2,1,2,163,1927,1789
14004103,14004,140041,3,1,25,140,4,1,3,1,2,163,1927,1789
14004104,14004,140041,3,1,17,140,4,1,4,1,2,163,1927,1789
14004105,14004,140041,3,1,19,140,4,1,5,1,2,163,1927,1789
14004106,14004,140041,3,1,21,140,4,1,6,1,2,163,1927,1789
14004107,14004,140041,3,1,22,140,4,1,7,1,2,163,1927,1789
14004108,14004,140041,3,1,23,140,4,1,8,1,2,163,1927,1789
14110101,14110,141101,1,1,48,141,10,1,1,4,5,173,2041,4774
14110102,14110,141101,2,2,37,141,10,1,2,4,5,173,2041,4774
14110103,14110,141101,3,2,18,141,10,1,3,4,5,173,2041,4774
14110104,14110,141101,3,1,11,141,10,1,4,4,5,173,2041,4774
14110105,14110,141101,3,1,9,141,10,1,5,4,5,173,2041,4774
14204101,14204,142041,1,2,55,142,4,1,1,4,5,169,2008,972
14204102,14204,142041,3,1,26,142,4,1,2,4,5,169,2008,972
14304101,14304,143041,1,1,52,143,4,1,1,1,2,163,1945,1669
14304102,14304,143041,5,2,72,143,4,1,2,1,2,163,1945,1669
14304103,14304,143041,2,2,41,143,4,1,3,1,2,163,1945,1669
14304104,14304,143041,3,1,25,143,4,1,4,1,2,163,1945,1669
14304105,14304,143041,3,1,23,143,4,1,5,1,2,163,1945,1669
14304106,14304,143041,3,2,15,143,4,1,6,1,2,163,1945,1669
14304107,14304,143041,3,2,10,143,4,1,7,1,2,163,1945,1669
14304108,14304,143041,4,1,7,143,4,1,8,1,2,163,1945,1669
14304109,14304,143041,4,2,2,143,4,1,9,1,2,163,1945,1669
14409101,14409,144091,1,1,50,144,9,1,1,2,3,2,6,392
14409102,14409,144091,2,2,48,144,9,1,2,2,3,2,6,392
14409103,14409,144091,3,2,24,144,9,1,3,2,3,2,6,392
14409104,14409,144091,3,1,23,144,9,1,4,2,3,2,6,392
14409105,14409,144091,3,1,20,144,9,1,5,2,3,2,6,392
14409106,14409,144091,3,2,11,144,9,1,6,2,3,2,6,392
14514101,14514,145141,1,1,50,145,14,1,1,4,1,14,148,833
14514102,14514,145141,2,2,51,145,14,1,2,4,1,14,148,833
14514103,14514,145141,3,1,27,145,14,1,3,4,1,14,148,833
14617101,14617,146171,1,2,50,146,17,1,1,3,6,153,1808,2893
14617102,14617,146171,3,2,27,146,17,1,2,3,6,153,1808,2893
14617103,14617,146171,3,2,22,146,17,1,3,3,6,153,1808,2893
14703101,14703,147031,1,1,38,147,3,1,1,1,6,133,1564,1797
14703102,14703,147031,2,2,34,147,3,1,2,1,6,133,1564,1797
14703103,14703,147031,3,1,17,147,3,1,3,1,6,133,1564,1797
14703104,14703,147031,5,2,24,147,3,1,4,1,6,133,1564,1797
14703105,14703,147031,3,2,2,147,3,1,5,1,6,133,1564,1797
14801101,14801,148011,1,2,72,148,1,1,1,1,5,86,1087,7105
14904101,14904,149041,1,2,34,149,4,1,1,3,5,85,1027,15661
14904102,14904,149041,3,2,14,149,4,1,2,3,5,85,1027,15661
14904103,14904,149041,5,1,19,149,4,1,3,3,5,85,1027,15661
15002101,15002,150021,1,1,22,150,2,1,1,2,1,141,1674,2757
15002102,15002,150021,5,1,22,150,2,1,2,2,1,141,1674,2757
15002103,15002,150021,5,1,20,150,2,1,3,2,1,141,1674,2757
15002104,15002,150021,5,1,20,150,2,1,4,2,1,141,1674,2757
15002105,15002,150021,5,1,24,150,2,1,5,2,1,141,1674,2757
15002106,15002,150021,5,1,52,150,2,1,6,2,1,141,1674,2757
15108101,15108,151081,1,1,37,151,8,1,1,2,2,26,274,1433
15108102,15108,151081,2,2,37,151,8,1,2,2,2,26,274,1433
15108103,15108,151081,3,2,15,151,8,1,3,2,2,26,274,1433
15108104,15108,151081,3,1,13,151,8,1,4,2,2,26,274,1433
15108105,15108,151081,3,1,4,151,8,1,5,2,2,26,274,1433
15203101,15203,152031,1,1,45,152,3,1,1,1,3,79,996,7162
15203102,15203,152031,2,2,49,152,3,1,2,1,3,79,996,7162
15203103,15203,152031,3,1,20,152,3,1,3,1,3,79,996,7162
15203104,15203,152031,3,1,18,152,3,1,4,1,3,79,996,7162
15203105,15203,152031,3,2,16,152,3,1,5,1,3,79,996,7162
15301101,15301,153011,1,1,68,153,1,1,1,2,1,13,147,488
15301102,15301,153011,2,2,52,153,1,1,2,2,1,13,147,488
15301103,15301,153011,5,2,22,153,1,1,3,2,1,13,147,488
15301104,15301,153011,3,2,22,153,1,1,4,2,1,13,147,488
15404101,15404,154041,1,1,34,154,4,1,1,3,5,81,1015,19018
15404102,15404,154041,2,2,35,154,4,1,2,3,5,81,1015,19018
15404103,15404,154041,3,1,17,154,4,1,3,3,5,81,1015,19018
15404104,15404,154041,3,2,11,154,4,1,4,3,5,81,1015,19018
15404105,15404,154041,3,2,1,154,4,1,5,3,5,81,1015,19018
15504101,15504,155041,1,1,59,155,4,1,1,1,2,164,1956,2005
15504102,15504,155041,2,2,39,155,4,1,2,1,2,164,1956,2005
15504103,15504,155041,3,2,10,155,4,1,3,1,2,164,1956,2005
15504104,15504,155041,3,2,2,155,4,1,4,1,2,164,1956,2005
15602101,15602,156021,1,2,45,156,2,1,1,1,6,183,2122,1914
15602102,15602,156021,3,1,17,156,2,1,2,1,6,183,2122,1914
15704101,15704,157041,1,2,73,157,4,1,1,1,3,35,414,927
15816101,15816,158161,1,1,56,158,16,1,1,4,2,137,1600,973
15816102,15816,158161,2,2,54,158,16,1,2,4,2,137,1600,973
15816103,15816,158161,3,1,26,158,16,1,3,4,2,137,1600,973
15816104,15816,158161,3,2,22,158,16,1,4,4,2,137,1600,973
15816105,15816,158161,4,1,7,158,16,1,5,4,2,137,1600,973
15903101,15903,159031,1,1,66,159,3,1,1,1,5,176,2072,5967
15903102,15903,159031,2,2,56,159,3,1,2,1,5,176,2072,5967
15903103,15903,159031,3,2,35,159,3,1,3,1,5,176,2072,5967
15903104,15903,159031,3,2,13,159,3,1,4,1,5,176,2072,5967
16001101,16001,160011,1,2,37,160,1,1,1,1,1,152,1799,2201
16001102,16001,160011,3,1,18,160,1,1,2,1,1,152,1799,2201
16001103,16001,160011,3,2,17,160,1,1,3,1,1,152,1799,2201
16001104,16001,160011,2,1,38,160,1,1,4,1,1,152,1799,2201
16104101,16104,161041,1,1,55,161,4,1,1,3,6,158,1839,3897
16104102,16104,161041,2,2,57,161,4,1,2,3,6,158,1839,3897
16104103,16104,161041,3,2,28,161,4,1,3,3,6,158,1839,3897
16202101,16202,162021,1,1,65,162,2,1,1,1,5,98,1197,1206
16202102,16202,162021,2,2,58,162,2,1,2,1,5,98,1197,1206
16308101,16308,163081,1,2,71,163,8,1,1,4,3,89,1112,3110
16308102,16308,163081,3,2,39,163,8,1,2,4,3,89,1112,3110
16308201,16308,163082,1,1,30,163,8,2,1,4,3,89,1112,3110
16308202,16308,163082,2,2,32,163,8,2,2,4,3,89,1112,3110
16308203,16308,163082,3,2,5,163,8,2,3,4,3,89,1112,3110
16406101,16406,164061,1,1,59,164,6,1,1,4,6,111,1379,3848
16406102,16406,164061,2,2,48,164,6,1,2,4,6,111,1379,3848
16406103,16406,164061,3,1,16,164,6,1,3,4,6,111,1379,3848
16501101,16501,165011,1,1,42,165,1,1,1,2,5,68,924,5515
16501102,16501,165011,3,1,21,165,1,1,2,2,5,68,924,5515
16601101,16601,166011,1,1,55,166,1,1,1,1,6,183,2111,2375
16601102,16601,166011,2,2,46,166,1,1,2,1,6,183,2111,2375
16703101,16703,167031,1,1,58,167,3,1,1,1,6,65,899,2997
16703102,16703,167031,2,2,51,167,3,1,2,1,6,65,899,2997
16805101,16805,168051,1,1,32,168,5,1,1,1,3,34,411,728
16805102,16805,168051,2,2,31,168,5,1,2,1,3,34,411,728
16805103,16805,168051,3,2,1,168,5,1,3,1,3,34,411,728
16902101,16902,169021,1,2,49,169,2,1,1,1,4,49,636,3624
16902102,16902,169021,3,1,29,169,2,1,2,1,4,49,636,3624
16902103,16902,169021,5,2,46,169,2,1,3,1,4,49,636,3624
16902104,16902,169021,5,2,48,169,2,1,4,1,4,49,636,3624
17005101,17005,170051,1,2,35,170,5,1,1,1,3,91,1127,3613
17005102,17005,170051,3,2,19,170,5,1,2,1,3,91,1127,3613
17005103,17005,170051,3,1,14,170,5,1,3,1,3,91,1127,3613
17118101,17118,171181,1,1,52,171,18,1,1,4,5,173,2043,4521
17118102,17118,171181,2,2,43,171,18,1,2,4,5,173,2043,4521
17118103,17118,171181,3,1,22,171,18,1,3,4,5,173,2043,4521
17118104,17118,171181,5,2,23,171,18,1,4,4,5,173,2043,4521
17118105,17118,171181,3,1,8,171,18,1,5,4,5,173,2043,4521
17118106,17118,171181,4,2,0,171,18,1,6,4,5,173,2043,4521
17205101,17205,172051,1,1,31,172,5,1,1,3,3,126,1475,1858
17316101,17316,173161,1,1,43,173,16,1,1,2,6,129,1514,2031
17316102,17316,173161,2,2,44,173,16,1,2,2,6,129,1514,2031
17316103,17316,173161,3,1,18,173,16,1,3,2,6,129,1514,2031
17420101,17420,174201,1,2,92,174,20,1,1,4,2,137,1600,973
17420102,17420,174201,5,1,55,174,20,1,2,4,2,137,1600,973
17517101,17517,175171,1,2,73,175,17,1,1,2,5,166,1969,729
17612101,17612,176121,1,1,65,176,12,1,1,3,6,110,1376,4727
17612102,17612,176121,2,2,63,176,12,1,2,3,6,110,1376,4727
17612103,17612,176121,3,2,29,176,12,1,3,3,6,110,1376,4727
17612104,17612,176121,3,2,23,176,12,1,4,3,6,110,1376,4727
17720101,17720,177201,1,2,24,177,20,1,1,4,6,155,1818,1651
17720102,17720,177201,2,1,24,177,20,1,2,4,6,155,1818,1651
17720103,17720,177201,3,1,3,177,20,1,3,4,6,155,1818,1651
17720104,17720,177201,5,1,57,177,20,1,4,4,6,155,1818,1651
17720105,17720,177201,5,2,56,177,20,1,5,4,6,155,1818,1651
17720106,17720,177201,5,1,20,177,20,1,6,4,6,155,1818,1651
17803101,17803,178031,1,1,34,178,3,1,1,2,3,75,961,16402
17803102,17803,178031,6,2,26,178,3,1,2,2,3,75,961,16402
17905101,17905,179051,1,1,51,179,5,1,1,1,3,5,34,1336
18004101,18004,180041,1,1,58,180,4,1,1,1,1,15,154,728
18004102,18004,180041,2,2,57,180,4,1,2,1,1,15,154,728
18004103,18004,180041,3,1,17,180,4,1,3,1,1,15,154,728
18004104,18004,180041,3,2,14,180,4,1,4,1,1,15,154,728
18104101,18104,181041,1,1,31,181,4,1,1,3,5,67,919,1831
18204101,18204,182041,1,2,39,182,4,1,1,1,2,162,1887,1655
18204102,18204,182041,3,2,21,182,4,1,2,1,2,162,1887,1655
18204103,18204,182041,3,2,17,182,4,1,3,1,2,162,1887,1655
18204104,18204,182041,3,1,14,182,4,1,4,1,2,162,1887,1655
18204105,18204,182041,4,1,1,182,4,1,5,1,2,162,1887,1655
18310101,18310,183101,1,2,35,183,10,1,1,3,3,56,832,4770
18310102,18310,183101,3,1,14,183,10,1,2,3,3,56,832,4770
18310103,18310,183101,3,1,10,183,10,1,3,3,3,56,832,4770
18402101,18402,184021,1,1,62,184,2,1,1,3,5,170,2015,1223
18402102,18402,184021,2,2,58,184,2,1,2,3,5,170,2015,1223
18505101,18505,185051,1,1,80,185,5,1,1,4,1,8,63,1922
18505102,18505,185051,2,2,75,185,5,1,2,4,1,8,63,1922
18505103,18505,185051,4,1,25,185,5,1,3,4,1,8,63,1922
18505104,18505,185051,5,2,22,185,5,1,4,4,1,8,63,1922
18505105,18505,185051,5,2,5,185,5,1,5,4,1,8,63,1922
18607101,18607,186071,1,2,43,186,7,1,1,4,5,83,1023,11415
18607102,18607,186071,3,2,23,186,7,1,2,4,5,83,1023,11415
18607103,18607,186071,3,2,13,186,7,1,3,4,5,83,1023,11415
18607104,18607,186071,3,1,21,186,7,1,4,4,5,83,1023,11415
18702101,18702,187021,1,1,27,187,2,1,1,1,3,127,1488,1944
18702102,18702,187021,2,2,26,187,2,1,2,1,3,127,1488,1944
18802101,18802,188021,1,2,62,188,2,1,1,1,1,17,190,687
18802102,18802,188021,5,2,50,188,2,1,2,1,1,17,190,687
18904101,18904,189041,1,1,45,189,4,1,1,1,1,17,187,709
18904102,18904,189041,3,2,18,189,4,1,2,1,1,17,187,709
18904103,18904,189041,3,2,28,189,4,1,3,1,1,17,187,709
19002101,19002,190021,1,1,44,190,2,1,1,2,5,169,2006,987
19002102,19002,190021,2,2,40,190,2,1,2,2,5,169,2006,987
19002103,19002,190021,5,1,26,190,2,1,3,2,5,169,2006,987
19002104,19002,190021,3,2,23,190,2,1,4,2,5,169,2006,987
19002105,19002,190021,3,1,21,190,2,1,5,2,5,169,2006,987
19002106,19002,190021,3,1,10,190,2,1,6,2,5,169,2006,987
19104101,19104,191041,1,2,70,191,4,1,1,1,2,107,1324,3029
19104102,19104,191041,3,1,48,191,4,1,2,1,2,107,1324,3029
19211101,19211,192111,1,1,50,192,11,1,1,3,1,12,144,592
19312101,19312,193121,1,2,38,193,12,1,1,2,1,147,1737,2630
19312102,19312,193121,2,1,43,193,12,1,2,2,1,147,1737,2630
19312103,19312,193121,3,2,18,193,12,1,3,2,1,147,1737,2630
19312104,19312,193121,3,2,12,193,12,1,4,2,1,147,1737,2630
19402101,19402,194021,1,1,52,194,2,1,1,1,2,107,1302,3301
19402102,19402,194021,2,2,45,194,2,1,2,1,2,107,1302,3301
19402103,19402,194021,3,1,29,194,2,1,3,1,2,107,1302,3301
19402104,19402,194021,3,1,23,194,2,1,4,1,2,107,1302,3301
19402105,19402,194021,3,1,21,194,2,1,5,1,2,107,1302,3301
19504101,19504,195041,1,2,44,195,4,1,1,1,2,106,1283,3163
19504102,19504,195041,3,2,16,195,4,1,2,1,2,106,1283,3163
19504103,19504,195041,3,1,12,195,4,1,3,1,2,106,1283,3163
19619101,19619,196191,1,2,70,196,19,1,1,3,6,153,1809,2602
19619102,19619,196191,3,1,40,196,19,1,2,3,6,153,1809,2602
19619103,19619,196191,3,1,39,196,19,1,3,3,6,153,1809,2602
19619104,19619,196191,3,1,30,196,19,1,4,3,6,153,1809,2602
19705101,19705,197051,1,1,52,197,5,1,1,1,3,92,1128,5229
19705102,19705,197051,3,2,20,197,5,1,2,1,3,92,1128,5229
19705103,19705,197051,3,1,19,197,5,1,3,1,3,92,1128,5229
19805101,19805,198051,1,2,57,198,5,1,1,1,2,106,1286,3116
19805102,19805,198051,3,1,30,198,5,1,2,1,2,106,1286,3116
19805103,19805,198051,3,2,29,198,5,1,3,1,2,106,1286,3116
19805104,19805,198051,4,2,6,198,5,1,4,1,2,106,1286,3116
19805105,19805,198051,4,1,5,198,5,1,5,1,2,106,1286,3116
19904101,19904,199041,1,1,66,199,4,1,1,1,3,189,2161,1175
19904102,19904,199041,5,2,58,199,4,1,2,1,3,189,2161,1175
20003101,20003,200031,1,2,82,200,3,1,1,1,1,151,1788,1815
20003102,20003,200031,5,2,74,200,3,1,2,1,1,151,1788,1815
20003103,20003,200031,4,2,34,200,3,1,3,1,1,151,1788,1815
20118101,20118,201181,1,1,57,201,18,1,1,3,3,56,830,5624
20118102,20118,201181,2,2,60,201,18,1,2,3,3,56,830,5624
20201101,20201,202011,1,2,73,202,1,1,1,1,3,34,402,809
20201102,20201,202011,3,2,48,202,1,1,2,1,3,34,402,809
20201103,20201,202011,3,1,41,202,1,1,3,1,3,34,402,809
20301101,20301,203011,1,2,45,203,1,1,1,2,3,128,1501,2174
20301102,20301,203011,3,2,20,203,1,1,2,2,3,128,1501,2174
20301103,20301,203011,3,1,18,203,1,1,3,2,3,128,1501,2174
20409101,20409,204091,1,1,71,204,9,1,1,4,1,149,1740,2152
20409102,20409,204091,2,2,59,204,9,1,2,4,1,149,1740,2152
20409103,20409,204091,5,1,71,204,9,1,3,4,1,149,1740,2152
20409104,20409,204091,4,2,22,204,9,1,4,4,1,149,1740,2152
20409105,20409,204091,4,2,16,204,9,1,5,4,1,149,1740,2152
20409106,20409,204091,4,2,8,204,9,1,6,4,1,149,1740,2152
20504101,20504,205041,1,1,30,205,4,1,1,4,6,39,451,3817
20504102,20504,205041,2,2,38,205,4,1,2,4,6,39,451,3817
20504103,20504,205041,3,2,7,205,4,1,3,4,6,39,451,3817
20504104,20504,205041,3,2,6,205,4,1,4,4,6,39,451,3817
20504105,20504,205041,3,1,0,205,4,1,5,4,6,39,451,3817
20602101,20602,206021,1,1,32,206,2,1,1,1,2,108,1336,3506
20602102,20602,206021,2,2,32,206,2,1,2,1,2,108,1336,3506
20602103,20602,206021,6,2,22,206,2,1,3,1,2,108,1336,3506
20602104,20602,206021,3,1,12,206,2,1,4,1,2,108,1336,3506
20703101,20703,207031,1,1,73,207,3,1,1,1,4,49,624,3913
20703102,20703,207031,2,2,66,207,3,1,2,1,4,49,624,3913
20805101,20805,208051,1,2,41,208,5,1,1,1,2,140,1658,1434
20910101,20910,209101,1,1,27,209,10,1,1,3,6,20,223,797
20910102,20910,209101,2,2,27,209,10,1,2,3,6,20,223,797
20910103,20910,209101,3,1,7,209,10,1,3,3,6,20,223,797
20910104,20910,209101,3,2,3,209,10,1,4,3,6,20,223,797
21004101,21004,210041,1,1,50,210,4,1,1,1,6,66,908,3730
21004102,21004,210041,2,2,55,210,4,1,2,1,6,66,908,3730
21104101,21104,211041,1,1,27,211,4,1,1,1,4,49,640,3566
21104102,21104,211041,2,2,31,211,4,1,2,1,4,49,640,3566
21104103,21104,211041,3,2,1,211,4,1,3,1,4,49,640,3566
21104104,21104,211041,3,2,1,211,4,1,4,1,4,49,640,3566
21205101,21205,212051,1,2,55,212,5,1,1,1,1,144,1697,2258
21302101,21302,213021,1,1,65,213,2,1,1,4,1,52,768,1450
21302102,21302,213021,2,2,58,213,2,1,2,4,1,52,768,1450
21302103,21302,213021,3,2,31,213,2,1,3,4,1,52,768,1450
21302104,21302,213021,4,1,12,213,2,1,4,4,1,52,768,1450
21302105,21302,213021,4,1,11,213,2,1,5,4,1,52,768,1450
21302106,21302,213021,4,1,5,213,2,1,6,4,1,52,768,1450
21302107,21302,213021,4,1,2,213,2,1,7,4,1,52,768,1450
21302108,21302,213021,4,2,1,213,2,1,8,4,1,52,768,1450
21302109,21302,213021,3,2,23,213,2,1,9,4,1,52,768,1450
21302110,21302,213021,4,2,3,213,2,1,10,4,1,52,768,1450
21407101,21407,214071,1,1,73,214,7,1,1,3,5,67,919,1831
21407102,21407,214071,3,2,47,214,7,1,2,3,5,67,919,1831
21407103,21407,214071,4,1,15,214,7,1,3,3,5,67,919,1831
21517101,21517,215171,1,1,54,215,17,1,1,4,6,111,1381,3504
21517102,21517,215171,2,2,53,215,17,1,2,4,6,111,1381,3504
21517103,21517,215171,3,2,17,215,17,1,3,4,6,111,1381,3504
21604101,21604,216041,1,1,30,216,4,1,1,1,2,106,1271,3317
21604102,21604,216041,2,2,30,216,4,1,2,1,2,106,1271,3317
21604103,21604,216041,3,1,2,216,4,1,3,1,2,106,1271,3317
21604104,21604,216041,3,1,10,216,4,1,4,1,2,106,1271,3317
21704101,21704,217041,1,1,66,217,4,1,1,1,3,189,2157,1267
21704102,21704,217041,2,2,67,217,4,1,2,1,3,189,2157,1267
21809101,21809,218091,1,2,43,218,9,1,1,2,3,56,831,4889
21809102,21809,218091,3,2,28,218,9,1,2,2,3,56,831,4889
21809103,21809,218091,4,2,9,218,9,1,3,2,3,56,831,4889
21809104,21809,218091,4,2,8,218,9,1,4,2,3,56,831,4889
21809105,21809,218091,4,1,4,218,9,1,5,2,3,56,831,4889
21809106,21809,218091,4,1,2,218,9,1,6,2,3,56,831,4889
21809107,21809,218091,4,1,0,218,9,1,7,2,3,56,831,4889
21904101,21904,219041,1,1,64,219,4,1,1,1,3,79,986,9208
21904102,21904,219041,2,2,62,219,4,1,2,1,3,79,986,9208
22002101,22002,220021,1,1,34,220,2,1,1,1,6,132,1535,1754
22002102,22002,220021,2,2,34,220,2,1,2,1,6,132,1535,1754
22002103,22002,220021,3,1,15,220,2,1,3,1,6,132,1535,1754
22002104,22002,220021,3,1,11,220,2,1,4,1,6,132,1535,1754
22002105,22002,220021,3,2,9,220,2,1,5,1,6,132,1535,1754
22002106,22002,220021,3,1,8,220,2,1,6,1,6,132,1535,1754
22102101,22102,221021,1,1,28,221,2,1,1,1,2,30,346,1489
22102102,22102,221021,2,2,26,221,2,1,2,1,2,30,346,1489
22102103,22102,221021,3,1,5,221,2,1,3,1,2,30,346,1489
22102104,22102,221021,3,2,0,221,2,1,4,1,2,30,346,1489
22204101,22204,222041,1,2,66,222,4,1,1,1,5,98,1199,1137
22305101,22305,223051,1,1,53,223,5,1,1,1,2,29,319,1519
22420101,22420,224201,1,1,56,224,20,1,1,3,3,56,832,4770
22420102,22420,224201,2,2,50,224,20,1,2,3,3,56,832,4770
22420103,22420,224201,3,2,27,224,20,1,3,3,3,56,832,4770
22420104,22420,224201,3,2,30,224,20,1,4,3,3,56,832,4770
22501101,22501,225011,1,1,51,225,1,1,1,1,2,107,1322,3056
22501102,22501,225011,3,1,23,225,1,1,2,1,2,107,1322,3056
22612101,22612,226121,1,2,32,226,12,1,1,3,6,20,223,797
22612102,22612,226121,3,2,13,226,12,1,2,3,6,20,223,797
22612103,22612,226121,3,1,12,226,12,1,3,3,6,20,223,797
22612104,22612,226121,3,2,0,226,12,1,4,3,6,20,223,797
22705101,22705,227051,1,1,40,227,5,1,1,1,6,131,1521,1873
22705102,22705,227051,3,1,19,227,5,1,2,1,6,131,1521,1873
22801101,22801,228011,1,1,48,228,1,1,1,4,2,160,1848,1343
22801102,22801,228011,2,2,46,228,1,1,2,4,2,160,1848,1343
22801103,22801,228011,3,1,16,228,1,1,3,4,2,160,1848,1343
22801104,22801,228011,3,2,15,228,1,1,4,4,2,160,1848,1343
22904101,22904,229041,1,1,43,229,4,1,1,1,3,78,973,11411
22904102,22904,229041,2,2,42,229,4,1,2,1,3,78,973,11411
22904103,22904,229041,3,1,19,229,4,1,3,1,3,78,973,11411
22904104,22904,229041,3,1,20,229,4,1,4,1,3,78,973,11411
23004101,23004,230041,1,1,16,230,4,1,1,4,1,52,771,1323
23004102,23004,230041,2,2,18,230,4,1,2,4,1,52,771,1323
23105101,23105,231051,1,1,41,231,5,1,1,4,5,167,1973,2789
23105102,23105,231051,3,2,12,231,5,1,2,4,5,167,1973,2789
23105103,23105,231051,3,1,6,231,5,1,3,4,5,167,1973,2789
