"UPM","VIV_SEL","HOGAR","N_REN","EDAD","SEXO","REGION","TLOC","EST_DIS","UPM_DIS","FAC_PER","GRA","NIV","P3_1","P3_12","P3_2","P3_3","P3_5","P4_1","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P4_5","P4_7","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_9_1","P4_9_2","P4_9_3","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_29","P5_3","P5_4","P6_18","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_3","P10_1","P10_13","P10_8","P11_1_1","P11_1_2","P11_1_3","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_2_9","P12_1","P12_2","P12_3","P12_4","P13_1","P13_2_1","P13_2_2","P13_2_3","P13_2_4","P7_1_1","P7_1_2","P7_1_3","P7_1_4","P7_1_5","P7_1_6","P7_1_7","P8_1","P9_1","P9_9_1","P9_9_2","P9_9_3","P9_9_4","P9_9_5","P1_1","P1_2"
"1504825","1","1","1","70","2","5","1","81","919","23558","6","2","1","2","4","1","5","2","1","2","2","2","2","2","2","1","2","1","1","3","1","1","1","2","2","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","1","1","3","1","2","2","2","2","1","1","9","1","1","1","1","2","2","2","2","2","1","2","4","1"
"1504825","2","1","2","40","2","5","1","81","919","12962","6","2","2","1","1","2","5","2","2","2","2","1","2","2","2","2","2","1","1","3","2","1","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","2","2","2","2","2","2","2","2","1","1","1","9","1","9","1","2","2","9","2","2","1","2","4","1"
"1504825","4","1","1","39","2","5","1","81","919","6655","2","8","1","1","6","0","5","2","2","2","1","1","2","2","2","1","2","1","1","3","3","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","3","3","3","1","2","2","2","2","1","1","9","9","1","1","1","2","1","2","2","2","2","2","1","1"
"1505068","1","1","1","58","1","5","1","82","920","38232","5","8","1","1","5","2","1","2","2","1","1","1","2","1","2","2","2","1","1","3","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","0","1","0","0","0","1","2","1","3","2","2","2","2","2","1","1","9","1","1","1","1","2","1","2","1","2","1","2","3","1"
"1505068","2","1","3","47","2","5","1","82","920","29686","3","8","2","2","5","0","5","1","2","2","2","1","2","2","2","1","1","1","1","3","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","0","1","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","4","1","1","1","2","1","1","1","2","1","2","4","1"
"1505068","4","1","2","37","1","5","1","82","920","19845","5","8","3","1","6","1","1","1","1","2","1","1","1","2","2","1","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","1","1","2","1","1","1","1","2","2","2","1","0","0","0","0","1","2","3","3","2","1","1","2","2","1","1","9","1","1","1","1","1","1","1","1","1","1","2","2","1"
"1505068","5","1","2","46","1","5","1","82","920","31390","3","6","1","1","5","3","1","2","2","1","1","1","2","2","2","1","2","1","1","2","1","1","1","1","2","2","1","1","1","2","2","2","1","1","2","2","2","2","2","1","1","1","1","2","2","2","0","0","0","0","1","1","1","1","3","1","1","1","2","2","1","1","9","1","1","1","9","1","1","2","1","1","2","2","5","2"
"1505068","5","2","2","28","1","5","1","82","920","18982","5","8","2","1","5","0","1","1","1","1","1","2","2","1","2","1","2","2","1","1","2","1","1","1","2","2","2","1","2","1","2","1","1","3","2","2","2","1","2","2","1","1","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","8","8","1","1","2","2","1","1","2","2","2","5","2"
"1505311","1","1","1","48","1","5","1","82","921","30264","3","3","1","1","5","2","1","1","1","1","2","1","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","2","2","2","1","2","1","1","1","1","2","2","2","1","0","0","0","0","1","3","3","2","2","2","2","2","2","2","1","9","9","2","1","1","1","1","2","1","2","2","2","3","1"
"1505311","2","1","2","63","2","5","1","82","921","8670","5","8","2","1","5","0","6","2","2","2","2","1","2","2","2","1","2","1","1","3","3","1","1","1","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","1","2","2","2","1","1","9","1","1","1","1","2","1","2","1","2","1","2","2","1"
"1505311","3","1","1","49","2","5","1","82","921","9540","3","3","1","1","6","0","1","2","2","2","2","1","2","2","2","1","2","2","1","3","8","9","9","9","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","3","9","2","1","2","2","2","2","1","1","9","1","1","1","1","2","2","2","2","9","2","2","1","1"
"1505311","4","1","1","34","1","5","1","82","921","19133","3","7","1","1","5","3","1","1","1","1","1","1","2","1","2","2","1","1","2","2","1","1","1","2","2","2","2","2","1","2","1","1","1","1","2","1","2","1","2","1","1","2","1","2","9","2","0","0","1","0","0","1","2","2","3","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","1","2","2","2","4","1"
"1505311","5","1","3","36","1","5","1","82","921","28699","4","8","3","1","2","2","1","1","2","2","2","1","2","2","2","2","2","1","1","2","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","1","1","1","2","1","2","0","0","1","0","0","1","2","2","3","2","1","1","2","2","1","2","9","2","2","1","1","1","2","2","1","2","2","2","6","2"
"1505311","5","2","1","33","2","5","1","82","921","19594","3","6","2","1","1","1","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","1","1","1","2","2","2","2","1","2","2","1","1","3","2","2","1","1","2","2","1","2","1","2","2","2","1","0","0","0","0","1","3","3","3","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","6","2"
"1505416","2","1","2","22","1","5","1","81","922","16058","3","8","3","1","6","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","1","2","2","2","0","1","0","0","0","1","2","2","3","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1"
"1505416","3","1","2","40","2","5","1","81","922","16742","3","2","2","1","1","3","3","2","2","2","1","1","2","2","2","2","2","1","3","3","3","1","1","1","2","2","2","2","2","2","2","2","2","3","2","1","1","1","2","2","2","2","2","2","2","2","0","1","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","9","9","1","1","2","2","2","2","2","1","2","5","1"
"1505416","4","1","2","29","2","5","1","81","922","18527","5","8","2","1","1","0","5","1","2","2","2","1","2","2","2","1","2","1","1","3","2","1","1","1","2","2","2","2","2","2","2","1","1","3","2","2","2","2","2","2","1","1","1","2","1","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","1","1","1","1","2","1","1","1","2","1","2","2","1"
"1505416","5","1","2","52","2","5","1","81","922","17475","3","3","2","1","5","1","5","1","1","2","2","1","2","2","2","1","1","1","1","3","1","1","2","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","1","1","1","1","1","2","9","2","1","2","2","2","1"
"1505501","1","1","1","29","1","5","1","82","923","20704","5","8","1","1","5","2","1","1","2","2","2","1","2","2","2","1","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","0","1","0","0","0","1","2","1","3","2","1","1","2","2","1","1","9","1","1","1","1","1","1","2","1","1","2","2","4","1"
"1505501","2","1","1","29","2","5","1","82","923","23887","6","2","1","1","1","2","1","2","2","1","2","1","2","2","2","2","2","2","2","2","1","1","1","2","1","2","1","2","2","2","1","2","1","2","1","2","2","2","2","2","1","1","1","2","2","2","0","0","0","0","1","1","2","1","3","2","1","2","2","2","1","1","9","2","1","1","1","1","1","2","1","2","2","2","2","1"
"1505501","3","1","2","59","2","5","1","82","923","22531","6","2","2","2","5","0","5","2","2","2","2","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","3","3","2","2","2","2","2","2","1","1","9","1","1","1","1","2","2","1","2","2","1","2","3","1"
"1505501","4","1","2","46","2","5","1","82","923","10793","3","3","2","1","5","0","5","2","2","2","2","1","2","2","2","2","2","2","1","3","2","1","2","1","2","2","2","2","1","2","2","2","2","3","2","2","2","2","2","2","1","2","2","2","2","2","0","0","0","0","1","1","2","2","3","2","2","2","2","2","1","1","9","1","1","1","1","2","2","1","2","2","1","2","4","1"
"1505501","5","1","1","38","2","5","1","82","923","11083","3","6","1","1","6","0","1","1","1","2","2","1","2","2","2","1","2","2","1","3","2","1","1","1","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","2","1","2","2","1","1","9","1","1","1","1","1","1","1","1","2","1","2","2","1"
"1505880","1","1","2","27","2","5","1","82","924","23541","3","3","2","1","5","0","5","1","2","2","2","2","1","1","2","1","2","1","2","3","1","1","1","1","2","2","1","2","1","1","1","1","1","3","2","2","2","2","2","2","1","1","1","2","2","2","0","1","0","0","0","1","2","1","3","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","5","1"
"1505880","2","1","2","33","2","5","1","82","924","21845","3","6","3","1","2","1","1","1","2","2","1","2","2","2","2","1","2","1","1","3","2","1","1","1","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","3","3","2","2","2","2","2","1","1","1","1","1","1","1","2","1","1","2","2","2","2","3","1"
"1505880","3","1","2","31","2","5","1","82","924","21845","3","7","2","1","1","0","5","1","2","2","2","1","2","1","2","2","2","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","1","2","1","2","1","2","2","2","1","1","2","2","2","2","1","0","0","0","0","1","2","3","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","2","1"
"1505880","4","1","3","23","2","5","1","82","924","35311","3","3","3","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","1","2","2","1","2","2","2","0","0","0","0","1","1","3","1","2","2","2","2","2","2","1","1","1","1","1","1","1","2","9","1","1","1","1","2","5","2"
"1505880","4","2","1","28","1","5","1","82","924","10202","3","6","1","1","2","3","1","1","1","1","1","1","1","2","2","1","2","1","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","3","1","1","1","1","1","2","1","1","1","1","2","2","5","2"
"1505880","5","1","1","36","1","5","1","82","924","21330","3","3","1","1","1","1","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","1","1","1","1","1","2","1","1","1","1","2","2","2","1"
"1505955","3","1","4","18","2","5","1","81","925","34363","2","6","3","1","6","0","4","2","2","2","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","2","2","2","2","1","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","0","1","2","2","3","4","2","2","2","2","1","1","9","9","9","9","1","1","2","1","1","2","1","2","5","1"
"1505955","4","1","1","47","2","5","1","81","925","7763","6","2","1","2","2","1","1","2","2","2","2","1","2","1","2","1","2","1","1","2","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","1","1","3","1","2","2","2","2","1","1","9","1","1","1","1","2","2","1","2","2","1","2","2","1"
"1505955","5","1","1","41","2","5","1","81","925","31051","3","6","2","1","5","0","5","2","1","2","2","1","2","2","2","1","2","1","1","3","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","1","1","2","2","2","0","0","0","0","1","1","2","2","3","2","2","2","2","2","1","1","9","1","1","1","1","2","2","2","2","2","1","2","5","1"
"1506594","1","1","2","41","2","5","1","81","926","17179","3","3","2","1","5","1","1","2","2","2","2","1","2","2","2","1","2","1","1","2","3","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","2","2","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","2","2","2","2","1","2","4","1"
"1506594","3","1","1","57","1","5","1","81","926","55311","4","2","1","1","5","4","1","2","2","2","1","1","2","1","2","2","2","1","1","3","2","1","2","2","2","2","2","2","1","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","8","9","3","2","1","1","2","2","1","1","9","1","1","1","1","2","2","1","2","2","1","2","6","1"
"1506795","1","1","1","62","1","5","1","82","927","15932","3","7","1","1","6","2","8","2","1","2","2","2","2","2","2","1","2","1","1","3","2","1","1","2","2","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","0","1","1","1","3","2","2","2","2","2","1","1","9","9","9","9","9","2","9","1","2","2","1","2","2","1"
"1506795","2","1","2","58","2","5","1","82","927","11923","4","5","2","1","5","0","6","2","1","2","2","1","1","2","2","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","2","1","1","1","1","1","2","2","1","0","0","0","0","1","2","1","2","2","1","2","2","2","1","2","9","1","1","1","1","1","9","2","1","2","1","2","2","1"
"1506795","3","1","1","49","2","5","1","82","927","11423","1","6","1","1","6","0","3","2","2","2","1","1","2","2","2","1","2","3","2","1","2","1","1","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","2","2","2","0","0","1","0","0","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","1","1"
"1506795","4","1","2","40","2","5","1","82","927","22845","1","3","5","1","6","0","1","2","2","1","2","2","2","2","2","2","2","1","2","3","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","2","2","2","2","0","0","0","0","1","1","3","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","1","2","2","2","2","1"
"1506795","5","1","4","41","1","5","1","82","927","36235","5","8","3","1","6","0","1","1","2","2","2","1","1","2","2","2","1","1","2","3","1","1","1","1","2","1","2","2","2","2","1","2","1","1","2","2","1","1","2","1","1","1","1","1","2","2","1","0","0","0","0","1","2","2","3","2","2","1","2","2","1","2","9","2","2","4","1","1","1","2","1","1","2","2","8","1"
"1506879","1","1","2","66","2","5","1","81","928","17406","3","4","2","1","5","0","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","1","2","1","0","0","0","0","1","2","2","3","2","1","2","2","2","1","9","9","1","1","1","1","1","2","1","2","2","1","2","2","1"
"1506879","2","1","3","28","2","5","1","81","928","42391","3","3","3","1","6","0","1","2","1","2","2","2","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","2","2","1","2","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","1","2","2","2","2","2","2","2","1","1","9","1","1","1","1","2","2","2","1","1","1","2","5","1"
"1506879","3","1","1","25","1","5","1","81","928","18371","3","3","3","1","2","3","1","2","1","2","1","1","2","1","2","1","2","1","1","3","1","1","2","2","1","2","2","1","2","1","2","2","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","1","1","9","1","1","9","1","2","2","1","2","2","1"
"1506879","4","1","1","55","1","5","1","81","928","12333","2","7","1","1","2","2","1","2","1","2","1","1","2","2","2","1","2","1","1","2","1","1","1","1","2","1","2","2","2","1","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","2","2","3","1","1","2","2","2","1","1","9","1","1","1","1","2","1","2","1","2","2","2","1","1"
"1507774","1","1","1","25","1","5","1","81","929","22833","3","6","1","1","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","3","1","1","1","1","2","2","2","2","2","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","1","0","1","9","9","9","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","2","2","2","3","1"
"1507774","2","1","4","22","1","5","1","81","929","57083","1","8","3","1","6","4","1","2","1","1","2","1","2","1","2","2","2","1","1","2","1","1","1","1","2","2","1","2","1","2","2","2","1","3","2","2","2","2","2","2","2","1","1","2","2","2","0","0","0","0","1","1","1","1","3","4","2","2","2","2","1","1","9","1","1","1","1","2","2","2","1","2","2","2","9","1"
"1507774","3","1","2","33","2","5","1","81","929","24447","1","8","2","1","1","4","1","1","1","1","2","1","2","2","2","1","2","1","8","2","2","2","2","1","1","2","2","2","1","1","1","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","2","1","6","1"
"1507774","4","1","1","32","2","5","1","81","929","12223","3","7","1","1","6","2","1","2","1","2","2","1","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","2","1","2","2","2","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","2","1","1","9","1","1","1","2","1","1","1","2","1","2","3","1"
"1507774","5","1","2","24","2","5","1","81","929","26345","3","6","2","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","1","2","1","1","1","1","2","2","1","2","1","1","1","1","2","3","1","2","2","2","2","2","1","1","2","2","2","2","0","0","0","0","1","1","2","2","3","2","2","2","2","2","1","1","1","9","1","1","1","2","2","2","1","1","2","2","3","1"
"1508344","1","1","3","24","1","5","1","81","930","28254","3","6","3","1","6","0","1","2","1","2","2","2","2","2","2","2","2","1","1","3","1","1","2","1","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","3","2","3","2","1","1","2","2","1","1","1","1","1","9","1","2","2","1","1","2","2","2","3","1"
"1508344","2","1","4","23","1","5","1","81","930","47089","4","8","3","1","6","0","1","1","2","2","2","1","2","2","2","2","2","1","2","3","1","1","2","1","2","2","2","1","2","1","2","2","2","3","2","2","1","1","2","2","2","2","2","2","2","2","0","0","0","0","1","1","1","2","2","2","2","2","2","2","1","1","9","9","1","1","1","2","2","2","9","2","1","2","5","1"
"1508344","3","1","4","20","1","5","1","81","930","37671","3","3","3","1","6","0","3","2","2","2","2","1","2","2","2","2","2","2","8","2","2","1","1","1","2","2","2","1","2","1","2","2","2","3","2","2","2","1","2","2","2","2","2","2","2","2","0","0","0","0","1","1","2","1","2","2","2","2","2","2","1","1","9","9","1","1","1","2","2","9","9","9","1","2","4","1"
"1508344","4","1","3","25","1","5","1","81","930","37671","3","6","3","1","2","98","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","1","1","1","1","2","2","1","2","2","2","2","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","3","1","2","1","2","2","2","2","1","1","1","1","1","1","1","9","1","2","1","2","2","2","6","1"
"1508468","1","1","3","30","1","5","1","83","931","59618","2","6","3","1","6","1","1","1","2","1","2","2","2","2","2","2","2","1","1","2","1","1","1","1","2","2","2","2","2","1","1","2","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","1","2","2","2","2","2","2","1","1","9","1","1","1","1","2","1","1","1","2","2","2","5","1"
"1508468","2","1","2","39","2","5","1","83","931","30529","3","7","2","1","1","2","8","2","2","2","1","1","2","2","2","1","2","1","1","2","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","2","2","2","2","2","2","1","2","2","2","2","1","0","0","0","0","1","2","1","3","2","2","1","2","2","1","1","1","9","1","1","1","2","2","1","9","1","1","2","4","1"
"1508468","3","1","1","61","2","5","1","83","931","27016","4","5","1","1","4","0","6","1","1","2","2","2","2","2","2","2","2","1","1","8","1","1","1","1","2","2","2","2","2","2","1","2","1","3","2","2","2","2","2","2","2","2","1","2","2","2","0","0","0","0","1","1","3","3","3","2","1","2","2","2","1","1","9","1","1","1","1","2","2","1","2","2","2","2","2","1"
"1508468","5","1","3","23","2","5","1","83","931","49348","3","8","3","1","6","3","8","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","2","1","2","2","2","2","2","1","2","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","9","9","1","1","1","9","1","2","1","1","1","2","4","1"
"1509005","1","1","1","28","1","5","1","81","932","18933","3","3","1","2","1","1","1","2","2","2","1","1","2","2","2","1","2","1","1","1","3","1","1","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","9","9","1","1","1","2","1","2","2","1","2","2","2","1"
"1509005","2","1","1","48","1","5","1","81","932","20872","3","6","1","1","5","4","1","2","2","1","2","1","2","1","2","2","2","1","1","2","2","1","1","2","2","2","2","2","2","1","2","1","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","1","1","0","0","1","2","2","3","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","2","2","2","5","1"
"1509005","3","1","1","57","1","5","1","81","932","25422","3","3","1","1","1","0","1","1","1","2","2","2","2","2","2","1","2","1","1","3","1","1","1","1","1","2","1","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","1","2","2","2","2","1"
"1509005","4","1","1","57","2","5","1","81","932","20604","0","0","1","2","5","1","5","2","2","2","1","2","2","2","2","1","2","3","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","1","2","3","1","2","2","2","2","1","1","9","1","1","1","1","2","2","1","1","2","1","2","2","1"
"1509005","5","1","2","66","2","5","1","81","932","17938","1","2","2","2","5","1","1","2","1","2","2","1","2","2","2","2","2","1","3","2","2","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","2","2","3","2","1","2","2","2","1","1","9","1","1","1","1","2","2","2","2","2","1","2","2","1"
"1509074","1","1","2","64","1","5","1","81","933","31854","3","3","1","1","5","1","6","2","2","2","2","1","2","2","2","2","2","1","1","3","1","1","9","1","2","2","2","2","2","1","2","1","1","3","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","1","2","1","2","1","1","9","1","1","1","1","2","2","1","1","2","1","2","3","1"
"1509074","2","1","1","52","2","5","1","81","933","7946","3","3","1","1","6","1","1","1","2","2","2","1","2","1","2","2","2","1","1","2","2","1","2","1","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","2","1","2","2","2","2","2","0","0","0","0","1","1","3","3","3","1","2","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1"
"1509074","3","1","2","43","2","5","1","81","933","30452","3","4","2","2","5","3","5","2","2","2","1","2","2","2","2","2","2","2","2","3","2","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","1","0","0","0","1","1","2","1","2","2","2","2","2","1","1","9","9","1","1","1","2","2","2","2","2","1","2","5","1"
"1509074","4","1","1","45","1","5","1","81","933","16100","3","3","1","2","5","4","1","2","2","1","2","1","2","1","2","2","2","1","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","3","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","1","1","3","2","2","2","2","2","1","1","9","1","1","1","1","1","1","1","1","2","2","2","5","1"
"1509074","5","1","1","68","2","5","1","81","933","13837","2","2","1","1","4","0","1","2","2","2","2","1","2","2","2","2","2","1","1","2","1","1","1","2","2","2","2","2","1","2","2","2","1","3","2","2","2","2","2","2","1","2","2","2","2","2","0","0","0","1","0","1","9","9","3","2","1","2","2","2","1","1","9","1","1","1","1","2","2","1","2","2","1","2","2","1"
"1509459","1","1","2","42","2","5","1","81","934","28148","2","6","2","1","5","2","1","2","2","2","1","1","2","2","2","2","2","1","2","2","1","1","1","1","2","2","2","2","1","1","2","1","2","3","2","2","2","2","2","2","1","1","2","2","2","2","1","0","1","0","0","1","1","1","3","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","2","1","2","4","1"
"1509459","2","1","2","59","2","5","1","81","934","19587","6","2","2","1","5","0","5","2","1","2","2","2","2","2","2","1","2","1","1","1","1","1","1","1","2","2","1","2","1","2","2","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","2","1","2","2","2","2","1","1","9","1","1","1","1","2","2","9","2","2","1","2","2","1"
"1509459","3","1","1","38","2","5","1","81","934","38541","3","6","1","1","1","3","1","2","1","2","2","1","2","2","2","1","2","1","1","3","1","1","1","1","2","2","2","1","1","2","2","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","2","9","3","2","2","2","2","2","1","1","9","1","1","1","1","2","2","2","2","1","1","2","4","1"
"1509459","4","1","1","70","2","5","1","81","934","8527","6","2","1","2","6","0","5","2","2","2","2","1","2","2","2","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","2","2","3","1","2","2","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","1"
"1509459","5","1","1","36","2","5","1","81","934","9635","3","6","1","1","2","2","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","1","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","9","1","1","1","1","2","2","1","2","2","1","2","3","1"
"1509480","1","1","2","41","2","5","1","81","935","14002","6","2","2","1","1","0","5","2","1","2","1","1","2","1","2","1","2","2","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","1","1","1","1","2","2","1","2","2","1","2","2","1"
"1509480","3","1","3","46","2","5","1","81","935","21003","4","8","1","1","2","1","1","1","2","1","1","2","2","2","2","1","2","1","1","3","2","1","1","1","2","2","2","2","2","2","2","1","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","2","1","9","1","2","2","1","2","1","2","1","2","2","2","6","1"
"1509480","4","1","2","48","2","5","1","81","935","14002","3","7","3","1","6","0","4","1","1","1","2","2","2","2","2","1","1","1","1","3","3","1","1","1","2","2","2","2","1","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","1","0","0","1","0","0","1","2","2","3","1","2","2","2","2","1","1","9","9","1","1","1","2","1","2","2","1","2","2","4","1"
"1509480","5","1","1","22","2","5","1","81","935","7748","3","6","1","1","6","2","1","1","1","1","2","1","1","2","2","1","2","1","1","2","1","1","1","1","2","2","2","2","2","1","2","2","2","3","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","1","1","1","9","1","2","1","2","1","1","1","2","1","1"
