"UPM","VIV_SEL","HOGAR","N_REN","EDAD","SEXO","REGION","TLOC","EST_DIS","UPM_DIS","FAC_PER","GRA","NIV","P3_1","P3_12","P3_2","P3_3","P3_5","P4_1","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P4_5","P4_7","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_9_1","P4_9_2","P4_9_3","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_29","P5_3","P5_4","P6_18","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_3","P10_1","P10_13","P10_8","P11_1_1","P11_1_2","P11_1_3","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_2_9","P12_1","P12_2","P12_3","P12_4","P13_1","P13_2_1","P13_2_2","P13_2_3","P13_2_4","P7_1_1","P7_1_2","P7_1_3","P7_1_4","P7_1_5","P7_1_6","P7_1_7","P8_1","P9_1","P9_9_1","P9_9_2","P9_9_3","P9_9_4","P9_9_5","P1_1","P1_2"
"400096","3","1","1","50","2","6","1","20","175","956","6","8","1","1","3","2","1","2","2","2","1","1","2","2","2","2","1","1","2","2","3","1","1","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","1","1","2","1","2","2","2","0","1","0","0","0","1","2","1","3","1","1","2","2","2","1","1","9","1","1","9","1","1","1","9","1","2","9","2","2","1"
"400096","4","1","1","48","2","6","1","20","175","3164","3","8","1","1","2","1","5","2","2","2","1","1","2","1","2","2","2","2","2","1","2","1","1","1","2","2","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","2","2","0","0","1","0","0","1","2","2","3","4","2","2","2","2","1","1","9","1","1","1","1","2","1","1","2","2","1","2","5","1"
"400096","5","1","3","19","2","6","1","20","175","2266","2","6","3","1","6","0","4","2","2","2","2","1","2","1","2","1","1","1","1","3","2","1","1","2","2","2","2","2","2","1","2","2","2","3","2","2","2","2","2","2","1","2","2","2","2","2","0","0","0","1","0","1","1","3","3","3","2","2","2","2","1","9","9","9","9","1","1","2","2","2","1","1","2","2","4","1"
"400140","1","1","2","34","2","6","1","20","176","1870","4","8","2","1","5","1","1","1","2","1","2","2","1","2","2","1","2","1","1","2","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","1","2","1","2","2","2","0","1","0","0","0","1","2","2","3","2","2","1","2","2","1","1","9","1","1","3","1","1","1","2","1","1","1","2","3","1"
"400140","2","1","3","41","2","6","1","20","176","2201","4","8","3","1","6","0","1","2","2","2","1","1","2","1","2","1","2","2","1","3","1","1","1","2","2","2","2","2","2","2","2","1","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","1","2","3","1","2","1","2","2","1","1","9","9","9","9","1","1","1","1","1","2","2","2","3","1"
"400140","4","1","3","37","1","6","1","20","176","1629","2","9","3","1","6","3","1","2","2","1","1","1","2","1","2","2","2","1","1","2","2","1","1","2","2","2","2","2","2","1","2","1","1","3","2","2","2","2","2","2","2","1","1","2","2","2","1","1","0","0","0","9","3","3","3","2","2","2","2","2","1","1","9","1","1","2","1","2","9","1","1","1","1","2","5","1"
"400140","5","1","2","27","2","6","1","20","176","1402","3","3","2","1","1","1","1","1","1","2","1","2","2","2","2","1","2","1","1","3","2","1","1","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","2","2","2","0","1","0","0","0","1","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","1","2","3","1"
"400173","1","1","3","37","1","6","1","20","177","1306","5","8","3","1","6","1","1","1","2","1","1","1","2","2","2","2","2","1","1","2","1","1","1","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","2","2","2","0","1","0","0","0","1","2","1","3","2","2","2","2","2","1","1","9","1","2","1","1","1","1","2","1","1","2","2","3","1"
"400173","2","1","1","63","1","6","1","20","177","2849","3","3","1","1","4","0","1","2","1","2","1","2","2","2","2","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","1","1","2","2","2","2","0","1","0","0","0","1","3","2","3","1","1","2","2","2","1","1","9","1","1","1","1","1","1","2","1","1","1","2","5","1"
"400173","4","1","2","42","2","6","1","20","177","1177","3","6","2","1","5","0","5","1","1","2","1","1","2","2","2","2","2","1","1","3","2","1","1","1","2","2","2","2","2","1","2","2","2","3","2","2","1","1","2","2","2","1","1","2","2","2","0","1","0","0","0","1","9","9","9","2","2","2","2","2","1","1","9","1","1","1","1","2","2","9","2","9","1","2","3","1"
"400173","5","1","1","64","1","6","1","20","177","1900","0","0","1","1","5","1","6","2","1","2","2","2","2","2","2","1","2","1","1","3","2","1","1","1","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","2","1","3","2","1","1","2","2","1","1","9","1","1","1","1","2","2","2","1","1","2","2","2","1"
"400186","1","1","1","38","2","6","1","21","178","2057","3","6","1","1","5","1","5","2","2","2","1","2","2","2","2","2","2","1","1","2","2","1","1","1","2","2","1","2","2","2","1","1","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","2","9","1","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","2","3","1"
"400186","2","1","4","25","1","6","1","21","178","3216","5","8","3","1","6","0","1","1","1","2","2","1","2","2","2","1","2","1","1","3","2","1","1","1","2","2","2","2","2","1","2","1","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","1","1","3","1","2","1","2","2","1","2","9","2","2","2","1","1","2","9","1","2","2","2","5","1"
"400186","3","1","5","23","2","6","1","21","178","3854","3","3","4","1","6","1","1","1","2","1","2","2","2","2","2","2","2","1","2","3","1","1","1","2","2","2","1","2","2","2","2","2","1","1","2","2","2","2","2","1","1","1","1","2","2","2","0","0","1","0","0","1","9","9","2","2","2","1","2","2","1","1","9","1","1","1","1","1","1","2","1","2","2","2","7","1"
"400186","4","1","3","23","2","6","1","21","178","2312","4","8","3","1","6","0","1","1","2","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","2","2","1","2","1","1","1","1","3","2","2","2","1","2","2","1","1","1","2","2","2","1","0","0","0","0","1","9","9","3","2","2","1","2","2","1","1","9","9","1","1","1","1","1","2","1","1","1","2","4","1"
"400186","5","1","6","26","2","6","1","21","178","4625","3","6","3","1","6","0","1","2","2","1","1","1","1","1","2","1","2","2","1","2","2","1","1","2","1","2","2","2","1","2","2","2","2","3","2","2","1","1","2","2","2","1","1","2","2","2","0","0","0","0","1","1","3","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","2","9","1","2","1","2","6","1"
"400201","1","1","2","44","2","6","1","21","179","1422","3","4","2","1","5","0","5","2","2","2","2","1","2","1","2","2","2","1","1","3","2","1","1","1","2","2","2","2","2","1","1","2","2","3","2","2","2","2","2","2","2","1","1","2","2","2","0","0","0","0","1","1","3","3","3","2","2","2","2","2","1","1","9","1","1","1","1","2","1","2","2","2","1","2","4","1"
"400201","2","1","4","27","1","6","1","21","179","2266","6","2","5","1","1","5","1","2","1","1","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","2","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","1","1","2","8","1"
"400201","3","1","2","42","2","6","1","21","179","1422","3","3","2","2","5","0","8","2","1","2","2","1","1","1","2","1","2","1","1","2","1","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","1","1","2","2","2","1","0","0","0","0","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1"
"400201","4","1","3","33","1","6","1","21","179","3155","5","8","3","1","1","0","1","2","1","1","1","1","1","1","2","1","2","1","1","3","1","1","1","1","2","1","2","1","1","1","2","1","1","3","2","2","2","1","2","2","1","1","1","2","2","2","0","1","0","0","0","1","1","1","3","2","2","1","2","2","1","2","9","1","1","1","1","1","9","2","2","1","2","2","4","1"
"400201","5","1","2","26","2","6","1","21","179","1358","3","7","2","2","5","0","8","1","2","2","1","2","1","2","2","2","2","1","2","3","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","3","3","3","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","2","2","3","1"
"400213","1","1","1","29","1","6","1","20","180","583","4","8","1","1","6","1","1","2","1","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","2","2","2","0","0","0","0","1","1","2","1","2","1","2","2","2","2","1","1","9","1","1","9","1","2","1","1","1","1","2","2","1","1"
"400213","2","1","2","61","2","6","1","20","180","1718","6","2","2","1","5","3","5","2","1","2","1","2","2","2","2","2","2","1","1","3","2","1","2","1","2","2","2","2","1","2","1","1","2","1","2","2","2","2","2","1","2","2","2","2","2","2","0","0","0","1","0","1","9","9","3","3","1","2","2","2","1","1","9","1","1","1","1","2","2","2","2","2","1","9","3","1"
"400213","3","1","2","26","2","6","1","20","180","1398","3","6","2","1","5","1","1","1","1","2","2","2","2","2","2","1","2","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","1","2","2","2","2","1","0","0","0","0","1","8","9","2","2","2","1","2","2","1","2","9","1","1","2","1","1","1","2","2","1","1","2","3","1"
"400213","4","1","3","24","1","6","1","20","180","1167","0","0","3","1","6","0","7","2","2","2","2","1","2","1","2","2","2","2","9","2","2","9","1","1","2","2","2","2","2","1","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","9","9","3","4","2","2","2","2","1","9","9","9","9","9","1","9","2","2","2","2","1","2","3","1"
"400213","5","1","1","45","1","6","1","20","180","679","5","8","1","1","3","0","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","1","2","2","2","0","1","0","0","0","1","2","1","3","1","2","2","2","2","1","1","1","5","1","1","1","2","1","1","1","1","1","2","1","1"
"400245","1","1","3","65","2","6","1","21","181","586","6","2","3","1","5","0","5","2","2","2","2","1","2","1","2","1","2","1","1","3","1","1","1","2","2","2","2","2","1","2","2","2","2","3","1","1","2","1","2","2","2","2","2","2","2","1","0","0","0","0","1","1","1","3","3","2","2","2","2","2","1","9","9","9","9","9","1","2","2","2","2","2","2","2","3","1"
"400245","2","1","1","34","1","6","1","21","181","1662","3","8","1","1","5","2","1","1","2","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","2","2","1","2","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","0","1","0","0","0","1","2","3","3","2","1","1","2","2","1","1","4","1","1","4","1","1","1","2","2","1","2","2","3","1"
"400245","3","1","1","39","1","6","1","21","181","1662","3","3","1","1","5","3","1","2","2","2","1","1","1","1","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","1","1","3","3","2","1","2","2","1","1","1","1","1","1","1","2","1","1","1","1","1","2","4","1"
"400245","4","1","2","55","2","6","1","21","181","2716","3","7","2","1","5","0","1","2","2","1","1","1","2","1","2","2","2","1","1","2","1","1","1","1","1","2","1","2","2","2","1","1","1","3","2","2","2","2","2","2","2","1","1","2","2","2","1","0","0","0","0","1","2","2","3","2","1","2","2","2","2","2","9","1","1","1","1","1","1","2","1","2","1","2","4","1"
"400245","5","1","3","29","2","6","1","21","181","2861","5","8","3","1","6","0","1","1","1","1","2","2","2","2","2","2","2","1","1","3","2","1","1","1","2","2","2","2","2","1","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","9","9","3","4","2","2","2","2","1","1","9","9","9","9","1","2","2","9","2","2","1","2","4","1"
"400252","1","1","2","62","2","6","1","20","182","565","2","2","2","1","1","1","1","2","2","1","1","2","2","2","2","1","2","2","2","2","2","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","0","1","0","0","0","1","3","1","1","1","1","2","2","2","1","1","9","1","1","1","1","2","2","1","1","1","1","2","2","1"
"400252","2","1","1","53","1","6","1","20","182","3578","3","4","1","2","5","3","1","2","1","1","2","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","1","1","3","2","1","2","2","2","1","1","9","1","1","1","1","2","1","9","2","2","2","2","7","1"
"400252","4","1","2","22","1","6","1","20","182","1151","3","8","3","1","6","0","4","2","1","2","2","1","2","2","2","1","2","1","1","2","2","1","9","1","2","2","2","1","2","1","2","1","1","2","2","2","1","1","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","1","3","3","2","2","2","2","1","1","9","9","9","9","1","2","2","2","2","1","2","2","2","1"
"400252","5","1","1","48","1","6","1","20","182","670","3","3","1","1","6","2","1","2","1","1","2","1","1","1","2","2","2","1","1","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","0","0","1","0","0","1","1","1","3","1","2","1","2","2","1","1","1","1","1","1","9","1","1","1","1","1","1","2","1","1"
"400416","2","1","2","53","1","6","1","20","183","2251","3","6","1","1","5","3","1","2","2","1","1","2","2","1","2","1","2","2","2","2","3","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","1","0","0","0","1","1","2","3","2","1","1","2","2","1","1","9","1","1","1","1","2","2","2","2","2","1","2","4","1"
"400416","3","1","2","27","2","6","1","20","183","1446","6","2","2","1","1","6","5","1","2","2","1","1","2","1","2","1","2","2","1","3","3","1","1","2","2","2","2","2","1","2","1","1","1","3","2","1","2","2","2","2","2","1","1","2","2","2","0","0","0","0","1","1","1","1","3","2","2","2","2","2","1","1","9","9","1","9","1","2","2","1","2","2","1","2","8","1"
"400416","4","1","3","36","1","6","1","20","183","4199","3","3","3","1","6","0","1","2","1","1","2","1","2","1","2","1","2","1","2","2","3","1","1","2","2","2","2","2","2","1","2","1","2","1","2","2","2","2","2","2","1","1","2","2","1","2","0","1","0","0","0","1","1","2","3","1","2","2","2","2","1","1","9","9","1","1","1","1","1","2","1","1","2","2","7","1"
"400416","5","1","1","53","1","6","1","20","183","750","3","6","1","1","3","3","6","1","1","2","2","2","2","2","2","1","2","1","1","3","1","1","1","2","2","2","2","2","2","2","2","1","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","1","0","0","0","1","2","1","3","1","1","1","2","2","1","1","9","1","1","1","1","1","1","2","1","2","2","2","3","1"
"400417","1","1","2","25","2","6","1","20","184","1494","3","6","2","1","1","0","1","2","2","2","1","1","1","1","2","1","2","2","1","2","3","1","1","1","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","1","1","2","2","2","2","2","0","1","0","0","0","1","2","1","3","2","2","2","1","2","1","1","9","9","3","3","1","1","1","1","1","2","1","2","2","1"
"400417","2","1","3","20","2","6","1","20","184","2241","3","3","3","1","6","2","1","2","1","1","2","1","2","1","2","1","2","1","1","2","3","9","1","1","2","2","2","2","2","1","2","1","1","3","2","2","2","2","2","2","2","1","1","2","2","2","0","0","0","0","1","1","2","2","3","4","2","2","2","2","1","1","9","9","1","9","1","2","2","2","2","2","1","2","3","1"
"400417","3","1","2","28","2","6","1","20","184","1494","3","7","3","1","6","0","5","2","1","2","2","1","2","2","2","2","2","1","1","3","2","1","1","2","2","2","2","2","1","1","1","1","1","3","2","2","2","2","2","2","1","1","2","2","2","2","0","0","1","0","0","1","2","9","3","2","2","2","2","2","1","1","9","1","1","1","1","2","2","2","2","2","2","1","3","1"
"400417","4","1","1","44","1","6","1","20","184","2903","6","2","1","2","5","1","1","2","2","2","1","1","2","2","2","2","1","1","1","3","2","1","1","1","1","2","2","2","1","1","2","2","2","2","2","2","1","1","2","2","2","1","1","2","2","2","0","0","1","0","0","1","2","2","3","2","1","2","1","2","1","1","9","1","1","9","1","2","1","2","2","1","2","2","8","1"
"400417","5","1","1","48","1","6","1","20","184","1451","3","3","1","1","5","3","1","2","2","2","1","1","2","1","2","1","1","2","1","2","1","1","1","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","9","9","3","2","1","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","3","1"
"400425","1","1","2","34","2","6","1","21","185","1679","3","9","2","1","5","0","1","2","1","1","1","1","2","1","2","1","1","1","1","3","1","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","0","1","0","0","0","1","2","2","3","2","2","1","2","2","1","1","9","1","1","1","1","1","1","2","1","1","1","2","2","1"
"400425","3","1","3","26","1","6","1","21","185","1575","3","8","3","1","6","0","1","2","1","1","1","2","1","1","2","1","2","1","1","3","2","1","1","1","2","1","1","2","2","1","1","2","1","3","2","2","2","2","2","2","2","1","1","2","2","2","0","1","0","0","0","1","1","1","3","4","2","2","2","2","1","1","9","9","9","9","1","2","1","1","1","1","1","2","3","1"
"400425","4","1","2","43","2","6","1","21","185","3952","3","6","2","1","5","8","1","2","2","2","2","2","2","1","2","2","2","1","1","3","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","0","1","0","1","1","1","3","2","1","2","2","2","1","1","9","1","1","1","1","2","1","1","1","2","1","2","8","1"
"400425","5","1","1","63","2","6","1","21","185","1031","3","7","1","1","4","1","1","1","1","1","2","2","2","1","2","1","1","1","1","3","1","1","1","1","2","2","1","2","1","1","1","1","1","3","2","2","2","2","2","2","2","2","1","2","2","2","0","1","0","0","0","1","2","2","3","2","1","2","2","2","1","1","9","1","1","1","1","2","1","1","1","2","1","2","2","1"
"400439","1","1","1","42","1","6","1","21","186","1358","4","8","1","1","5","3","1","1","1","1","2","2","2","2","2","1","2","2","1","2","1","1","1","2","2","2","2","2","2","1","1","2","1","3","2","2","2","2","2","2","1","2","1","2","2","2","0","1","0","0","0","1","2","2","3","2","1","2","2","2","1","1","9","1","1","1","1","1","1","1","1","1","2","2","5","1"
"400439","2","1","3","20","2","6","1","21","186","2097","2","8","4","1","6","0","4","1","1","2","2","1","2","2","2","1","2","1","1","3","2","1","1","1","2","2","2","2","2","1","2","2","1","3","2","2","2","2","2","2","1","1","2","2","2","2","0","0","0","0","1","1","1","1","2","4","2","2","2","2","1","1","9","9","9","1","1","2","2","2","1","2","1","2","4","1"
"400439","3","1","1","54","1","6","1","21","186","2177","5","8","1","1","5","4","1","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","1","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","1","3","2","1","2","2","2","1","1","9","1","1","1","1","2","1","2","1","2","2","2","3","1"
"400439","4","1","1","52","1","6","1","21","186","2177","6","8","1","1","5","2","1","2","2","2","2","2","1","2","2","2","2","1","1","2","3","1","1","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","1","3","2","2","1","2","2","1","1","9","1","1","1","1","1","1","2","1","2","2","2","4","1"
"400439","5","1","3","28","1","6","1","21","186","1750","4","8","3","1","6","0","1","1","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","2","2","2","2","2","1","2","1","1","2","2","2","1","1","0","0","0","1","9","9","3","3","2","2","2","2","1","2","9","9","9","1","1","1","2","9","2","1","9","2","3","1"
"400464","1","1","1","61","2","6","1","20","187","559","6","2","1","1","2","0","1","2","1","2","2","2","2","2","2","2","2","1","1","2","2","1","1","2","2","2","2","2","2","1","1","2","2","3","2","2","2","2","2","2","1","2","2","2","2","2","1","0","0","0","0","1","9","9","1","1","1","2","2","2","1","1","9","1","1","9","1","2","2","1","2","2","1","2","1","1"
"400464","2","1","1","56","2","6","1","20","187","2589","6","2","1","1","5","1","1","2","2","2","2","1","2","1","2","2","2","1","1","2","2","1","1","9","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","0","0","0","1","0","1","9","9","3","1","1","2","2","2","1","1","9","1","1","9","1","1","2","1","2","2","1","9","3","1"
"400464","3","1","4","23","2","6","1","20","187","3409","4","8","3","1","6","2","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","1","1","2","2","2","2","2","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","0","0","1","0","0","1","2","1","3","4","2","2","2","2","1","1","9","1","1","1","1","2","2","1","1","2","2","2","6","1"
"400464","4","1","1","24","1","6","1","20","187","1138","3","3","1","1","1","2","1","2","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","2","2","1","2","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","2","2","2","0","0","0","0","1","1","2","3","3","2","1","1","2","2","1","1","9","1","1","1","1","2","2","2","1","2","1","2","3","1"
"400464","5","1","2","42","1","6","1","20","187","1987","6","2","3","1","6","1","1","2","2","2","1","1","1","2","2","1","2","1","1","3","1","1","1","9","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","9","9","3","2","2","1","2","2","1","1","9","1","1","9","1","2","1","9","1","9","9","9","3","1"
"400474","1","1","4","39","2","6","1","20","188","1965","3","3","2","1","5","4","1","1","2","1","2","1","2","1","2","1","2","2","2","3","2","1","1","1","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","2","1","1","2","2","2","1","0","0","0","0","1","1","1","2","2","2","2","2","2","1","1","9","1","1","1","1","2","2","1","1","2","1","2","4","1"
"400474","2","1","1","34","1","6","1","20","188","1711","6","2","1","1","1","5","1","2","2","2","1","1","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","1","1","1","2","1","2","1","2","2","1","1","2","2","2","1","1","2","2","2","0","0","0","0","1","1","3","3","2","2","1","2","2","2","1","1","1","1","1","1","1","2","2","2","2","1","1","2","4","1"
"400474","3","1","2","39","2","6","1","20","188","1965","6","2","2","1","5","3","1","2","2","2","2","1","1","1","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","0","0","1","1","0","1","1","1","3","2","1","2","2","2","1","1","9","1","1","9","1","1","1","1","1","1","1","2","5","1"
"400474","4","1","1","37","2","6","1","20","188","982","3","3","1","1","2","1","1","2","2","1","2","2","2","2","2","2","2","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","0","0","0","0","1","1","2","2","3","1","2","2","2","2","1","1","9","9","9","1","1","2","2","2","2","9","9","2","2","1"
